missing_value,normalization,outlier,whitespace,punctuation,stopword,deduplication,model,utility_accuracy_score
5,4,1,1,1,1,2,1,0.09677419354838712
5,4,1,1,1,2,1,1,0.09486780715396581
5,4,1,1,1,2,2,1,0.09677419354838712
5,4,1,1,2,1,1,1,0.09486780715396581
5,4,1,1,2,1,2,1,0.09677419354838712
5,4,1,1,2,2,1,1,0.09486780715396581
5,4,1,1,2,2,2,1,0.09677419354838712
5,4,1,2,1,1,1,1,0.09486780715396581
5,4,1,2,1,1,2,1,0.09677419354838712
5,4,1,2,1,2,1,1,0.09486780715396581
5,4,1,2,1,2,2,1,0.09677419354838712
5,4,1,2,2,1,1,1,0.09486780715396581
5,4,1,2,2,1,2,1,0.09677419354838712
5,4,1,2,2,2,1,1,0.09486780715396581
5,4,1,2,2,2,2,1,0.09677419354838712
5,4,2,1,1,1,1,1,0.060194174757281504
5,4,2,1,1,1,2,1,0.056140350877192935
5,4,2,1,1,2,1,1,0.060194174757281504
5,4,2,1,1,2,2,1,0.056140350877192935
5,4,2,1,2,1,1,1,0.060194174757281504
5,4,2,1,2,1,2,1,0.056140350877192935
5,4,2,1,2,2,1,1,0.060194174757281504
5,4,2,1,2,2,2,1,0.056140350877192935
5,4,2,2,1,1,1,1,0.060194174757281504
5,4,2,2,1,1,2,1,0.056140350877192935
5,4,2,2,1,2,1,1,0.060194174757281504
5,4,2,2,1,2,2,1,0.056140350877192935
5,4,2,2,2,1,1,1,0.060194174757281504
5,4,2,2,2,1,2,1,0.056140350877192935
5,4,2,2,2,2,1,1,0.060194174757281504
5,4,2,2,2,2,2,1,0.056140350877192935
5,4,3,1,1,1,1,1,0.07986688851913482
5,4,3,1,1,1,2,1,0.08446866485013627
5,4,3,1,1,2,1,1,0.07986688851913482
5,4,3,1,1,2,2,1,0.08446866485013627
5,4,3,1,2,1,1,1,0.07986688851913482
5,4,3,1,2,1,2,1,0.08446866485013627
5,4,3,1,2,2,1,1,0.07986688851913482
5,4,3,1,2,2,2,1,0.08446866485013627
5,4,3,2,1,1,1,1,0.07986688851913482
5,4,3,2,1,1,2,1,0.08446866485013627
5,4,3,2,1,2,1,1,0.07986688851913482
5,4,3,2,1,2,2,1,0.08446866485013627
5,4,3,2,2,1,1,1,0.07986688851913482
5,4,3,2,2,1,2,1,0.08446866485013627
5,4,3,2,2,2,1,1,0.07986688851913482
5,4,3,2,2,2,2,1,0.08446866485013627
5,4,4,1,1,1,1,1,0.08949416342412453
5,4,4,1,1,1,2,1,0.1058394160583942
5,4,4,1,1,2,1,1,0.08949416342412453
5,4,4,1,1,2,2,1,0.1058394160583942
5,4,4,1,2,1,1,1,0.08949416342412453
5,4,4,1,2,1,2,1,0.1058394160583942
5,4,4,1,2,2,1,1,0.08949416342412453
5,4,4,1,2,2,2,1,0.1058394160583942
5,4,4,2,1,1,1,1,0.08949416342412453
5,4,4,2,1,1,2,1,0.1058394160583942
5,4,4,2,1,2,1,1,0.08949416342412453
5,4,4,2,1,2,2,1,0.1058394160583942
5,4,4,2,2,1,1,1,0.08949416342412453
5,4,4,2,2,1,2,1,0.1058394160583942
5,4,4,2,2,2,1,1,0.08949416342412453
5,4,4,2,2,2,2,1,0.1058394160583942
5,4,5,1,1,1,1,1,0.08171206225680938
5,4,5,1,1,1,2,1,0.09030100334448166
5,4,5,1,1,2,1,1,0.08171206225680938
5,4,5,1,1,2,2,1,0.09030100334448166
5,4,5,1,2,1,1,1,0.08171206225680938
5,4,5,1,2,1,2,1,0.09030100334448166
5,4,5,1,2,2,1,1,0.08171206225680938
5,4,5,1,2,2,2,1,0.09030100334448166
5,4,5,2,1,1,1,1,0.08171206225680938
5,4,5,2,1,1,2,1,0.09030100334448166
5,4,5,2,1,2,1,1,0.08171206225680938
5,4,5,2,1,2,2,1,0.09030100334448166
5,4,5,2,2,1,1,1,0.08171206225680938
5,4,5,2,2,1,2,1,0.09030100334448166
5,4,5,2,2,2,1,1,0.08171206225680938
5,4,5,2,2,2,2,1,0.09030100334448166
5,4,6,1,1,1,1,1,0.08171206225680938
5,4,6,1,1,1,2,1,0.09246575342465757
5,4,6,1,1,2,1,1,0.08171206225680938
5,4,6,1,1,2,2,1,0.09246575342465757
5,4,6,1,2,1,1,1,0.08171206225680938
5,4,6,1,2,1,2,1,0.09246575342465757
5,4,6,1,2,2,1,1,0.08171206225680938
5,4,6,1,2,2,2,1,0.09246575342465757
5,4,6,2,1,1,1,1,0.08171206225680938
5,4,6,2,1,1,2,1,0.09246575342465757
5,4,6,2,1,2,1,1,0.08171206225680938
5,4,6,2,1,2,2,1,0.09246575342465757
5,4,6,2,2,1,1,1,0.08171206225680938
5,4,6,2,2,1,2,1,0.09246575342465757
5,4,6,2,2,2,1,1,0.08171206225680938
5,4,6,2,2,2,2,1,0.09246575342465757
5,4,7,1,1,1,1,1,0.07003891050583655
5,4,7,1,1,1,2,1,0.07849829351535831
5,4,7,1,1,2,1,1,0.07003891050583655
5,4,7,1,1,2,2,1,0.07849829351535831
5,4,7,1,2,1,1,1,0.07003891050583655
5,4,7,1,2,1,2,1,0.07849829351535831
5,4,7,1,2,2,1,1,0.07003891050583655
5,4,7,1,2,2,2,1,0.07849829351535831
5,4,7,2,1,1,1,1,0.07003891050583655
5,4,7,2,1,1,2,1,0.07849829351535831
5,4,7,2,1,2,1,1,0.07003891050583655
5,4,7,2,1,2,2,1,0.07849829351535831
5,4,7,2,2,1,1,1,0.07003891050583655
5,4,7,2,2,1,2,1,0.07849829351535831
5,4,7,2,2,2,1,1,0.07003891050583655
5,4,7,2,2,2,2,1,0.07849829351535831
5,4,8,1,1,1,1,1,0.0778210116731517
5,4,8,1,1,1,2,1,0.08710801393728218
5,4,8,1,1,2,1,1,0.0778210116731517
5,4,8,1,1,2,2,1,0.08710801393728218
5,4,8,1,2,1,1,1,0.0778210116731517
5,4,8,1,2,1,2,1,0.08710801393728218
5,4,8,1,2,2,1,1,0.0778210116731517
5,4,8,1,2,2,2,1,0.08710801393728218
5,4,8,2,1,1,1,1,0.0778210116731517
5,4,8,2,1,1,2,1,0.08710801393728218
5,4,8,2,1,2,1,1,0.0778210116731517
5,4,8,2,1,2,2,1,0.08710801393728218
5,4,8,2,2,1,1,1,0.0778210116731517
5,4,8,2,2,1,2,1,0.08710801393728218
5,4,8,2,2,2,1,1,0.0778210116731517
5,4,8,2,2,2,2,1,0.08710801393728218
5,5,1,1,1,1,1,1,0.09486780715396581
5,5,1,1,1,1,2,1,0.09677419354838712
5,5,1,1,1,2,1,1,0.09486780715396581
5,5,1,1,1,2,2,1,0.09677419354838712
5,5,1,1,2,1,1,1,0.09486780715396581
5,5,1,1,2,1,2,1,0.09677419354838712
5,5,1,1,2,2,1,1,0.09486780715396581
5,5,1,1,2,2,2,1,0.09677419354838712
5,5,1,2,1,1,1,1,0.09486780715396581
5,5,1,2,1,1,2,1,0.09677419354838712
5,5,1,2,1,2,1,1,0.09486780715396581
5,5,1,2,1,2,2,1,0.09677419354838712
5,5,1,2,2,1,1,1,0.09486780715396581
5,5,1,2,2,1,2,1,0.09677419354838712
5,5,1,2,2,2,1,1,0.09486780715396581
5,5,1,2,2,2,2,1,0.09677419354838712
5,5,2,1,1,1,1,1,0.060194174757281504
5,5,2,1,1,1,2,1,0.056140350877192935
5,5,2,1,1,2,1,1,0.060194174757281504
5,5,2,1,1,2,2,1,0.056140350877192935
5,5,2,1,2,1,1,1,0.060194174757281504
5,5,2,1,2,1,2,1,0.056140350877192935
5,5,2,1,2,2,1,1,0.060194174757281504
5,5,2,1,2,2,2,1,0.056140350877192935
5,5,2,2,1,1,1,1,0.060194174757281504
5,5,2,2,1,1,2,1,0.056140350877192935
5,5,2,2,1,2,1,1,0.060194174757281504
5,5,2,2,1,2,2,1,0.056140350877192935
5,5,2,2,2,1,1,1,0.060194174757281504
5,5,2,2,2,1,2,1,0.056140350877192935
5,5,2,2,2,2,1,1,0.060194174757281504
5,5,2,2,2,2,2,1,0.056140350877192935
5,5,3,1,1,1,1,1,0.08108108108108103
5,5,3,1,1,1,2,1,0.08635097493036215
5,5,3,1,1,2,1,1,0.08108108108108103
5,5,3,1,1,2,2,1,0.08635097493036215
5,5,3,1,2,1,1,1,0.08108108108108103
5,5,3,1,2,1,2,1,0.08635097493036215
5,5,3,1,2,2,1,1,0.08108108108108103
5,5,3,1,2,2,2,1,0.08635097493036215
5,5,3,2,1,1,1,1,0.08108108108108103
5,5,3,2,1,1,2,1,0.08635097493036215
5,5,3,2,1,2,1,1,0.08108108108108103
5,5,3,2,1,2,2,1,0.08635097493036215
5,5,3,2,2,1,1,1,0.08108108108108103
5,5,3,2,2,1,2,1,0.08635097493036215
5,5,3,2,2,2,1,1,0.08108108108108103
5,5,3,2,2,2,2,1,0.08635097493036215
5,5,4,1,1,1,1,1,0.08754863813229574
5,5,4,1,1,1,2,1,0.1058394160583942
5,5,4,1,1,2,1,1,0.08754863813229574
5,5,4,1,1,2,2,1,0.1058394160583942
5,5,4,1,2,1,1,1,0.08754863813229574
5,5,4,1,2,1,2,1,0.1058394160583942
5,5,4,1,2,2,1,1,0.08754863813229574
5,5,4,1,2,2,2,1,0.1058394160583942
5,5,4,2,1,1,1,1,0.08754863813229574
5,5,4,2,1,1,2,1,0.1058394160583942
5,5,4,2,1,2,1,1,0.08754863813229574
5,5,4,2,1,2,2,1,0.1058394160583942
5,5,4,2,2,1,1,1,0.08754863813229574
5,5,4,2,2,1,2,1,0.1058394160583942
5,5,4,2,2,2,1,1,0.08754863813229574
5,5,4,2,2,2,2,1,0.1058394160583942
5,5,5,1,1,1,1,1,0.0797665369649806
5,5,5,1,1,1,2,1,0.08389261744966447
5,5,5,1,1,2,1,1,0.0797665369649806
5,5,5,1,1,2,2,1,0.08389261744966447
5,5,5,1,2,1,1,1,0.0797665369649806
5,5,5,1,2,1,2,1,0.08389261744966447
5,5,5,1,2,2,1,1,0.0797665369649806
5,5,5,1,2,2,2,1,0.08389261744966447
5,5,5,2,1,1,1,1,0.0797665369649806
5,5,5,2,1,1,2,1,0.08389261744966447
5,5,5,2,1,2,1,1,0.0797665369649806
5,5,5,2,1,2,2,1,0.08389261744966447
5,5,5,2,2,1,1,1,0.0797665369649806
5,5,5,2,2,1,2,1,0.08389261744966447
5,5,5,2,2,2,1,1,0.0797665369649806
5,5,5,2,2,2,2,1,0.08389261744966447
5,5,6,1,1,1,1,1,0.07392996108949412
5,5,6,1,1,1,2,1,0.08275862068965523
5,5,6,1,1,2,1,1,0.07392996108949412
5,5,6,1,1,2,2,1,0.08275862068965523
5,5,6,1,2,1,1,1,0.07392996108949412
5,5,6,1,2,1,2,1,0.08275862068965523
5,5,6,1,2,2,1,1,0.07392996108949412
5,5,6,1,2,2,2,1,0.08275862068965523
5,5,6,2,1,1,1,1,0.07392996108949412
5,5,6,2,1,1,2,1,0.08275862068965523
5,5,6,2,1,2,1,1,0.07392996108949412
5,5,6,2,1,2,2,1,0.08275862068965523
5,5,6,2,2,1,1,1,0.07392996108949412
5,5,6,2,2,1,2,1,0.08275862068965523
5,5,6,2,2,2,1,1,0.07392996108949412
5,5,6,2,2,2,2,1,0.08275862068965523
5,5,7,1,1,1,1,1,0.07543520309477758
5,5,7,1,1,1,2,1,0.08080808080808077
5,5,7,1,1,2,1,1,0.07543520309477758
5,5,7,1,1,2,2,1,0.08080808080808077
5,5,7,1,2,1,1,1,0.07543520309477758
5,5,7,1,2,1,2,1,0.08080808080808077
5,5,7,1,2,2,1,1,0.07543520309477758
5,5,7,1,2,2,2,1,0.08080808080808077
5,5,7,2,1,1,1,1,0.07543520309477758
5,5,7,2,1,1,2,1,0.08080808080808077
5,5,7,2,1,2,1,1,0.07543520309477758
5,5,7,2,1,2,2,1,0.08080808080808077
5,5,7,2,2,1,1,1,0.07543520309477758
5,5,7,2,2,1,2,1,0.08080808080808077
5,5,7,2,2,2,1,1,0.07543520309477758
5,5,7,2,2,2,2,1,0.08080808080808077
5,5,8,1,1,1,1,1,0.0778210116731517
5,5,8,1,1,1,2,1,0.08247422680412375
5,5,8,1,1,2,1,1,0.0778210116731517
5,5,8,1,1,2,2,1,0.08247422680412375
5,5,8,1,2,1,1,1,0.0778210116731517
5,5,8,1,2,1,2,1,0.08247422680412375
5,5,8,1,2,2,1,1,0.0778210116731517
5,5,8,1,2,2,2,1,0.08247422680412375
5,5,8,2,1,1,1,1,0.0778210116731517
5,5,8,2,1,1,2,1,0.08247422680412375
5,5,8,2,1,2,1,1,0.0778210116731517
5,5,8,2,1,2,2,1,0.08247422680412375
5,5,8,2,2,1,1,1,0.0778210116731517
5,5,8,2,2,1,2,1,0.08247422680412375
5,5,8,2,2,2,1,1,0.0778210116731517
5,5,8,2,2,2,2,1,0.08247422680412375
6,1,1,1,1,1,1,1,0.09486780715396581
6,1,1,1,1,1,2,1,0.09677419354838712
6,1,1,1,1,2,1,1,0.09486780715396581
6,1,1,1,1,2,2,1,0.09677419354838712
6,1,1,1,2,1,1,1,0.09486780715396581
6,1,1,1,2,1,2,1,0.09677419354838712
6,1,1,1,2,2,1,1,0.09486780715396581
6,1,1,1,2,2,2,1,0.09677419354838712
6,1,1,2,1,1,1,1,0.09486780715396581
6,1,1,2,1,1,2,1,0.09677419354838712
6,1,1,2,1,2,1,1,0.09486780715396581
6,1,1,2,1,2,2,1,0.09677419354838712
6,1,1,2,2,1,1,1,0.09486780715396581
6,1,1,2,2,1,2,1,0.09677419354838712
6,1,1,2,2,2,1,1,0.09486780715396581
6,1,1,2,2,2,2,1,0.09677419354838712
6,1,2,1,1,1,1,1,0.060194174757281504
6,1,2,1,1,1,2,1,0.056140350877192935
6,1,2,1,1,2,1,1,0.060194174757281504
6,1,2,1,1,2,2,1,0.056140350877192935
6,1,2,1,2,1,1,1,0.060194174757281504
6,1,2,1,2,1,2,1,0.056140350877192935
6,1,2,1,2,2,1,1,0.060194174757281504
6,1,2,1,2,2,2,1,0.056140350877192935
6,1,2,2,1,1,1,1,0.060194174757281504
6,1,2,2,1,1,2,1,0.056140350877192935
6,1,2,2,1,2,1,1,0.060194174757281504
6,1,2,2,1,2,2,1,0.056140350877192935
6,1,2,2,2,1,1,1,0.060194174757281504
6,1,2,2,2,1,2,1,0.056140350877192935
6,1,2,2,2,2,1,1,0.060194174757281504
6,1,2,2,2,2,2,1,0.056140350877192935
6,1,3,1,1,1,1,1,0.07986688851913482
6,1,3,1,1,1,2,1,0.08446866485013627
6,1,3,1,1,2,1,1,0.07986688851913482
6,1,3,1,1,2,2,1,0.08446866485013627
6,1,3,1,2,1,1,1,0.07986688851913482
6,1,3,1,2,1,2,1,0.08446866485013627
6,1,3,1,2,2,1,1,0.07986688851913482
6,1,3,1,2,2,2,1,0.08446866485013627
6,1,3,2,1,1,1,1,0.07986688851913482
6,1,3,2,1,1,2,1,0.08446866485013627
6,1,3,2,1,2,1,1,0.07986688851913482
6,1,3,2,1,2,2,1,0.08446866485013627
6,1,3,2,2,1,1,1,0.07986688851913482
6,1,3,2,2,1,2,1,0.08446866485013627
6,1,3,2,2,2,1,1,0.07986688851913482
6,1,3,2,2,2,2,1,0.08446866485013627
6,1,4,1,1,1,1,1,0.08461538461538465
6,1,4,1,1,1,2,1,0.09642857142857142
6,1,4,1,1,2,1,1,0.08461538461538465
6,1,4,1,1,2,2,1,0.09642857142857142
6,1,4,1,2,1,1,1,0.08461538461538465
6,1,4,1,2,1,2,1,0.09642857142857142
6,1,4,1,2,2,1,1,0.08461538461538465
6,1,4,1,2,2,2,1,0.09642857142857142
6,1,4,2,1,1,1,1,0.08461538461538465
6,1,4,2,1,1,2,1,0.09642857142857142
6,1,4,2,1,2,1,1,0.08461538461538465
6,1,4,2,1,2,2,1,0.09642857142857142
6,1,4,2,2,1,1,1,0.08461538461538465
6,1,4,2,2,1,2,1,0.09642857142857142
6,1,4,2,2,2,1,1,0.08461538461538465
6,1,4,2,2,2,2,1,0.09642857142857142
6,1,5,1,1,1,1,1,0.08171206225680938
6,1,5,1,1,1,2,1,0.09836065573770492
6,1,5,1,1,2,1,1,0.08171206225680938
6,1,5,1,1,2,2,1,0.09836065573770492
6,1,5,1,2,1,1,1,0.08171206225680938
6,1,5,1,2,1,2,1,0.09836065573770492
6,1,5,1,2,2,1,1,0.08171206225680938
6,1,5,1,2,2,2,1,0.09836065573770492
6,1,5,2,1,1,1,1,0.08171206225680938
6,1,5,2,1,1,2,1,0.09836065573770492
6,1,5,2,1,2,1,1,0.08171206225680938
6,1,5,2,1,2,2,1,0.09836065573770492
6,1,5,2,2,1,1,1,0.08171206225680938
6,1,5,2,2,1,2,1,0.09836065573770492
6,1,5,2,2,2,1,1,0.08171206225680938
6,1,5,2,2,2,2,1,0.09836065573770492
6,1,6,1,1,1,1,1,0.06809338521400776
6,1,6,1,1,1,2,1,0.08445945945945943
6,1,6,1,1,2,1,1,0.06809338521400776
6,1,6,1,1,2,2,1,0.08445945945945943
6,1,6,1,2,1,1,1,0.06809338521400776
6,1,6,1,2,1,2,1,0.08445945945945943
6,1,6,1,2,2,1,1,0.06809338521400776
6,1,6,1,2,2,2,1,0.08445945945945943
6,1,6,2,1,1,1,1,0.06809338521400776
6,1,6,2,1,1,2,1,0.08445945945945943
6,1,6,2,1,2,1,1,0.06809338521400776
6,1,6,2,1,2,2,1,0.08445945945945943
6,1,6,2,2,1,1,1,0.06809338521400776
6,1,6,2,2,1,2,1,0.08445945945945943
6,1,6,2,2,2,1,1,0.06809338521400776
6,1,6,2,2,2,2,1,0.08445945945945943
6,1,7,1,1,1,1,1,0.06420233463035019
6,1,7,1,1,1,2,1,0.06271777003484325
6,1,7,1,1,2,1,1,0.06420233463035019
6,1,7,1,1,2,2,1,0.06271777003484325
6,1,7,1,2,1,1,1,0.06420233463035019
6,1,7,1,2,1,2,1,0.06271777003484325
6,1,7,1,2,2,1,1,0.06420233463035019
6,1,7,1,2,2,2,1,0.06271777003484325
6,1,7,2,1,1,1,1,0.06420233463035019
6,1,7,2,1,1,2,1,0.06271777003484325
6,1,7,2,1,2,1,1,0.06420233463035019
6,1,7,2,1,2,2,1,0.06271777003484325
6,1,7,2,2,1,1,1,0.06420233463035019
6,1,7,2,2,1,2,1,0.06271777003484325
6,1,7,2,2,2,1,1,0.06420233463035019
6,1,7,2,2,2,2,1,0.06271777003484325
6,1,8,1,1,1,1,1,0.06614785992217898
6,1,8,1,1,1,2,1,0.06382978723404253
6,1,8,1,1,2,1,1,0.06614785992217898
6,1,8,1,1,2,2,1,0.06382978723404253
6,1,8,1,2,1,1,1,0.06614785992217898
6,1,8,1,2,1,2,1,0.06382978723404253
6,1,8,1,2,2,1,1,0.06614785992217898
6,1,8,1,2,2,2,1,0.06382978723404253
6,1,8,2,1,1,1,1,0.06614785992217898
6,1,8,2,1,1,2,1,0.06382978723404253
6,1,8,2,1,2,1,1,0.06614785992217898
6,1,8,2,1,2,2,1,0.06382978723404253
6,1,8,2,2,1,1,1,0.06614785992217898
6,1,8,2,2,1,2,1,0.06382978723404253
6,1,8,2,2,2,1,1,0.06614785992217898
6,1,8,2,2,2,2,1,0.06382978723404253
6,2,1,1,1,1,1,1,0.0964230171073095
6,2,1,1,1,1,2,1,0.09677419354838712
6,2,1,1,1,2,1,1,0.0964230171073095
6,2,1,1,1,2,2,1,0.09677419354838712
6,2,1,1,2,1,1,1,0.0964230171073095
6,2,1,1,2,1,2,1,0.09677419354838712
6,2,1,1,2,2,1,1,0.0964230171073095
6,2,1,1,2,2,2,1,0.09677419354838712
6,2,1,2,1,1,1,1,0.0964230171073095
6,2,1,2,1,1,2,1,0.09677419354838712
6,2,1,2,1,2,1,1,0.0964230171073095
6,2,1,2,1,2,2,1,0.09677419354838712
6,2,1,2,2,1,1,1,0.0964230171073095
6,2,1,2,2,1,2,1,0.09677419354838712
6,2,1,2,2,2,1,1,0.0964230171073095
6,2,1,2,2,2,2,1,0.09677419354838712
6,2,2,1,1,1,1,1,0.060194174757281504
6,2,2,1,1,1,2,1,0.056140350877192935
6,2,2,1,1,2,1,1,0.060194174757281504
6,2,2,1,1,2,2,1,0.056140350877192935
6,2,2,1,2,1,1,1,0.060194174757281504
6,2,2,1,2,1,2,1,0.056140350877192935
6,2,2,1,2,2,1,1,0.060194174757281504
6,2,2,1,2,2,2,1,0.056140350877192935
6,2,2,2,1,1,1,1,0.060194174757281504
6,2,2,2,1,1,2,1,0.056140350877192935
6,2,2,2,1,2,1,1,0.060194174757281504
6,2,2,2,1,2,2,1,0.056140350877192935
6,2,2,2,2,1,1,1,0.060194174757281504
6,2,2,2,2,1,2,1,0.056140350877192935
6,2,2,2,2,2,1,1,0.060194174757281504
6,2,2,2,2,2,2,1,0.056140350877192935
6,2,3,1,1,1,1,1,0.08108108108108103
6,2,3,1,1,1,2,1,0.08635097493036215
6,2,3,1,1,2,1,1,0.08108108108108103
6,2,3,1,1,2,2,1,0.08635097493036215
6,2,3,1,2,1,1,1,0.08108108108108103
6,2,3,1,2,1,2,1,0.08635097493036215
6,2,3,1,2,2,1,1,0.08108108108108103
6,2,3,1,2,2,2,1,0.08635097493036215
6,2,3,2,1,1,1,1,0.08108108108108103
6,2,3,2,1,1,2,1,0.08635097493036215
6,2,3,2,1,2,1,1,0.08108108108108103
6,2,3,2,1,2,2,1,0.08635097493036215
6,2,3,2,2,1,1,1,0.08108108108108103
6,2,3,2,2,1,2,1,0.08635097493036215
6,2,3,2,2,2,1,1,0.08108108108108103
6,2,3,2,2,2,2,1,0.08635097493036215
6,2,4,1,1,1,1,1,0.08949416342412453
6,2,4,1,1,1,2,1,0.1021897810218978
6,2,4,1,1,2,1,1,0.08949416342412453
6,2,4,1,1,2,2,1,0.1021897810218978
6,2,4,1,2,1,1,1,0.08949416342412453
6,2,4,1,2,1,2,1,0.1021897810218978
6,2,4,1,2,2,1,1,0.08949416342412453
6,2,4,1,2,2,2,1,0.1021897810218978
6,2,4,2,1,1,1,1,0.08949416342412453
6,2,4,2,1,1,2,1,0.1021897810218978
6,2,4,2,1,2,1,1,0.08949416342412453
6,2,4,2,1,2,2,1,0.1021897810218978
6,2,4,2,2,1,1,1,0.08949416342412453
6,2,4,2,2,1,2,1,0.1021897810218978
6,2,4,2,2,2,1,1,0.08949416342412453
6,2,4,2,2,2,2,1,0.1021897810218978
6,2,5,1,1,1,1,1,0.0933852140077821
6,2,5,1,1,1,2,1,0.09731543624161076
6,2,5,1,1,2,1,1,0.0933852140077821
6,2,5,1,1,2,2,1,0.09731543624161076
6,2,5,1,2,1,1,1,0.0933852140077821
6,2,5,1,2,1,2,1,0.09731543624161076
6,2,5,1,2,2,1,1,0.0933852140077821
6,2,5,1,2,2,2,1,0.09731543624161076
6,2,5,2,1,1,1,1,0.0933852140077821
6,2,5,2,1,1,2,1,0.09731543624161076
6,2,5,2,1,2,1,1,0.0933852140077821
6,2,5,2,1,2,2,1,0.09731543624161076
6,2,5,2,2,1,1,1,0.0933852140077821
6,2,5,2,2,1,2,1,0.09731543624161076
6,2,5,2,2,2,1,1,0.0933852140077821
6,2,5,2,2,2,2,1,0.09731543624161076
6,2,6,1,1,1,1,1,0.0797665369649806
6,2,6,1,1,1,2,1,0.0921501706484642
6,2,6,1,1,2,1,1,0.0797665369649806
6,2,6,1,1,2,2,1,0.0921501706484642
6,2,6,1,2,1,1,1,0.0797665369649806
6,2,6,1,2,1,2,1,0.0921501706484642
6,2,6,1,2,2,1,1,0.0797665369649806
6,2,6,1,2,2,2,1,0.0921501706484642
6,2,6,2,1,1,1,1,0.0797665369649806
6,2,6,2,1,1,2,1,0.0921501706484642
6,2,6,2,1,2,1,1,0.0797665369649806
6,2,6,2,1,2,2,1,0.0921501706484642
6,2,6,2,2,1,1,1,0.0797665369649806
6,2,6,2,2,1,2,1,0.0921501706484642
6,2,6,2,2,2,1,1,0.0797665369649806
6,2,6,2,2,2,2,1,0.0921501706484642
6,2,7,1,1,1,1,1,0.07587548638132291
6,2,7,1,1,1,2,1,0.08135593220338988
6,2,7,1,1,2,1,1,0.07587548638132291
6,2,7,1,1,2,2,1,0.08135593220338988
6,2,7,1,2,1,1,1,0.07587548638132291
6,2,7,1,2,1,2,1,0.08135593220338988
6,2,7,1,2,2,1,1,0.07587548638132291
6,2,7,1,2,2,2,1,0.08135593220338988
6,2,7,2,1,1,1,1,0.07587548638132291
6,2,7,2,1,1,2,1,0.08135593220338988
6,2,7,2,1,2,1,1,0.07587548638132291
6,2,7,2,1,2,2,1,0.08135593220338988
6,2,7,2,2,1,1,1,0.07587548638132291
6,2,7,2,2,1,2,1,0.08135593220338988
6,2,7,2,2,2,1,1,0.07587548638132291
6,2,7,2,2,2,2,1,0.08135593220338988
6,2,8,1,1,1,1,1,0.08171206225680938
6,2,8,1,1,1,2,1,0.08965517241379306
6,2,8,1,1,2,1,1,0.08171206225680938
6,2,8,1,1,2,2,1,0.08965517241379306
6,2,8,1,2,1,1,1,0.08171206225680938
6,2,8,1,2,1,2,1,0.08965517241379306
6,2,8,1,2,2,1,1,0.08171206225680938
6,2,8,1,2,2,2,1,0.08965517241379306
6,2,8,2,1,1,1,1,0.08171206225680938
6,2,8,2,1,1,2,1,0.08965517241379306
6,2,8,2,1,2,1,1,0.08171206225680938
6,2,8,2,1,2,2,1,0.08965517241379306
6,2,8,2,2,1,1,1,0.08171206225680938
6,2,8,2,2,1,2,1,0.08965517241379306
6,2,8,2,2,2,1,1,0.08171206225680938
6,2,8,2,2,2,2,1,0.08965517241379306
6,3,1,1,1,1,1,1,0.09486780715396581
6,3,1,1,1,1,2,1,0.09677419354838712
6,3,1,1,1,2,1,1,0.09486780715396581
6,3,1,1,1,2,2,1,0.09677419354838712
6,3,1,1,2,1,1,1,0.09486780715396581
6,3,1,1,2,1,2,1,0.09677419354838712
6,3,1,1,2,2,1,1,0.09486780715396581
6,3,1,1,2,2,2,1,0.09677419354838712
6,3,1,2,1,1,1,1,0.09486780715396581
6,3,1,2,1,1,2,1,0.09677419354838712
6,3,1,2,1,2,1,1,0.09486780715396581
6,3,1,2,1,2,2,1,0.09677419354838712
6,3,1,2,2,1,1,1,0.09486780715396581
6,3,1,2,2,1,2,1,0.09677419354838712
6,3,1,2,2,2,1,1,0.09486780715396581
6,3,1,2,2,2,2,1,0.09677419354838712
6,3,2,1,1,1,1,1,0.060194174757281504
6,3,2,1,1,1,2,1,0.056140350877192935
6,3,2,1,1,2,1,1,0.060194174757281504
6,3,2,1,1,2,2,1,0.056140350877192935
6,3,2,1,2,1,1,1,0.060194174757281504
6,3,2,1,2,1,2,1,0.056140350877192935
6,3,2,1,2,2,1,1,0.060194174757281504
6,3,2,1,2,2,2,1,0.056140350877192935
6,3,2,2,1,1,1,1,0.060194174757281504
6,3,2,2,1,1,2,1,0.056140350877192935
6,3,2,2,1,2,1,1,0.060194174757281504
6,3,2,2,1,2,2,1,0.056140350877192935
6,3,2,2,2,1,1,1,0.060194174757281504
6,3,2,2,2,1,2,1,0.056140350877192935
6,3,2,2,2,2,1,1,0.060194174757281504
6,3,2,2,2,2,2,1,0.056140350877192935
6,3,3,1,1,1,1,1,0.07986688851913482
6,3,3,1,1,1,2,1,0.08446866485013627
6,3,3,1,1,2,1,1,0.07986688851913482
6,3,3,1,1,2,2,1,0.08446866485013627
6,3,3,1,2,1,1,1,0.07986688851913482
6,3,3,1,2,1,2,1,0.08446866485013627
6,3,3,1,2,2,1,1,0.07986688851913482
6,3,3,1,2,2,2,1,0.08446866485013627
6,3,3,2,1,1,1,1,0.07986688851913482
6,3,3,2,1,1,2,1,0.08446866485013627
6,3,3,2,1,2,1,1,0.07986688851913482
6,3,3,2,1,2,2,1,0.08446866485013627
6,3,3,2,2,1,1,1,0.07986688851913482
6,3,3,2,2,1,2,1,0.08446866485013627
6,3,3,2,2,2,1,1,0.07986688851913482
