missing_value,normalization,outlier,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,diff_sensitive_attr,ratio_sensitive_attr,cov,class_imbalance_ratio,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,utility_sp
1,1,1,1,0.1414267834793492,0.1414267834793492,0.21726,2.28807,0.04603812409622299,2.935960591133005,6135.7,0.51,40.11,0.0,2390.49,0.27,144.08,0.0,11872.86,0.3,154.76,0.0,119.47,0.0,156.38,0.0,15.22,0.0,40.98,0.0,18.82,0.08,28.41,0.04,7464.51,0.31,32.07,0.0,0.08371080913047341
1,1,2,1,0.1414267834793492,0.1414267834793492,0.24189,2.87273,0.0464038147379575,2.8727272727272726,5435.8,0.44,31.89,0.0,2341.4,0.33,99.12,0.0,12771.95,0.24,131.12,0.0,90.31,0.0,135.64,0.0,5.83,0.0,36.14,0.0,26.42,0.06,8.86,0.01,7705.22,0.31,13.51,0.0,0.12896049098580742
1,1,3,1,0.1414267834793492,0.1414267834793492,0.16032,2.28758,0.0339991920984056,3.4910714285714284,4399.84,0.36,32.31,0.0,2017.0,0.37,85.68,0.0,11120.72,0.24,88.69,0.0,77.75,0.0,88.7,0.0,14.39,0.0,14.9,0.0,143.8,1.0,143.8,1.0,33211.2,0.37,20.62,0.0,0.08853408029878618
1,1,4,1,0.1414267834793492,0.1414267834793492,0.22968,2.2093,0.04935690049711993,3.2790697674418605,4237.16,0.44,44.43,0.0,1603.61,0.32,101.24,0.0,8917.14,0.28,93.55,0.0,88.95,0.0,94.34,0.0,15.35,0.0,33.61,0.0,9.36,0.06,6.79,0.01,5196.28,0.27,31.51,0.0,0.06927784577723378
1,1,5,1,0.1414267834793492,0.1414267834793492,0.17833,2.11872,0.038902461539782635,3.8098591549295775,4966.32,0.45,36.87,0.0,2218.96,0.36,113.08,0.0,10580.37,0.29,127.36,0.0,100.16,0.0,131.91,0.0,12.21,0.0,27.66,0.0,6.84,0.01,8.77,0.01,6015.57,0.31,26.59,0.0,0.02622618485277909
1,1,6,1,0.1414267834793492,0.1414267834793492,0.18571,2.14103,0.04035477951398542,3.6226415094339623,5492.7,0.46,31.92,0.0,2408.28,0.35,124.68,0.0,11274.44,0.29,139.7,0.0,111.73,0.0,144.72,0.0,14.42,0.0,31.36,0.0,9.97,0.02,19.0,0.03,6766.52,0.31,27.92,0.0,0.043374788883770915
1,1,7,1,0.1414267834793492,0.1414267834793492,0.18992,2.1822,0.04098180204172217,3.391812865497076,5642.29,0.45,35.19,0.0,2792.28,0.38,123.75,0.0,11403.48,0.29,147.35,0.0,113.46,0.0,151.09,0.0,12.27,0.0,32.12,0.0,22.05,0.05,28.51,0.04,6842.47,0.31,32.6,0.0,0.04959684054632219
1,1,8,1,0.1414267834793492,0.1414267834793492,0.19418,2.19328,0.04182095555093274,3.269662921348315,5708.15,0.43,34.87,0.0,2801.55,0.36,127.65,0.0,11458.76,0.29,149.67,0.0,113.69,0.0,151.65,0.0,12.94,0.0,33.29,0.0,28.42,0.06,28.49,0.04,6967.92,0.31,32.2,0.0,0.04536527254579993
1,2,1,1,0.1414267834793492,0.1414267834793492,0.21726,2.28807,0.04603812409622299,2.935960591133005,43.3,0.51,40.11,0.31,43.3,0.27,144.08,0.3,43.3,0.3,154.76,0.2,119.47,0.46,156.38,0.35,15.22,0.14,40.98,0.3,43.3,0.08,43.3,0.04,43.3,0.31,32.07,0.08,0.21271871391775468
1,2,2,1,0.1414267834793492,0.1414267834793492,0.24189,2.87273,0.0464038147379575,2.8727272727272726,72.64,0.44,31.89,0.26,73.36,0.33,99.12,0.24,25.88,0.24,131.12,0.15,90.31,0.44,135.64,0.31,5.83,0.08,36.14,0.26,309.6,0.06,140.82,0.01,27.3,0.31,13.51,0.05,0.24104334484081322
1,2,3,1,0.1414267834793492,0.1414267834793492,0.16071,2.29114,0.03412533412533415,3.193548387096774,40.19,0.36,0.0,1.0,52.29,0.34,28.42,0.15,2.0,0.15,57.47,0.17,30.52,0.47,55.39,0.32,0.0,1.0,6.96,0.3,219.22,1.0,261.11,1.0,32.52,0.26,0.0,1.0,0.12777117280928735
1,2,4,1,0.1414267834793492,0.1414267834793492,0.22018,2.17617,0.047574875518451014,2.9294871794871793,28.88,0.46,37.13,0.29,35.53,0.3,136.24,0.3,33.8,0.3,126.75,0.19,98.65,0.44,130.83,0.35,11.38,0.15,32.64,0.31,40.45,0.08,24.35,0.04,34.66,0.34,31.22,0.08,0.21653096471749322
