missing_value,normalization,outlier,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,diff_sensitive_attr,ratio_sensitive_attr,cov,class_imbalance_ratio,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,utility_sp
1,1,1,1,0.13909774436090225,0.13909774436090225,0.20309,2.33891,0.04263480016656063,3.050761421319797,12459.93,0.45,70.94,0.0,5194.5,0.28,243.7,0.0,23921.64,0.29,296.56,0.0,239.81,0.0,313.02,0.0,22.58,0.0,73.19,0.0,39.82,0.09,68.78,0.04,15541.54,0.27,39.34,0.0,0.07023899521710167
1,1,2,1,0.13909774436090225,0.13909774436090225,0.23397,2.9052,0.044606407552968706,3.0411392405063293,11077.96,0.5,62.64,0.0,4991.61,0.32,175.55,0.0,24464.01,0.24,257.11,0.0,194.23,0.0,266.52,0.0,11.65,0.0,70.26,0.0,35.09,0.07,17.84,0.01,15619.53,0.34,23.18,0.0,0.1079671656204732
1,1,3,1,0.13909774436090225,0.13909774436090225,0.17791,2.42466,0.03681681681681677,3.6511627906976742,9124.64,0.38,37.51,0.0,4325.96,0.36,125.82,0.0,22052.56,0.24,195.8,0.0,135.97,0.0,199.23,0.0,15.99,0.0,37.72,0.0,273.61,1.0,273.61,1.0,59209.21,0.25,29.11,0.0,0.02165080102159276
1,1,4,1,0.13909774436090225,0.13909774436090225,0.20775,2.23288,0.04442144304998491,3.2753623188405796,9198.37,0.46,54.27,0.0,3758.89,0.26,177.37,0.0,18509.18,0.28,212.32,0.0,190.56,0.0,228.39,0.0,18.89,0.0,59.57,0.0,27.56,0.08,22.7,0.02,11596.23,0.27,38.01,0.0,0.059971426170266406
1,1,5,1,0.13909774436090225,0.13909774436090225,0.1852,2.26733,0.03936407287430789,3.647887323943662,9998.7,0.37,45.77,0.0,4439.88,0.32,199.27,0.0,19718.31,0.28,232.54,0.0,187.0,0.0,241.94,0.0,18.47,0.0,55.85,0.0,14.92,0.03,9.6,0.01,12483.27,0.27,34.9,0.0,0.02480651995330537
1,1,6,1,0.13909774436090225,0.13909774436090225,0.1785,2.22676,0.0382025059475979,3.992982456140351,10643.88,0.48,46.89,0.0,4860.21,0.36,191.33,0.0,21794.79,0.28,253.71,0.0,203.83,0.0,266.32,0.0,17.94,0.0,59.43,0.0,12.54,0.02,26.14,0.02,13470.45,0.27,33.24,0.0,0.020094120472357306
1,1,7,1,0.13909774436090225,0.13909774436090225,0.17508,2.21491,0.03754545581531791,3.903010033444816,11125.99,0.48,52.03,0.0,5409.04,0.35,182.28,0.0,22491.48,0.28,260.66,0.0,209.22,0.0,275.45,0.0,16.97,0.0,58.24,0.0,26.25,0.03,54.07,0.04,14301.62,0.3,35.66,0.0,0.019228764981761334
1,1,8,1,0.13909774436090225,0.13909774436090225,0.17206,2.20815,0.03693928445107066,3.746031746031746,11403.57,0.42,54.58,0.0,5554.61,0.31,185.0,0.0,22757.8,0.28,273.31,0.0,213.94,0.0,287.19,0.0,18.38,0.0,56.07,0.0,37.69,0.04,69.06,0.05,14616.18,0.26,37.55,0.0,0.02340703295419946
1,2,1,1,0.13909774436090225,0.13909774436090225,0.20309,2.33891,0.04263480016656063,3.050761421319797,81.97,0.45,70.94,0.32,81.97,0.28,243.7,0.29,81.97,0.29,296.56,0.21,239.81,0.42,313.02,0.34,22.58,0.14,73.19,0.3,81.97,0.09,81.97,0.04,81.97,0.27,39.34,0.09,0.18001362265252507
1,2,2,1,0.13909774436090225,0.13909774436090225,0.23397,2.9052,0.044606407552968706,3.0411392405063293,132.12,0.5,62.64,0.28,125.59,0.32,175.55,0.24,57.12,0.24,257.11,0.17,194.23,0.42,266.52,0.31,11.65,0.09,70.26,0.26,431.47,0.07,364.08,0.01,50.58,0.34,23.18,0.04,0.2048092708836311
1,2,3,1,0.13909774436090225,0.13909774436090225,0.21032,2.42282,0.04358026118109327,3.358974358974359,87.84,0.36,0.0,1.0,96.17,0.34,35.47,0.42,4.29,0.15,115.04,0.22,55.58,0.38,116.99,0.3,0.0,1.0,25.21,0.29,432.23,1.0,551.64,1.0,37.61,0.27,0.0,1.0,0.15395341054862519
1,2,4,1,0.13909774436090225,0.13909774436090225,0.21059,2.25789,0.0448346160325871,2.9807073954983925,65.46,0.38,54.93,0.31,69.14,0.28,204.51,0.29,57.38,0.29,224.33,0.21,187.91,0.43,243.6,0.33,22.11,0.14,60.97,0.31,60.1,0.08,58.25,0.04,61.14,0.26,28.49,0.08,0.1893019261440314
