missing_value,normalization,outlier,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,diff_sensitive_attr,ratio_sensitive_attr,cov,class_imbalance_ratio,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,utility_sp
1,2,4,1,0.12784625026112387,0.12784625026112387,0.20076,1.97629,0.04480082983792794,3.0898876404494384,188.14,0.43,107.49,0.3,241.54,0.28,465.37,0.28,179.57,0.28,778.08,0.2,511.25,0.43,803.14,0.34,39.72,0.14,176.09,0.34,217.27,0.08,192.28,0.04,204.78,0.34,69.21,0.09,0.17912639111553452
1,2,5,1,0.12784625026112387,0.12784625026112387,0.20015,2.00338,0.044462573366447995,3.081726354453627,235.42,0.43,135.84,0.3,292.21,0.28,554.12,0.28,210.75,0.28,931.54,0.2,594.09,0.42,968.15,0.33,49.84,0.14,212.72,0.33,265.95,0.08,223.21,0.04,252.73,0.32,62.44,0.09,0.18308873797912584
1,2,6,1,0.12784625026112387,0.12784625026112387,0.19733,2.03785,0.04358390618391908,3.0884718498659516,238.62,0.44,148.62,0.3,305.83,0.32,588.29,0.28,216.28,0.28,956.76,0.2,636.93,0.43,995.1,0.33,48.13,0.14,211.84,0.33,245.16,0.08,261.89,0.04,287.48,0.32,64.49,0.09,0.18122621926760213
1,2,7,1,0.12784625026112387,0.12784625026112387,0.19616,2.01949,0.04345894633811774,3.1269982238010656,258.26,0.44,143.56,0.31,312.26,0.31,593.77,0.28,227.99,0.28,974.66,0.2,638.14,0.43,1009.11,0.34,47.25,0.14,214.66,0.33,249.77,0.08,269.6,0.04,304.67,0.31,67.55,0.09,0.1798665833753553
1,2,8,1,0.12784625026112387,0.12784625026112387,0.19593,2.0227,0.04338391897702882,3.121131741821397,264.12,0.44,142.65,0.31,331.78,0.31,593.49,0.28,233.6,0.28,974.23,0.2,640.74,0.43,1012.66,0.34,47.27,0.14,214.48,0.33,250.64,0.08,279.96,0.04,310.92,0.31,64.88,0.09,0.18207368003895624
1,3,1,1,0.12784625026112387,0.12784625026112387,0.19435,2.04904,0.04284469944936367,3.0879590093936806,211.98,0.48,155.25,0.31,108.28,0.26,595.72,0.28,264.05,0.28,969.95,0.2,650.18,0.43,1007.84,0.34,49.4,0.14,214.62,0.33,105.86,0.09,210.85,0.04,13.37,0.3,74.24,0.1,0.14642751782429728
1,3,2,1,0.12784625026112387,0.12784625026112387,0.21271,2.43408,0.04391484663186104,3.112781954887218,269.03,0.44,111.8,0.26,167.95,0.29,373.51,0.23,175.74,0.23,793.83,0.18,471.94,0.42,815.95,0.31,30.73,0.09,193.15,0.29,203.36,0.08,35.54,0.01,1.07,0.3,35.99,0.03,0.1874406416158038
1,3,3,1,0.12784625026112387,0.12784625026112387,0.17759,2.09959,0.038836300773533936,3.3430232558139537,189.26,0.41,0.0,1.0,123.14,0.3,95.73,0.41,20.21,0.16,311.95,0.22,149.23,0.48,312.99,0.29,0.0,1.0,57.1,0.32,446.6,1.0,446.6,1.0,14.33,0.3,0.0,1.0,0.1277696685418136
1,3,4,1,0.12784625026112387,0.12784625026112387,0.1972,1.96222,0.0441100685497593,3.0853658536585367,192.22,0.45,121.11,0.3,113.72,0.27,463.65,0.28,181.12,0.28,744.26,0.2,520.84,0.43,778.37,0.34,40.85,0.14,172.28,0.34,80.71,0.09,155.29,0.04,11.63,0.29,61.69,0.09,0.14376355955534537
1,3,5,1,0.12784625026112387,0.12784625026112387,0.20415,2.02515,0.04518768262530905,3.1666666666666665,229.53,0.46,131.44,0.3,142.52,0.32,513.92,0.28,224.04,0.28,904.54,0.2,594.04,0.43,952.69,0.34,46.65,0.14,223.9,0.33,82.96,0.08,154.34,0.03,12.09,0.29,68.43,0.09,0.1579864855027568
1,3,6,1,0.12784625026112387,0.12784625026112387,0.20104,2.0302,0.044459932946398835,3.1195255474452557,223.85,0.46,141.68,0.3,147.28,0.3,553.62,0.28,240.11,0.28,941.39,0.2,611.55,0.43,979.22,0.34,50.74,0.14,218.4,0.33,86.25,0.08,146.61,0.03,15.07,0.29,68.49,0.09,0.14529591214154974
1,3,7,1,0.12784625026112387,0.12784625026112387,0.1967,2.03073,0.043496322030228386,3.14337899543379,227.43,0.42,147.26,0.3,157.63,0.33,560.08,0.28,257.07,0.28,987.77,0.2,608.31,0.43,1020.69,0.34,45.48,0.14,210.88,0.33,74.42,0.07,159.58,0.03,16.46,0.29,73.47,0.09,0.15210596631860213
1,3,8,1,0.12784625026112387,0.12784625026112387,0.19261,2.02665,0.04262173876843741,3.330791229742612,206.64,0.48,133.14,0.31,137.4,0.29,509.89,0.28,262.0,0.28,1009.89,0.2,584.7,0.43,1035.8,0.34,47.21,0.14,208.88,0.33,223.46,0.07,149.19,0.03,16.56,0.33,66.43,0.09,0.1505108801014095
1,4,1,1,0.12784625026112387,0.12784625026112387,0.19435,2.04904,0.04284469944936367,3.0879590093936806,782.55,0.48,155.25,0.31,192.43,0.26,595.72,0.28,3376.53,0.28,969.95,0.2,650.18,0.43,1007.84,0.34,49.4,0.14,214.62,0.33,1370.09,0.09,1025.13,0.04,648.97,0.3,74.24,0.1,0.17728706374772557
1,4,2,1,0.12784625026112387,0.12784625026112387,0.21271,2.43408,0.04391484663186104,3.112781954887218,590.33,0.44,111.8,0.26,165.96,0.29,373.51,0.23,2904.54,0.23,793.83,0.18,471.94,0.42,815.95,0.31,30.73,0.09,193.15,0.29,1174.54,0.08,1127.9,0.01,571.99,0.3,35.99,0.03,0.17178522922167402
1,4,3,1,0.12784625026112387,0.12784625026112387,0.17759,2.09959,0.038836300773533936,3.3430232558139537,241.78,0.41,0.0,1.0,57.91,0.3,95.73,0.41,1393.81,0.16,311.95,0.22,149.23,0.48,312.99,0.29,0.0,1.0,57.1,0.32,446.6,1.0,446.6,1.0,301.1,0.3,0.0,1.0,0.09476325586735111
1,4,4,1,0.12784625026112387,0.12784625026112387,0.19931,1.98975,0.04438054433427191,3.005720823798627,530.11,0.52,114.91,0.3,170.0,0.31,465.48,0.28,2382.82,0.28,725.49,0.19,513.68,0.43,748.14,0.34,39.82,0.15,164.22,0.33,1027.57,0.08,771.16,0.04,433.28,0.31,67.61,0.09,0.19022991244048776
1,4,5,1,0.12784625026112387,0.12784625026112387,0.21134,1.98081,0.04712653796248049,2.967833491012299,631.13,0.43,142.41,0.3,213.16,0.33,537.24,0.29,2818.46,0.29,904.93,0.2,583.56,0.43,930.73,0.33,46.03,0.14,220.42,0.34,1270.8,0.08,935.67,0.04,500.74,0.28,60.17,0.09,0.20001484198261346
1,4,6,1,0.12784625026112387,0.12784625026112387,0.20922,2.01312,0.046402141807073985,2.9735883424408014,648.62,0.43,142.22,0.3,218.22,0.31,538.53,0.28,2955.1,0.28,928.96,0.2,606.42,0.42,958.29,0.32,51.4,0.14,223.75,0.33,1325.88,0.09,1004.34,0.04,533.07,0.33,61.92,0.09,0.1971655468476067
1,4,7,1,0.12784625026112387,0.12784625026112387,0.2037,2.0067,0.04522639739837199,3.0341726618705036,689.61,0.48,146.79,0.3,205.17,0.32,553.51,0.28,3131.93,0.28,958.74,0.2,630.77,0.42,996.6,0.33,48.8,0.14,220.53,0.33,1344.59,0.09,1033.79,0.04,575.65,0.32,62.08,0.09,0.1879867867996941
1,4,8,1,0.12784625026112387,0.12784625026112387,0.20099,2.01459,0.04456457084335799,3.1028880866425994,727.8,0.43,144.32,0.3,190.89,0.32,545.92,0.28,3258.96,0.28,976.35,0.2,624.11,0.43,1012.07,0.34,49.19,0.14,219.76,0.33,1388.99,0.08,1030.6,0.04,613.34,0.33,61.77,0.08,0.18487487405332628
1,5,1,1,0.12784625026112387,0.12784625026112387,0.19435,2.04904,0.04284469944936367,3.0879590093936806,58.19,0.48,155.25,0.31,257.23,0.26,595.72,0.28,2908.9,0.28,969.95,0.2,650.18,0.43,1007.84,0.34,49.4,0.14,214.62,0.33,1370.09,0.09,1025.13,0.04,554.91,0.3,74.24,0.1,0.17633927245584266
1,5,2,1,0.12784625026112387,0.12784625026112387,0.21271,2.43408,0.04391484663186104,3.112781954887218,32.82,0.44,111.8,0.26,220.29,0.29,373.51,0.23,2523.68,0.23,793.83,0.18,471.94,0.42,815.95,0.31,30.73,0.09,193.15,0.29,1174.54,0.08,1127.9,0.01,492.9,0.3,35.99,0.03,0.17362752841106238
1,5,3,1,0.12784625026112387,0.12784625026112387,0.17759,2.09959,0.038836300773533936,3.3430232558139537,11.28,0.41,0.0,1.0,78.68,0.3,95.73,0.41,1232.84,0.16,311.95,0.22,149.23,0.48,312.99,0.29,0.0,1.0,57.1,0.32,446.6,1.0,446.6,1.0,264.29,0.3,0.0,1.0,0.09466485165565086
1,5,4,1,0.12784625026112387,0.12784625026112387,0.20257,1.9983,0.045041204887752186,3.0,31.46,0.45,120.56,0.31,222.93,0.33,474.42,0.28,2041.09,0.28,728.47,0.19,525.75,0.43,757.54,0.33,38.32,0.15,170.16,0.33,1035.01,0.08,776.12,0.04,367.77,0.31,67.67,0.09,0.19353976684370514
1,5,5,1,0.12784625026112387,0.12784625026112387,0.21144,1.98592,0.04710860963114302,2.9368616527390903,37.02,0.45,148.84,0.3,287.55,0.31,549.41,0.28,2420.38,0.28,903.38,0.2,586.89,0.42,934.25,0.33,45.92,0.14,221.72,0.33,1297.72,0.08,966.28,0.04,420.12,0.31,59.26,0.09,0.205444011587254
1,5,6,1,0.12784625026112387,0.12784625026112387,0.21068,2.00962,0.04675358960016858,2.9800181653042688,41.16,0.41,142.8,0.3,282.77,0.35,546.85,0.28,2571.67,0.28,934.49,0.2,607.02,0.42,966.03,0.32,50.6,0.14,228.27,0.33,1326.67,0.09,1009.66,0.04,457.83,0.33,61.57,0.09,0.19985935117514064
1,5,7,1,0.12784625026112387,0.12784625026112387,0.2049,2.01609,0.04542066138154157,3.028648164726947,43.6,0.43,143.26,0.3,272.22,0.31,555.14,0.28,2700.17,0.28,969.75,0.2,632.87,0.42,1007.8,0.33,49.91,0.14,223.28,0.33,1347.8,0.09,1038.94,0.04,489.13,0.29,61.49,0.09,0.19102857081740915
1,5,8,1,0.12784625026112387,0.12784625026112387,0.20099,2.01921,0.044532169081289145,3.1035103510351036,50.03,0.46,147.01,0.3,253.68,0.31,547.48,0.28,2820.32,0.28,973.23,0.2,625.14,0.43,1010.04,0.34,49.62,0.14,220.27,0.33,1390.64,0.08,1029.91,0.04,529.08,0.33,60.2,0.08,0.1864673902419423
2,1,1,1,0.13039918116683727,0.13039918116683727,0.19435,2.04904,0.04284469944936367,3.0879590093936806,36319.2,0.48,155.25,0.0,15489.08,0.26,595.72,0.0,70395.18,0.28,969.95,0.0,650.18,0.0,1007.84,0.0,49.4,0.0,214.62,0.0,105.86,0.09,210.85,0.04,49584.24,0.3,74.24,0.0,0.06830037084041983
2,1,2,1,0.13039918116683727,0.13039918116683727,0.21271,2.43408,0.04391484663186104,3.112781954887218,31615.5,0.44,111.8,0.0,14283.42,0.29,373.51,0.0,73110.7,0.23,793.83,0.0,471.94,0.0,815.95,0.0,30.73,0.0,193.15,0.0,203.36,0.08,35.54,0.01,52651.24,0.3,35.99,0.0,0.0845917696316393
2,1,3,1,0.13039918116683727,0.13039918116683727,0.19083,2.06543,0.04196009322805304,3.5192926045016075,26791.2,0.4,76.16,0.0,12149.18,0.35,272.9,0.0,60474.43,0.24,585.53,0.0,333.21,0.0,601.39,0.0,35.98,0.0,129.48,0.0,798.46,1.0,798.46,1.0,288039.01,0.36,45.89,0.0,0.07524478954950431
2,1,4,1,0.13039918116683727,0.13039918116683727,0.19219,2.08586,0.04210885918238393,3.077864293659622,29090.69,0.5,115.15,0.0,11981.86,0.32,469.28,0.0,55799.41,0.27,735.86,0.0,500.71,0.0,755.61,0.0,37.04,0.0,159.21,0.0,77.04,0.08,151.44,0.04,41812.91,0.31,60.84,0.0,0.06146207841123094
2,1,5,1,0.13039918116683727,0.13039918116683727,0.18704,1.99857,0.04158398662253414,3.3364389233954452,31582.02,0.4,144.6,0.0,14091.47,0.3,501.36,0.0,61768.94,0.28,835.66,0.0,563.8,0.0,863.68,0.0,43.34,0.0,182.54,0.0,69.54,0.06,37.85,0.01,43396.61,0.3,68.0,0.0,0.05090164556468733
2,1,6,1,0.13039918116683727,0.13039918116683727,0.18883,1.98813,0.04205443132529888,3.5618336886993602,32021.28,0.49,128.82,0.0,14236.24,0.31,495.87,0.0,63300.63,0.28,822.24,0.0,566.77,0.0,858.44,0.0,39.31,0.0,197.38,0.0,47.56,0.04,16.78,0.0,44088.98,0.25,75.64,0.0,0.02555247805687845
2,1,7,1,0.13039918116683727,0.13039918116683727,0.17649,1.94904,0.039562731210465704,3.8993135011441646,31820.89,0.52,115.42,0.0,14374.47,0.32,462.18,0.0,63618.58,0.28,808.3,0.0,538.86,0.0,840.14,0.0,41.11,0.0,182.92,0.0,50.88,0.02,55.58,0.01,43901.52,0.25,65.21,0.0,0.009860409426744154
2,1,8,1,0.13039918116683727,0.13039918116683727,0.17306,1.95052,0.038783252999258166,4.0093348891481915,31787.28,0.46,108.48,0.0,14727.36,0.33,449.82,0.0,63717.17,0.28,809.38,0.0,529.91,0.0,839.63,0.0,40.98,0.0,179.21,0.0,30.15,0.01,83.95,0.02,44038.41,0.3,61.2,0.0,0.007109696824393542
2,2,1,1,0.13039918116683727,0.13039918116683727,0.19485,2.06462,0.04284187416224267,3.074228523769808,248.25,0.44,163.11,0.31,248.25,0.29,605.27,0.28,248.25,0.28,951.3,0.22,660.56,0.43,1020.85,0.34,49.35,0.14,219.09,0.33,248.25,0.09,248.25,0.04,248.25,0.35,71.84,0.1,0.171208157909084
2,2,2,1,0.13039918116683727,0.13039918116683727,0.22102,2.60849,0.044286440708604005,2.9959100204498976,356.35,0.47,118.78,0.27,361.97,0.31,422.52,0.22,157.49,0.22,785.78,0.19,500.44,0.42,823.78,0.29,27.05,0.08,202.64,0.28,998.4,0.08,1263.51,0.01,151.63,0.29,42.86,0.05,0.19533808905122613
2,2,3,1,0.13039918116683727,0.13039918116683727,0.17755,2.11885,0.038699555327474086,3.3238636363636362,244.37,0.49,0.0,1.0,227.68,0.32,97.62,0.41,16.63,0.16,305.57,0.24,151.4,0.48,313.68,0.3,0.0,1.0,57.79,0.32,1240.92,1.0,1661.21,1.0,119.2,0.3,0.0,1.0,0.126969908361607
2,2,4,1,0.13039918116683727,0.13039918116683727,0.2003,1.98309,0.04464961831393569,3.0803964757709252,195.46,0.42,116.3,0.3,243.51,0.29,471.83,0.28,188.21,0.28,766.85,0.22,521.41,0.43,818.68,0.34,38.58,0.14,177.97,0.34,222.87,0.08,197.55,0.04,214.21,0.32,69.95,0.09,0.17811337260047738
2,2,5,1,0.13039918116683727,0.13039918116683727,0.1998,2.01664,0.04428608803810684,3.063677130044843,243.06,0.45,141.72,0.3,299.63,0.31,562.74,0.28,213.61,0.28,914.58,0.21,602.03,0.42,980.51,0.33,50.02,0.14,214.97,0.33,272.81,0.08,231.72,0.04,257.69,0.32,61.94,0.09,0.18067601292257401
2,2,6,1,0.13039918116683727,0.13039918116683727,0.19855,2.05701,0.043712668148450505,3.0706806282722514,246.47,0.44,154.77,0.3,308.74,0.3,585.38,0.28,222.38,0.28,939.29,0.22,639.78,0.43,1004.56,0.33,46.9,0.14,217.37,0.33,264.99,0.08,267.87,0.04,287.02,0.33,61.83,0.09,0.18168857776662517
2,2,7,1,0.13039918116683727,0.13039918116683727,0.19685,2.03581,0.043492551230422755,3.1108225108225107,261.69,0.42,149.11,0.31,311.56,0.29,603.0,0.28,232.83,0.28,951.72,0.22,648.49,0.43,1017.82,0.34,47.36,0.14,219.71,0.33,257.22,0.08,277.38,0.04,302.74,0.29,65.37,0.09,0.17781844002621805
2,2,8,1,0.13039918116683727,0.13039918116683727,0.19649,2.0389,0.04339141145157411,3.1077586206896552,267.43,0.48,150.72,0.31,327.19,0.31,606.74,0.28,243.77,0.28,956.69,0.22,654.04,0.43,1022.28,0.34,48.54,0.14,219.47,0.33,257.08,0.08,285.58,0.04,309.25,0.35,64.36,0.09,0.18082381920550517
2,3,1,1,0.13039918116683727,0.13039918116683727,0.19485,2.06462,0.04284187416224267,3.074228523769808,195.97,0.44,163.11,0.31,109.21,0.29,605.27,0.28,272.3,0.28,951.3,0.22,660.56,0.43,1020.85,0.34,49.35,0.14,219.09,0.33,109.22,0.09,212.81,0.04,12.39,0.35,71.84,0.1,0.1458307837008045
2,3,2,1,0.13039918116683727,0.13039918116683727,0.22102,2.60849,0.044286440708604005,2.9959100204498976,284.47,0.47,118.78,0.27,185.94,0.31,422.52,0.22,178.0,0.22,785.78,0.19,500.44,0.42,823.78,0.29,27.05,0.08,202.64,0.28,137.01,0.08,49.75,0.01,0.06,0.29,42.86,0.05,0.18773580434551682
2,3,3,1,0.13039918116683727,0.13039918116683727,0.17755,2.11885,0.038699555327474086,3.3238636363636362,183.48,0.49,0.0,1.0,126.78,0.32,97.62,0.41,21.49,0.16,305.57,0.24,151.4,0.48,313.68,0.3,0.0,1.0,57.79,0.32,457.6,1.0,457.6,1.0,15.17,0.3,0.0,1.0,0.12600279037321244
2,3,4,1,0.13039918116683727,0.13039918116683727,0.19682,1.97084,0.04396286049884826,3.0712742980561556,181.76,0.47,130.09,0.3,102.64,0.29,471.45,0.28,187.54,0.28,734.19,0.22,530.72,0.43,795.97,0.34,39.89,0.14,174.95,0.34,82.6,0.09,156.2,0.04,11.49,0.29,64.22,0.09,0.15220389385616911
2,3,5,1,0.13039918116683727,0.13039918116683727,0.20514,2.03206,0.045352646681602105,3.148994515539305,211.39,0.47,140.22,0.3,137.19,0.31,524.15,0.28,228.32,0.28,893.41,0.22,604.28,0.43,966.41,0.34,46.79,0.14,229.68,0.33,84.52,0.08,156.34,0.03,11.84,0.29,61.55,0.09,0.14937435686626377
2,3,6,1,0.13039918116683727,0.13039918116683727,0.20157,2.04624,0.044457868105663025,3.1141837644959858,206.24,0.42,148.32,0.3,148.92,0.31,554.66,0.28,246.15,0.28,923.94,0.22,612.15,0.43,991.82,0.34,49.65,0.14,223.5,0.33,88.35,0.08,157.12,0.03,13.53,0.29,64.96,0.09,0.15737557703312233
2,3,7,1,0.13039918116683727,0.13039918116683727,0.19688,2.04734,0.043416118097137656,3.1310160427807485,211.08,0.42,153.55,0.3,156.34,0.31,570.71,0.28,262.93,0.28,968.84,0.22,621.12,0.43,1031.51,0.34,47.8,0.14,214.82,0.33,77.43,0.07,162.61,0.03,14.88,0.33,69.08,0.09,0.1472354284715334
2,3,8,1,0.13039918116683727,0.13039918116683727,0.19263,2.03801,0.04254411560760364,3.320596458527493,192.63,0.48,138.43,0.31,137.53,0.32,521.09,0.28,267.59,0.28,992.69,0.22,596.07,0.43,1047.49,0.34,48.94,0.14,212.46,0.33,229.58,0.07,150.13,0.03,16.2,0.29,61.26,0.09,0.17660824381671605
2,4,1,1,0.13039918116683727,0.13039918116683727,0.19485,2.06462,0.04284187416224267,3.074228523769808,788.92,0.44,163.11,0.31,198.34,0.29,605.27,0.28,3423.89,0.28,951.3,0.22,660.56,0.43,1020.85,0.34,49.35,0.14,219.09,0.33,1405.99,0.09,1056.49,0.04,656.6,0.35,71.84,0.1,0.17496293263213197
2,4,2,1,0.13039918116683727,0.13039918116683727,0.22102,2.60849,0.044286440708604005,2.9959100204498976,540.91,0.47,118.78,0.27,191.94,0.31,422.52,0.22,2835.11,0.22,785.78,0.19,500.44,0.42,823.78,0.29,27.05,0.08,202.64,0.28,1232.31,0.08,1159.76,0.01,543.56,0.29,42.86,0.05,0.1864568267431504
2,4,3,1,0.13039918116683727,0.13039918116683727,0.17755,2.11885,0.038699555327474086,3.3238636363636362,242.9,0.49,0.0,1.0,60.1,0.32,97.62,0.41,1407.96,0.16,305.57,0.24,151.4,0.48,313.68,0.3,0.0,1.0,57.79,0.32,457.6,1.0,457.6,1.0,302.98,0.3,0.0,1.0,0.09659685448837872
2,4,4,1,0.13039918116683727,0.13039918116683727,0.20268,2.0,0.045052592385739595,3.0022346368715085,540.12,0.45,114.73,0.3,174.04,0.31,468.37,0.28,2430.42,0.28,714.37,0.21,521.05,0.43,766.47,0.34,38.34,0.15,173.38,0.33,1053.45,0.08,796.03,0.04,439.72,0.33,66.2,0.09,0.19011725293132328
2,4,5,1,0.13039918116683727,0.13039918116683727,0.21055,1.98881,0.04688601453380486,2.968430826369545,641.86,0.47,147.24,0.3,215.22,0.33,547.49,0.29,2877.04,0.29,896.25,0.22,595.98,0.43,937.87,0.33,45.72,0.15,222.67,0.33,1295.11,0.08,960.81,0.04,513.5,0.28,60.75,0.09,0.1987543398935804
2,4,6,1,0.13039918116683727,0.13039918116683727,0.20922,2.02855,0.04628286557638454,2.974130240856378,661.6,0.45,145.23,0.3,221.16,0.34,548.7,0.28,3014.32,0.28,917.15,0.22,618.95,0.42,974.91,0.33,53.06,0.14,227.93,0.33,1354.99,0.09,1026.74,0.04,545.85,0.32,62.11,0.09,0.19552865680183276
2,4,7,1,0.13039918116683727,0.13039918116683727,0.20344,2.0251,0.04502861458852885,3.024604569420035,698.22,0.48,151.69,0.3,209.84,0.31,561.07,0.28,3183.5,0.28,942.31,0.22,640.48,0.54,1007.85,0.33,48.84,0.14,223.54,0.33,1378.0,0.09,1062.7,0.04,584.63,0.29,60.03,0.09,0.18634945337321335
2,4,8,1,0.13039918116683727,0.13039918116683727,0.20144,2.02805,0.04456555432301189,3.0898678414096916,735.38,0.45,149.43,0.3,195.71,0.31,551.33,0.28,3311.48,0.28,957.23,0.22,632.48,0.43,1021.94,0.34,49.31,0.14,224.46,0.33,1423.67,0.08,1060.88,0.04,621.87,0.29,60.9,0.09,0.18345283362885817
2,5,1,1,0.13039918116683727,0.13039918116683727,0.19485,2.06462,0.04284187416224267,3.074228523769808,57.05,0.44,163.11,0.31,264.66,0.29,605.27,0.28,2948.89,0.28,951.3,0.22,660.56,0.43,1020.85,0.34,49.35,0.14,219.09,0.33,1405.99,0.09,1056.49,0.04,561.21,0.35,71.84,0.1,0.1764822276792301
2,5,2,1,0.13039918116683727,0.13039918116683727,0.22102,2.60849,0.044286440708604005,2.9959100204498976,21.54,0.47,118.78,0.27,250.16,0.31,422.52,0.22,2461.1,0.22,785.78,0.19,500.44,0.42,823.78,0.29,27.05,0.08,202.64,0.28,1232.31,0.08,1159.76,0.01,466.87,0.29,42.86,0.05,0.18730337721341078
2,5,3,1,0.13039918116683727,0.13039918116683727,0.17782,2.1168,0.038773833004602326,3.321022727272727,10.6,0.49,0.0,1.0,81.6,0.32,99.11,0.41,1241.6,0.16,305.37,0.23,151.99,0.48,313.28,0.3,0.0,1.0,57.93,0.32,457.69,1.0,457.69,1.0,265.07,0.3,0.0,1.0,0.10045149413613064
