1.0,BugDoc,iterations q1,38
1.0,BugDoc,iterations q2,38
1.0,BugDoc,iterations q3,38
1.0,BugDoc,iterations q4,38

0.95,BugDoc,iterations q1,38
0.95,BugDoc,iterations q2,38
0.95,BugDoc,iterations q3,38
0.95,BugDoc,iterations q4,38

0.89,BugDoc,iterations q1,24
0.89,BugDoc,iterations q2,24
0.89,BugDoc,iterations q3,24
0.89,BugDoc,iterations q4,24

0.86,BugDoc,iterations q1,24
0.86,BugDoc,iterations q2,24
0.86,BugDoc,iterations q3,24
0.86,BugDoc,iterations q4,24
