missing_value,normalization,outlier,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,diff_sensitive_attr,ratio_sensitive_attr,cov,class_imbalance_ratio,corr_Age,corr_Workclass,corr_fnlwgt,corr_Education,corr_Education_Num,corr_Martial_Status,corr_Occupation,corr_Relationship,corr_Race,corr_Sex,corr_Capital_Gain,corr_Capital_Loss,corr_Hours_per_week,corr_Country,utility_sp
3,4,5,1,0.5000307106443094,0.4999692893556907,0.19787,2.04672,0.04363117189759171,0.21995,2464.18298,530.73093,1120.05412,1900.24087,10335.58906,2633.91515,1782.99493,3122.48136,167.40024,680.48623,4252.13753,3705.65922,1957.3389,149.81984,0.18412486854025012
3,4,6,1,0.5000307106443094,0.4999692893556907,0.19943,2.00201,0.04430563644824418,0.22173,2624.87902,527.8851,1083.75591,1909.54679,10854.03124,2713.02337,1812.75554,3210.0403,176.34498,718.59582,4287.71009,3764.56742,2088.97902,155.27787,0.18465605401956411
3,4,7,1,0.5000307106443094,0.4999692893556907,0.20103,1.98345,0.04479911688181754,0.22345,2695.72364,522.23014,1069.03095,1943.36112,11169.42528,2755.94788,1846.52407,3263.90007,174.80675,746.09177,4306.99764,3829.66708,2158.383,147.90535,0.1839050015450492
3,5,1,1,0.5000307106443094,0.5000307106443094,0.19098,2.00332,0.042419081225051385,0.23623,288.78009,571.81821,1203.06599,2114.18863,10548.83194,2877.52142,1967.0139,3391.24845,161.4409,729.92987,4442.92282,3846.58617,2274.14021,167.7667,0.17132458079435303
3,5,2,1,0.5000307106443094,0.5000307106443094,0.22161,2.56654,0.044717120496871,0.19133,134.42676,346.29024,1014.50238,1350.99386,9005.3103,2405.79783,1406.41203,2788.52208,100.19643,708.08031,3880.17028,3598.46034,2030.32417,110.03981,0.1897084083304694
3,5,3,1,0.5000307106443094,0.5000307106443094,0.1921,2.04822,0.04234880524356401,0.17155,212.47652,450.70872,903.90863,1570.22712,7706.72901,2139.87554,1487.90147,2505.85609,131.0655,536.69667,3246.94242,2804.29308,1693.60744,144.93811,0.1728142227867735
3,5,4,1,0.5000307106443094,0.5000307106443094,0.19424,2.04584,0.04283776541428646,0.2151,201.13968,530.36621,1237.03786,1894.44461,8814.68642,2581.14453,1803.14625,3051.30488,151.97754,646.27938,4133.90456,3595.15679,1806.23064,154.36377,0.1803897878815631
3,5,5,1,0.5000307106443094,0.5000307106443094,0.1992,2.04259,0.04395531639673223,0.22142,212.67009,538.77701,1279.3455,1914.05629,8986.83685,2629.8455,1796.63795,3123.25401,171.37321,695.59756,4278.986,3737.44255,1822.69479,154.64466,0.18577358736929153
3,5,6,1,0.5000307106443094,0.5000307106443094,0.20066,1.9992,0.04460033738828358,0.22302,238.92976,537.15027,1241.07976,1927.22672,9455.37512,2729.37792,1825.16243,3231.80766,175.5395,733.66541,4305.2132,3791.44517,1959.16081,160.30615,0.18626047386551492
3,5,7,1,0.5000307106443094,0.5000307106443094,0.20162,1.98118,0.04494787485604575,0.224,250.10209,527.47824,1220.35787,1954.55521,9708.58715,2768.7374,1848.9445,3280.80804,169.39576,754.51926,4314.09468,3819.96238,2021.23635,150.6316,0.18485072889013088
4,1,1,1,0.5000307106443094,0.5000307106443094,0.19098,2.00332,0.042419081225051385,0.23623,125907.02688,571.81821,52279.45793,2114.18863,232602.7845,2648.2714,1967.0139,3391.24845,161.4409,729.92987,331.19245,769.97512,168382.36467,167.7667,0.0651735475198252
4,1,2,1,0.5000307106443094,0.5000307106443094,0.21217,2.63624,0.042305013746952315,0.1952,112357.98719,356.20456,46340.06541,1382.54335,235366.75964,2148.72544,1420.53918,2712.05595,87.6772,632.59196,396.4378,346.07724,190362.67238,116.94369,0.09981547281277958
4,1,3,1,0.5000307106443094,0.5000307106443094,0.19482,2.05919,0.04287077110125969,0.18316,101858.20071,406.29693,41049.20133,1489.93445,184082.4052,2109.86512,1450.09185,2672.43547,111.7833,566.29818,245.90166,576.48178,157725.5887,127.96515,0.0546620199797692
4,1,4,1,0.5000307106443094,0.5000307106443094,0.19168,2.0144,0.04249686906119823,0.21817,119164.72734,514.11539,50165.17021,1912.62538,217480.32088,2489.53543,1803.38226,3187.4022,153.90944,680.26006,280.87471,554.97882,163778.63251,167.17064,0.05191520925833627
4,1,5,1,0.5000307106443094,0.5000307106443094,0.18889,1.97761,0.04213537613134156,0.21553,118891.28428,520.94747,50693.72944,1925.64665,219516.69727,2486.56541,1830.05334,3194.55926,156.16707,687.55115,256.6065,371.66359,159959.24128,172.07815,0.04880528849613129
4,1,6,1,0.5000307106443094,0.5000307106443094,0.181,1.94474,0.04059526733558131,0.1998,114699.22738,497.97259,49146.57164,1808.39311,214164.20654,2334.3641,1688.83488,3020.1174,150.8322,641.97922,211.61615,38.11083,153989.53712,166.8272,0.03269647250488673
4,1,7,1,0.5000307106443094,0.5000307106443094,0.17677,1.93108,0.03973567469176849,0.19335,113283.64561,470.79085,48661.82291,1791.43211,212375.45581,2273.28582,1678.30126,2957.16354,144.01407,619.60873,178.36068,38.73984,152309.76054,168.36478,0.024730990142754844
4,2,1,1,0.5000307106443094,0.49990786806707205,0.19098,2.00332,0.042419081225051385,0.23623,769.61405,571.81821,769.61405,2114.18863,769.61405,2648.2714,1967.0139,3391.24845,161.4409,729.92987,769.61405,769.61405,769.61405,167.7667,0.1700207704639518
4,2,2,1,0.5000307106443094,0.49990786806707205,0.21217,2.63624,0.042305013746952315,0.1952,1142.81491,356.20456,746.02596,1382.54335,466.97143,2148.72544,1420.53918,2712.05595,87.6772,632.59196,3476.23029,2088.44399,345.92204,116.94369,0.18922225941384
4,2,3,1,0.5000307106443094,0.49990786806707205,0.19209,1.95732,0.04299318870284449,0.17806,645.10257,481.7126,677.03818,1670.10183,596.40415,2093.96202,1554.16062,2646.38251,141.58875,565.49133,593.06042,565.63562,584.85155,146.14586,0.17557812388589653
4,2,4,1,0.5000307106443094,0.49990786806707205,0.19591,1.95755,0.043846861026820845,0.22069,742.89913,550.29279,845.71495,2000.96885,673.62255,2632.9454,1855.92541,3307.66663,165.99523,721.18032,880.33428,720.54759,753.15508,160.7396,0.17847899781893645
4,2,5,1,0.5000307106443094,0.49990786806707205,0.19529,1.96495,0.04365361110782066,0.22554,725.67866,541.12331,839.6088,2045.84297,713.39499,2647.03486,1878.54245,3339.31528,162.90352,735.07056,884.39778,773.34666,781.83904,161.6787,0.1779974888753485
4,2,6,1,0.5000307106443094,0.49990786806707205,0.19401,1.97447,0.04329853025591069,0.22615,751.50702,553.80972,874.27942,2057.1292,713.13247,2703.0342,1898.44217,3413.28731,170.0459,735.56593,903.7164,787.52273,786.0886,157.93886,0.17518229831450938
4,2,7,1,0.5000307106443094,0.49990786806707205,0.19279,1.97645,0.04301395499167093,0.22677,774.67026,545.83358,907.60424,2059.29223,713.069,2701.66436,1905.86823,3423.53602,166.3772,730.27452,884.42781,819.84087,814.58576,150.56787,0.17318907208738227
4,3,1,1,0.5000307106443094,0.5008291873963516,0.19098,2.00332,0.042419081225051385,0.23623,539.31497,571.81821,345.1193,2114.18863,800.96323,2648.2714,1967.0139,3391.24845,161.4409,729.92987,331.19245,769.97512,63.23188,167.7667,0.17038114514763028
4,3,2,1,0.5000307106443094,0.5008291873963516,0.21217,2.63624,0.042305013746952315,0.1952,840.61784,356.20456,353.16477,1382.54335,498.18264,2148.72544,1420.53918,2712.05595,87.6772,632.59196,396.4378,346.07724,7.04646,116.94369,0.18021151091804583
4,3,3,1,0.5000307106443094,0.5008291873963516,0.18816,1.95994,0.042095595299787285,0.17972,456.37641,477.92721,355.13348,1698.88806,580.73433,2102.44522,1550.01306,2626.06665,147.19698,544.72997,256.92132,564.67923,56.42605,144.65417,0.1780254377995677
4,3,4,1,0.5000307106443094,0.5008291873963516,0.198,1.9731,0.0442009699379841,0.21829,589.8439,577.73287,409.64353,1982.37298,689.85622,2556.58159,1836.89483,3246.54806,177.20406,727.59311,271.75601,627.74613,64.51164,168.98049,0.15124177773491823
4,3,5,1,0.5000307106443094,0.5008291873963516,0.19545,1.97315,0.04362984876578172,0.21848,584.30393,556.72597,379.37142,1964.52935,697.05465,2564.10571,1843.57183,3291.5796,166.23508,737.26944,270.6481,613.36531,59.47409,158.74675,0.14893585788092306
4,3,6,1,0.5000307106443094,0.5008291873963516,0.19267,1.99134,0.04288046429209845,0.21946,560.74223,530.16563,398.08833,1948.70684,714.35546,2586.42182,1837.05827,3302.6192,162.14196,724.2269,260.37965,623.01448,64.41998,150.81525,0.14316301698275388
4,3,7,1,0.5000307106443094,0.5008291873963516,0.1922,1.99173,0.04277306210208778,0.22161,563.26826,546.00255,412.46187,1956.73758,712.75019,2555.20553,1854.62094,3251.62979,156.80908,716.14056,266.76448,585.39355,68.63129,148.72537,0.16870824255285619
4,4,1,1,0.5000307106443094,0.49990786806707205,0.19098,2.00332,0.042419081225051385,0.23623,3018.2307,571.81821,1045.30995,2114.18863,12216.24514,2648.2714,1967.0139,3391.24845,161.4409,729.92987,4442.92282,3846.58617,2446.99475,167.7667,0.17196670203148998
4,4,2,1,0.5000307106443094,0.49990786806707205,0.21217,2.63624,0.042305013746952315,0.1952,2009.31489,356.20456,947.31211,1382.54335,9874.688,2148.72544,1420.53918,2712.05595,87.6772,632.59196,3988.95596,3647.97005,2030.70099,116.94369,0.18598729820517038
4,4,3,1,0.5000307106443094,0.49990786806707205,0.19387,2.02843,0.04288094313013985,0.1713,2180.06867,434.92789,790.61717,1581.06115,8875.48632,1996.38056,1463.7886,2511.1079,123.78502,544.16144,3245.46848,2823.70687,1796.73499,144.12623,0.1722057049449446
4,4,4,1,0.5000307106443094,0.49990786806707205,0.19332,2.00909,0.0428970330254446,0.21282,2427.56191,534.01796,1075.79076,1869.86116,10165.32911,2394.42281,1772.89406,3031.90743,154.82381,639.74061,4105.90207,3572.16299,1943.30412,157.89485,0.17930127328212142
4,4,5,1,0.5000307106443094,0.49990786806707205,0.19675,2.00207,0.04370965750489087,0.21725,2512.0124,519.48736,1083.79092,1904.77922,10408.65479,2425.26965,1769.77982,3084.90289,166.33176,677.59335,4196.86438,3660.62165,1989.84083,150.33578,0.18301347267369797
4,4,6,1,0.5000307106443094,0.49990786806707205,0.20125,1.95161,0.04508510093915922,0.22013,2617.54842,519.8055,1077.83754,1900.03923,10765.08541,2546.93214,1786.12874,3190.57358,176.56995,732.47891,4259.17268,3739.48708,2069.98645,155.34397,0.18743808235499343
4,4,7,1,0.5000307106443094,0.49990786806707205,0.20406,1.93564,0.045835121005905644,0.22247,2648.95655,504.84845,1077.5001,1916.8082,10973.95434,2594.54301,1810.12157,3226.20232,180.0996,765.40011,4294.76807,3813.14326,2105.19282,155.93195,0.1879492298239496
4,5,1,1,0.5000307106443094,0.4999692893556907,0.19098,2.00332,0.042419081225051385,0.23623,288.78009,571.81821,1203.06599,2114.18863,10548.83194,2648.2714,1967.0139,3391.24845,161.4409,729.92987,4442.92282,3846.58617,2274.14021,167.7667,0.1723350261567202
4,5,2,1,0.5000307106443094,0.4999692893556907,0.21217,2.63624,0.042305013746952315,0.1952,112.26456,356.20456,1080.14023,1382.54335,8585.11832,2148.72544,1420.53918,2712.05595,87.6772,632.59196,3988.95596,3647.97005,1893.04894,116.94369,0.18778757354139824
4,5,3,1,0.5000307106443094,0.4999692893556907,0.19125,2.03546,0.04225217442783351,0.17155,197.92299,432.08686,916.74634,1605.93141,7621.93868,1998.67711,1480.8019,2514.97227,129.30429,527.72249,3253.18445,2831.17432,1648.5502,148.30938,0.1727947176647545
4,5,4,1,0.5000307106443094,0.4999692893556907,0.19165,2.00588,0.042550034341941316,0.2135,211.65821,525.80908,1213.66553,1908.22195,8856.07339,2389.15186,1783.50687,3013.68325,156.75861,634.41999,4110.36172,3568.82137,1834.33809,160.49104,0.17694763312823436
4,5,5,1,0.5000307106443094,0.4999692893556907,0.1988,1.99651,0.044205824733019095,0.21903,216.70866,529.44916,1253.36787,1897.01578,8936.51851,2438.167,1757.5872,3098.48554,173.04067,693.3953,4238.75416,3702.22307,1821.77816,157.48471,0.18527254223299566
4,5,6,1,0.5000307106443094,0.4999692893556907,0.2029,1.95312,0.045443108403590636,0.2221,236.0493,522.32058,1243.68955,1909.45497,9326.31237,2570.87709,1795.66462,3215.1679,179.30646,748.95352,4292.88925,3789.25082,1919.86156,158.92096,0.18795094936708862
4,5,7,1,0.5000307106443094,0.4999692893556907,0.20284,1.94402,0.045498278150402374,0.22327,246.41953,522.5327,1230.64388,1937.89325,9570.50556,2597.29903,1842.87127,3232.42253,178.6094,760.751,4307.00926,3816.2179,1985.26048,154.05523,0.18621347071041477
5,1,1,1,0.5000307106443094,0.5000307106443094,0.19098,2.00332,0.042419081225051385,0.23623,125907.02688,571.81821,52279.45793,2114.18863,232602.7845,2970.0185,1967.0139,3391.24845,161.4409,729.92987,331.19245,769.97512,168382.36467,167.7667,0.05457566798240117
5,1,2,1,0.5000307106443094,0.5000307106443094,0.22161,2.56654,0.044717120496871,0.19133,113688.04658,346.29024,46186.46437,1350.99386,244520.90565,2493.23909,1406.41203,2788.52208,100.19643,708.08031,343.86314,308.79605,188621.82503,110.03981,0.08970918542213431
5,1,3,1,0.5000307106443094,0.5000307106443094,0.19457,2.05866,0.04281766359029258,0.18304,101846.84123,409.33539,41089.78019,1486.09344,184241.53515,2344.56792,1449.17725,2675.1302,112.44591,565.41149,245.90017,576.4753,157727.70913,128.00217,0.055863753533224356
5,1,4,1,0.5000307106443094,0.5000307106443094,0.19168,2.0144,0.04249686906119823,0.21817,119164.72734,514.11539,50165.17021,1912.62538,217480.32088,2789.28445,1803.38226,3187.4022,153.90944,680.26006,280.87471,554.97882,163778.63251,167.17064,0.051715169250334675
5,1,5,1,0.5000307106443094,0.5000307106443094,0.18889,1.97761,0.04213537613134156,0.21553,118891.28428,520.94747,50693.72944,1925.64665,219516.69727,2793.94053,1830.05334,3194.55926,156.16707,687.55115,256.6065,371.66359,159959.24128,172.07815,0.04899995464368824
5,1,6,1,0.5000307106443094,0.5000307106443094,0.181,1.94474,0.04059526733558131,0.1998,114699.22738,497.97259,49146.57164,1808.39311,214164.20654,2630.09823,1688.83488,3020.1174,150.8322,641.97922,211.61615,38.11083,153989.53712,166.8272,0.03857679932420884
5,1,7,1,0.5000307106443094,0.5000307106443094,0.17677,1.93108,0.03973567469176849,0.19335,113283.64561,470.79085,48661.82291,1791.43211,212375.45581,2569.10672,1678.30126,2957.16354,144.01407,619.60873,178.36068,38.73984,152309.76054,168.36478,0.03227472309825251
5,2,1,1,0.5000307106443094,0.4999692893556907,0.19098,2.00332,0.042419081225051385,0.23623,769.61405,571.81821,769.61405,2114.18863,769.61405,2877.52142,1967.0139,3391.24845,161.4409,729.92987,769.61405,769.61405,769.61405,167.7667,0.16928565095225137
5,2,2,1,0.5000307106443094,0.4999692893556907,0.22161,2.56654,0.044717120496871,0.19133,1168.08232,346.29024,732.50901,1350.99386,425.82492,2405.79783,1406.41203,2788.52208,100.19643,708.08031,3204.74484,2379.46983,319.15432,110.03981,0.19256427862697603
5,2,3,1,0.5000307106443094,0.4999692893556907,0.19075,1.98548,0.04249388107963784,0.17806,645.46247,487.47094,677.50888,1678.55003,600.0801,2290.34162,1577.0159,2637.61318,135.10417,554.85286,586.70258,542.30129,577.83054,145.92991,0.17212533138825628
5,2,4,1,0.5000307106443094,0.4999692893556907,0.19419,1.97735,0.043320079112515175,0.22099,730.89995,546.98725,854.33399,2003.22316,668.7384,2838.32912,1848.75951,3315.46084,163.5535,710.30226,836.84859,717.68016,736.55542,154.32023,0.17491098200556215
5,2,5,1,0.5000307106443094,0.4999692893556907,0.19443,1.98472,0.043319653958109564,0.2264,731.96964,557.02889,829.02825,2045.8864,707.2068,2862.86405,1878.19928,3356.76895,164.13473,729.21978,888.35861,744.0492,770.65581,157.61699,0.17525167740831374
5,2,6,1,0.5000307106443094,0.4999692893556907,0.1942,1.99073,0.04322468055511574,0.22781,758.63171,549.13853,874.86455,2060.76606,715.01261,2911.11291,1898.03739,3417.15414,168.04731,737.6427,909.41472,786.32391,783.33035,158.75151,0.17387199741167303
5,2,7,1,0.5000307106443094,0.4999692893556907,0.19285,1.98719,0.04295041370441838,0.22824,780.84748,550.71466,897.53052,2079.80143,709.35211,2923.01766,1912.3424,3423.40331,165.0179,730.82719,888.00792,813.77239,808.0,153.96161,0.1714930618961112
5,3,1,1,0.5000307106443094,0.49173883668079355,0.19098,2.00332,0.042419081225051385,0.23623,539.31497,571.81821,345.1193,2114.18863,800.96323,2877.52142,1967.0139,3391.24845,161.4409,729.92987,331.19245,769.97512,63.23188,167.7667,0.1480106522516793
5,3,2,1,0.5000307106443094,0.49173883668079355,0.22161,2.56654,0.044717120496871,0.19133,846.39567,346.29024,341.20274,1350.99386,453.51477,2405.79783,1406.41203,2788.52208,100.19643,708.08031,343.86314,308.79605,9.09786,110.03981,0.18143328773227008
5,3,3,1,0.5000307106443094,0.49173883668079355,0.18676,1.9643,0.04175275049265343,0.17898,446.14175,485.67884,344.40931,1690.92322,583.75202,2299.14369,1553.82872,2653.18313,142.96632,540.88936,257.70657,565.70349,47.61471,142.78178,0.1431900325078565
5,3,4,1,0.5000307106443094,0.49173883668079355,0.19574,1.9864,0.04359843593851483,0.2186,589.45502,589.14429,401.93255,1999.35106,676.646,2779.42203,1854.53236,3271.1212,174.41278,718.6818,272.5378,629.55669,58.35421,171.08803,0.15217135292798287
5,3,5,1,0.5000307106443094,0.49173883668079355,0.19438,1.98475,0.04330798776128876,0.21915,579.57864,556.7299,380.20302,1957.7738,693.79327,2783.45997,1837.83495,3310.23071,163.95695,731.80242,270.10283,613.25085,56.02989,155.7543,0.1725921326746657
5,3,6,1,0.5000307106443094,0.49173883668079355,0.1928,1.99271,0.0429001551511326,0.22007,551.42753,534.08895,384.6824,1946.36859,713.41691,2811.5015,1836.55281,3321.53251,157.74606,728.24311,260.54378,625.07143,63.13237,151.21648,0.14786068432780494
5,3,7,1,0.5000307106443094,0.49173883668079355,0.19214,1.99119,0.04276429861809609,0.22204,553.00207,542.58656,406.51487,1958.95943,719.62564,2767.3877,1857.01156,3265.98302,155.6386,719.74502,267.24989,586.37186,69.26833,150.91612,0.16823052162842556
5,4,1,1,0.5000307106443094,0.4999692893556907,0.19098,2.00332,0.042419081225051385,0.23623,3018.2307,571.81821,1045.30995,2114.18863,12216.24514,2877.52142,1967.0139,3391.24845,161.4409,729.92987,4442.92282,3846.58617,2446.99475,167.7667,0.1712324997630455
5,4,2,1,0.5000307106443094,0.4999692893556907,0.22161,2.56654,0.044717120496871,0.19133,2128.72201,346.29024,885.04474,1350.99386,10331.86209,2405.79783,1406.41203,2788.52208,100.19643,708.08031,3880.17028,3598.46034,2173.78306,110.03981,0.18908246975857224
5,4,3,1,0.5000307106443094,0.4999692893556907,0.19273,2.04185,0.04253316836708324,0.17112,2199.43406,455.56821,781.54277,1562.29163,8905.15163,2129.80266,1462.97974,2510.90163,123.9905,538.89166,3231.38709,2811.16443,1831.36741,139.37638,0.17185160507325853
5,4,4,1,0.5000307106443094,0.4999692893556907,0.19516,2.0559,0.042968707706282146,0.21454,2388.1858,534.14119,1096.53233,1894.16747,10118.52136,2561.72766,1803.20873,3036.85069,149.00442,646.07771,4125.50498,3591.74209,1921.05308,152.69809,0.18165259191724809
5,4,5,1,0.5000307106443094,0.4999692893556907,0.19787,2.04672,0.04363117189759171,0.21995,2464.18298,530.73093,1120.05412,1900.24087,10335.58906,2633.91515,1782.99493,3122.48136,167.40024,680.48623,4252.13753,3705.65922,1957.3389,149.81984,0.18412486854025012
5,4,6,1,0.5000307106443094,0.4999692893556907,0.19943,2.00201,0.04430563644824418,0.22173,2624.87902,527.8851,1083.75591,1909.54679,10854.03124,2713.02337,1812.75554,3210.0403,176.34498,718.59582,4287.71009,3764.56742,2088.97902,155.27787,0.18465605401956411
5,4,7,1,0.5000307106443094,0.4999692893556907,0.20103,1.98345,0.04479911688181754,0.22345,2695.72364,522.23014,1069.03095,1943.36112,11169.42528,2755.94788,1846.52407,3263.90007,174.80675,746.09177,4306.99764,3829.66708,2158.383,147.90535,0.1839050015450492
5,5,1,1,0.5000307106443094,0.5000307106443094,0.19098,2.00332,0.042419081225051385,0.23623,288.78009,571.81821,1203.06599,2114.18863,10548.83194,2877.52142,1967.0139,3391.24845,161.4409,729.92987,4442.92282,3846.58617,2274.14021,167.7667,0.17132458079435303
5,5,2,1,0.5000307106443094,0.5000307106443094,0.22161,2.56654,0.044717120496871,0.19133,134.42676,346.29024,1014.50238,1350.99386,9005.3103,2405.79783,1406.41203,2788.52208,100.19643,708.08031,3880.17028,3598.46034,2030.32417,110.03981,0.1897084083304694
5,5,3,1,0.5000307106443094,0.5000307106443094,0.1921,2.04822,0.04234880524356401,0.17155,212.47652,450.70872,903.90863,1570.22712,7706.72901,2139.87554,1487.90147,2505.85609,131.0655,536.69667,3246.94242,2804.29308,1693.60744,144.93811,0.1728142227867735
5,5,4,1,0.5000307106443094,0.5000307106443094,0.19424,2.04584,0.04283776541428646,0.2151,201.13968,530.36621,1237.03786,1894.44461,8814.68642,2581.14453,1803.14625,3051.30488,151.97754,646.27938,4133.90456,3595.15679,1806.23064,154.36377,0.1803897878815631
5,5,5,1,0.5000307106443094,0.5000307106443094,0.1992,2.04259,0.04395531639673223,0.22142,212.67009,538.77701,1279.3455,1914.05629,8986.83685,2629.8455,1796.63795,3123.25401,171.37321,695.59756,4278.986,3737.44255,1822.69479,154.64466,0.18577358736929153
5,5,6,1,0.5000307106443094,0.5000307106443094,0.20066,1.9992,0.04460033738828358,0.22302,238.92976,537.15027,1241.07976,1927.22672,9455.37512,2729.37792,1825.16243,3231.80766,175.5395,733.66541,4305.2132,3791.44517,1959.16081,160.30615,0.18626047386551492
5,5,7,1,0.5000307106443094,0.5000307106443094,0.20162,1.98118,0.04494787485604575,0.224,250.10209,527.47824,1220.35787,1954.55521,9708.58715,2768.7374,1848.9445,3280.80804,169.39576,754.51926,4314.09468,3819.96238,2021.23635,150.6316,0.18485072889013088
6,1,1,1,0.5000307106443094,0.5000307106443094,0.19098,2.00332,0.042419081225051385,0.23623,125907.02688,571.81821,52279.45793,2114.18863,232602.7845,2970.0185,1967.0139,3391.24845,161.4409,729.92987,331.19245,769.97512,168382.36467,167.7667,0.05457566798240117
6,1,2,1,0.5000307106443094,0.5000307106443094,0.22161,2.56654,0.044717120496871,0.19133,113688.04658,346.29024,46186.46437,1350.99386,244520.90565,2493.23909,1406.41203,2788.52208,100.19643,708.08031,343.86314,308.79605,188621.82503,110.03981,0.08970918542213431
6,1,3,1,0.5000307106443094,0.5000307106443094,0.19457,2.05866,0.04281766359029258,0.18304,101846.84123,409.33539,41089.78019,1486.09344,184241.53515,2344.56792,1449.17725,2675.1302,112.44591,565.41149,245.90017,576.4753,157727.70913,128.00217,0.055863753533224356
6,1,4,1,0.5000307106443094,0.5000307106443094,0.19168,2.0144,0.04249686906119823,0.21817,119164.72734,514.11539,50165.17021,1912.62538,217480.32088,2789.28445,1803.38226,3187.4022,153.90944,680.26006,280.87471,554.97882,163778.63251,167.17064,0.051715169250334675
6,1,5,1,0.5000307106443094,0.5000307106443094,0.18889,1.97761,0.04213537613134156,0.21553,118891.28428,520.94747,50693.72944,1925.64665,219516.69727,2793.94053,1830.05334,3194.55926,156.16707,687.55115,256.6065,371.66359,159959.24128,172.07815,0.04899995464368824
6,1,6,1,0.5000307106443094,0.5000307106443094,0.181,1.94474,0.04059526733558131,0.1998,114699.22738,497.97259,49146.57164,1808.39311,214164.20654,2630.09823,1688.83488,3020.1174,150.8322,641.97922,211.61615,38.11083,153989.53712,166.8272,0.03857679932420884
6,1,7,1,0.5000307106443094,0.5000307106443094,0.17677,1.93108,0.03973567469176849,0.19335,113283.64561,470.79085,48661.82291,1791.43211,212375.45581,2569.10672,1678.30126,2957.16354,144.01407,619.60873,178.36068,38.73984,152309.76054,168.36478,0.03227472309825251
6,2,1,1,0.5000307106443094,0.4999692893556907,0.19098,2.00332,0.042419081225051385,0.23623,769.61405,571.81821,769.61405,2114.18863,769.61405,2877.52142,1967.0139,3391.24845,161.4409,729.92987,769.61405,769.61405,769.61405,167.7667,0.16928565095225137
6,2,2,1,0.5000307106443094,0.4999692893556907,0.22161,2.56654,0.044717120496871,0.19133,1168.08232,346.29024,732.50901,1350.99386,425.82492,2405.79783,1406.41203,2788.52208,100.19643,708.08031,3204.74484,2379.46983,319.15432,110.03981,0.19256427862697603
6,2,3,1,0.5000307106443094,0.4999692893556907,0.19075,1.98548,0.04249388107963784,0.17806,645.46247,487.47094,677.50888,1678.55003,600.0801,2290.34162,1577.0159,2637.61318,135.10417,554.85286,586.70258,542.30129,577.83054,145.92991,0.17212533138825628
6,2,4,1,0.5000307106443094,0.4999692893556907,0.19419,1.97735,0.043320079112515175,0.22099,730.89995,546.98725,854.33399,2003.22316,668.7384,2838.32912,1848.75951,3315.46084,163.5535,710.30226,836.84859,717.68016,736.55542,154.32023,0.17491098200556215
6,2,5,1,0.5000307106443094,0.4999692893556907,0.19443,1.98472,0.043319653958109564,0.2264,731.96964,557.02889,829.02825,2045.8864,707.2068,2862.86405,1878.19928,3356.76895,164.13473,729.21978,888.35861,744.0492,770.65581,157.61699,0.17525167740831374
6,2,6,1,0.5000307106443094,0.4999692893556907,0.1942,1.99073,0.04322468055511574,0.22781,758.63171,549.13853,874.86455,2060.76606,715.01261,2911.11291,1898.03739,3417.15414,168.04731,737.6427,909.41472,786.32391,783.33035,158.75151,0.17387199741167303
6,2,7,1,0.5000307106443094,0.4999692893556907,0.19285,1.98719,0.04295041370441838,0.22824,780.84748,550.71466,897.53052,2079.80143,709.35211,2923.01766,1912.3424,3423.40331,165.0179,730.82719,888.00792,813.77239,808.0,153.96161,0.1714930618961112
6,3,1,1,0.5000307106443094,0.49173883668079355,0.19098,2.00332,0.042419081225051385,0.23623,539.31497,571.81821,345.1193,2114.18863,800.96323,2877.52142,1967.0139,3391.24845,161.4409,729.92987,331.19245,769.97512,63.23188,167.7667,0.1480106522516793
6,3,2,1,0.5000307106443094,0.49173883668079355,0.22161,2.56654,0.044717120496871,0.19133,846.39567,346.29024,341.20274,1350.99386,453.51477,2405.79783,1406.41203,2788.52208,100.19643,708.08031,343.86314,308.79605,9.09786,110.03981,0.18143328773227008
6,3,3,1,0.5000307106443094,0.49173883668079355,0.18676,1.9643,0.04175275049265343,0.17898,446.14175,485.67884,344.40931,1690.92322,583.75202,2299.14369,1553.82872,2653.18313,142.96632,540.88936,257.70657,565.70349,47.61471,142.78178,0.1431900325078565
6,3,4,1,0.5000307106443094,0.49173883668079355,0.19574,1.9864,0.04359843593851483,0.2186,589.45502,589.14429,401.93255,1999.35106,676.646,2779.42203,1854.53236,3271.1212,174.41278,718.6818,272.5378,629.55669,58.35421,171.08803,0.15217135292798287
6,3,5,1,0.5000307106443094,0.49173883668079355,0.19438,1.98475,0.04330798776128876,0.21915,579.57864,556.7299,380.20302,1957.7738,693.79327,2783.45997,1837.83495,3310.23071,163.95695,731.80242,270.10283,613.25085,56.02989,155.7543,0.1725921326746657
6,3,6,1,0.5000307106443094,0.49173883668079355,0.1928,1.99271,0.0429001551511326,0.22007,551.42753,534.08895,384.6824,1946.36859,713.41691,2811.5015,1836.55281,3321.53251,157.74606,728.24311,260.54378,625.07143,63.13237,151.21648,0.14786068432780494
6,3,7,1,0.5000307106443094,0.49173883668079355,0.19214,1.99119,0.04276429861809609,0.22204,553.00207,542.58656,406.51487,1958.95943,719.62564,2767.3877,1857.01156,3265.98302,155.6386,719.74502,267.24989,586.37186,69.26833,150.91612,0.16823052162842556
