Utility Goal,Method,Iteration,Value
0.94,ranking,iterations q1,13.0
0.94,ranking,iterations q2,13.0
0.94,ranking,iterations q3,13.0
0.94,ranking,iterations q4,13.0
0.94,ranking,Fairness q1,0.00569
0.94,ranking,Fairness q2,0.00569
0.94,ranking,Fairness q3,0.00569
0.94,ranking,Fairness q4,0.00569

