Utility Goal,Method,Iteration,Value
0.95,grid search,iterations q1,136.0
0.95,grid search,iterations q2,136.0
0.95,grid search,iterations q3,136.0
0.95,grid search,iterations q4,136.0
0.95,grid search,Fairness q1,0.03999
0.95,grid search,Fairness q2,0.03999
0.95,grid search,Fairness q3,0.03999
0.95,grid search,Fairness q4,0.03999

