sampling,invalid_value,missing_value,floating_point,unit_converter,distribution_shape,multicollinearity,normalization,outlier,punctuation,stopword,lowercase,whitespace,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,class_imbalance_ratio,corr_race,ot_race,corr_gender,ot_gender,corr_loan_type,ot_loan_type,corr_applicant_age,ot_applicant_age,corr_lien_status,ot_lien_status,corr_LV,ot_LV,corr_DI,ot_DI,corr_income_brackets,ot_income_brackets,utility_accuracy_score
1,4,6,2,1,4,1,4,2,1,2,2,2,1,0.3175097276264591,0.3175097276264591,12.945736434108527,222.95,0.25,599.01,0.39,2331.67,0.18,3064.18,0.28,1321.49,1.0,278.49,0.24,970.98,0.43,581.27,0.21,0.07170650361311837
4,3,8,3,1,4,1,3,3,1,2,2,2,1,0.2206896551724138,0.2206896551724138,9.204724409448819,3103.03,1.0,6870.94,1.0,947.0,0.31,1442.37,0.32,11920.12,1.0,3583.51,0.49,3797.81,0.46,776.99,0.27,0.09799382716049387
2,4,5,2,1,1,1,3,8,1,2,2,1,1,0.41245136186770426,0.41245136186770426,10.73913043478261,2839.6,0.36,3046.71,1.0,587.36,0.26,638.76,0.32,5788.39,1.0,1848.9,0.46,900.11,0.37,382.09,0.22,0.08518518518518514
3,1,7,3,1,1,2,3,8,2,2,2,1,1,0.21595330739299612,0.21595330739299612,8.23076923076923,1692.54,0.34,1804.07,1.0,368.9,0.23,1.64,0.36,2760.27,0.01,1126.18,0.36,239.07,0.57,1.55,0.11,0.10833333333333328
2,2,5,1,2,1,2,4,8,2,1,2,1,1,0.41245136186770426,0.41245136186770426,12.846153846153847,170.16,0.38,216.46,1.0,1459.09,0.23,481.06,1.0,1455.6,0.0,252.31,0.48,791.19,0.39,617.66,0.2,0.07222222222222219
2,4,4,1,1,4,1,3,2,2,1,1,1,1,0.3359273670557717,0.3359273670557717,12.5,2907.95,0.25,3021.1,0.38,1582.09,0.16,848.53,0.28,6737.5,1.0,1981.29,0.44,1076.35,0.4,212.13,0.17,0.07407407407407407
3,3,9,2,1,4,2,4,1,1,2,2,1,1,0.2140077821011673,0.2140077821011673,7.426229508196721,76.67,0.34,119.93,1.0,2276.77,0.27,2346.72,0.39,136.01,0.02,2109.6,0.3,128.21,0.58,1930.98,0.18,0.11867704280155644
4,4,4,4,1,1,2,4,2,2,1,2,1,1,0.4603448275862069,0.4603448275862069,9.981981981981981,584.35,1.0,416.94,1.0,2879.12,0.24,2563.7,0.2,2461.02,1.0,289.55,0.39,1335.76,0.53,1437.69,0.23,0.0910582444626743
4,4,8,3,1,3,1,4,5,1,2,2,1,1,0.32873563218390806,0.32873563218390806,9.15,555.64,1.0,366.78,1.0,991.07,0.08,1303.74,0.35,975.32,0.01,50.62,0.29,296.35,0.42,458.02,0.31,0.09852216748768472
1,1,2,2,2,3,1,5,5,1,2,2,2,1,0.23073929961089495,0.23073929961089495,9.58235294117647,365.47,0.35,547.27,1.0,9884.12,0.29,9851.33,0.36,14022.06,0.02,7376.04,0.31,1201.36,0.45,7377.55,0.26,0.09227348526959422
3,3,1,3,2,2,2,1,3,1,2,1,1,1,0.35797665369649806,0.35797665369649806,9.862068965517242,179.92,0.26,1.95,0.36,571.84,0.24,907.56,0.41,2963.22,1.0,56.92,0.56,952.74,0.58,5.36,0.55,0.09206349206349207
2,4,8,1,1,4,1,5,3,2,1,1,2,1,0.3099870298313878,0.3099870298313878,10.265625,152.97,0.34,230.88,1.0,2186.32,0.3,728.08,0.38,7391.25,1.0,66.55,0.3,647.51,0.44,192.5,0.27,0.08876560332871009
1,3,5,4,2,3,1,3,4,2,1,1,1,1,0.23073929961089495,0.23073929961089495,10.706214689265536,10682.27,0.32,11346.06,1.0,4.11,0.26,29.38,0.34,21794.78,0.01,60.9,0.22,3587.99,0.45,2.07,0.27,0.08542471042471045
1,1,1,4,2,3,1,4,2,2,2,2,1,1,0.23073929961089495,0.23073929961089495,12.526315789473685,316.93,0.29,596.2,1.0,18397.27,0.22,20442.96,0.3,2287.61,1.0,14658.92,0.33,773.21,0.44,14728.33,0.24,0.07392996108949412
2,3,5,2,1,2,1,2,6,2,2,1,2,1,0.3359273670557717,0.2723735408560311,11.55813953488372,477.01,0.39,410.9,1.0,550.98,0.3,451.99,0.39,6229.84,0.01,546.58,0.52,547.31,0.41,770.28,0.22,0.0796296296296296
1,2,2,2,2,2,2,3,6,1,1,2,2,1,0.5723735408560311,0.4762645914396887,11.942446043165468,9628.73,0.32,9899.79,0.37,1288.15,0.24,1997.14,0.37,21472.52,0.01,7191.85,0.35,3735.2,0.54,834.11,0.27,0.07726514730405776
2,4,3,3,2,2,2,2,1,1,1,2,1,1,0.5706874189364461,0.4876783398184176,9.012987012987013,572.42,0.36,572.42,1.0,572.42,0.26,572.42,0.33,6940.0,0.01,572.42,0.51,572.42,0.44,572.42,0.26,0.09987029831387806
2,3,2,3,1,4,2,3,2,1,2,1,2,1,0.2140077821011673,0.2140077821011673,11.0,2808.56,0.32,2968.22,1.0,784.13,0.23,651.61,0.32,5929.0,1.0,1583.7,0.33,956.11,0.39,234.72,0.25,0.08333333333333337
2,3,6,2,1,3,1,3,1,2,2,1,2,1,0.22697795071335927,0.22697795071335927,9.012987012987013,3808.51,0.36,4024.74,1.0,10.24,0.31,0.64,0.38,6725.31,0.01,14.77,0.27,1215.83,0.44,1.04,0.31,0.09987029831387806
2,4,1,1,1,1,1,4,2,2,1,1,2,1,0.4256,0.4256,15.185185185185185,83.63,0.29,171.83,1.0,1646.61,0.21,730.58,0.28,1444.36,1.0,270.32,0.45,718.89,0.4,598.84,0.21,0.06178489702517165
4,1,3,4,2,3,1,2,5,2,1,1,1,1,0.23448275862068965,0.23448275862068965,7.826086956521739,953.33,1.0,856.85,1.0,845.26,0.1,827.67,0.38,901.88,0.02,766.97,0.32,863.35,0.44,773.17,0.12,0.11083743842364535
4,2,5,2,2,1,1,2,4,2,1,1,2,1,0.4339080459770115,0.4339080459770115,7.7976190476190474,1054.11,1.0,1034.7,1.0,1183.23,0.31,1176.01,0.31,1444.58,0.01,1067.65,0.47,1058.91,0.58,1055.17,0.29,0.11096075778078485
1,3,5,2,2,2,2,2,5,2,2,1,1,1,0.3540856031128405,0.2961089494163424,10.314465408805031,1291.82,0.32,1233.0,0.38,1571.78,0.28,1668.31,0.34,18545.41,0.02,1333.99,0.35,1535.38,0.57,1468.61,0.26,0.08838243468593665
1,2,8,1,2,3,1,2,5,1,1,2,2,1,0.30739299610894943,0.30739299610894943,10.471337579617835,1315.77,0.32,1279.94,0.39,1518.71,0.24,1331.35,0.35,1513.54,0.02,1490.21,0.3,1508.5,0.43,1360.94,0.25,0.08495280399777905
1,2,3,3,2,3,2,4,3,1,2,2,2,1,0.3692607003891051,0.3692607003891051,11.62589928057554,172.18,0.24,567.68,1.0,4258.67,1.0,2171.27,0.32,2020.82,1.0,251.96,0.56,907.11,0.56,515.14,0.2,0.07920227920227918
1,1,1,1,2,3,1,2,7,1,2,2,1,1,0.23073929961089495,0.23073929961089495,11.58041958041958,1493.18,0.35,1458.48,1.0,1356.11,0.27,1478.36,0.38,1155.81,0.02,1266.58,0.34,1595.33,0.43,1220.92,0.24,0.0778210116731517
1,4,6,2,2,3,2,2,8,2,1,1,2,1,0.3178988326848249,0.3178988326848249,10.612903225806452,1361.84,0.33,1320.34,1.0,1859.89,0.22,1184.87,0.03,996.84,0.02,1888.07,0.27,1578.02,0.44,1415.61,0.22,0.08333333333333337
1,2,4,4,2,1,2,1,6,2,2,1,2,1,0.4140077821011673,0.4140077821011673,9.28,366.1,0.35,551.54,1.0,685.3,0.24,2197.2,0.3,197.71,0.0,8560.48,0.5,5921.51,0.6,3543.73,0.26,0.0961645358532518
1,3,5,2,1,4,1,4,4,1,2,1,2,1,0.22490272373540857,0.22490272373540857,10.188172043010752,382.15,0.32,650.22,1.0,13069.6,0.27,12946.13,0.35,1003.81,0.01,12586.35,0.22,809.5,0.45,12093.89,0.27,0.0893801057184046
3,2,3,1,2,4,1,1,1,1,2,2,1,1,0.3443579766536965,0.3443579766536965,7.426229508196721,76.67,0.34,119.93,1.0,178.25,0.22,443.68,0.35,77.13,0.02,1862.86,0.38,1846.55,0.58,527.76,0.29,0.12062256809338523
3,1,4,3,2,4,1,1,3,1,2,2,1,1,0.2140077821011673,0.2140077821011673,8.921052631578947,70.73,0.34,110.55,1.0,130.16,0.24,323.26,0.37,42.15,1.0,1760.97,0.55,1469.59,0.58,704.01,0.28,0.10079575596816981
4,2,5,2,1,4,1,1,2,1,1,1,2,1,0.37298850574712644,0.37298850574712644,9.68421052631579,513.17,1.0,373.98,1.0,428.26,0.27,2109.52,0.23,125.67,1.0,8967.25,0.42,6131.45,0.41,2215.84,0.24,0.09359605911330049
4,1,3,3,2,3,2,3,4,1,2,2,1,1,0.23448275862068965,0.23448275862068965,8.60431654676259,3137.3,1.0,6941.57,1.0,8.09,0.09,23.57,0.32,11319.68,0.01,23.25,0.34,3739.5,0.44,0.47,0.32,0.10411985018726588
3,1,7,4,1,2,1,3,8,1,1,2,1,1,0.35797665369649806,0.27431906614785995,8.756756756756756,1727.18,0.32,1796.92,0.38,375.91,0.25,316.58,0.34,3152.43,0.02,1064.21,0.52,282.89,0.55,5.37,0.33,0.10249307479224379
1,2,5,3,1,4,2,2,8,2,1,1,2,1,0.3521400778210117,0.3521400778210117,9.837349397590362,1450.12,0.36,1326.99,1.0,1743.24,0.22,1238.16,0.35,977.94,0.02,1717.82,0.51,1526.69,0.44,1305.06,0.2,0.08838243468593665
3,1,6,4,1,3,1,4,4,1,2,1,2,1,0.2140077821011673,0.2140077821011673,7.571428571428571,68.27,0.37,69.63,0.37,1545.1,0.25,1686.76,0.37,206.76,0.02,1076.44,0.26,84.04,0.56,1215.39,0.31,0.1166666666666667
1,4,7,4,1,2,2,4,7,1,2,1,1,1,0.5171206225680934,0.5171206225680934,10.993333333333334,362.35,0.33,647.11,1.0,145.63,0.07,1920.58,0.02,163.55,1.0,1712.15,0.21,1827.31,0.57,2112.84,0.25,0.0833796553640912
4,2,8,2,1,2,2,4,5,2,2,2,2,1,0.5413793103448276,0.5413793103448276,9.322033898305085,588.38,1.0,380.97,1.0,85.38,0.09,1283.4,0.03,130.55,1.0,870.18,0.36,947.8,0.42,1414.99,0.1,0.09688013136288998
2,2,2,2,2,2,1,4,8,2,1,1,2,1,0.5771725032425421,0.5771725032425421,10.25,100.72,0.33,175.03,1.0,40.16,0.32,416.22,0.43,52.59,1.0,429.19,0.47,456.51,0.39,730.89,0.23,0.0888888888888889
1,2,3,4,2,4,2,5,1,2,1,1,2,1,0.3330739299610895,0.3330739299610895,8.846743295019158,457.71,0.34,744.38,1.0,7916.64,0.23,2820.55,0.32,18304.32,0.02,172.78,0.35,2030.39,0.46,616.29,0.26,0.09805447470817119
2,1,2,4,1,2,2,1,8,2,2,1,1,1,0.3359273670557717,0.3359273670557717,9.588235294117647,39.04,1.0,96.29,1.0,827.94,0.33,2170.25,0.29,4934.2,1.0,118.09,0.33,2550.16,0.61,65.3,0.24,0.09444444444444444
2,3,2,2,1,3,1,4,1,1,1,2,1,1,0.22697795071335927,0.22697795071335927,9.012987012987013,159.01,0.36,236.94,1.0,3350.84,0.31,3749.47,0.38,590.69,0.01,3010.98,0.27,194.98,0.44,2959.51,0.31,0.09987029831387806
2,3,5,3,2,2,2,2,8,2,2,2,2,1,0.3359273670557717,0.2723735408560311,11.044444444444444,483.87,1.0,438.52,1.0,586.74,0.28,542.79,0.38,5975.04,0.01,1443.61,0.51,476.43,0.4,1176.58,0.22,0.08302583025830257
4,3,1,2,1,4,1,2,2,2,2,2,1,1,0.2206896551724138,0.2206896551724138,8.902439024390244,948.91,1.0,888.85,1.0,16935.44,0.3,16326.82,0.29,14135.91,1.0,17219.72,0.47,980.63,0.42,16750.54,0.29,0.10098522167487689
2,1,1,2,2,3,2,1,1,2,1,1,1,1,0.22697795071335927,0.22697795071335927,9.012987012987013,793.74,0.36,923.73,1.0,29.47,0.31,33.82,0.38,343.13,0.01,288.23,0.27,1614.74,0.44,108.08,0.31,0.09987029831387806
4,3,1,4,2,4,2,2,8,1,2,2,2,1,0.2206896551724138,0.2206896551724138,10.6,1019.2,1.0,810.39,1.0,688.5,0.12,691.44,0.27,16763.69,1.0,655.27,0.38,1030.91,0.38,754.67,0.11,0.08620689655172409
3,3,6,4,2,1,2,3,3,2,2,2,2,1,0.21595330739299612,0.21595330739299612,8.846153846153847,1859.37,0.34,1976.2,1.0,330.17,0.24,322.27,0.38,3388.08,1.0,1161.27,0.56,308.05,0.58,163.9,0.28,0.1015625
2,4,4,3,2,1,1,1,2,1,1,1,1,1,0.42153047989623865,0.42153047989623865,14.0,79.87,0.26,181.0,0.38,148.77,0.17,998.71,0.25,38.5,1.0,3275.21,0.44,2106.35,0.54,1780.22,0.18,0.06666666666666665
3,1,4,2,2,2,2,2,4,1,1,2,1,1,0.35797665369649806,0.27431906614785995,7.372093023255814,240.87,0.33,246.51,1.0,357.48,0.24,335.34,0.37,2646.58,0.02,251.9,0.28,275.92,0.56,279.48,0.34,0.11944444444444446
2,4,9,3,2,4,1,4,3,1,2,2,2,1,0.33073929961089493,0.33073929961089493,10.265625,152.97,0.34,230.88,1.0,486.87,0.1,730.14,0.38,370.9,1.0,66.69,0.31,269.38,0.44,192.66,0.27,0.08876560332871009
2,3,2,4,2,3,2,4,1,1,1,2,1,1,0.22697795071335927,0.22697795071335927,9.012987012987013,159.01,0.36,236.94,1.0,3350.84,0.31,3749.47,0.38,590.69,0.01,3010.98,0.27,194.98,0.44,2959.51,0.31,0.09987029831387806
1,3,7,3,2,4,1,5,5,2,1,2,2,1,0.22490272373540857,0.22490272373540857,9.398843930635838,353.51,0.34,534.06,1.0,10032.67,0.28,10614.1,0.36,13786.08,0.02,10357.44,0.3,1490.88,0.45,9450.33,0.26,0.09394107837687604
3,1,5,4,2,1,2,5,2,2,1,2,1,1,0.21595330739299612,0.21595330739299612,9.588235294117647,57.46,0.31,99.6,0.39,3441.99,0.2,3439.57,0.34,3442.18,1.0,3439.18,0.37,545.2,0.56,3425.15,0.3,0.09444444444444444
4,4,8,4,2,1,1,4,5,1,1,2,2,1,0.37126436781609196,0.37126436781609196,9.090909090909092,603.12,1.0,401.29,1.0,1857.65,0.09,1222.68,0.35,2149.36,0.0,346.84,0.3,1165.25,0.55,1174.71,0.11,0.09909909909909909
1,1,2,3,1,3,1,3,6,2,2,2,2,1,0.23073929961089495,0.23073929961089495,9.903030303030302,9028.86,0.32,9338.26,0.38,14.12,0.27,3.07,0.37,17335.51,0.01,17.9,0.22,3061.12,0.73,8.29,0.29,0.09171762090050029
4,3,5,1,2,1,2,5,1,2,1,2,1,1,0.21666666666666667,0.21666666666666667,7.365384615384615,708.57,1.0,484.76,1.0,7964.75,0.11,7922.71,0.36,10730.31,0.02,7626.7,0.28,1653.11,0.59,7534.91,0.15,0.1155172413793103
2,3,7,2,2,4,1,4,6,1,2,2,2,1,0.2140077821011673,0.2140077821011673,12.170731707317072,107.6,0.31,142.43,0.36,3209.8,0.29,4567.94,0.35,356.43,0.0,4409.32,0.23,266.05,0.3,4022.87,0.22,0.07592592592592595
4,3,3,4,1,3,1,2,2,2,1,1,2,1,0.23448275862068965,0.23448275862068965,9.235294117647058,937.4,1.0,885.92,1.0,15193.78,0.3,11930.53,0.28,14651.15,1.0,13011.27,0.47,1009.93,0.42,10612.37,0.28,0.0977011494252874
