sampling,invalid_value,missing_value,floating_point,unit_converter,distribution_shape,multicollinearity,normalization,outlier,punctuation,stopword,lowercase,whitespace,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,class_imbalance_ratio,corr_race,ot_race,corr_gender,ot_gender,corr_loan_type,ot_loan_type,corr_applicant_age,ot_applicant_age,corr_lien_status,ot_lien_status,corr_LV,ot_LV,corr_DI,ot_DI,corr_income_brackets,ot_income_brackets,utility_accuracy_score
3,2,7,2,1,3,1,3,8,2,1,2,2,1,0.3093385214007782,0.3093385214007782,9.93939393939394,1788.17,0.29,1906.31,1.0,17.77,0.2,428.64,0.35,3467.67,0.01,1316.16,0.28,397.35,0.53,155.2,0.29,0.09141274238227148
2,1,4,3,2,1,2,5,8,1,1,1,2,1,0.2127107652399481,0.2127107652399481,8.473684210526315,122.72,0.38,181.36,1.0,3272.79,0.31,3528.36,0.36,4461.08,0.0,3986.77,0.25,645.52,0.5,3657.67,0.11,0.10555555555555551
4,3,2,1,1,3,1,4,5,1,1,1,2,1,0.23448275862068965,0.23448275862068965,7.912408759124087,578.78,1.0,360.84,1.0,5006.92,0.1,5351.16,0.37,767.08,0.01,3888.12,0.33,221.1,0.44,4050.32,0.31,0.11220311220311219
4,2,3,4,1,2,1,1,3,2,2,2,2,1,0.6074712643678161,0.6074712643678161,8.588235294117647,2258.18,1.0,328.52,1.0,9276.49,0.29,10159.15,0.31,13329.39,1.0,6105.06,0.47,5892.0,0.45,3841.89,0.26,0.10429447852760731
3,1,4,4,1,4,2,2,7,2,1,1,2,1,0.2140077821011673,0.2140077821011673,9.588235294117647,259.88,0.33,330.09,1.0,192.57,0.28,1240.5,0.34,4658.22,1.0,196.95,0.28,284.27,0.49,309.44,0.12,0.09444444444444444
4,1,6,1,2,3,1,4,8,2,1,1,1,1,0.23448275862068965,0.23448275862068965,11.19,660.53,1.0,463.96,1.0,10018.17,0.06,9237.71,0.33,1332.59,1.0,8088.63,0.34,425.83,0.43,8017.21,0.07,0.08203445447087776
2,1,8,4,2,1,1,5,3,2,2,1,1,1,0.2127107652399481,0.2127107652399481,10.431372549019608,133.43,0.35,182.7,1.0,6070.61,0.27,6066.43,0.35,6071.06,1.0,6065.58,0.51,809.47,0.44,6040.23,0.23,0.08747855917667235
1,1,1,4,2,4,2,5,2,1,2,1,1,1,0.22490272373540857,0.22490272373540857,12.732824427480915,314.55,0.29,659.5,1.0,22841.7,0.22,22356.47,0.3,22893.62,1.0,21922.18,0.33,2064.4,0.42,20609.92,0.25,0.07281823235130624
3,4,9,4,1,4,2,4,7,2,1,1,1,1,0.29766536964980544,0.29766536964980544,10.64516129032258,89.2,0.36,114.39,1.0,297.73,0.25,352.89,0.37,196.55,1.0,32.17,0.3,152.84,0.39,99.83,0.3,0.08587257617728528
1,1,2,3,2,3,2,3,6,1,2,1,1,1,0.23073929961089495,0.23073929961089495,9.903030303030302,9028.86,0.32,9338.26,0.38,14.12,0.27,3.07,0.37,17335.51,0.01,17.9,0.22,3061.12,0.73,8.29,0.29,0.09171762090050029
4,3,1,1,1,2,1,4,5,2,2,2,2,1,0.34942528735632183,0.34942528735632183,8.234848484848484,561.04,1.0,344.57,1.0,695.95,0.34,3033.27,0.35,147.91,1.0,779.88,0.32,814.14,0.44,1354.68,0.3,0.10828547990155868
1,1,6,1,1,1,2,3,6,1,1,1,1,1,0.222568093385214,0.222568093385214,10.606451612903227,9328.52,0.34,9637.24,1.0,103.35,0.27,104.77,0.38,18913.75,0.0,110.4,0.22,3324.25,0.54,106.67,0.13,0.0861589772095609
4,1,4,4,2,2,2,4,3,2,2,2,1,1,0.34942528735632183,0.34942528735632183,10.241758241758241,343.77,1.0,253.02,0.37,978.06,0.25,2823.97,0.36,99.79,1.0,1097.64,0.49,1040.71,0.59,1519.35,0.56,0.08895405669599221
1,1,9,3,1,2,2,3,6,1,2,1,2,1,0.3540856031128405,0.2961089494163424,10.173913043478262,9111.94,0.32,9500.86,0.39,1332.07,0.25,1275.56,0.37,18292.7,0.01,1309.06,0.23,3227.32,0.57,179.25,0.27,0.08949416342412453
1,1,5,3,2,2,2,3,2,1,2,1,2,1,0.3540856031128405,0.2961089494163424,12.953488372093023,9801.62,0.27,10275.09,0.39,3385.29,0.21,2593.87,0.29,23303.33,1.0,3490.15,0.32,3531.69,0.43,386.52,0.24,0.07166666666666666
2,1,3,3,1,4,2,3,6,2,1,1,1,1,0.2140077821011673,0.2140077821011673,9.18867924528302,2657.61,0.34,2820.81,1.0,24.55,0.31,15.69,0.39,4849.94,0.01,24.36,0.36,854.69,0.41,24.14,0.3,0.0981481481481481
4,1,9,3,2,2,2,1,3,1,1,1,1,1,0.34942528735632183,0.34942528735632183,10.241758241758241,1334.84,1.0,155.37,0.37,1973.23,0.25,3335.49,0.36,9980.88,1.0,173.97,0.49,3338.13,0.59,34.31,0.56,0.08895405669599221
1,1,6,2,2,3,2,3,6,2,2,2,1,1,0.23073929961089495,0.23073929961089495,9.903030303030302,9028.86,0.32,9338.26,0.38,14.12,0.27,3.07,0.37,17335.51,0.01,17.9,0.22,3061.12,0.73,8.29,0.29,0.09171762090050029
1,4,4,3,1,2,2,4,5,1,2,2,2,1,0.5688715953307393,0.5688715953307393,11.690140845070422,327.04,0.31,596.62,1.0,143.7,0.21,2697.39,0.28,154.06,1.0,1614.62,0.3,1944.67,0.42,2296.0,0.21,0.07880133185349614
3,3,8,1,2,4,2,4,5,1,2,1,1,1,0.2140077821011673,0.2140077821011673,9.588235294117647,65.23,0.33,104.67,1.0,2214.3,0.25,2404.71,0.38,165.31,1.0,2015.53,0.28,130.33,0.55,1928.39,0.11,0.09444444444444444
3,4,4,2,1,1,1,1,7,2,2,1,1,1,0.3852140077821012,0.3852140077821012,9.909090909090908,41.59,0.27,95.54,0.38,110.41,0.19,458.92,0.3,37.22,0.0,1804.36,0.5,1302.46,0.56,980.58,0.23,0.09166666666666667
2,3,4,2,1,3,1,1,6,2,1,1,2,1,0.22697795071335927,0.22697795071335927,11.044444444444444,640.66,0.35,725.19,1.0,13.75,0.28,17.28,0.4,344.8,0.01,215.5,0.34,1394.02,0.39,96.13,0.24,0.08302583025830257
3,4,4,2,2,1,1,4,6,1,2,1,2,1,0.3852140077821012,0.3852140077821012,8.473684210526315,74.93,0.37,118.93,1.0,682.22,0.19,298.41,0.37,591.6,1.0,107.2,0.32,367.64,0.53,255.67,0.23,0.10555555555555551
4,1,9,2,2,2,1,4,6,1,2,2,1,1,0.34942528735632183,0.34942528735632183,9.15,637.92,1.0,377.37,1.0,833.04,0.34,3256.65,0.35,133.01,1.0,975.46,0.48,967.47,0.42,1593.11,0.29,0.09852216748768472
4,3,4,1,2,1,2,3,4,1,2,1,1,1,0.21666666666666667,0.21666666666666667,8.471830985915492,3103.58,1.0,6952.83,1.0,53.9,0.09,51.31,0.32,10573.18,0.01,59.87,0.22,3869.59,0.57,63.94,0.13,0.10557620817843871
4,4,9,4,2,1,2,5,8,2,1,2,1,1,0.36091954022988504,0.36091954022988504,9.68421052631579,617.47,1.0,419.82,1.0,4581.99,0.07,1153.8,0.37,11785.68,1.0,355.26,0.26,1706.82,0.55,1188.36,0.1,0.09359605911330049
4,2,3,1,2,4,1,3,4,1,2,1,1,1,0.37126436781609196,0.37126436781609196,8.523489932885907,3309.9,1.0,7352.28,1.0,1265.55,0.28,1828.6,0.28,11947.21,0.0,3401.19,0.42,4085.62,0.43,733.74,0.27,0.10500352360817478
1,1,9,4,1,3,1,1,3,1,1,2,2,1,0.23073929961089495,0.23073929961089495,11.142857142857142,2158.66,0.34,2525.64,1.0,162.57,0.26,5083.48,0.32,1246.48,1.0,6138.85,0.51,3777.94,0.46,767.12,0.25,0.08235294117647063
3,2,1,1,1,1,2,5,7,2,2,2,1,1,0.3853658536585366,0.3853658536585366,8.89655172413793,62.12,0.37,77.59,1.0,1188.41,0.2,259.94,0.36,2544.41,1.0,87.35,0.54,397.47,0.54,223.95,0.27,0.10104529616724733
3,4,7,3,1,3,1,4,5,2,1,2,2,1,0.3093385214007782,0.3093385214007782,9.285714285714286,74.17,0.35,119.81,1.0,365.11,0.24,331.96,0.37,302.27,1.0,28.45,0.31,104.65,0.54,98.65,0.3,0.09722222222222221
2,2,5,4,2,4,1,3,4,2,1,2,1,1,0.3722438391699092,0.3722438391699092,9.90566037735849,2889.12,0.32,3115.7,1.0,636.67,0.25,593.93,0.34,5600.26,0.01,1544.44,0.31,948.59,0.41,225.61,0.25,0.09169550173010377
4,2,4,3,1,4,2,3,1,1,1,2,2,1,0.37126436781609196,0.37126436781609196,7.365384615384615,3794.76,1.0,8545.11,1.0,1248.9,0.29,1779.9,0.31,12297.8,0.02,3714.54,0.48,4533.47,0.46,861.72,0.29,0.11781609195402298
3,3,4,1,1,2,1,1,3,1,2,2,2,1,0.35797665369649806,0.35797665369649806,9.862068965517242,179.92,0.26,1.95,0.36,571.84,0.24,907.56,0.41,2963.22,1.0,56.92,0.56,952.74,0.58,5.36,0.55,0.09206349206349207
2,2,3,1,2,3,1,3,3,1,2,2,2,1,0.3852140077821012,0.3852140077821012,10.0,3538.6,0.35,3714.56,1.0,653.11,0.27,803.87,0.32,6920.0,1.0,2269.78,0.47,1157.34,0.43,361.11,0.22,0.09090909090909094
3,4,8,3,2,2,2,4,6,2,2,2,1,1,0.4883268482490272,0.4883268482490272,9.285714285714286,68.6,0.34,135.26,1.0,36.06,0.08,309.33,0.38,38.66,1.0,226.51,0.28,276.08,0.53,376.32,0.13,0.09722222222222221
4,3,8,2,2,1,1,3,6,2,1,2,2,1,0.21666666666666667,0.21666666666666667,9.066115702479339,3011.82,1.0,6317.13,1.0,74.06,0.32,66.06,0.37,11033.46,1.0,79.18,0.23,3854.49,0.55,81.33,0.13,0.09934318555008215
4,3,4,4,1,4,1,2,7,2,2,2,2,1,0.2206896551724138,0.2206896551724138,9.5,858.94,1.0,816.77,1.0,746.52,0.33,942.38,0.3,644.84,0.02,663.28,0.38,1060.54,0.43,730.18,0.12,0.090311986863711
2,1,2,2,1,3,2,5,4,2,2,2,1,1,0.22697795071335927,0.22697795071335927,10.416666666666666,116.94,0.34,168.29,1.0,3239.82,0.3,3219.93,0.35,5141.0,0.01,2780.86,0.2,385.72,0.43,2557.97,0.26,0.08759124087591241
2,4,3,2,1,4,2,1,2,2,2,2,1,1,0.3463035019455253,0.3463035019455253,12.170731707317072,65.65,0.25,157.45,0.37,120.51,0.17,900.45,0.26,44.29,1.0,3448.77,0.44,2583.04,0.41,1355.34,0.18,0.07592592592592595
4,2,8,1,1,1,1,5,1,1,1,2,2,1,0.37126436781609196,0.37126436781609196,7.365384615384615,708.57,1.0,484.76,1.0,4374.22,0.1,1710.71,0.36,10730.31,0.02,336.2,0.33,1653.11,0.59,1339.55,0.14,0.1166666666666667
4,3,6,4,1,4,2,4,4,2,1,1,2,1,0.2206896551724138,0.2206896551724138,8.493055555555555,598.81,1.0,422.85,1.0,7722.17,0.09,7423.53,0.33,480.52,0.01,7063.13,0.23,355.36,0.44,6558.56,0.12,0.10534016093635701
1,1,6,1,2,2,1,5,5,1,2,2,1,1,0.3540856031128405,0.2961089494163424,10.45859872611465,288.85,0.3,557.9,1.0,6939.86,0.27,5329.16,0.36,18804.56,0.02,1815.03,0.32,2311.63,0.57,2465.13,0.25,0.08727070594774877
4,2,7,4,2,3,1,2,4,2,2,1,2,1,0.314367816091954,0.314367816091954,8.25,975.46,1.0,972.48,1.0,1044.57,0.07,1129.56,0.31,1812.27,0.01,981.05,0.28,986.77,0.45,980.7,0.31,0.10435435435435436
4,4,3,3,2,2,1,1,3,2,2,2,1,1,0.6074712643678161,0.6074712643678161,8.588235294117647,2258.18,1.0,328.52,1.0,9276.49,0.29,10159.15,0.31,13329.39,1.0,6105.06,0.47,5892.0,0.45,3841.89,0.26,0.10429447852760731
3,1,7,2,1,3,1,5,5,2,2,1,2,1,0.2140077821011673,0.2140077821011673,9.588235294117647,61.29,0.32,109.88,1.0,2198.97,0.25,2257.13,0.38,2695.11,0.02,1544.61,0.27,247.73,0.55,1552.63,0.11,0.09166666666666667
