sampling,invalid_value,missing_value,floating_point,unit_converter,distribution_shape,multicollinearity,normalization,outlier,punctuation,stopword,lowercase,whitespace,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,class_imbalance_ratio,corr_race,ot_race,corr_gender,ot_gender,corr_loan_type,ot_loan_type,corr_applicant_age,ot_applicant_age,corr_lien_status,ot_lien_status,corr_LV,ot_LV,corr_DI,ot_DI,corr_income_brackets,ot_income_brackets,utility_accuracy_score
1,4,6,2,1,4,1,4,2,1,2,2,2,1,0.333852140077821,0.333852140077821,14.384615384615385,223.07,0.24,617.23,0.38,2626.71,0.18,3363.0,0.25,1537.34,1.0,357.67,0.24,1160.31,0.31,678.93,0.22,0.06499999999999995
4,3,8,3,1,4,1,3,3,1,2,2,2,1,0.21264367816091953,0.21264367816091953,7.4969325153374236,3181.69,1.0,6838.67,1.0,851.72,0.32,1330.53,0.32,10375.75,1.0,3477.5,0.51,1727.28,0.6,2819.26,0.31,0.11696750902527075
2,4,5,2,1,1,1,3,8,1,2,2,1,1,0.43320363164721143,0.43320363164721143,10.73913043478261,2857.65,0.37,3059.26,1.0,658.3,0.24,597.05,0.34,5788.39,1.0,1829.08,0.48,902.57,0.39,376.39,0.21,0.08518518518518514
3,1,7,3,1,1,2,3,8,2,2,2,1,1,0.23540856031128404,0.23540856031128404,8.473684210526315,1687.99,0.31,1823.49,1.0,33.78,0.29,370.99,0.32,2838.3,0.01,31.72,0.28,4.23,0.26,677.42,0.27,0.10277777777777775
2,2,5,1,2,1,2,4,8,2,1,2,1,1,0.43320363164721143,0.43320363164721143,12.195121951219512,178.63,1.0,226.28,1.0,1413.93,0.23,472.35,1.0,1372.34,0.0,220.05,0.46,767.91,0.38,624.71,0.2,0.07578558225508314
2,4,4,1,1,4,1,3,2,2,1,1,1,1,0.36057068741893644,0.36057068741893644,12.170731707317072,2875.74,0.27,3001.2,0.38,1545.08,0.16,817.03,0.28,6560.02,1.0,1951.99,0.45,1996.38,0.37,208.65,0.17,0.07592592592592595
3,3,9,2,1,4,2,4,1,1,2,2,1,1,0.2198443579766537,0.2198443579766537,7.426229508196721,76.67,0.34,119.93,1.0,1984.07,0.29,412.58,0.36,136.01,0.02,1877.92,0.31,18.12,0.22,23.94,0.15,0.11867704280155644
4,4,4,4,1,1,2,4,2,2,1,2,1,1,0.45057471264367815,0.45057471264367815,10.277777777777779,539.86,1.0,422.11,1.0,2992.28,0.24,2444.89,0.21,2548.12,1.0,340.89,0.39,1339.75,0.51,1394.29,0.21,0.08866995073891626
4,4,8,3,1,3,1,4,5,1,2,2,1,1,0.33620689655172414,0.33620689655172414,8.515625,570.23,1.0,365.14,1.0,908.34,0.08,1241.46,0.33,873.94,0.01,43.78,0.3,266.91,0.32,380.34,0.29,0.1050903119868637
1,1,2,2,2,3,1,5,5,1,2,2,2,1,0.2206225680933852,0.2206225680933852,11.67605633802817,376.0,0.33,582.29,1.0,12284.42,0.25,2239.47,0.32,18973.19,0.01,8237.04,0.24,22.28,0.17,26.71,0.24,0.0788888888888889
3,3,1,3,2,2,2,1,3,1,2,1,1,1,0.4066147859922179,0.4066147859922179,9.307692307692308,100.31,0.36,11.45,1.0,636.98,0.24,2224.53,0.35,3570.64,1.0,69.3,0.56,623.57,0.42,505.93,0.14,0.09701492537313428
2,4,8,1,1,4,1,5,3,2,1,1,2,1,0.311284046692607,0.311284046692607,10.296875,155.7,0.35,236.0,1.0,2212.41,0.1,738.81,0.35,7434.34,1.0,67.64,0.3,651.93,0.33,192.82,0.26,0.0885200553250346
1,3,5,4,2,3,1,3,4,2,1,1,1,1,0.2206225680933852,0.2206225680933852,10.458563535911603,10606.8,0.32,11246.9,1.0,2.39,0.26,2481.08,0.32,21376.13,0.0,230.84,0.22,95.63,0.19,90.06,0.13,0.08727097396335581
1,1,1,4,2,3,1,4,2,2,2,2,1,1,0.2206225680933852,0.2206225680933852,10.606451612903227,265.26,0.29,535.26,1.0,15615.13,0.2,2787.82,0.26,1827.76,1.0,10438.34,0.33,167.36,0.59,168.55,0.25,0.0861589772095609
2,3,5,2,1,2,1,2,6,2,2,1,2,1,0.3527885862516213,0.2710765239948119,10.270833333333334,433.75,0.37,385.35,1.0,668.46,0.27,383.19,0.37,5546.25,0.01,820.4,0.35,621.4,0.4,420.68,0.08,0.08872458410351203
1,2,2,2,2,2,2,3,6,1,1,2,2,1,0.5918287937743191,0.48988326848249025,10.681818181818182,9377.12,0.35,9791.18,1.0,1078.32,0.25,2118.14,0.32,19205.91,0.02,6745.54,0.37,2240.48,0.45,857.8,0.28,0.08560311284046696
2,4,3,3,2,2,2,2,1,1,1,2,1,1,0.5784695201037614,0.48508430609597925,9.012987012987013,572.42,0.36,572.42,1.0,572.42,0.25,572.42,0.35,6940.0,0.01,572.42,0.51,572.42,0.3,572.42,0.25,0.09987029831387806
2,3,2,3,1,4,2,3,2,1,2,1,2,1,0.18417639429312582,0.18417639429312582,10.48936170212766,2735.89,0.29,2923.32,1.0,751.78,0.23,749.77,0.29,5653.77,1.0,1623.02,0.33,916.9,0.41,272.33,0.23,0.08703703703703702
2,3,6,2,1,3,1,3,1,2,2,1,2,1,0.1893644617380026,0.1893644617380026,9.012987012987013,3808.51,0.36,4024.74,1.0,5.64,0.3,720.6,0.35,6725.31,0.01,103.9,0.26,34.99,0.2,34.59,0.13,0.09987029831387806
2,4,1,1,1,1,1,4,2,2,1,1,2,1,0.4030534351145038,0.4030534351145038,13.3125,70.27,0.27,135.56,0.37,1599.05,0.19,733.91,0.28,1301.04,1.0,258.83,0.29,727.36,0.53,491.65,0.21,0.06986899563318782
4,1,3,4,2,3,1,2,5,2,1,1,1,1,0.21091954022988504,0.21091954022988504,8.515625,887.6,1.0,852.32,1.0,1027.46,0.33,897.73,0.32,1124.52,0.01,1077.75,0.37,996.65,0.18,928.87,0.1,0.10344827586206895
4,2,5,2,2,1,1,2,4,2,1,1,2,1,0.4724137931034483,0.4724137931034483,8.356687898089172,1067.32,1.0,1049.01,1.0,1247.07,0.3,1250.88,0.3,2210.1,0.01,1099.17,0.47,1168.78,0.56,1088.72,0.28,0.10415248468345817
1,3,5,2,2,2,2,2,5,2,2,1,1,1,0.4066147859922179,0.33735408560311286,11.942446043165468,1303.59,0.31,1314.75,0.39,1738.46,0.26,1479.18,0.33,21472.52,0.02,1334.11,0.35,1834.65,0.28,1417.38,0.26,0.07726514730405776
1,2,8,1,2,3,1,2,5,1,1,2,2,1,0.34747081712062255,0.34747081712062255,9.837349397590362,1349.41,0.33,1352.59,1.0,1368.72,0.25,1332.61,0.34,1327.06,0.02,1502.6,0.29,1466.3,0.32,1346.09,0.24,0.09116175653140635
