sampling,invalid_value,missing_value,floating_point,unit_converter,distribution_shape,multicollinearity,normalization,outlier,punctuation,stopword,lowercase,whitespace,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,diff_sensitive_attr,ratio_sensitive_attr,cov,class_imbalance_ratio,corr_Workclass,ot_Workclass,corr_Education,ot_Education,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Country,ot_Country,corr_Age,ot_Age,corr_fnlwgt,ot_fnlwgt,corr_Education_Num,ot_Education_Num,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,utility_sp
1,4,6,2,1,5,1,4,2,1,2,2,2,1,0.18874761992506603,0.18874761992506603,0.20411,2.38171,0.04251246923275603,3.391532409142001,15107.09,0.37,321.32,0.27,2501.92,0.26,1164.26,0.23,5630.13,0.23,2425.59,0.18,1279.09,0.41,2488.96,0.31,85.37,0.1,577.13,0.3,73519.45,0.05,91935.13,0.01,2017.25,0.27,79.29,0.05,0.1830497385172497
4,3,8,3,1,5,1,3,3,1,2,2,2,1,0.17755026747832503,0.17782696919387567,0.15681,0.95855,0.039200193777384394,4.669473684210526,48.24,0.43,0.0,1.0,276.36,0.39,200.4,0.42,17.45,0.16,552.59,0.28,207.16,0.53,571.72,0.66,0.0,1.0,112.83,1.0,576.51,1.0,576.51,1.0,29.98,0.34,0.0,1.0,0.10596606428472892
2,4,5,2,1,2,1,3,8,1,2,2,1,1,0.16195741195741195,0.16195741195741195,0.19189,1.94576,0.043038080645605645,3.2390243902439027,538.13,0.48,192.01,0.31,362.48,0.28,498.65,0.28,165.35,0.28,880.55,0.21,519.87,0.41,898.41,0.35,39.19,0.13,197.97,0.34,618.97,0.08,1107.4,0.05,24.02,0.28,67.26,0.09,0.1811114392015591
3,1,7,3,1,1,2,3,8,2,2,2,1,1,0.1409272336505987,0.1409272336505987,0.17831,1.99797,0.03965117160351089,3.5760869565217392,63.66,0.31,336.03,0.29,536.65,0.28,336.74,0.42,649.58,0.35,32.09,0.14,120.93,0.33,53.51,0.08,235.19,0.27,190.87,0.42,243.71,0.29,151.05,0.07,51.11,0.11,42.91,0.35,0.11202976051117469
2,2,5,1,2,1,2,4,8,2,1,2,1,1,0.12878787878787878,0.12878787878787878,0.19341,1.88247,0.04383062990398537,3.3461139896373058,168.19,0.31,475.99,0.28,899.05,0.21,487.54,0.41,917.34,0.35,40.1,0.14,199.56,0.35,58.95,0.09,848.07,0.42,14.04,0.35,3356.08,0.28,1064.02,0.08,908.53,0.04,676.85,0.31,0.1583006816393973
2,4,4,1,1,4,1,3,2,2,1,1,1,1,0.14127764127764128,0.14127764127764128,0.20529,2.35077,0.04299423972962784,3.1652452025586353,228.36,0.5,153.05,0.28,206.45,0.27,340.76,0.23,215.31,0.23,651.05,0.17,384.9,0.4,821.89,0.31,28.89,0.09,187.85,0.3,199.5,0.06,16.99,0.01,0.06,0.28,54.88,0.05,0.17869052811540403
3,3,9,2,1,5,2,4,1,1,2,2,1,1,0.17316548971446116,0.17316548971446116,0.18945,2.02854,0.04191358213572951,3.274820143884892,80.73,0.32,380.56,0.3,604.45,0.21,372.38,0.41,606.99,0.34,23.35,0.14,130.54,0.33,55.56,0.1,4855.79,0.27,159.28,0.36,1214.37,0.3,14564.81,0.09,1014.59,0.15,459.67,0.32,0.1659730866360344
4,4,4,4,1,2,2,4,2,2,1,2,1,1,0.1995941708171924,0.19987087253274305,0.20633,1.0557,0.05155111954094289,4.234158117079058,252.44,0.27,910.31,0.24,1544.22,0.21,906.42,0.52,2061.17,0.71,83.72,0.11,595.5,1.0,73.33,0.05,23615.9,0.49,5124.11,0.26,6546.18,0.24,1265.46,0.03,1868.41,0.01,2023.59,0.24,0.1836920731827377
4,4,8,3,1,4,1,4,5,1,2,2,1,1,0.14831211953514112,0.14831211953514112,0.19961,1.01387,0.049907257172087584,3.72992700729927,8739.85,0.46,265.54,0.31,1339.33,0.26,1012.21,0.28,15732.9,0.28,1891.57,0.25,959.54,0.51,1951.23,0.71,110.49,0.16,502.11,1.0,1595.1,0.07,1419.73,0.08,8071.45,0.27,91.09,0.09,0.16936587121281088
1,1,2,2,2,4,1,5,5,1,2,2,2,1,0.13531109882685338,0.13531109882685338,0.2075,1.9842,0.04623662812045324,3.180560359737115,18535.95,0.3,456.32,0.3,430.12,0.34,1619.14,0.29,13525.55,0.29,2645.67,0.2,1555.5,0.41,2725.18,0.34,134.27,0.15,635.98,0.34,2958.25,0.07,1910.4,0.14,7651.55,0.28,131.95,0.1,0.18941878829219133
3,3,1,3,2,2,2,1,3,1,2,1,1,1,0.1703130259171996,0.1703130259171996,0.16234,1.95286,0.03637875061549484,4.267267267267267,32.39,0.0,158.91,0.0,309.93,0.0,162.48,0.0,309.54,0.0,15.72,0.0,66.26,0.0,52.39,0.0,3067.92,0.36,8370.0,0.35,16415.54,0.28,410.8,1.0,410.8,1.0,113155.03,0.31,0.07803320561941252
2,4,8,1,1,5,1,5,3,2,1,1,2,1,0.18427518427518427,0.18427518427518427,0.15713,1.98856,0.035011998849988006,3.664285714285714,237.44,0.35,0.0,1.0,182.59,0.3,76.85,0.4,786.78,0.16,267.84,0.23,74.4,0.56,259.5,0.31,0.0,1.0,41.7,0.33,356.14,1.0,356.14,1.0,294.22,0.24,0.0,1.0,0.07479861910241657
1,3,5,4,2,4,1,3,4,2,1,1,1,1,0.13531109882685338,0.13531109882685338,0.19411,1.98679,0.0432345544845631,3.244085617724371,1271.21,0.25,442.92,0.31,1741.48,0.32,1537.84,0.29,798.06,0.29,2323.86,0.21,1429.81,0.41,2376.28,0.34,127.72,0.14,525.51,0.33,654.71,0.08,609.9,0.14,246.76,0.27,134.39,0.1,0.17764820385971486
1,1,1,4,2,4,1,4,2,2,2,2,1,1,0.14557739557739557,0.14557739557739557,0.2146,2.49255,0.043856393224377996,3.174145299145299,22843.93,0.24,345.51,0.27,719.55,0.3,1295.3,0.24,18644.56,0.24,2435.66,0.18,1316.83,0.41,2490.9,0.3,87.98,0.09,604.31,0.29,3107.84,0.06,2409.06,0.1,9918.7,0.31,95.56,0.05,0.1871746600106722
2,3,5,2,1,2,1,2,6,2,2,1,2,1,0.16543816543816545,0.16543816543816545,0.19874,1.90909,0.04484371300023676,3.2409638554216866,214.11,0.37,189.9,0.31,218.86,0.34,491.23,0.28,202.8,0.28,894.77,0.21,495.15,0.41,911.7,0.35,41.53,0.13,207.76,0.34,217.08,0.08,200.07,0.13,266.17,0.33,66.16,0.09,0.1839170930080021
1,2,2,2,2,2,2,3,6,1,1,2,2,1,0.20330446532768257,0.20330446532768257,0.19336,1.96749,0.04320554022292016,3.2459749552772807,540.51,0.31,1866.23,0.29,2908.99,0.21,1755.45,0.41,2988.26,0.34,137.95,0.14,659.67,0.34,157.13,0.1,2247.85,0.47,1978.88,0.27,452.59,0.29,2141.71,0.08,949.3,0.14,55.02,0.24,0.18443348030345408
2,4,3,3,2,3,2,2,1,1,1,2,1,1,0.15868140868140868,0.15868140868140868,0.19226,1.95238,0.043073055244042806,3.2531400966183575,194.62,0.31,494.5,0.28,886.77,0.21,519.41,0.41,905.36,0.35,38.83,0.13,201.59,0.34,66.87,0.09,198.96,0.45,198.84,0.21,211.44,0.28,205.33,0.08,203.36,0.04,210.23,0.25,0.17616266705926617
2,3,2,3,1,5,2,3,2,1,2,1,2,1,0.1685094185094185,0.1685094185094185,0.21057,2.38232,0.04386174834112202,3.242168674698795,125.76,0.27,324.09,0.23,760.39,0.18,374.64,0.41,762.77,0.31,32.75,0.09,179.28,0.3,61.0,0.05,229.69,0.22,427.97,0.33,168.23,0.23,196.63,0.05,106.85,0.1,9.47,0.31,0.16988859967153172
2,3,6,2,1,4,1,3,1,2,2,1,2,1,0.13042588042588044,0.13042588042588044,0.19226,1.95238,0.043073055244042806,3.2531400966183575,511.81,0.3,194.62,0.31,617.78,0.35,494.5,0.28,318.46,0.28,886.77,0.21,519.41,0.41,905.36,0.35,38.83,0.13,201.59,0.34,270.41,0.09,201.66,0.13,97.21,0.23,66.87,0.09,0.14115587835958843
2,4,1,1,1,1,1,4,2,2,1,1,2,1,0.13402061855670103,0.13402061855670103,0.19001,2.31736,0.04002724155603282,3.2541528239202657,444.62,0.46,82.28,0.27,14.16,0.31,216.25,0.23,2026.37,0.23,582.11,0.18,253.0,0.4,582.64,0.31,13.39,0.07,107.23,0.3,696.59,0.07,647.81,0.03,431.32,0.29,53.97,0.04,0.1442414351375852
4,1,3,4,2,3,1,2,5,2,1,1,1,1,0.1720162331673123,0.1720162331673123,0.19302,0.98102,0.048257243680697844,3.8385804235832857,345.62,0.3,280.79,0.3,325.12,0.28,1060.1,0.29,305.94,0.29,1924.29,0.25,980.09,0.51,1973.6,0.71,100.04,0.16,479.0,1.0,252.5,0.08,364.92,0.14,334.82,0.18,106.5,0.09,0.17521017920952708
4,2,5,2,2,1,1,2,4,2,1,1,2,1,0.14351595646559676,0.14351595646559676,0.19318,0.99166,0.04829975411002454,3.831702544031311,296.17,0.47,251.47,0.3,318.43,0.25,959.55,0.28,245.75,0.28,1641.97,0.25,877.15,0.51,1692.81,0.71,84.36,0.15,419.83,1.0,330.38,0.07,313.16,0.04,273.41,0.25,76.35,0.09,0.16461052728586686
1,3,5,2,2,2,2,2,5,2,2,1,1,1,0.1741907745224495,0.1741907745224495,0.19654,1.99667,0.04370200620802089,3.143427518427518,480.07,0.3,1787.23,0.29,2787.38,0.21,1694.73,0.41,2847.36,0.33,135.97,0.14,631.73,0.33,150.73,0.09,641.05,0.28,795.74,0.33,606.56,0.29,615.22,0.08,727.68,0.14,695.9,0.32,0.18672597472037372
1,2,8,1,2,3,1,2,5,1,1,2,2,1,0.1506664209815122,0.1506664209815122,0.19563,1.9846,0.0435874607220314,3.1693939393939394,628.74,0.39,503.04,0.3,736.72,0.21,1779.26,0.29,630.58,0.29,2859.21,0.21,1714.22,0.41,2933.56,0.33,140.01,0.14,642.38,0.34,665.63,0.08,681.59,0.09,644.78,0.22,154.54,0.09,0.18462572750148243
1,2,3,3,2,4,2,4,3,1,2,2,2,1,0.160125299428782,0.160125299428782,0.17936,2.10225,0.039188247480930444,3.4013539651837523,0.0,1.0,333.55,0.39,946.11,0.22,353.27,0.46,965.2,0.29,0.0,1.0,181.13,0.32,0.0,1.0,4090.92,0.48,542.84,0.3,8513.42,0.15,1337.7,1.0,1337.7,1.0,4570.52,0.16,0.1032381657157862
1,1,1,1,2,3,1,2,7,1,2,2,1,1,0.17437892437892438,0.17437892437892438,0.19494,1.8997,0.04404645828595218,3.2198757763975157,679.0,0.29,513.39,0.31,680.62,0.31,1752.06,0.29,568.75,0.29,2851.91,0.21,1663.17,0.53,2928.29,0.34,142.97,0.15,644.12,0.34,668.43,0.08,717.25,0.14,655.36,0.23,143.28,0.09,0.18841152961353835
1,4,6,2,2,3,2,2,8,2,1,1,2,1,0.1609851974694429,0.1609851974694429,0.1954,1.96559,0.04367527296837932,3.2213042195337858,508.0,0.31,1834.92,0.29,2942.83,0.21,1747.88,0.41,3020.66,0.34,145.38,0.14,674.25,0.34,154.8,0.09,680.43,0.38,710.79,0.2,646.74,0.29,735.51,0.08,730.96,0.06,638.8,0.26,0.18380273979886128
1,2,4,4,2,1,2,1,6,2,2,1,2,1,0.12892328481051532,0.12892328481051532,0.18639,1.96935,0.041635151831007286,3.4148040638606676,511.58,0.0,1938.71,0.0,2435.22,0.0,1809.52,0.0,3137.04,0.0,154.64,0.0,672.57,0.0,167.06,0.0,125576.35,0.49,51346.33,0.33,218365.48,0.29,645.68,0.05,257.41,0.02,159095.72,0.3,0.04125565990563859
1,3,5,2,1,4,1,4,4,1,2,1,2,1,0.13531109882685338,0.13531109882685338,0.19824,2.03372,0.04381113457466055,3.2192513368983957,16307.5,0.29,347.17,0.31,592.69,0.35,1333.1,0.29,16021.58,0.29,2104.85,0.2,1272.41,0.41,2161.96,0.33,104.67,0.15,491.49,0.33,2433.45,0.08,1753.86,0.14,8277.5,0.32,121.34,0.1,0.1707975169732511
3,2,3,1,2,5,1,1,1,1,2,2,1,1,0.19435062941357076,0.19435062941357076,0.18945,2.02854,0.04191358213572951,3.274820143884892,113448.21,0.52,80.73,0.0,43928.69,0.27,380.56,0.0,22626.8,0.3,604.45,0.0,372.38,0.0,606.99,0.0,23.35,0.0,130.54,0.0,31051.81,0.09,66509.26,0.04,29527.1,0.32,55.56,0.0,0.0834898242486643
3,1,4,3,2,5,1,1,3,1,2,2,1,1,0.16671783850168867,0.16671783850168867,0.15621,1.96545,0.034935095710787546,3.9574468085106385,182699309.87,0.4,27.57,0.0,7542.31,0.4,172.67,0.0,12883.08,0.28,246.53,0.0,150.93,0.0,304.85,0.0,17.09,0.0,54.28,0.0,22948587019.19,1.0,11393867.9,1.0,153377.37,0.25,58.44,0.0,0.0946766462030107
4,2,5,2,1,5,1,1,2,1,1,1,2,1,0.17339974174506548,0.17339974174506548,0.21174,1.08351,0.05285566294355613,4.08067664281067,311694.98,0.5,214.39,0.0,158202.0,0.26,730.49,0.0,93128.1,0.22,1812.27,0.0,808.65,0.0,1876.6,0.0,64.37,0.0,551.42,0.0,218769.83,0.03,424622.17,0.02,93534.89,0.28,56.99,0.0,0.08275512679240304
4,1,3,3,2,4,2,3,4,1,2,2,1,1,0.1409334071204575,0.1409334071204575,0.19935,0.98351,0.04984074797583248,3.7774274905422445,265.75,0.3,933.83,0.28,1739.47,0.25,877.52,0.51,1782.28,0.71,85.09,0.15,453.61,1.0,93.05,0.09,833.49,0.27,1065.45,0.34,412.22,0.28,398.17,0.08,452.55,0.14,446.32,0.25,0.16188274035064737
3,1,7,4,1,3,1,3,8,1,1,2,1,1,0.1737795517347252,0.1737795517347252,0.1942,2.02851,0.04296525962505056,3.249230769230769,204.08,0.25,75.61,0.32,546.15,0.29,354.21,0.29,318.78,0.29,564.36,0.21,331.78,0.41,569.26,0.34,24.08,0.13,126.94,0.33,108.69,0.08,477.04,0.15,130.93,0.26,48.03,0.08,0.12024774774774775
1,2,5,3,1,5,2,2,8,2,1,1,2,1,0.19298568883975187,0.19231005466494688,0.19671,1.97418,0.043903603749215786,3.223832052040213,504.15,0.31,1848.04,0.29,2961.94,0.21,1743.64,0.41,3037.5,0.34,147.21,0.14,681.58,0.34,147.7,0.09,677.84,0.51,753.79,0.27,667.49,0.29,723.66,0.08,720.73,0.04,768.04,0.31,0.18871901363412613
3,1,6,4,1,4,1,4,4,1,2,1,2,1,0.14676082284310715,0.14676082284310715,0.19522,1.96084,0.0436865396962031,3.428870292887029,3540.06,0.28,60.21,0.32,305.92,0.31,283.72,0.29,3522.76,0.29,481.81,0.2,293.44,0.41,483.57,0.36,21.78,0.15,102.12,0.34,461.63,0.08,504.8,0.15,1836.49,0.28,49.18,0.09,0.13152040541484195
1,4,7,4,1,3,2,4,7,1,2,1,1,1,0.16399484061175604,0.16399484061175604,0.20046,1.98708,0.04464632476661788,3.0575738916256157,498.7,0.3,1672.21,0.29,2713.16,0.21,1610.02,0.41,2774.69,0.33,157.11,0.15,633.99,0.33,136.7,0.09,21460.07,0.41,26193.2,0.22,23798.34,0.29,1797.13,0.08,1949.03,0.08,21151.11,0.25,0.18427187856547275
4,2,8,2,1,2,2,4,5,2,2,2,2,1,0.20402139826600257,0.20411363217118614,0.19662,1.00444,0.04916011748096575,3.727422907488987,281.85,0.3,1072.68,0.28,1947.0,0.25,1042.66,0.51,1996.83,0.71,105.68,0.16,496.29,1.0,86.28,0.09,14330.77,0.43,2218.11,0.28,5262.0,0.28,621.58,0.08,479.66,0.09,1428.3,0.26,0.18279998997040292
2,2,2,2,2,3,1,4,8,2,1,1,2,1,0.1541769041769042,0.1541769041769042,0.19121,1.82382,0.04374483316168833,3.360215053763441,7306.79,0.52,176.82,0.3,9419.75,0.23,434.46,0.27,8201.78,0.27,869.78,0.21,481.83,0.4,891.19,0.36,42.58,0.13,190.77,0.35,512.85,0.07,333.93,0.13,7124.75,0.21,57.8,0.08,0.13361326751901945
1,2,3,4,2,5,2,5,1,2,1,1,2,1,0.1840181807014311,0.18285117621767705,0.19308,2.00123,0.04290005221682242,3.2432667245873152,517.21,0.31,1877.82,0.29,2953.2,0.21,1781.03,0.41,3038.02,0.34,136.98,0.14,672.64,0.33,155.96,0.1,2376.77,0.41,778.6,0.23,6279.6,0.29,1489.59,0.08,2546.87,0.04,2143.38,0.29,0.18473313074955855
2,1,2,4,1,2,2,1,8,2,2,1,1,1,0.15847665847665848,0.15847665847665848,0.19148,1.94475,0.042951675199219976,3.2323529411764707,189.99,0.0,489.53,0.0,885.81,0.0,512.65,0.0,900.35,0.0,37.71,0.0,195.65,0.0,66.92,0.0,7012.06,0.38,20752.69,0.39,46384.35,0.28,540.16,0.09,39.38,0.13,44745.82,0.31,0.10773391304264607
2,3,2,2,1,3,1,4,1,1,1,2,1,1,0.1631859131859132,0.1631859131859132,0.19226,1.95238,0.043073055244042806,3.2531400966183575,7030.71,0.3,194.62,0.31,8247.88,0.29,494.5,0.28,8496.66,0.28,886.77,0.21,519.41,0.41,905.36,0.35,38.83,0.13,201.59,0.34,547.58,0.09,5083.14,0.13,7339.81,0.25,66.87,0.09,0.12957419312623708
2,3,5,3,2,2,2,2,8,2,2,2,2,1,0.15847665847665848,0.15847665847665848,0.19529,1.91661,0.044011258342069794,3.259405940594059,192.77,0.31,496.15,0.28,894.85,0.21,505.63,0.41,911.58,0.35,38.19,0.13,204.68,0.34,64.2,0.09,209.29,0.35,220.72,0.35,207.14,0.28,218.58,0.08,203.46,0.13,256.89,0.33,0.17713189402432955
4,3,1,2,1,5,1,2,2,2,2,2,1,1,0.1712939248027866,0.17119147628316772,0.20537,1.04317,0.05132530521214494,4.237424547283702,24.65,0.21,198.39,0.27,285.0,0.32,790.13,0.23,173.35,0.23,1806.23,0.25,808.95,0.51,1852.56,0.7,78.58,0.11,531.44,1.0,1652.45,0.03,77.18,0.11,237.37,0.29,74.06,0.05,0.17015366660642378
2,1,1,2,2,3,2,1,1,2,1,1,1,1,0.16083598364379828,0.16083598364379828,0.19226,1.95238,0.043073055244042806,3.2531400966183575,194.62,0.0,494.5,0.0,886.77,0.0,519.41,0.0,905.36,0.0,38.83,0.0,201.59,0.0,66.87,0.0,34975.83,0.29,201002.65,0.29,81079.76,0.28,194.62,0.09,37941.83,0.13,151185.37,0.25,0.11277420621288708
4,3,1,4,2,5,2,2,8,1,2,2,2,1,0.19465218727589387,0.19475463579551275,0.19521,0.97917,0.04880288860673306,3.930293501048218,314.98,0.3,1139.54,0.28,2123.25,0.26,1063.32,0.51,2190.89,0.71,99.99,0.16,553.01,1.0,102.69,0.09,343.38,0.28,393.85,0.35,312.6,0.28,344.56,0.08,396.4,0.14,428.2,0.27,0.17746369854300512
3,3,6,4,2,1,2,3,3,2,2,2,2,1,0.1409272336505987,0.1409272336505987,0.17545,1.99281,0.0390834721836527,3.596685082872928,0.0,1.0,64.63,0.38,123.8,0.31,78.39,0.38,173.46,0.3,0.0,1.0,32.45,0.33,0.0,1.0,29.01,0.41,82.43,0.46,44.96,0.15,231.05,1.0,231.05,1.0,0.11,0.19,0.13180791107186454
2,4,4,3,2,2,1,1,2,1,1,1,1,1,0.1760851760851761,0.1760851760851761,0.20863,2.47289,0.04278632061271988,3.1039915966386555,171192.11,0.47,163.95,0.0,91977.33,0.24,348.52,0.0,53547.06,0.22,653.68,0.0,400.86,0.0,821.31,0.0,29.28,0.0,188.06,0.0,767.85,0.06,1193.86,0.02,54403.65,0.3,58.35,0.0,0.1713478712357217
3,1,4,2,2,2,2,2,4,1,1,2,1,1,0.17070924163340498,0.17070924163340498,0.19961,1.97865,0.0445325032010548,3.1572847682119205,71.96,0.31,336.41,0.29,478.34,0.18,308.97,0.41,571.28,0.35,24.71,0.15,121.04,0.34,45.21,0.09,153.57,0.36,135.6,0.3,128.73,0.29,95.85,0.1,108.33,0.15,130.72,0.32,0.18563583297063418
2,4,9,3,2,5,1,4,3,1,2,2,2,1,0.18427518427518427,0.18427518427518427,0.15764,1.98161,0.03516483908735256,3.6487455197132617,1790.35,0.34,0.0,1.0,463.51,0.33,75.95,0.4,775.2,0.16,265.48,0.23,73.52,0.56,257.19,0.32,0.0,1.0,41.62,0.34,11333.54,1.0,11333.54,1.0,289.98,0.24,0.0,1.0,0.06496519721577726
2,3,2,4,2,3,2,4,1,1,1,2,1,1,0.15438165438165438,0.15438165438165438,0.19226,1.95238,0.043073055244042806,3.2531400966183575,194.62,0.31,494.5,0.28,886.77,0.21,519.41,0.41,905.36,0.35,38.83,0.13,201.59,0.34,66.87,0.09,7030.71,0.3,8247.88,0.29,8496.66,0.28,547.58,0.09,5083.14,0.13,7339.81,0.25,0.12957419312623708
1,3,7,3,2,5,1,5,5,2,1,2,2,1,0.16546895153860328,0.1643019470548492,0.20323,1.97683,0.04534013535565197,3.1316858496953284,18629.88,0.31,450.25,0.3,98.84,0.33,1664.41,0.3,5006.18,0.3,2559.05,0.2,1612.01,0.41,2642.09,0.34,141.94,0.15,611.87,0.34,1096.61,0.09,3204.13,0.14,1626.88,0.33,133.31,0.1,0.19873911015482765
3,1,5,4,2,1,2,5,2,2,1,2,1,1,0.1409272336505987,0.1409272336505987,0.20882,2.60304,0.0418881626082419,3.2016129032258065,57.3,0.27,275.81,0.25,431.95,0.25,280.24,0.4,529.77,0.3,18.99,0.09,124.45,0.28,44.51,0.05,5690.05,0.19,38.38,0.41,1694.39,0.25,770.02,0.08,0.85,0.12,375.31,0.33,0.16853925152459862
4,4,8,4,2,1,1,4,5,1,1,2,2,1,0.12765172477402692,0.12765172477402692,0.20048,1.01828,0.05012278805688464,3.7981703830760436,2114.31,0.43,291.41,0.3,155.37,0.31,1046.94,0.28,7925.4,0.28,1924.29,0.25,990.75,0.51,1981.95,0.71,98.8,0.16,509.88,1.0,1952.45,0.07,1749.2,0.08,1681.13,0.29,95.25,0.09,0.17863839828884706
1,1,2,3,1,3,1,3,6,2,2,2,2,1,0.16608316442478963,0.1665745347337387,0.19505,1.97876,0.04350078713191676,3.2295625942684767,1538.52,0.3,524.38,0.31,2826.79,0.29,1827.67,0.29,1152.07,0.29,2898.48,0.21,1724.85,0.41,2973.71,0.34,140.89,0.14,657.85,0.34,521.69,0.08,2421.55,0.14,547.82,0.19,148.48,0.09,0.16179668172699901
4,3,5,1,2,1,2,5,1,2,1,2,1,1,0.13373916251614093,0.13373916251614093,0.19443,1.0,0.04861175168342403,3.853178155774396,357.01,0.31,1324.88,0.28,2049.55,0.33,1194.4,0.52,2500.43,0.71,116.7,0.16,625.14,1.0,107.16,0.09,20561.08,0.3,276.05,0.35,9056.73,0.28,2456.61,0.08,0.48,0.14,2066.31,0.28,0.16546762589928057
2,3,7,2,2,4,1,4,6,1,2,2,2,1,0.13042588042588044,0.13042588042588044,0.1969,1.84128,0.04492058534508254,3.3868131868131868,6614.53,0.29,179.97,0.31,562.94,0.31,450.53,0.28,6727.31,0.28,872.8,0.21,476.38,0.41,893.27,0.35,41.18,0.14,199.46,0.35,901.57,0.08,1115.67,0.13,3434.69,0.27,64.41,0.09,0.13812643837858882
4,3,3,4,1,3,1,2,2,2,1,1,2,1,0.1720162331673123,0.1720162331673123,0.21011,1.05554,0.052497108868707634,3.8836772983114445,44.76,0.21,222.04,0.27,100.56,0.27,794.58,0.22,57.58,0.22,1790.5,0.25,838.16,0.5,1843.18,0.7,72.29,0.12,527.62,1.0,825.99,0.05,67.56,0.1,66.91,0.31,79.01,0.05,0.1768774956528132
3,2,7,2,1,4,1,3,8,2,1,2,2,1,0.1553576911268038,0.1553576911268038,0.19015,2.01903,0.04213699490304002,3.393846153846154,219.17,0.41,79.44,0.32,267.22,0.26,354.91,0.29,299.95,0.29,606.45,0.2,344.09,0.42,605.9,0.34,23.02,0.14,129.05,0.33,209.47,0.08,121.59,0.06,83.82,0.29,49.22,0.08,0.16729021617612877
2,1,4,3,2,1,2,5,8,1,1,1,2,1,0.1337018837018837,0.1337018837018837,0.18341,1.81553,0.04201405053730723,3.41812865497076,178.1,0.31,504.12,0.28,792.43,0.19,508.79,0.41,1005.38,0.36,42.72,0.14,198.38,0.36,53.54,0.09,7581.78,0.35,45.54,0.42,3247.23,0.28,1249.6,0.08,8.27,0.12,695.63,0.29,0.14647144195850853
4,3,2,1,1,3,1,4,5,1,1,1,2,1,0.1720162331673123,0.1720162331673123,0.19941,0.99848,0.049857745369987196,3.7854545454545456,13966.29,0.29,279.49,0.3,16650.38,0.25,948.5,0.28,17968.46,0.28,1718.9,0.25,922.23,0.51,1785.66,0.71,96.3,0.16,473.64,1.0,780.07,0.08,9366.8,0.13,15712.41,0.26,86.13,0.09,0.1430050437247922
4,2,3,4,1,2,1,1,3,2,2,2,2,1,0.16740453790813503,0.16740453790813503,0.1674,0.98374,0.04185458088560253,4.798903107861061,317866.2,0.52,127.03,0.0,142895.03,0.3,548.79,0.0,79719.37,0.25,1309.94,0.0,569.28,0.0,1360.38,0.0,65.92,0.0,310.25,0.0,1321.76,1.0,1321.76,1.0,417273.62,0.33,63.88,0.0,0.07870363191870952
3,1,4,4,1,5,2,2,7,2,1,1,2,1,0.18391157506908198,0.18391157506908198,0.1949,1.95113,0.04367856208009779,3.2204301075268815,88.32,0.32,418.29,0.29,563.84,0.19,411.42,0.41,694.08,0.35,29.15,0.14,146.73,0.34,58.65,0.09,145.66,0.25,175.82,0.36,143.12,0.29,158.51,0.09,164.88,0.15,206.76,0.34,0.1919158445246063
4,1,6,1,2,4,1,4,8,2,1,1,1,1,0.13392363032650803,0.13392363032650803,0.19729,0.96839,0.04931512497457513,4.096412556053812,18167.19,0.29,299.79,0.3,1101.03,0.35,1094.49,0.28,18933.48,0.28,2141.1,0.26,1009.57,0.51,2209.17,0.71,100.03,0.16,559.57,1.0,1711.43,0.07,2572.23,0.13,9759.7,0.3,97.37,0.09,0.15563366487443098
2,1,8,4,2,1,1,5,3,2,2,1,1,1,0.13533988533988534,0.13533988533988534,0.15009,1.94575,0.03368079078647532,3.509025270758123,4320.64,0.37,0.0,1.0,14.59,0.38,67.8,0.41,1059.36,0.15,203.62,0.31,65.88,0.56,248.09,0.31,0.0,1.0,35.69,0.34,355.65,1.0,5.58,1.0,267.07,0.24,0.0,1.0,0.03636363636363636
1,1,1,4,2,5,2,5,2,1,2,1,1,1,0.18256893256893256,0.18256893256893256,0.22012,2.61313,0.04406431325822537,3.2436640115858073,365.2,0.28,1351.51,0.25,2431.64,0.17,1348.1,0.41,2486.76,0.29,86.21,0.09,629.91,0.28,104.39,0.05,23916.46,0.24,147.22,0.33,5055.0,0.25,1835.76,0.05,4331.37,0.09,1842.56,0.32,0.1996290608358266
3,4,9,4,1,4,2,4,7,2,1,1,1,1,0.15719987718759595,0.15719987718759595,0.19602,2.00744,0.04352185279419239,3.2943854324734447,73.78,0.32,356.97,0.29,611.89,0.2,353.74,0.41,611.93,0.34,24.37,0.14,134.01,0.33,49.93,0.09,2487.27,0.46,626.48,0.28,4500.73,0.29,533.55,0.09,520.64,0.11,2349.74,0.26,0.15398675367036296
1,1,2,3,2,3,2,3,6,1,2,1,1,1,0.17056691849395,0.17056691849395,0.19505,1.97876,0.04350078713191676,3.2295625942684767,524.38,0.31,1827.67,0.29,2898.48,0.21,1724.85,0.41,2973.71,0.34,140.89,0.14,657.85,0.34,148.48,0.09,1538.52,0.3,2826.79,0.29,1152.07,0.29,521.69,0.08,2421.55,0.14,547.82,0.19,0.13470870348343802
