sampling,invalid_value,missing_value,floating_point,unit_converter,distribution_shape,multicollinearity,normalization,outlier,punctuation,stopword,lowercase,whitespace,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,diff_sensitive_attr,ratio_sensitive_attr,cov,class_imbalance_ratio,corr_Workclass,ot_Workclass,corr_Education,ot_Education,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Country,ot_Country,corr_Age,ot_Age,corr_fnlwgt,ot_fnlwgt,corr_Education_Num,ot_Education_Num,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,utility_sp
2,3,6,3,2,5,1,3,3,2,2,2,1,1,0.16912366912366913,0.16912366912366913,0.14845,1.93451,0.033378316593661056,3.678714859437751,34.65,0.31,0.0,1.0,147.74,0.34,60.11,0.16,45.17,0.16,229.71,0.24,59.34,0.56,221.79,0.31,0.0,1.0,33.44,0.34,316.41,1.0,316.41,1.0,18.79,0.24,0.0,1.0,0.07846609991603695
4,4,4,1,1,5,2,1,2,2,1,2,1,1,0.1953514111787493,0.1953514111787493,0.20665,1.05375,0.051633207226226545,4.22155328115593,256.39,0.0,926.22,0.0,1538.11,0.0,897.34,0.0,2064.26,0.0,81.46,0.0,596.27,0.0,68.27,0.0,274415.22,0.53,194158.72,0.23,93872.86,0.24,283882.8,0.03,1919847.24,0.0,96826.82,0.32,0.06458393974143734
1,2,7,2,2,3,1,2,3,1,2,1,2,1,0.14550703273754684,0.14550703273754684,0.17816,2.10749,0.03889297950351628,3.3941299790356396,418.2,0.38,0.0,1.0,69.65,0.22,279.91,0.38,4.36,0.15,889.53,0.22,318.58,0.57,904.37,0.3,0.0,1.0,164.19,0.32,6469.01,1.0,6121.05,1.0,1.42,0.29,0.0,1.0,0.1332079337569002
2,2,9,4,1,2,2,1,4,2,2,1,1,1,0.20475020475020475,0.20475020475020475,0.19808,1.96893,0.044257931964799525,3.236872812135356,159.89,0.0,376.61,0.0,777.05,0.0,430.68,0.0,789.05,0.0,26.79,0.0,175.39,0.0,55.17,0.0,142534.8,0.44,58970.93,0.25,39763.01,0.28,467.9,0.09,419.29,0.11,36666.96,0.31,0.15017500943977963
2,1,5,4,1,3,1,1,6,1,2,2,2,1,0.1631859131859132,0.1631859131859132,0.19077,1.86202,0.04337795941919966,3.3450937155457554,29830.25,0.3,186.5,0.0,177148.77,0.28,464.26,0.0,74131.37,0.28,819.94,0.0,496.57,0.0,850.7,0.0,41.24,0.0,182.95,0.0,180.73,0.09,31766.54,0.14,141254.56,0.18,63.06,0.0,0.11071118225992657
1,3,9,2,1,2,2,4,3,1,1,1,2,1,0.1741907745224495,0.1741907745224495,0.17324,2.09482,0.03789812502007079,3.528281750266809,0.0,1.0,315.88,0.41,863.64,0.22,315.63,0.46,882.26,0.29,0.0,1.0,160.85,0.32,0.0,1.0,0.02,0.4,119.13,0.36,2651.42,0.17,1202.28,1.0,1202.28,1.0,1014.19,0.28,0.1154007911594936
4,1,7,4,2,5,1,4,2,2,1,1,2,1,0.17755026747832503,0.17755026747832503,0.20895,1.04424,0.052218935066516266,4.192154255319149,21031.07,0.23,201.03,0.27,466.91,0.34,794.08,0.23,5436.38,0.23,1801.33,0.25,806.19,0.51,1852.74,0.7,78.3,0.11,546.51,1.0,55806.43,0.03,3726.92,0.11,1679.81,0.24,69.85,0.05,0.1741692796551774
3,2,3,1,2,1,2,3,6,2,2,1,2,1,0.1393920785999386,0.1393920785999386,0.19113,2.00214,0.042473492472870314,3.36547433903577,83.7,0.32,354.69,0.29,620.35,0.2,364.8,0.42,620.25,0.34,26.27,0.14,127.91,0.33,52.3,0.09,112.06,0.53,81.99,0.33,218.12,0.29,139.62,0.07,100.83,0.04,27.35,0.32,0.1671642899584076
1,4,3,4,1,3,2,5,1,1,2,1,2,1,0.16147656777839198,0.16147656777839198,0.19308,2.00123,0.04290005221682242,3.2432667245873152,517.21,0.31,1877.82,0.29,2953.2,0.21,1781.03,0.41,3038.02,0.34,136.98,0.14,672.64,0.33,155.96,0.1,3091.02,0.45,7431.65,0.21,22419.83,0.29,1948.65,0.08,2720.95,0.04,21126.49,0.2,0.17879734508190637
1,4,5,4,1,2,1,1,1,1,2,2,1,1,0.1716110804004668,0.1716110804004668,0.19308,2.00123,0.04290005221682242,3.2432667245873152,563152.63,0.44,517.21,0.0,266922.68,0.25,1877.82,0.0,140497.0,0.29,2953.2,0.0,1781.03,0.0,3038.02,0.0,136.98,0.0,672.64,0.0,2356.2,0.08,3880.14,0.04,154384.76,0.29,155.96,0.0,0.16651459605334828
1,3,4,4,1,2,1,2,6,1,2,1,2,1,0.17087402493704318,0.17087402493704318,0.19547,1.97271,0.04363801523433879,3.1630785791173306,746.6,0.34,555.28,0.31,897.15,0.36,2040.88,0.29,696.13,0.29,2592.24,0.19,1913.9,0.41,3280.69,0.33,168.1,0.14,721.91,0.34,754.99,0.08,811.17,0.14,824.19,0.32,158.11,0.09,0.19091991608906395
2,4,4,1,2,1,2,2,7,2,1,2,1,1,0.1291973791973792,0.1291973791973792,0.19175,1.94365,0.043021164765321925,3.244642857142857,218.41,0.31,555.81,0.28,801.32,0.19,545.01,0.41,1007.45,0.35,44.3,0.14,216.66,0.34,53.43,0.09,250.73,0.46,262.3,0.34,219.45,0.28,252.52,0.08,282.71,0.04,269.75,0.35,0.16421766708058116
1,4,9,4,1,2,1,4,5,2,2,1,2,1,0.19108162889257416,0.19108162889257416,0.19794,2.00187,0.04397531575974851,3.0815873015873017,16041.29,0.41,475.27,0.3,2030.12,0.26,1695.49,0.29,5780.64,0.29,2682.31,0.21,1659.05,0.41,2742.57,0.33,135.35,0.15,603.88,0.33,1278.54,0.08,931.92,0.1,1798.56,0.33,147.65,0.09,0.18879836477105744
3,4,4,1,1,4,2,5,1,2,1,1,2,1,0.158120970217992,0.158120970217992,0.19157,2.03259,0.042351891484528906,3.2134540750323417,90.14,0.32,422.71,0.29,563.2,0.19,407.62,0.41,693.32,0.34,28.87,0.14,144.89,0.33,60.77,0.09,255.22,0.49,132.41,0.27,3602.32,0.29,627.25,0.09,660.14,0.04,2047.89,0.33,0.16814243464181916
4,1,2,3,1,3,2,5,8,2,2,2,2,1,0.1774580335731415,0.1774580335731415,0.19426,0.93215,0.04850957580066151,3.946673996701484,322.56,0.3,1121.4,0.28,2068.93,0.26,1044.85,0.5,2134.66,0.71,113.14,0.16,524.45,1.0,96.88,0.08,17639.61,0.29,8427.72,0.27,17682.48,0.28,940.06,0.07,11446.48,0.14,16157.37,0.21,0.15740112664020156
3,1,8,4,1,3,2,4,6,1,2,2,2,1,0.17684986183604545,0.17684986183604545,0.18443,1.84733,0.042039793329430045,3.3516666666666666,67.58,0.32,344.11,0.29,552.84,0.21,327.33,0.52,553.74,0.36,17.07,0.15,113.29,0.35,49.58,0.09,4407.18,0.28,5053.58,0.28,5144.52,0.29,313.93,0.09,2640.32,0.16,4559.01,0.23,0.10888001658300062
3,1,8,1,1,2,1,4,4,1,1,1,2,1,0.1697881486030089,0.1697881486030089,0.19238,2.03138,0.04254738846239421,3.1766917293233083,0.0,0.35,54.87,0.31,110.29,0.36,307.37,0.29,948.79,0.29,466.69,0.2,309.21,0.41,465.73,0.35,16.95,0.15,98.78,0.33,161.42,0.1,684.11,0.15,343.0,0.29,49.17,0.09,0.17755033043592988
4,2,1,3,2,1,2,1,3,2,1,1,1,1,0.14616579579155486,0.14616579579155486,0.16317,0.94851,0.04077196968149866,4.917214191852826,91.12,0.0,377.7,0.0,912.7,0.0,394.43,0.0,949.45,0.0,51.1,0.0,212.1,0.0,75.66,0.0,40513.84,0.43,19383.6,0.37,101534.07,0.24,915.56,1.0,915.56,1.0,326847.59,0.39,0.015608664685240692
1,4,3,1,1,1,2,5,2,2,1,1,2,1,0.14053190835943738,0.14053190835943738,0.20599,2.50508,0.042006194651355015,3.3523950984032678,355.47,0.26,1252.41,0.25,2386.41,0.17,1287.63,0.4,2444.11,0.3,81.22,0.09,571.89,0.29,108.51,0.05,167.11,0.46,472.32,0.28,8115.89,0.25,3224.7,0.06,3310.73,0.01,1975.4,0.3,0.174453054987083
1,3,5,3,1,2,2,5,1,1,2,1,1,1,0.1741907745224495,0.1741907745224495,0.19308,2.00123,0.04290005221682242,3.2432667245873152,517.21,0.31,1877.82,0.29,2953.2,0.21,1781.03,0.41,3038.02,0.34,136.98,0.14,672.64,0.33,155.96,0.1,541.16,0.33,177.82,0.34,6321.19,0.29,1361.33,0.08,62.79,0.14,2148.39,0.29,0.18053648499679437
4,4,6,3,2,2,2,1,1,2,2,2,2,1,0.18880280391071758,0.18880280391071758,0.19457,0.99939,0.04864818338620907,3.8976417461113897,318.07,0.0,1171.87,0.0,2133.55,0.0,1087.24,0.0,2210.92,0.0,100.33,0.0,567.36,0.0,106.72,0.0,403391.99,0.44,168797.57,0.25,99986.72,0.28,1233.61,0.08,1839.23,0.06,91566.61,0.26,0.13016952067144938
2,2,4,2,1,1,1,5,6,1,1,1,1,1,0.13615888615888616,0.13615888615888616,0.19521,1.88633,0.04420960076138699,3.3047619047619046,83.18,0.47,187.44,0.31,52.03,0.32,515.89,0.28,3081.88,0.28,813.6,0.19,513.33,0.41,1005.1,0.35,44.52,0.14,217.59,0.35,1181.98,0.07,1014.68,0.04,666.04,0.34,53.34,0.09,0.16186853161849074
3,4,7,2,1,1,2,4,5,2,2,2,1,1,0.13693583051888242,0.13693583051888242,0.19056,1.94164,0.04277372135220233,3.261788617886179,72.48,0.32,337.19,0.3,568.89,0.21,350.12,0.41,569.05,0.34,22.61,0.15,117.85,0.34,47.98,0.09,481.99,0.41,13.66,0.32,1960.43,0.3,658.74,0.09,595.23,0.07,398.59,0.3,0.16354553888272577
2,1,4,3,1,1,1,3,6,1,1,2,2,1,0.13022113022113022,0.13022113022113022,0.18363,1.94509,0.041187931311772986,3.42621359223301,481.28,0.28,198.49,0.31,224.56,0.39,500.98,0.28,209.42,0.28,772.18,0.19,523.51,0.41,971.0,0.35,46.7,0.13,196.07,0.34,67.54,0.06,12.36,0.13,36.9,0.33,67.85,0.09,0.10077304834899083
4,4,8,3,2,3,2,2,4,2,1,1,2,1,0.17247740269323003,0.17247740269323003,0.19496,0.98245,0.04874344421320483,3.7948553054662377,252.99,0.3,905.72,0.28,1654.73,0.25,849.31,0.51,1708.74,0.71,76.9,0.15,428.03,1.0,89.15,0.09,276.55,0.43,320.39,0.27,233.35,0.28,236.94,0.08,256.97,0.09,264.3,0.24,0.18704286101319756
2,4,4,4,2,4,2,2,7,2,2,2,2,1,0.13841113841113842,0.13841113841113842,0.19196,1.94132,0.04308363108100158,3.247992863514719,211.98,0.31,555.54,0.28,806.73,0.19,539.98,0.41,1016.87,0.35,46.0,0.14,217.7,0.34,57.4,0.09,247.0,0.46,250.03,0.3,218.94,0.28,256.06,0.08,261.93,0.04,240.53,0.25,0.17044199714769548
3,2,8,1,2,5,2,2,1,1,2,2,1,1,0.19803500153515505,0.19803500153515505,0.18945,2.02854,0.04191358213572951,3.274820143884892,80.73,0.32,380.56,0.3,604.45,0.21,372.38,0.41,606.99,0.34,23.35,0.14,130.54,0.33,55.56,0.1,136.79,0.49,133.63,0.25,142.03,0.3,131.78,0.09,143.81,0.1,144.12,0.32,0.18305851377171278
1,2,4,1,1,3,1,2,6,2,2,2,1,1,0.15035931453841903,0.15035931453841903,0.19466,1.95967,0.04355082155909869,3.179144385026738,722.22,0.39,556.87,0.31,804.35,0.22,2061.44,0.29,720.21,0.29,2636.63,0.19,1902.67,0.41,3322.34,0.34,167.49,0.15,726.82,0.34,769.04,0.08,776.16,0.04,734.42,0.23,170.97,0.09,0.1869950066299113
4,4,3,2,1,5,2,1,6,1,2,1,2,1,0.18806493266924923,0.18806493266924923,0.19549,0.98746,0.04887492635953068,3.9536216779572695,305.42,0.0,1123.76,0.0,2095.15,0.0,1065.53,0.0,2169.36,0.0,96.54,0.0,562.43,0.0,77.62,0.0,374651.07,0.56,175773.08,0.27,86072.15,0.28,130315.36,0.07,257816.07,0.04,89256.26,0.26,0.0062012538319314876
2,4,2,3,1,5,2,4,1,2,1,1,1,1,0.20126945126945128,0.20126945126945128,0.19226,1.95238,0.043073055244042806,3.2531400966183575,194.62,0.31,494.5,0.28,886.77,0.21,519.41,0.41,905.36,0.35,38.83,0.13,201.59,0.34,66.87,0.09,5034.26,0.43,1259.31,0.21,2012.03,0.28,22336.01,0.09,17931.17,0.13,585.73,0.3,0.16780356938378235
1,3,3,3,2,1,2,2,3,2,2,2,1,1,0.13911921872120878,0.13911921872120878,0.16355,2.07416,0.03590476516256116,3.490153172866521,0.0,1.0,303.99,0.4,688.27,0.3,313.09,0.47,833.97,0.3,0.0,1.0,138.24,0.33,0.0,1.0,287.75,0.46,447.89,0.39,58.78,0.16,3164.09,1.0,745.49,1.0,207.1,0.29,0.10895751924395697
3,2,3,4,1,3,1,2,7,1,2,1,2,1,0.17040221062327296,0.17040221062327296,0.19042,2.00518,0.042293418658039005,3.2584434654919234,143.26,0.55,77.03,0.32,139.84,0.21,369.3,0.3,133.24,0.3,598.4,0.21,365.66,0.41,601.28,0.34,22.74,0.14,128.88,0.33,141.22,0.09,165.69,0.04,132.84,0.28,54.89,0.09,0.17769744681420788
3,2,9,4,2,1,2,4,3,1,2,2,1,1,0.12649677617439362,0.12649677617439362,0.18506,1.93667,0.04160561345578371,3.949438202247191,0.0,1.0,56.53,0.38,169.12,0.21,77.69,0.48,177.14,0.3,0.0,1.0,40.89,0.34,0.0,1.0,216.03,0.43,0.32,0.3,969.09,0.15,222.82,1.0,222.82,1.0,253.6,0.23,0.060240963855421686
2,1,7,4,2,3,1,3,8,1,1,2,2,1,0.1631859131859132,0.1631859131859132,0.19172,1.91563,0.04321434922264165,3.288911495422177,465.3,0.3,176.66,0.31,806.06,0.28,487.09,0.28,363.19,0.28,870.28,0.21,492.94,0.41,886.78,0.35,40.77,0.13,194.25,0.34,150.1,0.08,648.57,0.13,174.62,0.24,67.38,0.08,0.15259922804599768
1,1,4,3,2,5,1,3,8,2,1,2,2,1,0.16596032184755236,0.16596032184755236,0.1927,1.99301,0.04287453263650555,3.2263143848412064,1676.56,0.29,550.37,0.31,2198.68,0.35,2060.2,0.29,519.63,0.29,2617.97,0.19,1915.95,0.41,3325.87,0.34,155.82,0.14,723.22,0.33,1366.41,0.08,1060.04,0.14,86.32,0.33,162.21,0.09,0.15543574490942913
1,4,3,3,1,4,2,2,4,2,2,2,2,1,0.160125299428782,0.160125299428782,0.19563,1.99358,0.04352355152680852,3.1822936122525216,378.93,0.31,1468.97,0.29,2293.02,0.21,1406.32,0.41,2338.32,0.33,118.81,0.14,522.85,0.33,143.69,0.1,538.87,0.46,607.05,0.26,516.28,0.29,519.23,0.08,579.15,0.04,530.31,0.32,0.1862569140024328
3,4,9,1,2,1,2,2,3,2,2,2,2,1,0.12649677617439362,0.12649677617439362,0.18506,1.93667,0.04160561345578371,3.949438202247191,0.0,1.0,56.53,0.38,169.12,0.21,77.69,0.48,177.14,0.3,0.0,1.0,40.89,0.34,0.0,1.0,94.5,0.43,109.12,0.3,14.43,0.15,1093.4,1.0,1015.4,1.0,29.79,0.23,0.13102696500286862
1,3,2,1,1,3,2,4,4,2,1,1,1,1,0.17056691849395,0.17056691849395,0.19237,2.0094,0.04268516448894152,3.1495137763371153,355.98,0.31,1395.11,0.29,2088.41,0.2,1248.19,0.4,2159.35,0.34,105.0,0.15,458.63,0.33,125.94,0.1,16051.77,0.3,17691.56,0.26,18918.9,0.29,1369.64,0.09,10226.27,0.14,16817.52,0.21,0.16409728972173876
1,2,4,4,1,2,2,1,4,1,2,2,1,1,0.184878078742092,0.184878078742092,0.19324,1.99694,0.042966641087709166,3.2537562604340566,510.62,0.0,1697.67,0.0,2243.07,0.0,1631.67,0.0,2812.55,0.0,139.66,0.0,587.11,0.0,126.67,0.0,511065.48,0.52,280912.72,0.26,122290.46,0.29,2124.02,0.07,3439.87,0.04,127895.55,0.27,0.15507782512573387
2,2,8,4,1,3,2,1,7,1,2,2,2,1,0.15704340704340705,0.15704340704340705,0.19082,1.89311,0.043168967624242854,3.236344537815126,188.9,0.0,474.48,0.0,862.64,0.0,497.34,0.0,883.95,0.0,44.39,0.0,183.12,0.0,66.75,0.0,156882.58,0.41,1061277.28,0.22,74461.49,0.29,173.43,0.09,163.52,0.11,142551.78,0.21,0.15093349237217044
4,3,2,3,2,2,1,4,5,2,1,2,2,1,0.1723851687880465,0.1723851687880465,0.19728,1.02251,0.0493200326950596,3.6997275204359674,35.21,0.32,310.92,0.3,300.08,0.33,1042.78,0.28,5260.54,0.28,1891.44,0.25,1003.42,0.51,1956.81,0.71,110.31,0.16,499.71,1.0,603.74,0.08,2477.45,0.13,1430.59,0.31,95.06,0.09,0.18052653321169768
4,4,2,1,2,3,1,1,2,1,2,1,1,1,0.1604869950193691,0.1604869950193691,0.21038,1.0902,0.052503423172925806,4.021864951768489,339828.28,0.62,235.71,0.0,2279089.56,0.24,769.18,0.0,191013.41,0.22,1810.38,0.0,832.39,0.0,1858.8,0.0,75.04,0.0,539.48,0.0,85.7,0.05,243.88,0.09,383107.73,0.32,65.35,0.0,0.1532097439081516
2,4,9,2,1,1,2,3,1,2,2,1,1,1,0.12162162162162163,0.12162162162162163,0.19226,1.95238,0.043073055244042806,3.2531400966183575,194.62,0.31,494.5,0.28,886.77,0.21,519.41,0.41,905.36,0.35,38.83,0.13,201.59,0.34,66.87,0.09,170.73,0.49,78.95,0.32,221.66,0.28,241.48,0.09,221.4,0.12,22.9,0.31,0.13610115980435458
1,4,8,1,2,1,1,4,1,2,1,2,1,1,0.12394816043240588,0.12394816043240588,0.19308,2.00123,0.04290005221682242,3.2432667245873152,2750.03,0.4,517.21,0.31,485.36,0.26,1877.82,0.29,11033.51,0.29,2953.2,0.21,1781.03,0.41,3038.02,0.34,136.98,0.14,672.64,0.33,3918.91,0.08,3512.35,0.09,2218.31,0.32,155.96,0.1,0.17132461191593457
1,4,3,4,2,1,2,2,5,2,1,2,1,1,0.14053190835943738,0.14053190835943738,0.19607,1.98547,0.04368032335900727,3.181313598519889,508.75,0.3,1790.97,0.29,2795.01,0.21,1695.99,0.41,2854.33,0.33,147.6,0.14,637.11,0.33,157.97,0.09,662.34,0.45,751.3,0.31,621.23,0.29,780.48,0.07,704.67,0.04,658.75,0.34,0.1773174625356655
4,4,2,3,2,1,2,5,2,2,2,1,1,1,0.13198671831765357,0.13198671831765357,0.2007,1.04961,0.05015084462757354,4.272788656313302,222.16,0.26,743.19,0.24,1787.54,0.23,776.92,0.51,1843.47,0.71,59.0,0.11,510.05,1.0,49.76,0.04,313.19,0.48,101.61,0.31,7789.49,0.24,1683.56,0.06,1755.98,0.1,1967.78,0.25,0.16583063088606798
2,2,7,2,1,5,2,5,6,2,1,2,2,1,0.19000819000819,0.1898034398034398,0.19542,1.85226,0.04450365349361192,3.2681678607983624,192.41,0.31,483.97,0.28,874.78,0.21,502.43,0.41,896.43,0.35,42.18,0.13,201.02,0.35,59.12,0.09,642.97,0.42,458.43,0.28,1952.41,0.28,366.31,0.08,428.08,0.07,560.96,0.33,0.1793131563366991
1,2,4,2,2,4,1,4,8,1,2,2,2,1,0.1456298753147841,0.1456298753147841,0.20088,1.92414,0.0452077991311165,3.1599561763900303,12595.89,0.54,543.01,0.31,1423.35,0.27,1985.56,0.29,23407.98,0.29,2692.4,0.19,1852.8,0.41,3348.95,0.34,186.99,0.15,754.21,0.34,3565.94,0.07,3469.99,0.04,12054.61,0.28,146.58,0.09,0.18448165549310336
4,1,8,1,2,5,1,1,4,1,2,1,1,1,0.17755026747832503,0.17755026747832503,0.20076,1.00102,0.0501955061148794,3.8411330049261085,70314.36,0.25,260.29,0.0,38194.36,0.33,913.56,0.0,74134.16,0.27,1747.2,0.0,918.91,0.0,1817.16,0.0,82.36,0.0,482.11,0.0,95251.12,0.08,56098.11,0.13,77627.98,0.25,82.03,0.0,0.07392823170648449
2,4,3,2,1,2,1,2,3,1,2,1,2,1,0.16441441441441443,0.16441441441441443,0.16529,1.96639,0.03696371889825591,3.6143790849673203,135.77,0.41,0.0,1.0,100.93,0.3,90.41,0.41,56.27,0.16,294.91,0.23,84.61,0.48,286.74,0.32,0.0,1.0,49.82,0.34,2214.91,1.0,1501.13,1.0,60.75,0.38,0.0,1.0,0.11339151045033398
3,3,6,4,1,5,1,1,7,2,1,2,2,1,0.16948111759287687,0.16948111759287687,0.18779,2.01589,0.04163516126984416,3.306320907617504,34352.58,0.24,68.17,0.0,12834.25,0.37,335.98,0.0,20820.19,0.29,518.37,0.0,321.77,0.0,518.76,0.0,19.59,0.0,115.42,0.0,24111.45,0.1,22525.66,0.12,29511.82,0.3,41.02,0.0,0.09590798232966224
1,3,7,3,2,5,1,4,3,2,1,2,2,1,0.16546895153860328,0.16546895153860328,0.16381,2.07661,0.035947097023382814,3.5908543922984357,13614.69,0.41,0.0,1.0,118.06,0.34,280.15,0.41,2188.6,0.17,737.99,0.23,289.04,0.47,753.15,0.3,0.0,1.0,130.86,0.33,33200.09,1.0,1921.75,1.0,892.25,0.37,0.0,1.0,0.09272627622925148
1,4,3,2,1,4,1,3,5,1,1,1,1,1,0.14986794422946995,0.14986794422946995,0.19638,1.96725,0.04388218703624336,3.2489972230792965,898.52,0.46,497.06,0.31,1037.46,0.25,1789.78,0.29,923.36,0.29,2847.87,0.21,1680.93,0.41,2925.54,0.34,140.5,0.14,658.31,0.34,866.94,0.07,423.8,0.04,274.21,0.28,155.29,0.1,0.18251075642996265
4,2,4,3,2,4,2,5,8,1,1,1,2,1,0.15836561520014758,0.15836561520014758,0.19967,0.98914,0.04992201678687892,3.8423736671302735,333.65,0.3,1259.55,0.28,1912.63,0.23,1134.08,0.51,2519.97,0.71,120.68,0.16,634.11,1.0,101.45,0.09,936.94,0.5,345.5,0.25,14940.68,0.28,1943.59,0.07,1912.54,0.04,8209.17,0.25,0.18047544274713942
4,3,7,1,2,1,2,1,1,2,2,2,2,1,0.13373916251614093,0.13373916251614093,0.19457,0.99939,0.04864818338620907,3.8976417461113897,318.07,0.0,1171.87,0.0,2133.55,0.0,1087.24,0.0,2210.92,0.0,100.33,0.0,567.36,0.0,106.72,0.0,1002.2,0.27,21619.61,0.39,149177.76,0.28,190.02,0.08,39.27,0.14,96679.65,0.26,0.04471504132073189
1,3,7,3,1,2,2,2,8,2,2,2,1,1,0.1741907745224495,0.1741907745224495,0.19625,1.98485,0.04372507106143031,3.2192799761975603,498.46,0.31,1843.4,0.29,2940.17,0.21,1742.11,0.53,3010.61,0.34,140.72,0.14,671.8,0.34,143.58,0.09,702.08,0.28,762.8,0.36,634.1,0.29,706.52,0.08,754.93,0.14,794.62,0.33,0.18420422959457328
1,3,4,1,2,5,1,4,4,1,2,1,2,1,0.16596032184755236,0.16596032184755236,0.19278,1.99792,0.04285943535206542,3.193583667517317,18072.84,0.3,417.58,0.31,174.78,0.36,1508.71,0.29,4819.01,0.29,1896.71,0.18,1440.73,0.41,2411.09,0.34,124.25,0.15,522.28,0.33,59660.5,0.08,2812.65,0.14,1593.97,0.27,135.55,0.1,0.1792618061563092
1,3,9,4,1,1,2,5,7,2,1,2,2,1,0.13911921872120878,0.13911921872120878,0.19826,1.94207,0.04448591399550805,3.274955699940933,526.13,0.31,1878.25,0.3,2589.56,0.29,1760.05,0.41,3134.21,0.34,164.24,0.15,711.26,0.34,150.46,0.09,23066.47,0.29,719.91,0.41,9656.07,0.3,3984.48,0.08,76.29,0.13,2089.63,0.33,0.17378686934436063
3,4,2,2,1,5,1,2,1,1,2,2,1,1,0.20448265274792754,0.20448265274792754,0.18945,2.02854,0.04191358213572951,3.274820143884892,136.24,0.5,80.73,0.32,133.35,0.25,380.56,0.3,142.03,0.3,604.45,0.21,372.38,0.41,606.99,0.34,23.35,0.14,130.54,0.33,131.64,0.09,146.82,0.15,144.12,0.32,55.56,0.1,0.17803338814357209
3,3,9,2,2,2,2,2,6,1,2,2,1,1,0.16641080749155665,0.16641080749155665,0.1927,2.01368,0.042739079506159815,3.273134328358209,78.23,0.32,368.89,0.29,591.05,0.21,372.29,0.41,592.41,0.34,25.59,0.14,130.42,0.33,56.13,0.09,141.61,0.34,149.86,0.32,132.47,0.29,140.66,0.09,142.58,0.15,176.84,0.34,0.1785836520207995
4,3,4,1,2,4,2,5,5,1,1,1,1,1,0.15043349935436268,0.15043349935436268,0.20174,0.99803,0.05043979182903182,3.8742674480554076,306.19,0.3,1126.15,0.28,1718.31,0.22,1037.01,0.52,2274.73,0.72,115.59,0.17,569.6,1.0,86.81,0.09,16818.38,0.3,684.23,0.32,12972.95,0.28,1827.74,0.07,2212.39,0.14,7279.85,0.23,0.1707148943206141
3,4,2,3,1,3,2,5,8,1,2,2,1,1,0.17255142769419712,0.17255142769419712,0.19097,1.98454,0.042562600484833735,3.251101321585903,75.34,0.32,364.3,0.29,610.47,0.2,354.98,0.41,611.01,0.35,22.1,0.14,129.7,0.34,50.95,0.09,590.08,0.52,1803.08,0.25,4429.41,0.29,327.39,0.09,208.12,0.16,4210.25,0.21,0.16688177801579865
2,1,9,1,1,3,1,5,6,1,1,1,2,1,0.1631859131859132,0.1631859131859132,0.20004,1.82724,0.0457411881995927,3.222698072805139,6287.18,0.35,192.87,0.3,3211.59,0.28,452.15,0.28,6216.93,0.28,824.62,0.21,482.32,0.4,840.44,0.35,40.64,0.14,198.52,0.35,513.35,0.08,4378.3,0.14,5755.43,0.25,63.23,0.08,0.14659259165517155
2,3,2,1,2,2,2,5,3,2,2,2,1,1,0.15847665847665848,0.15847665847665848,0.15961,1.97025,0.03567317253398567,3.6357142857142857,0.0,1.0,74.36,0.41,269.69,0.23,70.13,0.56,261.28,0.32,0.0,1.0,42.71,0.34,0.0,1.0,52.17,0.39,87.58,0.35,778.27,0.16,356.74,1.0,100.62,1.0,288.67,0.17,0.059233449477351915
1,4,9,2,2,3,2,4,3,2,1,1,2,1,0.16018672071740064,0.16018672071740064,0.17891,2.09915,0.03911199857847715,3.4454244762954795,0.0,1.0,276.69,0.38,869.2,0.22,299.22,0.56,882.76,0.3,0.0,1.0,160.77,0.32,0.0,1.0,7401.88,0.47,9333.5,0.28,9085.2,0.15,1169.96,1.0,1169.96,1.0,8004.01,0.29,0.08092273892347125
1,4,3,2,1,5,1,1,4,1,2,1,1,1,0.17056691849395,0.17056691849395,0.19689,2.02484,0.04357677041350244,3.227630637079456,444102.25,0.47,432.15,0.0,202135.69,0.26,1510.77,0.0,100702.25,0.29,2477.16,0.0,1516.13,0.0,2528.97,0.0,125.37,0.0,560.07,0.0,141925.22,0.08,268896.24,0.04,116262.03,0.3,126.14,0.0,0.068805465327
2,1,1,3,1,1,1,5,6,2,2,1,2,1,0.1226715129486597,0.1226715129486597,0.19662,1.83214,0.044922906409895914,3.415367483296214,6626.81,0.34,163.14,0.31,40.56,0.41,468.52,0.28,2848.96,0.28,842.74,0.21,452.32,0.41,862.48,0.35,37.9,0.14,198.74,0.35,1032.71,0.08,6.49,0.12,621.67,0.33,54.81,0.09,0.15607908660540237
4,1,5,4,2,2,2,4,1,2,2,1,1,1,0.16629773104593248,0.16620549714074895,0.19457,0.99939,0.04864818338620907,3.8976417461113897,318.07,0.31,1171.87,0.28,2133.55,0.26,1087.24,0.52,2210.92,0.71,100.33,0.16,567.36,1.0,106.72,0.09,56.24,0.36,445.35,0.34,6314.56,0.28,676.71,0.08,2600.34,0.14,1808.87,0.26,0.1732074750544496
