sampling,invalid_value,missing_value,floating_point,unit_converter,distribution_shape,multicollinearity,normalization,outlier,punctuation,stopword,lowercase,whitespace,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,class_imbalance_ratio,corr_race,ot_race,corr_gender,ot_gender,corr_loan_type,ot_loan_type,corr_applicant_age,ot_applicant_age,corr_lien_status,ot_lien_status,corr_LV,ot_LV,corr_DI,ot_DI,corr_income_brackets,ot_income_brackets,utility_accuracy_score
1,4,6,2,1,4,1,4,2,1,2,2,2,1,0.3245136186770428,0.3245136186770428,13.745901639344263,217.92,0.25,624.34,0.39,2500.56,0.17,3370.94,0.26,1440.87,1.0,326.27,0.25,1104.46,0.17,620.86,0.2,0.06781545302946079
4,3,8,3,1,4,1,3,3,1,2,2,2,1,0.25839793281653745,0.25839793281653745,8.53125,1473.48,1.0,1527.0,1.0,265.17,0.26,320.79,0.32,2593.5,1.0,851.54,0.54,891.13,0.48,430.97,0.27,0.10491803278688527
2,4,5,2,1,1,1,3,8,1,2,2,1,1,0.4357976653696498,0.4357976653696498,10.25,2837.23,0.38,3046.47,1.0,713.86,0.25,573.74,0.34,5524.75,1.0,1852.13,0.48,928.63,0.4,357.36,0.22,0.0888888888888889
3,1,7,3,1,1,2,3,8,2,2,2,1,1,0.27626459143968873,0.27626459143968873,8.72972972972973,1708.0,0.31,1800.16,0.39,376.29,0.24,33.87,0.39,3133.97,1.0,1199.78,0.34,589.92,0.55,163.47,0.28,0.10277777777777775
2,2,5,1,2,1,2,4,8,2,1,2,1,1,0.4357976653696498,0.4357976653696498,11.55813953488372,178.42,1.0,215.62,1.0,1406.8,0.23,454.41,1.0,1285.79,0.0,223.76,0.47,753.95,0.53,562.74,0.21,0.0796296296296296
2,4,4,1,1,4,1,3,2,2,1,1,1,1,0.35019455252918286,0.35019455252918286,12.846153846153847,2937.77,0.25,3058.24,0.39,1484.07,0.17,850.93,0.28,6924.08,1.0,1938.16,0.45,1364.44,0.37,236.25,0.19,0.07222222222222219
3,3,9,2,1,4,2,4,1,1,2,2,1,1,0.27626459143968873,0.27626459143968873,7.426229508196721,13.48,0.38,119.93,1.0,238.81,0.24,7.8,0.41,136.01,0.02,2318.23,0.28,2354.39,0.22,96.1,0.3,0.11867704280155644
4,4,4,4,1,1,2,4,2,2,1,2,1,1,0.37209302325581395,0.37209302325581395,10.291666666666666,380.52,0.28,82.71,1.0,654.29,0.25,517.62,0.22,566.25,1.0,94.79,0.43,301.18,0.39,281.1,0.25,0.08856088560885611
4,4,8,3,1,3,1,4,5,1,2,2,1,1,0.3281653746770026,0.3281653746770026,8.678571428571429,129.59,0.35,69.2,1.0,229.95,0.24,244.64,0.02,205.82,1.0,14.56,0.38,64.56,0.35,66.24,0.22,0.10332103321033215
1,1,2,2,2,3,1,5,5,1,2,2,2,1,0.2571984435797665,0.2571984435797665,10.993333333333334,16.1,0.32,592.21,1.0,6420.95,0.23,27.68,0.32,16990.1,0.01,8524.07,0.34,10344.39,0.18,600.16,0.24,0.0833796553640912
3,3,1,3,2,2,2,1,3,1,2,1,1,1,0.3657587548638132,0.3657587548638132,8.566666666666666,50.1,0.26,1.85,0.37,1812.83,1.0,41.23,0.4,2343.01,1.0,40.24,0.63,9.99,0.49,932.38,0.21,0.1045296167247387
2,4,8,1,1,4,1,5,3,2,1,1,2,1,0.3203631647211414,0.3203631647211414,10.25,151.33,0.37,231.06,1.0,2162.79,0.27,727.64,0.04,7369.75,1.0,67.7,0.31,665.38,0.34,188.18,0.23,0.0888888888888889
1,3,5,4,2,3,1,3,4,2,1,1,1,1,0.2571984435797665,0.2571984435797665,10.084656084656086,80.68,0.35,11182.91,1.0,11423.83,0.22,86.41,0.34,20632.18,0.01,54.79,0.22,114.09,0.19,870.02,0.25,0.0902147971360382
