sampling,invalid_value,missing_value,floating_point,unit_converter,normalization,outlier,punctuation,stopword,lowercase,whitespace,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,class_imbalance_ratio,corr_race,ot_race,corr_gender,ot_gender,corr_loan_type,ot_loan_type,corr_applicant_age,ot_applicant_age,corr_lien_status,ot_lien_status,corr_LV,ot_LV,corr_DI,ot_DI,corr_income_brackets,ot_income_brackets,utility_accuracy_score
1,4,6,4,2,4,5,2,2,1,2,1,0.3007782101167315,0.3027237354085603,10.24375,392.97,0.35,571.06,1.0,10471.2,0.29,712.16,0.33,3562.09,0.01,712.14,0.35,1753.99,0.61,1632.5,0.26,0.09060589216231241
2,2,5,4,2,5,4,2,1,2,2,1,0.34889753566796367,0.3476005188067445,8.152542372881356,90.98,0.34,141.44,1.0,2433.28,0.28,147.91,0.38,4017.89,0.01,147.91,0.36,500.18,0.61,394.22,0.25,0.11481481481481481
1,2,1,1,1,3,2,1,2,1,1,1,0.41209068010075567,0.4181360201511335,13.173469387755102,7602.55,0.29,8080.63,1.0,2906.27,0.38,5856.13,0.31,18284.78,1.0,5856.16,0.4,2906.25,0.71,825.05,0.2,0.07055435565154788
1,3,4,3,1,3,4,1,2,1,1,1,0.22957198443579765,0.22879377431906614,9.050279329608939,98.36,0.38,9311.96,1.0,90.05,0.31,5531.66,0.35,86.2,0.05,5531.68,0.37,90.05,0.21,750.25,0.27,0.09949972206781543
2,4,7,4,2,3,7,1,1,2,2,1,0.3035019455252918,0.30479896238651105,10.73913043478261,3003.87,0.05,3239.84,1.0,42.72,0.28,1886.37,0.32,5769.89,0.01,1886.38,0.3,1401.96,0.41,370.32,0.24,0.0888888888888889
2,2,6,1,2,3,5,2,2,1,1,1,0.32814526588845655,0.32555123216601817,10.25,2887.52,0.39,2954.55,1.0,31.3,0.27,1741.1,0.32,5486.87,0.01,1741.1,0.49,1510.03,0.41,303.65,0.26,0.08703703703703702
1,3,1,1,2,4,5,2,2,1,2,1,0.22654561175961954,0.2287073065283182,9.651315789473685,11168.16,0.38,479.13,1.0,9465.94,0.27,582.22,0.36,11184.94,0.06,582.21,0.53,9465.94,0.19,1360.96,0.27,0.0951204447189623
2,3,1,3,2,3,1,2,2,2,1,1,0.2463768115942029,0.24782608695652175,9.0,40.91,0.4,3616.18,1.0,37.42,0.31,1965.16,0.38,35.84,0.06,1965.17,0.52,37.42,0.2,325.75,0.27,0.10579710144927534
2,4,2,4,1,3,4,2,2,2,2,1,0.32555123216601817,0.324254215304799,8.473684210526315,2669.76,0.38,2795.12,1.0,35.82,0.33,1545.46,0.42,4453.01,0.13,1545.47,0.56,524.14,0.34,253.37,0.28,0.12962962962962965
2,1,3,3,2,1,1,2,2,1,1,1,0.24773022049286642,0.24773022049286642,9.012987012987013,43.68,0.4,236.94,1.0,47.15,0.3,3514.99,0.39,35.51,0.05,3514.99,0.53,47.15,0.21,1381.69,0.27,0.10116731517509725
1,3,1,3,1,3,6,2,2,2,2,1,0.22957198443579765,0.23000432338953739,10.08904109589041,107.54,0.4,8748.69,1.0,94.02,0.29,5155.08,0.32,106.83,0.06,5155.1,0.34,94.02,0.18,801.13,0.28,0.09264978381717104
2,3,5,1,2,1,8,2,1,2,1,1,0.2619974059662776,0.2619974059662776,11.857142857142858,41.12,0.4,181.38,1.0,42.34,0.32,3243.86,0.27,40.79,0.07,3243.86,0.46,42.34,0.16,1546.92,0.19,0.0796296296296296
2,1,5,3,2,3,8,2,1,2,2,1,0.25810635538262,0.2619974059662776,9.588235294117647,43.42,0.39,2836.91,1.0,43.9,0.28,1790.87,0.35,42.06,0.07,1790.87,0.41,43.9,0.19,329.61,0.18,0.10185185185185186
1,3,9,4,2,4,3,2,1,2,1,1,0.2299610894941634,0.22840466926070038,10.088235294117647,18978.39,0.34,615.09,1.0,18988.75,0.42,723.31,0.41,19002.06,1.0,723.29,0.35,18988.75,0.59,1614.69,0.25,0.08965517241379306
1,1,9,1,1,5,5,1,2,1,1,1,0.23035019455252917,0.22879377431906614,9.459302325581396,32.42,0.37,540.18,1.0,10413.29,0.26,639.34,0.32,29.71,0.11,639.33,0.36,10413.29,0.19,1475.0,0.26,0.09560867148415786
2,1,5,4,2,2,7,2,1,1,1,1,0.25810635538262,0.25810635538262,10.020408163265307,374.74,0.38,458.07,1.0,246.02,0.37,504.86,0.26,383.46,0.09,504.86,0.25,246.02,0.21,514.46,0.2,0.0981481481481481
2,4,1,3,2,5,4,1,1,2,2,1,0.38632478632478634,0.39487179487179486,8.975609756097562,91.34,0.37,145.75,1.0,509.8,0.39,119.84,0.37,3333.48,0.01,119.84,0.52,509.8,0.43,364.61,0.27,0.12469437652811732
2,1,2,2,2,1,6,2,1,1,1,1,0.24773022049286642,0.24773022049286642,11.857142857142858,34.28,0.4,175.85,1.0,29.85,0.26,3228.84,0.3,37.69,0.16,3228.84,0.25,29.85,0.17,1164.86,0.24,0.0796296296296296
2,4,4,2,2,3,3,1,1,1,2,1,0.34889753566796367,0.35019455252918286,10.483333333333333,3525.55,0.32,3764.83,1.0,2205.8,0.39,2165.57,0.36,7212.53,1.0,2165.57,0.34,1346.84,0.44,314.92,0.23,0.10740203193033382
2,3,8,3,1,2,8,1,2,2,1,1,0.24254215304798962,0.23865110246433205,10.73913043478261,380.17,0.39,462.05,1.0,260.35,0.36,549.27,0.25,382.68,0.11,549.27,0.26,260.35,0.21,517.42,0.19,0.0888888888888889
2,4,1,1,2,5,1,2,1,2,2,1,0.38803418803418804,0.39829059829059826,8.75,122.02,0.36,201.38,1.0,715.21,0.37,163.26,0.38,4686.66,0.01,163.25,0.51,715.21,0.43,480.52,0.27,0.10085470085470083
1,3,9,4,1,2,2,1,1,2,2,1,0.2299610894941634,0.23151750972762647,12.13138686131387,12302.71,0.32,1324.79,1.0,34019.58,0.39,1708.07,0.36,11291.06,0.09,1708.07,0.26,34019.58,0.56,1464.93,0.22,0.07670928293496382
2,1,1,4,1,4,8,1,1,1,1,1,0.2463768115942029,0.24492753623188407,9.5,4403.3,0.34,167.42,1.0,2175.62,0.3,209.92,0.23,4491.25,0.0,209.92,0.26,2175.62,0.22,418.14,0.22,0.09523809523809523
1,4,6,4,2,5,2,1,2,1,1,1,0.3007782101167315,0.3035019455252918,11.942446043165468,358.13,0.33,594.94,1.0,21457.38,0.36,722.91,0.34,21425.16,0.0,722.89,0.41,3065.16,0.54,1992.54,0.21,0.0778210116731517
2,4,9,4,1,4,7,2,2,2,1,1,0.29831387808041504,0.29961089494163423,10.73913043478261,114.85,0.36,210.04,1.0,3452.2,0.26,225.95,0.34,1188.11,0.02,225.94,0.3,626.33,0.44,541.61,0.23,0.08518518518518514
1,2,2,1,1,4,5,2,2,2,2,1,0.3299610894941634,0.33151750972762645,10.104938271604938,401.14,0.38,567.3,1.0,10589.28,0.27,734.51,0.33,3500.82,0.09,734.49,0.36,2122.04,0.48,1593.88,0.25,0.09116175653140635
1,4,5,1,2,4,1,1,1,1,1,1,0.36770428015564205,0.3603112840466926,8.846743295019158,472.35,0.34,744.38,1.0,13297.44,0.3,844.54,0.37,4091.28,0.02,844.51,0.37,2045.43,0.62,1963.5,0.27,0.10272373540856028
2,3,9,3,2,3,1,1,2,1,1,1,0.23735408560311283,0.23865110246433205,9.012987012987013,45.33,0.4,4024.74,1.0,46.04,0.31,2238.54,0.38,46.21,0.15,2238.55,0.53,46.04,0.21,359.78,0.27,0.10116731517509725
1,4,5,3,1,1,3,1,2,1,1,1,0.3459143968871595,0.3459143968871595,10.467661691542288,469.05,0.34,741.18,1.0,7349.01,0.43,10496.1,0.37,220.11,1.0,10496.1,0.36,7349.01,0.59,5933.06,0.24,0.08676789587852496
2,3,5,3,2,2,6,2,2,1,1,1,0.25810635538262,0.25810635538262,9.18867924528302,379.4,0.42,388.66,1.0,294.76,0.38,410.56,0.33,381.93,0.09,410.56,0.29,294.76,0.21,447.99,0.24,0.09999999999999998
1,4,5,2,1,3,5,2,1,2,1,1,0.36770428015564205,0.35642023346303503,10.758169934640524,9427.29,0.35,9838.72,1.0,95.54,0.26,5695.38,0.34,17566.4,0.01,5695.4,0.36,4928.37,0.61,829.36,0.27,0.09116175653140635
2,1,2,2,2,4,4,2,1,1,1,1,0.24773022049286642,0.24643320363164722,8.818181818181818,3374.43,0.39,156.24,1.0,2615.22,0.31,155.46,0.37,3583.06,0.14,155.45,0.52,2615.22,0.2,416.52,0.27,0.1166666666666667
2,1,9,2,1,2,5,1,2,2,1,1,0.24124513618677043,0.23994811932555124,9.384615384615385,390.94,0.38,416.96,1.0,367.12,0.35,393.42,0.33,360.44,0.11,393.42,0.51,367.12,0.19,468.33,0.29,0.11481481481481481
2,4,4,1,1,5,2,2,2,2,1,1,0.34889753566796367,0.35019455252918286,11.0,78.36,0.29,163.73,1.0,5924.72,0.36,180.87,0.35,5929.0,1.0,180.87,0.4,827.16,0.39,533.79,0.2,0.08148148148148149
2,1,3,2,1,3,2,1,1,2,1,1,0.2490272373540856,0.2490272373540856,11.0,2822.91,0.34,2978.44,1.0,2050.44,0.37,2048.68,0.29,5610.18,0.0,2048.69,0.44,2050.46,0.39,271.99,0.22,0.08333333333333337
2,3,7,3,2,3,6,2,1,1,2,1,0.251621271076524,0.251621271076524,10.48936170212766,42.29,0.4,3011.84,1.0,38.1,0.25,1929.24,0.32,40.85,0.11,1929.24,0.28,38.1,0.19,324.43,0.23,0.09629629629629632
1,3,2,2,2,4,5,1,2,2,2,1,0.25058365758754864,0.2509727626459144,9.459302325581396,12530.45,0.36,499.2,1.0,10522.12,0.26,639.49,0.36,12600.61,0.14,639.47,0.36,10522.12,0.19,1474.93,0.25,0.10283490828237907
2,3,8,1,2,5,5,2,2,1,2,1,0.2438391699092088,0.2438391699092088,9.588235294117647,4.64,0.38,175.76,1.0,2820.75,0.29,169.63,0.33,4.71,0.12,169.63,0.5,2820.75,0.18,509.83,0.29,0.11851851851851847
1,2,5,4,1,3,1,1,1,1,2,1,0.3459143968871595,0.34747081712062255,8.846743295019158,12504.39,0.34,13234.35,1.0,133.89,0.31,7663.46,0.37,18464.1,0.02,7663.49,0.37,5944.86,0.62,1089.89,0.27,0.10272373540856028
2,4,1,1,1,3,3,1,1,2,1,1,0.38803418803418804,0.39658119658119656,9.784313725490197,2780.09,0.35,2996.75,1.0,412.1,0.38,1636.13,0.37,5371.59,1.0,1636.14,0.33,412.08,0.43,265.4,0.23,0.09090909090909094
1,3,9,1,1,5,6,2,1,1,2,1,0.23035019455252917,0.22879377431906614,10.173913043478262,26.56,0.35,541.67,1.0,11170.69,0.27,686.0,0.34,15.22,0.11,685.99,0.52,11170.69,0.18,1617.46,0.25,0.08949416342412453
1,1,6,3,1,3,3,2,2,1,2,1,0.2396887159533074,0.2389105058365759,10.210227272727273,10077.77,0.34,10709.39,1.0,6142.93,0.45,6132.99,0.37,20134.57,1.0,6133.01,0.35,6142.98,0.59,878.73,0.25,0.08819057273188036
1,4,4,2,2,4,2,2,2,1,2,1,0.3256809338521401,0.3284046692607004,14.117647058823529,281.28,0.27,641.5,0.39,25360.8,0.38,933.61,0.33,5478.72,1.0,933.58,0.42,3030.57,0.54,2189.98,0.19,0.06614785992217898
2,2,1,3,1,4,5,1,1,2,1,1,0.38632478632478634,0.39829059829059826,10.36111111111111,112.73,0.38,152.81,1.0,515.93,0.34,152.62,0.3,862.68,1.0,152.61,0.28,515.93,0.53,424.81,0.25,0.09290953545232272
1,4,9,4,2,3,2,2,2,2,2,1,0.2836575875486381,0.2867704280155642,12.526315789473685,9992.24,0.32,10092.65,0.38,7108.94,0.37,7346.47,0.33,22472.64,0.02,7346.5,0.22,7109.0,0.54,930.22,0.21,0.075041689827682
1,3,5,4,1,2,1,2,2,1,1,1,0.26926070038910505,0.2595330739299611,8.846743295019158,1900.31,0.38,1900.31,1.0,1900.31,0.33,1900.31,0.38,1900.31,0.09,1900.31,0.37,1900.31,0.22,1900.31,0.27,0.10233463035019452
