missing_value,normalization,outlier,model,utility_sp
8,2,4,1,0.1747809020439251
8,2,5,1,0.1767468881897717
8,2,6,1,0.17549486623669727
8,2,7,1,0.1741224736458555
8,2,8,1,0.1736991207741704
8,3,1,1,0.14339926274025405
8,3,2,1,0.15284369073472318
8,3,3,1,0.12663900509584014
8,3,4,1,0.16084121497315934
8,3,5,1,0.17540007930214116
8,3,6,1,0.142175811049282
8,3,7,1,0.15550590022892866
8,3,8,1,0.14471731754974515
8,4,1,1,0.17205878306279754
8,4,2,1,0.18840308086386404
8,4,3,1,0.11250961395215228
8,4,4,1,0.17317214175948475
8,4,5,1,0.17784550501085716
8,4,6,1,0.18203514897820328
8,4,7,1,0.18391882436076828
8,4,8,1,0.18606117296525662
8,5,1,1,0.17251888247158328
8,5,2,1,0.18825634688676923
8,5,3,1,0.11455162095331914
8,5,4,1,0.17535810810463173
8,5,5,1,0.17710444009972867
8,5,6,1,0.18208439159665063
8,5,7,1,0.18494468643647058
8,5,8,1,0.18526937611019115
9,1,1,1,0.06442497510703718
9,1,2,1,0.09057590875440837
9,1,3,1,0.0608316636729298
9,1,4,1,0.05523717867000441
9,1,5,1,0.0515122686900836
9,1,6,1,0.049293055676568526
9,1,7,1,0.033000917400360645
9,1,8,1,0.028267653914712733
9,2,1,1,0.16965152909546566
9,2,2,1,0.18993360108301147
9,2,3,1,0.12693072038172112
9,2,4,1,0.1747809020439251
9,2,5,1,0.1767468881897717
9,2,6,1,0.17549486623669727
9,2,7,1,0.1741224736458555
9,2,8,1,0.1736991207741704
9,3,1,1,0.14339926274025405
9,3,2,1,0.15284369073472318
9,3,3,1,0.12663900509584014
9,3,4,1,0.16084121497315934
9,3,5,1,0.17540007930214116
9,3,6,1,0.142175811049282
9,3,7,1,0.15550590022892866
9,3,8,1,0.14471731754974515
9,4,1,1,0.17205878306279754
9,4,2,1,0.18840308086386404
9,4,3,1,0.11250961395215228
9,4,4,1,0.17317214175948475
9,4,5,1,0.17784550501085716
9,4,6,1,0.18203514897820328
9,4,7,1,0.18391882436076828
9,4,8,1,0.18606117296525662
9,5,1,1,0.17251888247158328
9,5,2,1,0.18825634688676923
9,5,3,1,0.11455162095331914
9,5,4,1,0.17535810810463173
9,5,5,1,0.17710444009972867
9,5,6,1,0.18208439159665063
9,5,7,1,0.18494468643647058
9,5,8,1,0.18526937611019115
