missing_value,normalization,outlier,model,utility_sp
3,5,4,1,0.15932090203934865
3,5,5,1,0.2045951035781544
3,5,6,1,0.171363451235941
3,5,7,1,0.1746376811594203
3,5,8,1,0.17239475076890037
4,1,1,1,0.07941067457375833
4,1,2,1,0.1113542692490061
4,1,3,1,0.04678237268766517
4,1,4,1,0.07047868470827877
4,1,5,1,0.0005285412262156439
4,1,6,1,0.031123296776337652
4,1,7,1,0.05242726122707147
4,1,8,1,0.02796607546352184
4,2,1,1,0.20933597536636825
4,2,2,1,0.2270002796318586
4,2,3,1,0.14256756756756758
4,2,4,1,0.21211107393777184
4,2,5,1,0.19805927132608628
4,2,6,1,0.20370566677772056
4,2,7,1,0.19390046712181097
4,2,8,1,0.18720570785056195
4,3,1,1,0.18433882648115413
4,3,2,1,0.2177724282987441
4,3,3,1,0.11925675675675676
4,3,4,1,0.20090744101633393
4,3,5,1,0.15126472769218094
4,3,6,1,0.17182624042356906
4,3,7,1,0.18140739073103268
4,3,8,1,0.17816593886462884
4,4,1,1,0.18151622284313165
4,4,2,1,0.16463021726179622
4,4,3,1,0.03783783783783784
4,4,4,1,0.13724744161637364
4,4,5,1,0.19370792120355748
4,4,6,1,0.17408941424671134
4,4,7,1,0.16589534180278281
4,4,8,1,0.16170917059070353
4,5,1,1,0.18855847636425843
4,5,2,1,0.17294622557780454
4,5,3,1,0.06486486486486487
4,5,4,1,0.15932090203934865
4,5,5,1,0.2045951035781544
4,5,6,1,0.171363451235941
4,5,7,1,0.1746376811594203
4,5,8,1,0.17239475076890037
5,1,1,1,0.07941067457375833
5,1,2,1,0.1113542692490061
5,1,3,1,0.04678237268766517
5,1,4,1,0.07047868470827877
5,1,5,1,0.0005285412262156439
5,1,6,1,0.031123296776337652
5,1,7,1,0.05242726122707147
5,1,8,1,0.02796607546352184
5,2,1,1,0.20933597536636825
5,2,2,1,0.2270002796318586
5,2,3,1,0.14256756756756758
5,2,4,1,0.21211107393777184
5,2,5,1,0.19805927132608628
5,2,6,1,0.20370566677772056
5,2,7,1,0.19390046712181097
5,2,8,1,0.18720570785056195
5,3,1,1,0.18433882648115413
5,3,2,1,0.2177724282987441
5,3,3,1,0.11925675675675676
5,3,4,1,0.20090744101633393
5,3,5,1,0.15126472769218094
5,3,6,1,0.17182624042356906
5,3,7,1,0.18140739073103268
5,3,8,1,0.17816593886462884
5,4,1,1,0.18151622284313165
5,4,2,1,0.16463021726179622
5,4,3,1,0.03783783783783784
5,4,4,1,0.13724744161637364
5,4,5,1,0.19370792120355748
5,4,6,1,0.17408941424671134
5,4,7,1,0.16589534180278281
5,4,8,1,0.16170917059070353
5,5,1,1,0.18855847636425843
5,5,2,1,0.17294622557780454
5,5,3,1,0.06486486486486487
5,5,4,1,0.15932090203934865
5,5,5,1,0.2045951035781544
5,5,6,1,0.171363451235941
5,5,7,1,0.1746376811594203
5,5,8,1,0.17239475076890037
6,1,1,1,0.07941067457375833
6,1,2,1,0.1113542692490061
6,1,3,1,0.04678237268766517
6,1,4,1,0.07047868470827877
6,1,5,1,0.0005285412262156439
6,1,6,1,0.031123296776337652
6,1,7,1,0.05242726122707147
6,1,8,1,0.02796607546352184
6,2,1,1,0.20933597536636825
6,2,2,1,0.2270002796318586
6,2,3,1,0.14256756756756758
6,2,4,1,0.21211107393777184
6,2,5,1,0.19805927132608628
6,2,6,1,0.20370566677772056
6,2,7,1,0.19390046712181097
6,2,8,1,0.18720570785056195
6,3,1,1,0.18433882648115413
6,3,2,1,0.2177724282987441
6,3,3,1,0.11925675675675676
6,3,4,1,0.20090744101633393
6,3,5,1,0.15126472769218094
6,3,6,1,0.17182624042356906
6,3,7,1,0.18140739073103268
6,3,8,1,0.17816593886462884
6,4,1,1,0.18151622284313165
6,4,2,1,0.16463021726179622
6,4,3,1,0.03783783783783784
6,4,4,1,0.13724744161637364
6,4,5,1,0.19370792120355748
6,4,6,1,0.17408941424671134
6,4,7,1,0.16589534180278281
6,4,8,1,0.16170917059070353
6,5,1,1,0.18855847636425843
6,5,2,1,0.17294622557780454
6,5,3,1,0.06486486486486487
6,5,4,1,0.15932090203934865
6,5,5,1,0.2045951035781544
6,5,6,1,0.171363451235941
6,5,7,1,0.1746376811594203
6,5,8,1,0.17239475076890037
7,1,1,1,0.07941067457375833
7,1,2,1,0.1113542692490061
7,1,3,1,0.04678237268766517
7,1,4,1,0.07047868470827877
7,1,5,1,0.0005285412262156439
7,1,6,1,0.031123296776337652
7,1,7,1,0.05242726122707147
7,1,8,1,0.02796607546352184
7,2,1,1,0.20933597536636825
7,2,2,1,0.2270002796318586
7,2,3,1,0.14256756756756758
7,2,4,1,0.21211107393777184
7,2,5,1,0.19805927132608628
7,2,6,1,0.20370566677772056
7,2,7,1,0.19390046712181097
7,2,8,1,0.18720570785056195
7,3,1,1,0.18433882648115413
7,3,2,1,0.2177724282987441
7,3,3,1,0.11925675675675676
7,3,4,1,0.20090744101633393
7,3,5,1,0.15126472769218094
7,3,6,1,0.17182624042356906
7,3,7,1,0.18140739073103268
7,3,8,1,0.17816593886462884
7,4,1,1,0.18151622284313165
7,4,2,1,0.16463021726179622
7,4,3,1,0.03783783783783784
7,4,4,1,0.13724744161637364
7,4,5,1,0.19370792120355748
7,4,6,1,0.17408941424671134
7,4,7,1,0.16589534180278281
7,4,8,1,0.16170917059070353
7,5,1,1,0.18855847636425843
7,5,2,1,0.17294622557780454
7,5,3,1,0.06486486486486487
7,5,4,1,0.15932090203934865
7,5,5,1,0.2045951035781544
7,5,6,1,0.171363451235941
7,5,7,1,0.1746376811594203
7,5,8,1,0.17239475076890037
8,1,1,1,0.07941067457375833
8,1,2,1,0.1113542692490061
8,1,3,1,0.04678237268766517
8,1,4,1,0.07047868470827877
8,1,5,1,0.0005285412262156439
8,1,6,1,0.031123296776337652
8,1,7,1,0.05242726122707147
8,1,8,1,0.02796607546352184
8,2,1,1,0.20933597536636825
8,2,2,1,0.2270002796318586
8,2,3,1,0.14256756756756758
8,2,4,1,0.21211107393777184
8,2,5,1,0.19805927132608628
8,2,6,1,0.20370566677772056
8,2,7,1,0.19390046712181097
8,2,8,1,0.18720570785056195
8,3,1,1,0.18433882648115413
8,3,2,1,0.2177724282987441
8,3,3,1,0.11925675675675676
8,3,4,1,0.20090744101633393
8,3,5,1,0.15126472769218094
8,3,6,1,0.17182624042356906
8,3,7,1,0.18140739073103268
8,3,8,1,0.17816593886462884
8,4,1,1,0.18151622284313165
8,4,2,1,0.16463021726179622
8,4,3,1,0.03783783783783784
8,4,4,1,0.13724744161637364
8,4,5,1,0.19370792120355748
8,4,6,1,0.17408941424671134
8,4,7,1,0.16589534180278281
8,4,8,1,0.16170917059070353
8,5,1,1,0.18855847636425843
8,5,2,1,0.17294622557780454
8,5,3,1,0.06486486486486487
8,5,4,1,0.15932090203934865
8,5,5,1,0.2045951035781544
8,5,6,1,0.171363451235941
8,5,7,1,0.1746376811594203
8,5,8,1,0.17239475076890037
9,1,1,1,0.07941067457375833
9,1,2,1,0.1113542692490061
9,1,3,1,0.04678237268766517
9,1,4,1,0.07047868470827877
9,1,5,1,0.0005285412262156439
9,1,6,1,0.031123296776337652
9,1,7,1,0.05242726122707147
9,1,8,1,0.02796607546352184
9,2,1,1,0.20933597536636825
9,2,2,1,0.2270002796318586
9,2,3,1,0.14256756756756758
9,2,4,1,0.21211107393777184
9,2,5,1,0.19805927132608628
9,2,6,1,0.20370566677772056
9,2,7,1,0.19390046712181097
9,2,8,1,0.18720570785056195
9,3,1,1,0.18433882648115413
9,3,2,1,0.2177724282987441
9,3,3,1,0.11925675675675676
9,3,4,1,0.20090744101633393
9,3,5,1,0.15126472769218094
9,3,6,1,0.17182624042356906
9,3,7,1,0.18140739073103268
9,3,8,1,0.17816593886462884
9,4,1,1,0.18151622284313165
9,4,2,1,0.16463021726179622
9,4,3,1,0.03783783783783784
9,4,4,1,0.13724744161637364
9,4,5,1,0.19370792120355748
9,4,6,1,0.17408941424671134
9,4,7,1,0.16589534180278281
9,4,8,1,0.16170917059070353
9,5,1,1,0.18855847636425843
9,5,2,1,0.17294622557780454
9,5,3,1,0.06486486486486487
9,5,4,1,0.15932090203934865
9,5,5,1,0.2045951035781544
9,5,6,1,0.171363451235941
9,5,7,1,0.1746376811594203
9,5,8,1,0.17239475076890037
