missing_value,normalization,outlier,model,utility_sp
2,5,3,1,0.0653950953678474
2,5,4,1,0.17044030655360318
2,5,5,1,0.18574946967245531
2,5,6,1,0.181939815408281
2,5,7,1,0.17223225378305593
2,5,8,1,0.16800217354701444
3,1,1,1,0.08738958269875113
3,1,2,1,0.12450661420698873
3,1,3,1,0.036388888888888894
3,1,4,1,0.05631296836967424
3,1,5,1,0.025712496085186345
3,1,6,1,0.01640129695038385
3,1,7,1,0.01856510259661961
3,1,8,1,0.026383487765455217
3,2,1,1,0.18740750031355824
3,2,2,1,0.22771724738016874
3,2,3,1,0.15760869565217392
3,2,4,1,0.19014330443159924
3,2,5,1,0.19657651799200723
3,2,6,1,0.19095967277227255
3,2,7,1,0.17703771289537712
3,2,8,1,0.17741515179758546
3,3,1,1,0.17193563992761285
3,3,2,1,0.20415768168577159
3,3,3,1,0.14572230014025248
3,3,4,1,0.1778653702973766
3,3,5,1,0.17085930404707697
3,3,6,1,0.17366650173181594
3,3,7,1,0.15975026377793466
3,3,8,1,0.18825933244064144
3,4,1,1,0.16569672645177475
3,4,2,1,0.1930320685002333
3,4,3,1,0.059782608695652176
3,4,4,1,0.15494745062310872
3,4,5,1,0.17863111999273323
3,4,6,1,0.17436269179654465
3,4,7,1,0.1620541547764841
3,4,8,1,0.16762031423976245
3,5,1,1,0.17272043145616456
3,5,2,1,0.1930320685002333
3,5,3,1,0.0653950953678474
3,5,4,1,0.17044030655360318
3,5,5,1,0.18574946967245531
3,5,6,1,0.181939815408281
3,5,7,1,0.17223225378305593
3,5,8,1,0.16800217354701444
4,1,1,1,0.08738958269875113
4,1,2,1,0.12450661420698873
4,1,3,1,0.036388888888888894
4,1,4,1,0.05631296836967424
4,1,5,1,0.025712496085186345
4,1,6,1,0.01640129695038385
4,1,7,1,0.01856510259661961
4,1,8,1,0.026383487765455217
4,2,1,1,0.18740750031355824
4,2,2,1,0.22771724738016874
4,2,3,1,0.15760869565217392
4,2,4,1,0.19014330443159924
4,2,5,1,0.19657651799200723
4,2,6,1,0.19095967277227255
4,2,7,1,0.17703771289537712
4,2,8,1,0.17741515179758546
4,3,1,1,0.17193563992761285
4,3,2,1,0.20415768168577159
4,3,3,1,0.14572230014025248
4,3,4,1,0.1778653702973766
4,3,5,1,0.17085930404707697
4,3,6,1,0.17366650173181594
4,3,7,1,0.15975026377793466
4,3,8,1,0.18825933244064144
4,4,1,1,0.16569672645177475
4,4,2,1,0.1930320685002333
4,4,3,1,0.059782608695652176
4,4,4,1,0.15494745062310872
4,4,5,1,0.17863111999273323
4,4,6,1,0.17436269179654465
4,4,7,1,0.1620541547764841
4,4,8,1,0.16762031423976245
4,5,1,1,0.17272043145616456
4,5,2,1,0.1930320685002333
4,5,3,1,0.0653950953678474
4,5,4,1,0.17044030655360318
4,5,5,1,0.18574946967245531
4,5,6,1,0.181939815408281
4,5,7,1,0.17223225378305593
4,5,8,1,0.16800217354701444
5,1,1,1,0.08738958269875113
5,1,2,1,0.12450661420698873
5,1,3,1,0.036388888888888894
5,1,4,1,0.05631296836967424
5,1,5,1,0.025712496085186345
5,1,6,1,0.01640129695038385
5,1,7,1,0.01856510259661961
5,1,8,1,0.026383487765455217
5,2,1,1,0.18740750031355824
5,2,2,1,0.22771724738016874
5,2,3,1,0.15760869565217392
5,2,4,1,0.19014330443159924
5,2,5,1,0.19657651799200723
5,2,6,1,0.19095967277227255
5,2,7,1,0.17703771289537712
5,2,8,1,0.17741515179758546
5,3,1,1,0.17193563992761285
5,3,2,1,0.20415768168577159
5,3,3,1,0.14572230014025248
5,3,4,1,0.1778653702973766
5,3,5,1,0.17085930404707697
5,3,6,1,0.17366650173181594
5,3,7,1,0.15975026377793466
5,3,8,1,0.18825933244064144
5,4,1,1,0.16569672645177475
5,4,2,1,0.1930320685002333
5,4,3,1,0.059782608695652176
5,4,4,1,0.15494745062310872
5,4,5,1,0.17863111999273323
5,4,6,1,0.17436269179654465
5,4,7,1,0.1620541547764841
5,4,8,1,0.16762031423976245
5,5,1,1,0.17272043145616456
5,5,2,1,0.1930320685002333
5,5,3,1,0.0653950953678474
5,5,4,1,0.17044030655360318
5,5,5,1,0.18574946967245531
5,5,6,1,0.181939815408281
5,5,7,1,0.17223225378305593
5,5,8,1,0.16800217354701444
6,1,1,1,0.08738958269875113
6,1,2,1,0.12450661420698873
6,1,3,1,0.036388888888888894
6,1,4,1,0.05631296836967424
6,1,5,1,0.025712496085186345
6,1,6,1,0.01640129695038385
6,1,7,1,0.01856510259661961
6,1,8,1,0.026383487765455217
6,2,1,1,0.18740750031355824
6,2,2,1,0.22771724738016874
6,2,3,1,0.15760869565217392
6,2,4,1,0.19014330443159924
6,2,5,1,0.19657651799200723
6,2,6,1,0.19095967277227255
6,2,7,1,0.17703771289537712
6,2,8,1,0.17741515179758546
6,3,1,1,0.17193563992761285
6,3,2,1,0.20415768168577159
6,3,3,1,0.14572230014025248
6,3,4,1,0.1778653702973766
6,3,5,1,0.17085930404707697
6,3,6,1,0.17366650173181594
6,3,7,1,0.15975026377793466
6,3,8,1,0.18825933244064144
6,4,1,1,0.16569672645177475
6,4,2,1,0.1930320685002333
6,4,3,1,0.059782608695652176
6,4,4,1,0.15494745062310872
6,4,5,1,0.17863111999273323
6,4,6,1,0.17436269179654465
6,4,7,1,0.1620541547764841
6,4,8,1,0.16762031423976245
6,5,1,1,0.17272043145616456
6,5,2,1,0.1930320685002333
6,5,3,1,0.0653950953678474
6,5,4,1,0.17044030655360318
6,5,5,1,0.18574946967245531
6,5,6,1,0.181939815408281
6,5,7,1,0.17223225378305593
6,5,8,1,0.16800217354701444
7,1,1,1,0.08738958269875113
7,1,2,1,0.12450661420698873
7,1,3,1,0.036388888888888894
7,1,4,1,0.05631296836967424
7,1,5,1,0.025712496085186345
7,1,6,1,0.01640129695038385
7,1,7,1,0.01856510259661961
7,1,8,1,0.026383487765455217
7,2,1,1,0.18740750031355824
7,2,2,1,0.22771724738016874
7,2,3,1,0.15760869565217392
7,2,4,1,0.19014330443159924
7,2,5,1,0.19657651799200723
7,2,6,1,0.19095967277227255
7,2,7,1,0.17703771289537712
7,2,8,1,0.17741515179758546
7,3,1,1,0.17193563992761285
7,3,2,1,0.20415768168577159
7,3,3,1,0.14572230014025248
7,3,4,1,0.1778653702973766
7,3,5,1,0.17085930404707697
7,3,6,1,0.17366650173181594
7,3,7,1,0.15975026377793466
7,3,8,1,0.18825933244064144
7,4,1,1,0.16569672645177475
7,4,2,1,0.1930320685002333
7,4,3,1,0.059782608695652176
7,4,4,1,0.15494745062310872
7,4,5,1,0.17863111999273323
7,4,6,1,0.17436269179654465
7,4,7,1,0.1620541547764841
7,4,8,1,0.16762031423976245
7,5,1,1,0.17272043145616456
7,5,2,1,0.1930320685002333
7,5,3,1,0.0653950953678474
7,5,4,1,0.17044030655360318
7,5,5,1,0.18574946967245531
7,5,6,1,0.181939815408281
7,5,7,1,0.17223225378305593
7,5,8,1,0.16800217354701444
8,1,1,1,0.08738958269875113
8,1,2,1,0.12450661420698873
8,1,3,1,0.036388888888888894
8,1,4,1,0.05631296836967424
8,1,5,1,0.025712496085186345
8,1,6,1,0.01640129695038385
8,1,7,1,0.01856510259661961
8,1,8,1,0.026383487765455217
8,2,1,1,0.18740750031355824
8,2,2,1,0.22771724738016874
8,2,3,1,0.15760869565217392
8,2,4,1,0.19014330443159924
8,2,5,1,0.19657651799200723
8,2,6,1,0.19095967277227255
8,2,7,1,0.17703771289537712
8,2,8,1,0.17741515179758546
8,3,1,1,0.17193563992761285
8,3,2,1,0.20415768168577159
8,3,3,1,0.14572230014025248
8,3,4,1,0.1778653702973766
8,3,5,1,0.17085930404707697
8,3,6,1,0.17366650173181594
8,3,7,1,0.15975026377793466
8,3,8,1,0.18825933244064144
8,4,1,1,0.16569672645177475
8,4,2,1,0.1930320685002333
8,4,3,1,0.059782608695652176
8,4,4,1,0.15494745062310872
8,4,5,1,0.17863111999273323
8,4,6,1,0.17436269179654465
8,4,7,1,0.1620541547764841
8,4,8,1,0.16762031423976245
8,5,1,1,0.17272043145616456
8,5,2,1,0.1930320685002333
8,5,3,1,0.0653950953678474
8,5,4,1,0.17044030655360318
8,5,5,1,0.18574946967245531
8,5,6,1,0.181939815408281
8,5,7,1,0.17223225378305593
8,5,8,1,0.16800217354701444
9,1,1,1,0.08738958269875113
9,1,2,1,0.12450661420698873
9,1,3,1,0.036388888888888894
9,1,4,1,0.05631296836967424
9,1,5,1,0.025712496085186345
9,1,6,1,0.01640129695038385
9,1,7,1,0.01856510259661961
9,1,8,1,0.026383487765455217
9,2,1,1,0.18740750031355824
9,2,2,1,0.22771724738016874
9,2,3,1,0.15760869565217392
9,2,4,1,0.19014330443159924
9,2,5,1,0.19657651799200723
9,2,6,1,0.19095967277227255
9,2,7,1,0.17703771289537712
9,2,8,1,0.17741515179758546
9,3,1,1,0.17193563992761285
9,3,2,1,0.20415768168577159
9,3,3,1,0.14572230014025248
9,3,4,1,0.1778653702973766
9,3,5,1,0.17085930404707697
9,3,6,1,0.17366650173181594
9,3,7,1,0.15975026377793466
9,3,8,1,0.18825933244064144
9,4,1,1,0.16569672645177475
9,4,2,1,0.1930320685002333
9,4,3,1,0.059782608695652176
9,4,4,1,0.15494745062310872
9,4,5,1,0.17863111999273323
9,4,6,1,0.17436269179654465
9,4,7,1,0.1620541547764841
9,4,8,1,0.16762031423976245
9,5,1,1,0.17272043145616456
9,5,2,1,0.1930320685002333
9,5,3,1,0.0653950953678474
9,5,4,1,0.17044030655360318
9,5,5,1,0.18574946967245531
9,5,6,1,0.181939815408281
9,5,7,1,0.17223225378305593
9,5,8,1,0.16800217354701444
