Utility Goal,Method,Iteration,Value
0.95,grid search,iterations q1,82.0
0.95,grid search,iterations q2,82.0
0.95,grid search,iterations q3,82.0
0.95,grid search,iterations q4,82.0
0.95,grid search,Fairness q1,0.04459
0.95,grid search,Fairness q2,0.04459
0.95,grid search,Fairness q3,0.04459
0.95,grid search,Fairness q4,0.04459

