missing_value,normalization,outlier,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,outlier_after_outlier_strat,diff_sensitive_attr,ratio_sensitive_attr,cov,class_imbalance_ratio,corr_Age,corr_Workclass,corr_fnlwgt,corr_Education,corr_Education_Num,corr_Martial_Status,corr_Occupation,corr_Relationship,corr_Race,corr_Sex,corr_Capital_Gain,corr_Capital_Loss,corr_Hours_per_week,corr_Country,utility_sp
6,4,5,1,0.3497235872235872,0.05,0.05003401360544218,0.20325,2.10782,0.044357818640228676,0.44573,4731.26584,7615.03006,2265.82213,22579.07817,7423.94997,2164.23123,5423.59919,125.22262,56048.10876,13537.79492,8675.89557,7966.3859,3891.75429,54663.69859,0.14224109962021372
6,4,6,1,0.3497235872235872,0.05,0.04991480404931342,0.202,2.07489,0.04433036054202089,0.45286,4828.45499,7710.33072,2279.03806,23054.82814,7652.13319,2217.78497,5539.74593,146.06254,57169.26439,13562.68101,8837.09019,8113.78216,3971.54616,56222.866,0.14351848286569605
6,4,7,1,0.3497235872235872,0.05,0.049978500314226175,0.20221,2.05446,0.044529651408899217,0.45593,4912.70169,7814.02135,2265.4364,23394.13832,7784.5603,2274.32862,5651.57217,160.32909,58097.81569,13600.50364,8858.88415,8184.73104,4048.65964,57226.53898,0.1422570459652309
6,5,1,1,0.3497235872235872,0.04990786240786241,0.04990786240786241,0.19627,2.02321,0.0434472369306056,0.4816,449.45848,8887.94649,2505.5427,25936.43837,7154.3191,2886.14258,6211.71162,267.17137,65230.79794,14784.49182,9151.18061,8293.63113,4279.49112,63410.31014,0.13267490006532348
6,5,2,1,0.3497235872235872,0.04990786240786241,0.04998464373464374,0.20718,2.32754,0.043552772775427996,0.39046,226.15948,8026.36489,2237.53415,23319.16792,5256.54301,2014.32683,5354.30731,25.69564,63680.18673,13687.78588,7998.48082,7847.51451,3621.64188,63295.59595,0.14118453445006163
6,5,3,1,0.3497235872235872,0.04990786240786241,0.049983338887037654,0.19834,2.06264,0.043618140671427746,0.35612,322.82844,6553.715,1939.61365,19065.9771,5312.65592,2035.412,4613.8862,164.33197,47300.77712,11114.07121,6865.59793,6170.57758,3143.22158,46212.89504,0.137082301637102
6,5,4,1,0.3497235872235872,0.04990786240786241,0.049991338991858654,0.20017,2.11079,0.04366369238173113,0.43646,343.97267,7550.00668,2492.68414,22415.46483,6107.73875,2203.90098,5359.46121,129.49347,55498.05552,13365.46251,8463.92072,7753.95216,3566.11007,53850.9511,0.1392743740904995
6,5,5,1,0.3497235872235872,0.04990786240786241,0.050023675843874724,0.20335,2.1073,0.04438354997494106,0.44893,345.37976,7635.4004,2570.22949,22682.10596,6222.78321,2164.04092,5443.6658,123.3594,56229.94242,13580.34334,8739.70885,8021.47049,3599.41425,54987.20676,0.14344723634710468
6,5,6,1,0.3497235872235872,0.04990786240786241,0.050008307027745474,0.20093,2.06935,0.044136965845059474,0.45458,362.79206,7793.90708,2563.834,23240.30598,6455.90428,2266.38383,5606.26938,153.0014,57702.66309,13626.00638,8864.30518,8140.23156,3706.76544,56727.39874,0.14214592136609677
6,5,7,1,0.3497235872235872,0.04990786240786241,0.04998520174948206,0.20173,2.04608,0.04448573793246125,0.45814,367.6042,7910.84821,2556.10668,23586.25541,6567.33274,2318.44245,5692.15828,166.92416,58636.35043,13630.86793,8896.60704,8237.36728,3776.12121,57698.47787,0.1426559391639438
