missing_value,normalization,model,outlier_bef_normalization_strat,diff_sensitive_attr,ratio_sensitive_attr,cov,class_imbalance_ratio,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,utility_sp
1,1,1,0.39434788558916106,0.19924,1.99283,0.044332010007642884,0.24203,114435.86209,0.0,453.52446,0.0,45961.24122,0.0,1957.57034,0.0,85870.90861,0.0,2943.03483,0.0,1701.90993,0.0,3054.51106,0.0,126.42938,0.0,702.5041,0.0,306.09061,0.0,676.04664,0.0,155401.78166,0.0,139.01026,0.0,0.055556080519696835
1,2,1,0.39434788558916106,0.19924,1.99283,0.044332010007642884,0.24203,723.30453,0.0,723.30453,0.0,723.30453,0.0,723.30453,0.0,723.30453,0.0,723.30453,0.0,723.30453,0.0,723.30453,0.0,723.30453,0.0,723.30453,0.0,723.30453,0.0,723.30453,0.0,723.30453,0.0,723.30453,0.0,0.13811344962409144
1,3,1,0.39434788558916106,0.19924,1.99283,0.044332010007642884,0.24203,548.61204,0.0,860.71106,0.0,295.25041,0.0,1837.69801,0.0,553.23214,0.0,72.43402,0.0,2544.9527,0.0,235.8576,0.0,5411.34614,0.0,11949.93103,0.0,306.09061,0.0,676.04664,0.0,76.48407,0.0,1557.2025,0.0,0.13976504527177344
1,4,1,0.39434788558916106,0.19924,1.99283,0.044332010007642884,0.24203,2498.45677,0.0,3947.99311,0.0,1005.68605,0.0,11458.91698,0.0,7144.82093,0.0,2190.97644,0.0,2677.85027,0.0,131.08308,0.0,28929.75696,0.0,6466.71346,0.0,4131.54575,0.0,3748.88339,0.0,2003.95363,0.0,27880.30921,0.0,0.1425967790159846
1,5,1,0.39434788558916106,0.19924,1.99283,0.044332010007642884,0.24203,204.05481,0.0,3947.99311,0.0,1137.66969,0.0,11458.91698,0.0,6154.63474,0.0,2190.97644,0.0,2677.85027,0.0,131.08308,0.0,28929.75696,0.0,6466.71346,0.0,4131.54575,0.0,3748.88339,0.0,1856.86692,0.0,27880.30921,0.0,0.14218498498404963
2,1,1,0.39588452088452086,0.20036,1.991,0.04459308528661681,0.24066,127342.53311,0.0,501.07903,0.0,51643.53452,0.0,2183.51622,0.0,95566.94988,0.0,2943.03483,0.0,1928.18197,0.0,3450.99488,0.0,144.70594,0.0,794.79412,0.0,342.30123,0.0,757.03665,0.0,172589.31347,0.0,159.92815,0.0,0.07075251394017926
2,2,1,0.39588452088452086,0.20036,1.991,0.04459308528661681,0.24066,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.13844535881531198
2,3,1,0.39588452088452086,0.20036,1.991,0.04459308528661681,0.24066,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.14988930130647904
2,4,1,0.39588452088452086,0.20036,1.991,0.04459308528661681,0.24066,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.1417224531243465
2,5,1,0.39588452088452086,0.20036,1.991,0.04459308528661681,0.24066,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.1418147295846215
3,1,1,0.39588452088452086,0.20036,1.991,0.04459308528661681,0.24066,127342.53311,0.0,501.07903,0.0,51643.53452,0.0,2183.51622,0.0,95566.94988,0.0,2943.03483,0.0,1928.18197,0.0,3450.99488,0.0,144.70594,0.0,794.79412,0.0,342.30123,0.0,757.03665,0.0,172589.31347,0.0,159.92815,0.0,0.07075251394017926
3,2,1,0.39588452088452086,0.20036,1.991,0.04459308528661681,0.24066,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.13844535881531198
