sampling,missing_value,normalization,model,outlier_bef_normalization_strat,diff_sensitive_attr,ratio_sensitive_attr,cov,class_imbalance_ratio,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,utility_sp
3,1,5,1,0.13843452545975418,0.19253,1.00575,0.04813758965631462,3.9186363636363635,426.3,0.4,272.1,0.29,490.35,0.27,1443.66,0.28,9226.67,0.28,2333.7,0.27,1143.47,0.52,2411.84,0.72,114.97,0.16,617.93,1.0,2454.07,0.07,2122.64,0.04,2212.49,0.25,135.39,0.1,0.16811565636500467
3,2,1,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,91806.47,0.43,314.11,0.0,38306.65,0.3,1568.97,0.0,180624.47,0.28,2333.7,0.0,1272.92,0.0,2689.36,0.0,135.37,0.0,706.11,0.0,226.06,0.07,499.94,0.04,119685.59,0.32,140.81,0.0,0.05298461702433654
3,2,2,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,429.59,0.43,314.11,0.29,429.59,0.3,1568.97,0.28,429.59,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,429.59,0.07,429.59,0.04,429.59,0.32,140.81,0.1,0.16633333333333333
3,2,3,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,368.52,0.43,314.11,0.29,131.87,0.3,1568.97,0.28,428.91,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,226.06,0.07,499.94,0.04,250.85,0.32,140.81,0.1,0.137
3,2,4,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,3165.95,0.43,314.11,0.29,417.47,0.3,1568.97,0.28,11654.78,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,2733.12,0.07,2363.95,0.04,2581.17,0.32,140.81,0.1,0.17033333333333334
3,2,5,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,464.99,0.43,314.11,0.29,551.49,0.3,1568.97,0.28,10161.14,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,2733.12,0.07,2363.95,0.04,2417.81,0.32,140.81,0.1,0.17133333333333334
3,3,1,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,91806.47,0.43,314.11,0.0,38306.65,0.3,1568.97,0.0,180624.47,0.28,2333.7,0.0,1272.92,0.0,2689.36,0.0,135.37,0.0,706.11,0.0,226.06,0.07,499.94,0.04,119685.59,0.32,140.81,0.0,0.05298461702433654
3,3,2,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,429.59,0.43,314.11,0.29,429.59,0.3,1568.97,0.28,429.59,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,429.59,0.07,429.59,0.04,429.59,0.32,140.81,0.1,0.16633333333333333
3,3,3,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,368.52,0.43,314.11,0.29,131.87,0.3,1568.97,0.28,428.91,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,226.06,0.07,499.94,0.04,250.85,0.32,140.81,0.1,0.137
3,3,4,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,3165.95,0.43,314.11,0.29,417.47,0.3,1568.97,0.28,11654.78,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,2733.12,0.07,2363.95,0.04,2581.17,0.32,140.81,0.1,0.17033333333333334
3,3,5,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,464.99,0.43,314.11,0.29,551.49,0.3,1568.97,0.28,10161.14,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,2733.12,0.07,2363.95,0.04,2417.81,0.32,140.81,0.1,0.17133333333333334
3,4,1,1,0.13216666666666665,0.19567,1.0,0.04892074339528292,3.9019607843137254,91806.47,0.43,314.11,0.0,38306.65,0.3,1568.97,0.0,180624.47,0.28,2024.6,0.0,1272.92,0.0,2689.36,0.0,135.37,0.0,706.11,0.0,226.06,0.07,499.94,0.04,119685.59,0.32,140.81,0.0,0.04683333333333333
3,4,2,1,0.13216666666666665,0.19567,1.0,0.04892074339528292,3.9019607843137254,429.59,0.43,314.11,0.29,429.59,0.3,1568.97,0.28,429.59,0.28,2024.6,0.24,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,429.59,0.07,429.59,0.04,429.59,0.32,140.81,0.1,0.16499999999999998
3,4,3,1,0.13216666666666665,0.19567,1.0,0.04892074339528292,3.9019607843137254,368.52,0.43,314.11,0.29,131.87,0.3,1568.97,0.28,428.91,0.28,2024.6,0.24,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,226.06,0.07,499.94,0.04,250.85,0.32,140.81,0.1,0.14783333333333332
3,4,4,1,0.13216666666666665,0.19567,1.0,0.04892074339528292,3.9019607843137254,3165.95,0.43,314.11,0.29,417.47,0.3,1568.97,0.28,11654.78,0.28,2024.6,0.24,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,2733.12,0.07,2363.95,0.04,2581.17,0.32,140.81,0.1,0.169
3,4,5,1,0.13216666666666665,0.19567,1.0,0.04892074339528292,3.9019607843137254,464.99,0.43,314.11,0.29,551.49,0.3,1568.97,0.28,10161.14,0.28,2024.6,0.24,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,2733.12,0.07,2363.95,0.04,2417.81,0.32,140.81,0.1,0.16916666666666666
3,5,1,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,91806.47,0.43,314.11,0.0,38306.65,0.3,1568.97,0.0,180624.47,0.28,2333.7,0.0,1272.92,0.0,2689.36,0.0,135.37,0.0,706.11,0.0,226.06,0.07,499.94,0.04,119685.59,0.32,140.81,0.0,0.05298461702433654
3,5,2,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,429.59,0.43,314.11,0.29,429.59,0.3,1568.97,0.28,429.59,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,429.59,0.07,429.59,0.04,429.59,0.32,140.81,0.1,0.16633333333333333
3,5,3,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,368.52,0.43,314.11,0.29,131.87,0.3,1568.97,0.28,428.91,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,226.06,0.07,499.94,0.04,250.85,0.32,140.81,0.1,0.137
3,5,4,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,3165.95,0.43,314.11,0.29,417.47,0.3,1568.97,0.28,11654.78,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,2733.12,0.07,2363.95,0.04,2581.17,0.32,140.81,0.1,0.17033333333333334
3,5,5,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,464.99,0.43,314.11,0.29,551.49,0.3,1568.97,0.28,10161.14,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,2733.12,0.07,2363.95,0.04,2417.81,0.32,140.81,0.1,0.17133333333333334
3,6,1,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,91806.47,0.43,314.11,0.0,38306.65,0.3,1568.97,0.0,180624.47,0.28,2333.7,0.0,1272.92,0.0,2689.36,0.0,135.37,0.0,706.11,0.0,226.06,0.07,499.94,0.04,119685.59,0.32,140.81,0.0,0.05298461702433654
3,6,2,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,429.59,0.43,314.11,0.29,429.59,0.3,1568.97,0.28,429.59,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,429.59,0.07,429.59,0.04,429.59,0.32,140.81,0.1,0.16633333333333333
3,6,3,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,368.52,0.43,314.11,0.29,131.87,0.3,1568.97,0.28,428.91,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,226.06,0.07,499.94,0.04,250.85,0.32,140.81,0.1,0.137
3,6,4,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,3165.95,0.43,314.11,0.29,417.47,0.3,1568.97,0.28,11654.78,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,2733.12,0.07,2363.95,0.04,2581.17,0.32,140.81,0.1,0.17033333333333334
3,6,5,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,464.99,0.43,314.11,0.29,551.49,0.3,1568.97,0.28,10161.14,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,2733.12,0.07,2363.95,0.04,2417.81,0.32,140.81,0.1,0.17133333333333334
3,7,1,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,91806.47,0.43,314.11,0.0,38306.65,0.3,1568.97,0.0,180624.47,0.28,2333.7,0.0,1272.92,0.0,2689.36,0.0,135.37,0.0,706.11,0.0,226.06,0.07,499.94,0.04,119685.59,0.32,140.81,0.0,0.05298461702433654
3,7,2,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,429.59,0.43,314.11,0.29,429.59,0.3,1568.97,0.28,429.59,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,429.59,0.07,429.59,0.04,429.59,0.32,140.81,0.1,0.16633333333333333
3,7,3,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,368.52,0.43,314.11,0.29,131.87,0.3,1568.97,0.28,428.91,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,226.06,0.07,499.94,0.04,250.85,0.32,140.81,0.1,0.137
3,7,4,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,3165.95,0.43,314.11,0.29,417.47,0.3,1568.97,0.28,11654.78,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,2733.12,0.07,2363.95,0.04,2581.17,0.32,140.81,0.1,0.17033333333333334
3,7,5,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,464.99,0.43,314.11,0.29,551.49,0.3,1568.97,0.28,10161.14,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,2733.12,0.07,2363.95,0.04,2417.81,0.32,140.81,0.1,0.17133333333333334
3,8,1,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,91806.47,0.43,314.11,0.0,38306.65,0.3,1568.97,0.0,180624.47,0.28,2333.7,0.0,1272.92,0.0,2689.36,0.0,135.37,0.0,706.11,0.0,226.06,0.07,499.94,0.04,119685.59,0.32,140.81,0.0,0.05298461702433654
3,8,2,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,429.59,0.43,314.11,0.29,429.59,0.3,1568.97,0.28,429.59,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,429.59,0.07,429.59,0.04,429.59,0.32,140.81,0.1,0.16633333333333333
3,8,3,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,368.52,0.43,314.11,0.29,131.87,0.3,1568.97,0.28,428.91,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,226.06,0.07,499.94,0.04,250.85,0.32,140.81,0.1,0.137
3,8,4,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,3165.95,0.43,314.11,0.29,417.47,0.3,1568.97,0.28,11654.78,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,2733.12,0.07,2363.95,0.04,2581.17,0.32,140.81,0.1,0.17033333333333334
3,8,5,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,464.99,0.43,314.11,0.29,551.49,0.3,1568.97,0.28,10161.14,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,2733.12,0.07,2363.95,0.04,2417.81,0.32,140.81,0.1,0.17133333333333334
3,9,1,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,91806.47,0.43,314.11,0.0,38306.65,0.3,1568.97,0.0,180624.47,0.28,2333.7,0.0,1272.92,0.0,2689.36,0.0,135.37,0.0,706.11,0.0,226.06,0.07,499.94,0.04,119685.59,0.32,140.81,0.0,0.05298461702433654
3,9,2,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,429.59,0.43,314.11,0.29,429.59,0.3,1568.97,0.28,429.59,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,429.59,0.07,429.59,0.04,429.59,0.32,140.81,0.1,0.16633333333333333
3,9,3,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,368.52,0.43,314.11,0.29,131.87,0.3,1568.97,0.28,428.91,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,226.06,0.07,499.94,0.04,250.85,0.32,140.81,0.1,0.137
3,9,4,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,3165.95,0.43,314.11,0.29,417.47,0.3,1568.97,0.28,11654.78,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,2733.12,0.07,2363.95,0.04,2581.17,0.32,140.81,0.1,0.17033333333333334
3,9,5,1,0.13691666666666666,0.19567,1.0,0.04892074339528292,3.9019607843137254,464.99,0.43,314.11,0.29,551.49,0.3,1568.97,0.28,10161.14,0.28,2268.25,0.34,1272.92,0.51,2689.36,0.72,135.37,0.16,706.11,1.0,2733.12,0.07,2363.95,0.04,2417.81,0.32,140.81,0.1,0.17133333333333334
