missing_value,normalization,outlier,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,profile_median,corr_OverallQual,ot_OverallQual,corr_YearBuilt,ot_YearBuilt,corr_YearRemodAdd,ot_YearRemodAdd,corr_ExterQual,ot_ExterQual,corr_BsmtQual,ot_BsmtQual,corr_TotalBsmtSF,ot_TotalBsmtSF,corr_1stFlrSF,ot_1stFlrSF,corr_GrLivArea,ot_GrLivArea,corr_FullBath,ot_FullBath,corr_KitchenQual,ot_KitchenQual,corr_TotRmsAbvGrd,ot_TotRmsAbvGrd,corr_Fireplaces,ot_Fireplaces,corr_GarageFinish,ot_GarageFinish,corr_GarageCars,ot_GarageCars,corr_GarageArea,ot_GarageArea,utility_rmse
9,3,4,1,0.17534246575342466,0.17534246575342466,163000.0,0.76,0.27,0.47,0.34,0.5,0.49,2586.63,0.35,2586.61,0.11,0.64,0.17,0.64,0.19,0.73,0.2,0.57,0.03,2586.64,0.1,0.56,0.19,0.47,0.09,2586.62,0.52,0.64,0.42,0.64,0.28,177.65852676256932
9,3,5,1,0.17534246575342466,0.17534246575342466,158000.0,0.78,0.35,0.56,0.36,0.54,0.46,3366.36,0.32,3366.34,0.11,0.61,0.19,0.61,0.3,0.7,0.21,0.53,0.01,3366.37,0.07,0.49,0.28,0.43,0.55,3366.34,0.51,0.67,0.42,0.66,0.26,159.39543385399955
9,3,6,1,0.17534246575342466,0.17534246575342466,160000.0,0.79,0.27,0.58,0.34,0.53,0.56,3281.82,0.34,3281.79,0.1,0.65,0.19,0.63,0.19,0.7,0.27,0.54,0.47,3281.82,0.07,0.51,0.26,0.41,0.55,3281.8,0.53,0.68,0.4,0.68,0.25,162.49987771470543
9,3,7,1,0.17534246575342466,0.17534246575342466,162500.0,0.77,0.25,0.59,0.37,0.52,0.55,3731.68,0.35,3731.65,0.06,0.62,0.28,0.58,0.24,0.7,0.27,0.55,0.47,3731.69,0.05,0.54,0.25,0.38,0.54,3731.66,1.0,0.69,0.37,0.67,0.22,157.91733981976844
9,3,8,1,0.17534246575342466,0.17534246575342466,163000.0,0.78,0.3,0.61,0.41,0.52,0.6,4296.21,0.35,4296.17,0.05,0.61,0.25,0.57,0.29,0.69,0.21,0.54,0.47,4296.22,0.04,0.54,0.25,0.38,0.54,4296.19,1.0,0.69,0.36,0.65,0.19,151.29543046964133
9,4,1,1,0.17534246575342466,0.17534246575342466,163000.0,0.77,0.27,0.5,0.36,0.5,0.45,4034.0,0.04,4034.01,0.11,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4034.01,0.09,0.51,0.19,0.45,0.08,4034.01,0.52,0.63,0.41,0.6,0.22,189.1784214594857
9,4,2,1,0.17534246575342466,0.17534246575342466,157900.0,0.77,0.32,0.66,0.36,0.59,0.51,5344.46,0.34,5344.47,0.02,0.55,0.22,0.51,0.23,0.72,0.22,0.62,0.48,5344.47,0.02,0.5,0.23,0.37,0.04,5344.48,0.53,0.63,0.37,0.61,0.18,144.30431632539623
9,4,3,1,0.17534246575342466,0.17534246575342466,154000.0,0.73,0.32,0.56,0.45,0.49,0.51,5920.66,0.31,5920.67,0.04,0.5,0.24,0.51,0.26,0.67,0.24,0.55,0.01,5920.66,0.03,0.43,0.27,0.41,0.07,5920.68,0.48,0.6,0.39,0.56,0.25,153.53809527699204
9,4,4,1,0.17534246575342466,0.17534246575342466,162500.0,0.77,0.27,0.49,0.38,0.49,0.48,2920.49,0.03,2920.49,0.1,0.62,0.21,0.62,0.31,0.71,0.18,0.54,0.02,2920.49,0.08,0.54,0.17,0.47,0.09,2920.49,0.52,0.64,0.4,0.63,0.27,173.71089213072122
9,4,5,1,0.17534246575342466,0.17534246575342466,160000.0,0.79,0.27,0.58,0.36,0.54,0.48,3499.26,0.33,3499.27,0.1,0.61,0.23,0.58,0.29,0.69,0.18,0.53,0.46,3499.26,0.08,0.52,0.15,0.43,0.07,3499.27,0.49,0.69,0.4,0.66,0.26,154.50448955898364
9,4,6,1,0.17534246575342466,0.17534246575342466,162000.0,0.79,0.27,0.59,0.34,0.54,0.53,3071.29,0.35,3071.3,0.12,0.64,0.16,0.59,0.27,0.69,0.17,0.54,0.45,3071.29,0.09,0.5,0.27,0.44,0.05,3071.3,0.53,0.68,0.39,0.65,0.24,167.62733855564784
9,4,7,1,0.17534246575342466,0.17534246575342466,163000.0,0.76,0.24,0.53,0.4,0.51,0.5,2933.8,0.32,2933.8,0.11,0.62,0.14,0.6,0.21,0.69,0.19,0.54,0.46,2933.8,0.07,0.53,0.14,0.39,0.5,2933.81,0.53,0.64,0.38,0.62,0.22,175.41807926727125
9,4,8,1,0.17534246575342466,0.17534246575342466,164500.0,0.77,0.25,0.54,0.35,0.52,0.52,3410.72,0.33,3410.72,0.09,0.63,0.14,0.6,0.14,0.67,0.24,0.51,0.44,3410.72,0.06,0.5,0.14,0.42,0.52,3410.73,0.53,0.6,0.33,0.58,0.2,166.33790765339924
9,5,1,1,0.17534246575342466,0.17534246575342466,163000.0,0.77,0.27,0.5,0.36,0.5,0.45,4034.0,0.04,4034.01,0.11,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4034.01,0.09,0.51,0.19,0.45,0.08,4034.01,0.52,0.63,0.41,0.6,0.22,189.17842145948566
9,5,2,1,0.17534246575342466,0.17534246575342466,157900.0,0.77,0.32,0.66,0.36,0.59,0.51,5344.46,0.34,5344.47,0.02,0.55,0.22,0.51,0.23,0.72,0.22,0.62,0.48,5344.47,0.02,0.5,0.23,0.37,0.04,5344.48,0.53,0.63,0.37,0.61,0.18,144.30431632539623
9,5,3,1,0.17534246575342466,0.17534246575342466,155000.0,0.73,0.31,0.58,0.42,0.5,0.54,5832.83,0.31,5832.84,0.04,0.52,0.23,0.52,0.27,0.7,0.2,0.56,0.01,5832.84,0.03,0.47,0.26,0.4,0.07,5832.85,0.49,0.61,0.39,0.57,0.26,151.3011562970534
9,5,4,1,0.17534246575342466,0.17534246575342466,161000.0,0.76,0.27,0.51,0.36,0.48,0.49,2939.09,0.02,2939.09,0.1,0.61,0.2,0.59,0.28,0.71,0.21,0.55,0.02,2939.09,0.08,0.52,0.18,0.44,0.08,2939.1,0.51,0.63,0.41,0.62,0.25,175.42195773990466
9,5,5,1,0.17534246575342466,0.17534246575342466,157900.0,0.79,0.25,0.56,0.34,0.55,0.55,3386.96,0.31,3386.96,0.1,0.59,0.2,0.58,0.23,0.7,0.15,0.55,0.49,3386.96,0.09,0.52,0.27,0.43,0.06,3386.97,0.49,0.68,0.41,0.65,0.25,159.95648871224043
9,5,6,1,0.17534246575342466,0.17534246575342466,160000.0,0.78,0.26,0.59,0.43,0.53,0.47,3181.0,0.34,3181.0,0.11,0.62,0.17,0.58,0.25,0.7,0.23,0.55,0.48,3181.0,0.07,0.52,0.25,0.4,0.05,3181.01,0.51,0.68,0.41,0.65,0.2,167.61192878781318
9,5,7,1,0.17534246575342466,0.17534246575342466,160000.0,0.78,0.32,0.58,0.4,0.49,0.48,3097.02,0.34,3097.02,0.08,0.64,0.15,0.61,0.25,0.7,0.2,0.55,0.47,3097.02,0.06,0.55,0.13,0.42,0.53,3097.03,0.51,0.65,0.4,0.62,0.19,167.10985363583106
9,5,8,1,0.17534246575342466,0.17534246575342466,161000.0,0.78,0.25,0.59,0.4,0.49,0.59,3285.95,0.35,3285.95,0.06,0.65,0.16,0.62,0.23,0.72,0.21,0.56,0.47,3285.95,0.05,0.55,0.25,0.41,0.55,3285.96,0.52,0.67,0.38,0.64,0.2,162.00045670106542
