missing_value,normalization,outlier,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,profile_median,corr_OverallQual,ot_OverallQual,corr_YearBuilt,ot_YearBuilt,corr_YearRemodAdd,ot_YearRemodAdd,corr_ExterQual,ot_ExterQual,corr_BsmtQual,ot_BsmtQual,corr_TotalBsmtSF,ot_TotalBsmtSF,corr_1stFlrSF,ot_1stFlrSF,corr_GrLivArea,ot_GrLivArea,corr_FullBath,ot_FullBath,corr_KitchenQual,ot_KitchenQual,corr_TotRmsAbvGrd,ot_TotRmsAbvGrd,corr_Fireplaces,ot_Fireplaces,corr_GarageFinish,ot_GarageFinish,corr_GarageCars,ot_GarageCars,corr_GarageArea,ot_GarageArea,utility_rmse
5,2,6,1,0.16712328767123288,0.16712328767123288,160200.0,0.79,0.2,0.55,0.34,0.51,0.54,3301.28,0.35,3301.28,0.09,0.67,0.15,0.63,0.21,0.68,0.19,0.54,0.46,3301.28,0.07,0.51,0.27,0.4,0.54,3301.28,0.54,0.65,0.41,0.63,0.24,162.89360242785705
5,2,7,1,0.16712328767123288,0.16712328767123288,163000.0,0.78,0.19,0.61,0.36,0.52,0.56,3721.15,0.35,3721.15,0.06,0.61,0.25,0.57,0.26,0.71,0.21,0.57,0.46,3721.15,0.05,0.55,0.25,0.37,0.53,3721.15,1.0,0.69,0.39,0.67,0.2,157.13558331866017
5,2,8,1,0.16712328767123288,0.16712328767123288,164000.0,0.78,0.19,0.61,0.38,0.52,0.61,4079.51,0.36,4079.51,0.05,0.63,0.26,0.6,0.22,0.71,0.2,0.58,0.46,4079.51,0.04,0.56,0.24,0.37,0.52,4079.51,1.0,0.7,0.37,0.67,0.19,152.67437413307366
5,3,1,1,0.16712328767123288,0.16712328767123288,163000.0,0.75,0.25,0.5,0.36,0.5,0.45,4034.06,0.04,4034.03,0.11,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4034.07,0.09,0.51,0.19,0.45,0.08,4034.04,0.52,0.63,0.41,0.6,0.22,189.36039097238955
5,3,2,1,0.16712328767123288,0.16712328767123288,159895.0,0.74,0.17,0.64,0.34,0.59,0.45,5348.79,0.33,5348.74,0.02,0.53,0.23,0.51,0.24,0.74,0.2,0.62,0.48,5348.8,0.02,0.51,0.22,0.42,0.04,5348.76,0.52,0.62,0.34,0.61,0.19,144.3166215624061
5,3,3,1,0.16712328767123288,0.16712328767123288,154000.0,0.7,0.18,0.56,0.42,0.49,0.53,5890.6,0.31,5890.55,0.04,0.5,0.24,0.51,0.26,0.67,0.2,0.55,0.01,5890.62,0.03,0.43,0.27,0.41,0.07,5890.57,0.48,0.6,0.39,0.56,0.23,154.11603165233885
5,3,4,1,0.16712328767123288,0.16712328767123288,162000.0,0.76,0.24,0.48,0.41,0.5,0.5,2644.42,0.04,2644.4,0.1,0.64,0.18,0.64,0.17,0.74,0.23,0.54,0.03,2644.42,0.09,0.55,0.18,0.48,0.09,2644.4,0.5,0.65,0.17,0.63,0.28,175.6177318742344
5,3,5,1,0.16712328767123288,0.16712328767123288,157000.0,0.76,0.23,0.57,0.36,0.55,0.48,3367.52,0.32,3367.49,0.11,0.63,0.21,0.61,0.3,0.69,0.2,0.52,0.01,3367.53,0.08,0.49,0.27,0.42,0.06,3367.5,0.5,0.67,0.42,0.66,0.28,159.403688494547
5,3,6,1,0.16712328767123288,0.16712328767123288,160000.0,0.78,0.21,0.58,0.35,0.53,0.6,3272.77,0.34,3272.74,0.1,0.66,0.19,0.64,0.2,0.69,0.22,0.54,0.46,3272.78,0.07,0.51,0.26,0.41,0.54,3272.75,0.53,0.69,0.41,0.68,0.24,162.1533429280773
5,3,7,1,0.16712328767123288,0.16712328767123288,162000.0,0.77,0.19,0.59,0.34,0.51,0.56,3702.17,0.35,3702.14,0.06,0.63,0.28,0.59,0.28,0.7,0.27,0.56,0.47,3702.18,0.05,0.54,0.24,0.39,0.53,3702.15,1.0,0.68,0.37,0.67,0.21,157.56203854036085
5,3,8,1,0.16712328767123288,0.16712328767123288,163000.0,0.78,0.18,0.61,0.39,0.53,0.6,4171.17,0.35,4171.13,0.05,0.63,0.25,0.6,0.22,0.7,0.2,0.55,0.47,4171.17,0.04,0.54,0.24,0.38,0.54,4171.14,1.0,0.7,0.37,0.67,0.15,149.5770440812287
5,4,1,1,0.16712328767123288,0.16712328767123288,163000.0,0.75,0.25,0.5,0.36,0.5,0.45,4034.0,0.04,4034.01,0.11,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4034.01,0.09,0.51,0.19,0.45,0.08,4034.01,0.52,0.63,0.41,0.6,0.22,189.36039097238955
5,4,2,1,0.16712328767123288,0.16712328767123288,159895.0,0.74,0.17,0.64,0.34,0.59,0.45,5348.71,0.33,5348.72,0.02,0.53,0.23,0.51,0.24,0.74,0.2,0.62,0.48,5348.72,0.02,0.51,0.22,0.42,0.04,5348.73,0.52,0.62,0.34,0.61,0.19,144.3166215624061
5,4,3,1,0.16712328767123288,0.16712328767123288,154000.0,0.7,0.18,0.56,0.45,0.49,0.51,5920.66,0.31,5920.67,0.04,0.5,0.24,0.51,0.26,0.67,0.24,0.55,0.01,5920.66,0.03,0.43,0.27,0.41,0.07,5920.68,0.48,0.6,0.39,0.56,0.25,154.10446522969193
5,4,4,1,0.16712328767123288,0.16712328767123288,163000.0,0.75,0.24,0.5,0.36,0.5,0.56,2905.88,0.03,2905.88,0.1,0.62,0.18,0.63,0.18,0.7,0.21,0.54,0.02,2905.88,0.08,0.51,0.17,0.47,0.09,2905.89,0.51,0.63,0.4,0.63,0.25,174.01035277227206
5,4,5,1,0.16712328767123288,0.16712328767123288,158000.0,0.77,0.22,0.57,0.35,0.53,0.52,3449.62,0.32,3449.62,0.1,0.61,0.21,0.59,0.26,0.68,0.19,0.51,0.01,3449.62,0.08,0.51,0.15,0.44,0.07,3449.63,0.49,0.69,0.4,0.66,0.24,157.334495314997
5,4,6,1,0.16712328767123288,0.16712328767123288,160000.0,0.77,0.22,0.6,0.39,0.54,0.42,3037.83,0.33,3037.83,0.12,0.64,0.16,0.6,0.25,0.69,0.16,0.55,0.46,3037.83,0.08,0.51,0.15,0.44,0.05,3037.84,0.52,0.67,0.4,0.65,0.24,166.89489037084462
5,4,7,1,0.16712328767123288,0.16712328767123288,163000.0,0.74,0.19,0.52,0.4,0.5,0.56,2932.28,0.32,2932.28,0.11,0.63,0.16,0.61,0.25,0.69,0.21,0.54,0.46,2932.28,0.07,0.53,0.14,0.39,0.5,2932.29,0.53,0.64,0.38,0.62,0.23,174.56831305837434
5,4,8,1,0.16712328767123288,0.16712328767123288,164500.0,0.75,0.19,0.54,0.38,0.52,0.59,3459.16,0.33,3459.16,0.09,0.64,0.14,0.59,0.23,0.67,0.21,0.51,0.45,3459.16,0.06,0.5,0.31,0.41,0.51,3459.17,0.53,0.62,0.33,0.6,0.19,164.73525243445744
5,5,1,1,0.16712328767123288,0.16712328767123288,163000.0,0.75,0.25,0.5,0.36,0.5,0.45,4034.0,0.04,4034.01,0.11,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4034.01,0.09,0.51,0.19,0.45,0.08,4034.01,0.52,0.63,0.41,0.6,0.22,189.36039097238955
5,5,2,1,0.16712328767123288,0.16712328767123288,159895.0,0.74,0.17,0.64,0.34,0.59,0.45,5348.71,0.33,5348.72,0.02,0.53,0.23,0.51,0.24,0.74,0.2,0.62,0.48,5348.72,0.02,0.51,0.22,0.42,0.04,5348.73,0.52,0.62,0.34,0.61,0.19,144.31662156240614
5,5,3,1,0.16712328767123288,0.16712328767123288,155000.0,0.7,0.18,0.58,0.42,0.5,0.54,5832.83,0.31,5832.84,0.04,0.52,0.23,0.52,0.27,0.7,0.2,0.56,0.01,5832.84,0.03,0.47,0.26,0.4,0.07,5832.85,0.49,0.61,0.39,0.57,0.26,151.61989407971518
5,5,4,1,0.16712328767123288,0.16712328767123288,160000.0,0.75,0.24,0.51,0.36,0.49,0.54,2887.09,0.33,2887.09,0.1,0.59,0.19,0.59,0.22,0.71,0.23,0.54,0.02,2887.09,0.08,0.52,0.17,0.44,0.56,2887.09,0.51,0.63,0.41,0.61,0.27,176.68714308706652
5,5,5,1,0.16712328767123288,0.16712328767123288,157000.0,0.78,0.23,0.57,0.39,0.55,0.52,3304.43,0.31,3304.43,0.11,0.59,0.19,0.58,0.26,0.72,0.16,0.56,0.5,3304.43,0.08,0.54,0.27,0.43,0.07,3304.44,0.48,0.67,0.42,0.65,0.27,159.4910146281398
5,5,6,1,0.16712328767123288,0.16712328767123288,160000.0,0.78,0.22,0.6,0.34,0.52,0.41,3137.15,0.33,3137.15,0.11,0.64,0.18,0.59,0.21,0.71,0.18,0.55,0.48,3137.15,0.08,0.54,0.24,0.41,0.54,3137.16,0.52,0.68,0.41,0.66,0.2,166.94002652397842
5,5,7,1,0.16712328767123288,0.16712328767123288,159000.0,0.77,0.19,0.58,0.4,0.48,0.51,3086.78,0.33,3086.78,0.07,0.65,0.16,0.62,0.22,0.7,0.22,0.55,0.48,3086.78,0.06,0.55,0.26,0.41,0.54,3086.79,0.51,0.65,0.39,0.62,0.2,166.33936520872612
5,5,8,1,0.16712328767123288,0.16712328767123288,161750.0,0.77,0.2,0.59,0.41,0.49,0.59,3284.33,0.35,3284.33,0.06,0.65,0.15,0.63,0.21,0.72,0.18,0.56,0.47,3284.33,0.05,0.56,0.25,0.42,0.55,3284.34,0.53,0.66,0.39,0.63,0.19,160.5688259187301
6,1,1,1,0.17534246575342466,0.17534246575342466,163000.0,0.77,0.26,0.5,0.36,0.5,0.45,4033.93,0.0,4033.94,0.0,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4033.93,0.0,0.51,0.19,0.45,0.08,4033.99,0.0,0.63,0.41,0.6,0.22,189.09653028090258
6,1,2,1,0.17534246575342466,0.17534246575342466,158000.0,0.76,0.27,0.65,0.38,0.57,0.49,5284.34,0.0,5284.36,0.0,0.54,0.19,0.51,0.23,0.73,0.21,0.63,0.48,5284.35,0.0,0.5,0.23,0.39,0.03,5284.43,0.0,0.63,0.36,0.61,0.17,144.94826842872368
6,1,3,1,0.17534246575342466,0.17534246575342466,160000.0,0.77,0.23,0.58,0.42,0.53,0.44,5047.05,0.0,5047.07,0.0,0.57,0.22,0.56,0.27,0.68,0.22,0.51,0.02,5047.06,0.0,0.44,0.28,0.41,0.07,5047.13,0.0,0.64,0.4,0.6,0.24,159.635784217753
6,1,4,1,0.17534246575342466,0.17534246575342466,163000.0,0.8,0.26,0.51,0.43,0.52,0.57,3167.73,0.0,3167.74,0.0,0.63,0.17,0.61,0.15,0.7,0.2,0.52,0.03,3167.74,0.0,0.51,0.3,0.45,0.54,3167.78,0.0,0.66,0.41,0.65,0.28,166.18993688490556
6,1,5,1,0.17534246575342466,0.17534246575342466,164500.0,0.77,0.25,0.5,0.32,0.51,0.57,3202.71,0.0,3202.72,0.0,0.62,0.17,0.61,0.26,0.74,0.23,0.54,0.02,3202.72,0.0,0.53,0.18,0.44,0.54,3202.76,0.0,0.66,0.39,0.68,0.25,170.48548238594063
6,1,6,1,0.17534246575342466,0.17534246575342466,163000.0,0.79,0.25,0.59,0.3,0.57,0.61,3503.22,0.0,3503.23,0.0,0.63,0.21,0.61,0.32,0.68,0.28,0.54,0.02,3503.23,0.0,0.47,0.3,0.41,0.06,3503.27,0.0,0.68,0.37,0.69,0.23,162.4542906918662
6,1,7,1,0.17534246575342466,0.17534246575342466,166000.0,0.78,0.23,0.58,0.35,0.55,0.6,3930.39,0.0,3930.4,0.0,0.6,0.3,0.6,0.32,0.69,0.26,0.53,0.02,3930.39,0.0,0.47,0.28,0.39,0.54,3930.45,0.0,0.68,0.36,0.68,0.22,160.46021372492424
6,1,8,1,0.17534246575342466,0.17534246575342466,166000.0,0.77,0.22,0.57,0.3,0.56,0.62,4263.95,0.0,4263.96,0.0,0.55,0.31,0.54,0.33,0.69,0.29,0.53,0.02,4263.96,0.0,0.46,0.27,0.4,0.55,4264.02,0.0,0.66,0.34,0.65,0.28,158.63072227651062
6,2,1,1,0.17534246575342466,0.17534246575342466,163000.0,0.77,0.26,0.5,0.36,0.5,0.45,4034.04,0.04,4034.04,0.11,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4034.04,0.09,0.51,0.19,0.45,0.08,4034.04,0.52,0.63,0.41,0.6,0.22,189.09653028090256
6,2,2,1,0.17534246575342466,0.17534246575342466,158000.0,0.76,0.27,0.65,0.38,0.57,0.49,5284.5,0.34,5284.5,0.02,0.54,0.19,0.51,0.23,0.73,0.21,0.63,0.48,5284.5,0.01,0.5,0.23,0.39,0.03,5284.51,0.54,0.63,0.36,0.61,0.17,144.94826842872368
6,2,3,1,0.17534246575342466,0.17534246575342466,155000.0,0.73,0.29,0.58,0.42,0.5,0.54,5832.89,0.31,5832.88,0.04,0.52,0.23,0.52,0.27,0.7,0.2,0.56,0.01,5832.88,0.03,0.47,0.26,0.4,0.07,5832.89,0.49,0.61,0.39,0.57,0.26,151.33720993375556
6,2,4,1,0.17534246575342466,0.17534246575342466,162000.0,0.78,0.25,0.47,0.34,0.5,0.54,2552.13,0.33,2552.13,0.11,0.65,0.16,0.66,0.27,0.73,0.22,0.53,0.03,2552.13,0.1,0.56,0.18,0.47,0.1,2552.13,0.51,0.64,0.42,0.64,0.25,177.29937593527188
6,2,5,1,0.17534246575342466,0.17534246575342466,157900.0,0.79,0.24,0.54,0.33,0.52,0.48,3504.65,0.32,3504.65,0.09,0.61,0.2,0.62,0.26,0.68,0.16,0.52,0.47,3504.65,0.08,0.48,0.28,0.43,0.56,3504.65,0.5,0.66,0.41,0.64,0.26,162.26370837905299
6,2,6,1,0.17534246575342466,0.17534246575342466,160000.0,0.8,0.23,0.56,0.34,0.51,0.54,3214.23,0.34,3214.23,0.08,0.66,0.14,0.64,0.24,0.69,0.21,0.54,0.47,3214.23,0.07,0.51,0.27,0.41,0.54,3214.23,0.53,0.66,0.41,0.65,0.25,163.0355395540752
6,2,7,1,0.17534246575342466,0.17534246575342466,164000.0,0.79,0.21,0.61,0.33,0.52,0.56,3723.61,0.36,3723.61,0.06,0.61,0.27,0.57,0.25,0.7,0.23,0.57,0.46,3723.61,0.06,0.54,0.26,0.37,0.52,3723.62,1.0,0.7,0.39,0.68,0.2,158.39677821991882
6,2,8,1,0.17534246575342466,0.17534246575342466,163990.0,0.8,0.22,0.61,0.42,0.52,0.62,4089.85,0.35,4089.85,0.05,0.63,0.26,0.59,0.24,0.71,0.2,0.58,0.46,4089.85,0.04,0.55,0.24,0.37,0.53,4089.85,1.0,0.7,0.37,0.67,0.2,152.82208184346487
6,3,1,1,0.17534246575342466,0.17534246575342466,163000.0,0.77,0.26,0.5,0.36,0.5,0.45,4034.06,0.04,4034.03,0.11,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4034.07,0.09,0.51,0.19,0.45,0.08,4034.04,0.52,0.63,0.41,0.6,0.22,189.09653028090256
6,3,2,1,0.17534246575342466,0.17534246575342466,158000.0,0.76,0.27,0.65,0.38,0.57,0.49,5284.53,0.34,5284.48,0.02,0.54,0.19,0.51,0.23,0.73,0.21,0.63,0.48,5284.54,0.01,0.5,0.23,0.39,0.03,5284.5,0.54,0.63,0.36,0.61,0.17,144.94826842872368
6,3,3,1,0.17534246575342466,0.17534246575342466,154000.0,0.73,0.29,0.56,0.42,0.49,0.53,5890.6,0.31,5890.55,0.04,0.5,0.24,0.51,0.26,0.67,0.2,0.55,0.01,5890.62,0.03,0.43,0.27,0.41,0.07,5890.57,0.48,0.6,0.39,0.56,0.23,153.62993005531925
6,3,4,1,0.17534246575342466,0.17534246575342466,162000.0,0.78,0.25,0.48,0.35,0.49,0.54,2647.95,0.34,2647.93,0.11,0.64,0.15,0.65,0.17,0.73,0.21,0.53,0.03,2647.95,0.09,0.55,0.19,0.48,0.09,2647.93,0.5,0.64,0.42,0.63,0.28,175.77481687916284
6,3,5,1,0.17534246575342466,0.17534246575342466,157000.0,0.79,0.24,0.56,0.4,0.55,0.45,3374.13,0.32,3374.1,0.11,0.62,0.18,0.62,0.26,0.69,0.21,0.53,0.01,3374.14,0.08,0.48,0.28,0.43,0.07,3374.11,0.5,0.67,0.42,0.66,0.22,160.000649400057
6,3,6,1,0.17534246575342466,0.17534246575342466,160000.0,0.79,0.25,0.58,0.36,0.52,0.56,3286.73,0.34,3286.7,0.1,0.66,0.18,0.64,0.22,0.7,0.22,0.53,0.47,3286.74,0.07,0.51,0.26,0.42,0.55,3286.71,0.53,0.69,0.4,0.68,0.23,162.24831541215536
6,3,7,1,0.17534246575342466,0.17534246575342466,162500.0,0.78,0.22,0.58,0.32,0.51,0.6,3751.78,0.35,3751.74,0.07,0.62,0.27,0.58,0.24,0.69,0.28,0.55,0.47,3751.78,0.05,0.53,0.25,0.39,0.54,3751.75,1.0,0.68,0.37,0.67,0.2,158.29511706886194
6,3,8,1,0.17534246575342466,0.17534246575342466,163990.0,0.8,0.21,0.61,0.39,0.53,0.53,4197.88,0.36,4197.85,0.05,0.63,0.27,0.59,0.27,0.7,0.24,0.55,0.47,4197.89,0.04,0.54,0.25,0.39,0.53,4197.86,1.0,0.7,0.37,0.67,0.16,150.5992248436003
6,4,1,1,0.17534246575342466,0.17534246575342466,163000.0,0.77,0.26,0.5,0.36,0.5,0.45,4034.0,0.04,4034.01,0.11,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4034.01,0.09,0.51,0.19,0.45,0.08,4034.01,0.52,0.63,0.41,0.6,0.22,189.09653028090256
6,4,2,1,0.17534246575342466,0.17534246575342466,158000.0,0.76,0.27,0.65,0.38,0.57,0.49,5284.46,0.34,5284.46,0.02,0.54,0.19,0.51,0.23,0.73,0.21,0.63,0.48,5284.46,0.01,0.5,0.23,0.39,0.03,5284.47,0.54,0.63,0.36,0.61,0.17,144.94826842872362
6,4,3,1,0.17534246575342466,0.17534246575342466,154000.0,0.73,0.29,0.56,0.45,0.49,0.51,5920.66,0.31,5920.67,0.04,0.5,0.24,0.51,0.26,0.67,0.24,0.55,0.01,5920.66,0.03,0.43,0.27,0.41,0.07,5920.68,0.48,0.6,0.39,0.56,0.25,153.59627001393667
6,4,4,1,0.17534246575342466,0.17534246575342466,162000.0,0.77,0.25,0.49,0.36,0.49,0.5,2930.18,0.03,2930.18,0.1,0.62,0.19,0.62,0.27,0.7,0.22,0.54,0.02,2930.18,0.08,0.52,0.18,0.47,0.09,2930.18,0.51,0.63,0.4,0.63,0.24,174.07584343328608
6,4,5,1,0.17534246575342466,0.17534246575342466,158000.0,0.79,0.25,0.57,0.33,0.54,0.54,3562.96,0.32,3562.96,0.1,0.61,0.16,0.58,0.3,0.68,0.17,0.53,0.47,3562.96,0.07,0.51,0.15,0.43,0.07,3562.97,0.49,0.69,0.4,0.67,0.24,154.51024061460728
6,4,6,1,0.17534246575342466,0.17534246575342466,161750.0,0.79,0.25,0.6,0.38,0.55,0.46,3060.35,0.34,3060.35,0.12,0.63,0.15,0.59,0.25,0.69,0.16,0.54,0.45,3060.35,0.09,0.5,0.27,0.44,0.05,3060.36,0.53,0.68,0.4,0.65,0.24,167.8587397842852
6,4,7,1,0.17534246575342466,0.17534246575342466,163000.0,0.77,0.22,0.52,0.41,0.5,0.51,2916.39,0.32,2916.39,0.11,0.62,0.16,0.61,0.27,0.7,0.17,0.54,0.46,2916.39,0.07,0.53,0.14,0.4,0.51,2916.4,0.53,0.64,0.38,0.62,0.21,175.32035408836975
6,4,8,1,0.17534246575342466,0.17534246575342466,164500.0,0.77,0.21,0.54,0.4,0.52,0.57,3424.58,0.33,3424.58,0.09,0.63,0.14,0.6,0.21,0.66,0.23,0.51,0.44,3424.58,0.06,0.49,0.31,0.42,0.52,3424.59,0.53,0.6,0.33,0.58,0.19,166.2929295916648
6,5,1,1,0.17534246575342466,0.17534246575342466,163000.0,0.77,0.26,0.5,0.36,0.5,0.45,4034.0,0.04,4034.01,0.11,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4034.01,0.09,0.51,0.19,0.45,0.08,4034.01,0.52,0.63,0.41,0.6,0.22,189.09653028090256
6,5,2,1,0.17534246575342466,0.17534246575342466,158000.0,0.76,0.27,0.65,0.38,0.57,0.49,5284.46,0.34,5284.46,0.02,0.54,0.19,0.51,0.23,0.73,0.21,0.63,0.48,5284.46,0.01,0.5,0.23,0.39,0.03,5284.47,0.54,0.63,0.36,0.61,0.17,144.94826842872368
6,5,3,1,0.17534246575342466,0.17534246575342466,155000.0,0.73,0.29,0.58,0.42,0.5,0.54,5832.83,0.31,5832.84,0.04,0.52,0.23,0.52,0.27,0.7,0.2,0.56,0.01,5832.84,0.03,0.47,0.26,0.4,0.07,5832.85,0.49,0.61,0.39,0.57,0.26,151.33720993375553
6,5,4,1,0.17534246575342466,0.17534246575342466,160000.0,0.77,0.25,0.51,0.32,0.49,0.47,2917.02,0.33,2917.02,0.1,0.6,0.16,0.59,0.24,0.71,0.2,0.55,0.02,2917.02,0.08,0.52,0.18,0.44,0.08,2917.02,0.51,0.63,0.41,0.62,0.25,175.47300368283547
6,5,5,1,0.17534246575342466,0.17534246575342466,157000.0,0.79,0.25,0.56,0.34,0.55,0.55,3484.16,0.31,3484.17,0.1,0.58,0.22,0.57,0.24,0.7,0.16,0.55,0.49,3484.17,0.08,0.53,0.27,0.42,0.06,3484.17,0.49,0.68,0.41,0.65,0.26,159.6586850287954
6,5,6,1,0.17534246575342466,0.17534246575342466,160000.0,0.79,0.24,0.6,0.41,0.52,0.42,3146.81,0.33,3146.81,0.12,0.62,0.18,0.58,0.24,0.71,0.18,0.55,0.48,3146.81,0.07,0.53,0.26,0.41,0.05,3146.81,0.51,0.67,0.41,0.65,0.19,167.84472218846665
6,5,7,1,0.17534246575342466,0.17534246575342466,160000.0,0.79,0.22,0.57,0.33,0.49,0.48,3086.37,0.34,3086.38,0.07,0.64,0.15,0.62,0.27,0.71,0.2,0.55,0.48,3086.37,0.06,0.56,0.26,0.42,0.54,3086.38,0.51,0.65,0.4,0.62,0.19,166.89759733739467
6,5,8,1,0.17534246575342466,0.17534246575342466,161000.0,0.79,0.23,0.59,0.41,0.49,0.55,3285.35,0.34,3285.35,0.06,0.65,0.16,0.62,0.23,0.72,0.18,0.56,0.47,3285.35,0.05,0.55,0.13,0.41,0.55,3285.36,0.52,0.67,0.39,0.64,0.21,161.63309753457608
7,1,1,1,0.17671232876712328,0.17671232876712328,163000.0,0.77,0.26,0.5,0.36,0.5,0.45,4033.93,0.0,4033.94,0.0,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4033.93,0.0,0.51,0.19,0.45,0.08,4033.99,0.0,0.63,0.41,0.6,0.22,189.26120627687718
7,1,2,1,0.17671232876712328,0.17671232876712328,157000.0,0.77,0.31,0.66,0.34,0.56,0.49,5324.17,0.0,5324.19,0.0,0.54,0.24,0.5,0.25,0.73,0.24,0.63,0.49,5324.18,0.0,0.49,0.22,0.39,0.03,5324.26,0.0,0.63,0.37,0.62,0.19,144.28795482376685
7,1,3,1,0.17671232876712328,0.17671232876712328,160000.0,0.77,0.24,0.58,0.42,0.53,0.44,5047.05,0.0,5047.07,0.0,0.57,0.22,0.56,0.27,0.68,0.22,0.51,0.02,5047.06,0.0,0.44,0.28,0.41,0.07,5047.13,0.0,0.64,0.4,0.6,0.24,159.44221065566109
7,1,4,1,0.17671232876712328,0.17671232876712328,163000.0,0.8,0.3,0.51,0.43,0.52,0.57,3167.73,0.0,3167.74,0.0,0.63,0.17,0.61,0.15,0.7,0.2,0.52,0.03,3167.74,0.0,0.51,0.3,0.45,0.54,3167.78,0.0,0.66,0.41,0.65,0.28,166.0069514748073
7,1,5,1,0.17671232876712328,0.17671232876712328,164500.0,0.77,0.28,0.5,0.32,0.51,0.57,3202.71,0.0,3202.72,0.0,0.62,0.17,0.61,0.26,0.74,0.23,0.54,0.02,3202.72,0.0,0.53,0.18,0.44,0.54,3202.76,0.0,0.66,0.39,0.68,0.25,170.4650444075204
7,1,6,1,0.17671232876712328,0.17671232876712328,163000.0,0.79,0.26,0.59,0.3,0.57,0.61,3503.22,0.0,3503.23,0.0,0.63,0.21,0.61,0.32,0.68,0.28,0.54,0.02,3503.23,0.0,0.47,0.3,0.41,0.06,3503.27,0.0,0.68,0.37,0.69,0.23,162.20603491715508
7,1,7,1,0.17671232876712328,0.17671232876712328,166000.0,0.78,0.27,0.58,0.35,0.55,0.6,3930.39,0.0,3930.4,0.0,0.6,0.3,0.6,0.32,0.69,0.26,0.53,0.02,3930.39,0.0,0.47,0.28,0.39,0.54,3930.45,0.0,0.68,0.36,0.68,0.22,160.288423345436
7,1,8,1,0.17671232876712328,0.17671232876712328,166000.0,0.78,0.23,0.57,0.3,0.56,0.62,4263.95,0.0,4263.96,0.0,0.55,0.31,0.54,0.33,0.69,0.29,0.53,0.02,4263.96,0.0,0.46,0.27,0.4,0.55,4264.02,0.0,0.66,0.34,0.65,0.28,158.4688309831293
7,2,1,1,0.17671232876712328,0.17671232876712328,163000.0,0.77,0.26,0.5,0.36,0.5,0.45,4034.04,0.04,4034.04,0.11,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4034.04,0.09,0.51,0.19,0.45,0.08,4034.04,0.52,0.63,0.41,0.6,0.22,189.26120627687715
7,2,2,1,0.17671232876712328,0.17671232876712328,157000.0,0.77,0.31,0.66,0.34,0.56,0.49,5324.33,0.34,5324.33,0.02,0.54,0.24,0.5,0.25,0.73,0.24,0.63,0.49,5324.33,0.01,0.49,0.22,0.39,0.03,5324.34,0.53,0.63,0.37,0.62,0.19,144.28795482376688
7,2,3,1,0.17671232876712328,0.17671232876712328,155000.0,0.73,0.32,0.58,0.42,0.5,0.54,5832.89,0.31,5832.88,0.04,0.52,0.23,0.52,0.27,0.7,0.2,0.56,0.01,5832.88,0.03,0.47,0.26,0.4,0.07,5832.89,0.49,0.61,0.39,0.57,0.26,151.20012256850146
7,2,4,1,0.17671232876712328,0.17671232876712328,162000.0,0.77,0.28,0.48,0.33,0.51,0.54,2543.64,0.34,2543.64,0.11,0.65,0.18,0.66,0.2,0.73,0.22,0.53,0.03,2543.64,0.1,0.56,0.18,0.47,0.1,2543.64,0.51,0.64,0.42,0.64,0.25,177.3633252298847
7,2,5,1,0.17671232876712328,0.17671232876712328,158000.0,0.79,0.26,0.54,0.38,0.52,0.42,3530.2,0.32,3530.2,0.09,0.6,0.2,0.61,0.27,0.68,0.18,0.52,0.47,3530.2,0.07,0.48,0.28,0.43,0.07,3530.2,0.51,0.66,0.41,0.64,0.25,161.54308126868992
7,2,6,1,0.17671232876712328,0.17671232876712328,160000.0,0.8,0.24,0.56,0.37,0.51,0.59,3220.0,0.34,3220.0,0.09,0.67,0.14,0.64,0.25,0.68,0.18,0.53,0.47,3220.0,0.07,0.51,0.27,0.41,0.54,3220.0,0.53,0.67,0.41,0.65,0.2,163.87038125327408
7,2,7,1,0.17671232876712328,0.17671232876712328,164000.0,0.78,0.25,0.6,0.36,0.52,0.6,3768.36,0.36,3768.36,0.06,0.6,0.22,0.56,0.25,0.69,0.3,0.56,0.45,3768.36,0.06,0.53,0.26,0.37,0.52,3768.36,1.0,0.69,0.38,0.68,0.19,159.08121074186968
7,2,8,1,0.17671232876712328,0.17671232876712328,163000.0,0.79,0.23,0.61,0.38,0.53,0.57,4158.14,0.35,4158.14,0.05,0.62,0.27,0.58,0.25,0.7,0.22,0.58,0.46,4158.14,0.04,0.55,0.25,0.37,0.53,4158.15,1.0,0.7,0.37,0.65,0.23,153.83223188603935
