missing_value,normalization,model,index_df1,index_df2,similarity
8,4,1,38,272,0.5174929592504861
8,5,1,39,273,0.4343205502476979
8,5,1,39,274,0.43131457935855944
8,5,1,39,275,0.435616298918262
8,5,1,39,276,0.44047050614909056
8,5,1,39,277,0.4427985937359254
8,5,1,39,278,0.4407466079842498
8,5,1,39,279,0.43929205251177117
9,1,1,40,280,0.8389030769291493
9,1,1,40,281,0.8321927700352366
9,1,1,40,282,0.8666191191495544
9,1,1,40,283,0.8468190458605247
9,1,1,40,284,0.840443107184243
9,1,1,40,285,0.8371135520012438
9,1,1,40,286,0.8362902224515624
9,2,1,41,287,0.8234123694065482
9,2,1,41,288,0.8280592981406774
9,2,1,41,289,0.8244797139911478
9,2,1,41,290,0.8229091950507313
9,2,1,41,291,0.8258135641872354
9,2,1,41,292,0.8272468053294058
9,2,1,41,293,0.8287134092053813
9,3,1,42,294,0.2782310407274826
9,3,1,42,295,0.30190825493078893
9,3,1,42,296,0.27047428602261786
9,3,1,42,297,0.280417058118962
9,3,1,42,298,0.2812647124938522
9,3,1,42,299,0.2791816531636927
9,3,1,42,300,0.28078658767919057
9,4,1,43,301,0.5826791129561668
9,4,1,43,302,0.5615039538029504
9,4,1,43,303,0.5836959871979522
9,4,1,43,304,0.5839718659439815
9,4,1,43,305,0.5849784372757448
9,4,1,43,306,0.5846888319459169
9,4,1,43,307,0.5837116158229337
9,5,1,44,308,0.5321628789745088
9,5,1,44,309,0.5077025264255571
9,5,1,44,310,0.534878521355556
9,5,1,44,311,0.5452973430775463
9,5,1,44,312,0.5457601094508849
9,5,1,44,313,0.5391412973439025
9,5,1,44,314,0.5367124740630785
