0.95,l2c,iterations q1,-1.0
0.95,l2c,iterations q2,-1.0
0.95,l2c,iterations q3,-1.0
0.95,l2c,iterations q4,-1.0

0.94,l2c,iterations q1,-1.0
0.94,l2c,iterations q2,-1.0
0.94,l2c,iterations q3,-1.0
0.94,l2c,iterations q4,-1.0

0.87,l2c,iterations q1,1.0
0.87,l2c,iterations q2,5.0
0.87,l2c,iterations q3,9.0
0.87,l2c,iterations q4,25.0

0.84,l2c,iterations q1,1.0
0.84,l2c,iterations q2,3.0
0.84,l2c,iterations q3,9.0
0.84,l2c,iterations q4,25.0

