outlier,missing_value,normalization,model,outlier_bef_outlier_strat,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
2,2,1,1,0.12398648648648648,35567.9,0.24,574.67,0.13,100685.43,0.3,2296.94,0.13,464912.43,0.25,4124.71,0.13,2317.11,0.13,4680.72,0.13,217.31,0.13,1604.41,0.13,1333.14,0.07,415.28,0.02,353279.59,0.31,172.57,0.13,0.0,0.0,0.0,0.0
