missing_value,normalization,outlier,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
2,1,6,1,0.12128378378378378,0.12128378378378378,60918.22,0.2,739.66,0.13,98938.76,0.3,3232.24,0.13,433667.01,0.29,4785.47,0.13,3036.08,0.13,5513.87,0.13,269.37,0.13,1666.07,0.13,592.66,0.07,1133.89,0.04,324153.64,0.35,220.43,0.13,0.0,0.0,0.0,0.0
