outlier,missing_value,normalization,model,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
3,2,1,1,33074.73,0.25,744.31,0.13,105269.15,0.32,2853.52,0.13,460320.13,0.29,4642.54,0.13,2717.08,0.13,5330.58,0.13,290.26,0.13,2010.02,0.13,692.95,0.08,1518.05,0.05,344196.76,0.33,195.46,0.13,0.0,0.0,0.0,0.0
