missing_value,punctuation,normalization,model,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
2,1,1,1,33060.6,0.25,714.59,0.13,105269.15,0.32,2988.05,0.13,460281.6,0.29,4567.74,0.13,2812.66,0.13,5296.55,0.13,281.7,0.13,2016.45,0.13,692.95,0.08,1518.04,0.05,344191.17,0.33,228.02,0.13,0.0,0.0,0.0,0.0
