missing_value,normalization,outlier,model,outlier_bef_normalization_strat,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
2,1,8,1,0.12656633906633907,33065.44,0.25,805.95,0.13,105269.14,0.32,3073.65,0.13,460043.07,0.29,4653.12,0.13,2912.03,0.13,5368.37,0.13,271.8,0.13,2056.5,0.13,692.95,0.08,1517.97,0.05,344156.54,0.33,205.99,0.13,0.0,0.0,0.0,0.0
