missing_value,normalization,punctuation,model,outlier_bef_normalization_strat,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
2,1,1,1,0.12512285012285013,33116.95,0.25,736.58,0.13,105269.15,0.32,2964.29,0.13,460350.96,0.29,4517.05,0.13,2880.7,0.13,5257.74,0.13,288.76,0.13,2004.89,0.13,692.95,0.08,1518.06,0.05,344201.23,0.33,229.42,0.13,0.0,0.0,0.0,0.0
