missing_value,normalization,stopword,model,outlier_bef_normalization_strat,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
2,1,1,1,0.12285012285012285,33103.55,0.27,733.5,0.13,105269.14,0.32,2897.9,0.13,460196.89,0.29,4404.46,0.13,2814.35,0.13,5126.37,0.13,265.87,0.13,2030.63,0.13,692.95,0.08,1518.01,0.05,344178.88,0.33,223.83,0.13,0.0,0.0,0.0,0.0
