stopword,missing_value,normalization,model,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
1,2,1,1,33086.73,0.25,790.17,0.13,105269.14,0.32,3012.2,0.13,460143.03,0.29,4555.96,0.13,2868.42,0.13,5224.02,0.13,260.42,0.13,2039.67,0.13,692.95,0.08,1518.0,0.05,344171.06,0.33,219.75,0.13,0.0,0.0,0.0,0.0
