missing_value,normalization,outlier,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
2,1,5,1,0.12804054054054054,0.12804054054054054,78547.39,0.21,860.17,0.13,94465.19,0.32,3390.84,0.13,421461.86,0.29,4843.53,0.13,3117.52,0.13,5586.44,0.13,268.7,0.13,1524.03,0.13,603.0,0.08,1361.47,0.05,336918.35,0.32,241.0,0.13,0.0,0.0,0.0,0.0
