outlier,missing_value,normalization,model,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
2,2,1,1,33081.32,0.24,772.97,0.13,105269.14,0.32,2878.26,0.13,460219.99,0.29,4711.55,0.13,2846.22,0.13,5422.3,0.13,275.81,0.13,2026.76,0.13,692.95,0.08,1518.02,0.05,344182.23,0.33,225.92,0.13,0.0,0.0,0.0,0.0
