outlier,missing_value,normalization,model,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
8,2,1,1,33115.26,0.25,750.84,0.13,105269.14,0.32,3002.69,0.13,460058.44,0.29,4586.3,0.13,2767.63,0.13,5237.64,0.13,254.02,0.13,2053.91,0.13,692.95,0.08,1517.98,0.05,344158.77,0.33,233.21,0.13,0.0,0.0,0.0,0.0
