outlier,missing_value,normalization,model,outlier_bef_outlier_strat,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
8,2,1,1,0.12005528255528256,31621.84,0.25,655.58,0.13,103503.28,0.33,2695.12,0.13,432089.26,0.29,4252.83,0.13,2505.19,0.13,4829.04,0.13,222.97,0.13,1888.56,0.13,523.5,0.06,350.15,0.01,322235.03,0.3,225.74,0.13,0.0,0.0,0.0,0.0
