missing_value,stopword,normalization,model,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
2,1,1,1,33072.87,0.27,793.83,0.13,105269.14,0.32,2905.11,0.13,459996.98,0.29,4571.02,0.13,2822.02,0.13,5279.5,0.13,279.01,0.13,2064.29,0.13,692.95,0.08,1517.96,0.05,344149.84,0.33,225.54,0.13,0.0,0.0,0.0,0.0
