missing_value,outlier,normalization,model,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
2,5,1,1,33102.26,0.25,793.71,0.13,105269.15,0.32,3053.02,0.13,460304.71,0.29,4430.43,0.13,2827.67,0.13,5151.08,0.13,257.56,0.13,2012.6,0.13,692.95,0.08,1518.04,0.05,344194.52,0.33,217.13,0.13,0.0,0.0,0.0,0.0
