missing_value,normalization,outlier,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
2,1,3,1,0.12174447174447174,0.12174447174447174,174691.97,0.45,374.87,0.13,76863.65,0.35,1720.83,0.13,373722.19,0.24,3187.31,0.13,1629.38,0.13,3582.96,0.13,192.24,0.13,785.41,0.13,4693.42,1.0,4693.42,1.0,1925515.83,0.34,151.54,0.13,0.0,0.0,0.0,0.0
