outlier,missing_value,normalization,model,outlier_bef_outlier_strat,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
6,2,1,1,0.12085380835380835,63036.97,0.23,778.94,0.13,98732.35,0.32,3251.54,0.13,433550.46,0.29,4744.03,0.13,3116.42,0.13,5491.36,0.13,260.14,0.13,1623.81,0.13,593.18,0.07,1134.07,0.04,324931.37,0.29,209.76,0.13,0.0,0.0,0.0,0.0
