missing_value,outlier,normalization,model,outlier_bef_outlier_strat,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
2,4,1,1,0.12761056511056512,31695.04,0.26,653.55,0.13,78371.62,0.3,2295.88,0.13,355979.67,0.28,3672.54,0.13,2262.43,0.13,4217.77,0.13,218.43,0.13,1414.29,0.13,503.22,0.08,1136.91,0.05,317707.59,0.31,173.22,0.13,0.0,0.0,0.0,0.0
