missing_value,outlier,normalization,model,outlier_bef_outlier_strat,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
2,7,1,1,0.1275184275184275,38300.91,0.25,684.15,0.13,102347.46,0.32,2888.2,0.13,437271.88,0.29,4575.49,0.13,2764.02,0.13,5217.47,0.13,284.77,0.13,1821.78,0.13,566.46,0.07,746.96,0.02,326442.27,0.33,206.07,0.13,0.0,0.0,0.0,0.0
