missing_value,normalization,outlier,model,outlier_bef_normalization_strat,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
2,1,3,1,0.12174447174447174,33062.59,0.24,803.95,0.13,105269.14,0.32,2997.78,0.13,459927.87,0.29,4677.94,0.13,2902.18,0.13,5453.67,0.13,270.76,0.13,2075.99,0.13,692.95,0.08,1517.94,0.05,344139.79,0.33,224.44,0.13,0.0,0.0,0.0,0.0
