missing_value,normalization,model,outlier_bef_normalization_strat,diff_sensitive_attr,ratio_sensitive_attr,cov,class_imbalance_ratio,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,utility_sp
2,3,1,0.11778255528255528,0.23211,2.02321,0.051381585634787535,2.776385989329622,3608.86,0.25,729.43,0.3,950.59,0.32,2957.62,0.29,1981.34,0.29,4438.74,0.29,2767.54,0.41,5298.08,0.34,266.11,0.15,1993.34,0.33,692.95,0.08,1518.08,0.05,162.66,0.33,175.47,0.1,0.1604495174884086
