outlier,missing_value,normalization,model,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
7,2,1,1,33100.94,0.24,718.94,0.13,105269.14,0.32,3027.72,0.13,460150.72,0.29,4568.16,0.13,2880.42,0.13,5293.14,0.13,278.53,0.13,2038.38,0.13,692.95,0.08,1518.0,0.05,344172.18,0.33,204.1,0.13,0.0,0.0,0.0,0.0
