missing_value,outlier,normalization,model,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
2,8,1,1,33059.13,0.24,779.5,0.13,105269.15,0.32,2971.82,0.13,460297.01,0.29,4630.51,0.13,2770.09,0.13,5332.19,0.13,287.42,0.13,2013.88,0.13,692.95,0.08,1518.04,0.05,344193.41,0.33,238.96,0.13,0.0,0.0,0.0,0.0
