missing_value,normalization,model,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,utility_sp
1,2,1,29854.7,0.28,681.73,0.13,94102.71,0.34,2693.29,0.13,413871.33,0.29,4594.53,0.13,2605.38,0.13,4761.83,0.13,247.01,0.13,1807.29,0.13,622.01,0.08,1359.25,0.05,311569.56,0.32,216.31,0.13,
