missing_value,outlier,normalization,model,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
2,4,1,1,33098.27,0.25,808.01,0.13,105269.14,0.32,2913.38,0.13,460020.02,0.29,4555.03,0.13,2885.69,0.13,5278.64,0.13,276.72,0.13,2060.39,0.13,692.95,0.08,1517.96,0.05,344153.19,0.33,217.97,0.13,0.0,0.0,0.0,0.0
