missing_value,normalization,outlier,model,outlier_bef_normalization_strat,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
2,1,7,1,0.12116093366093367,33090.08,0.25,737.53,0.13,105269.15,0.32,2982.26,0.13,460273.9,0.29,4565.23,0.13,2765.52,0.13,5332.43,0.13,239.85,0.13,2017.74,0.13,692.95,0.08,1518.04,0.05,344190.05,0.33,201.61,0.13,0.0,0.0,0.0,0.0
