missing_value,normalization,outlier,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
2,1,7,1,0.12116093366093367,0.12116093366093367,38092.33,0.26,729.74,0.13,102449.48,0.33,2848.06,0.13,436807.03,0.29,4484.23,0.13,2703.32,0.13,5204.63,0.13,233.45,0.13,1815.56,0.13,566.59,0.07,746.98,0.02,325849.65,0.29,196.18,0.13,0.0,0.0,0.0,0.0
