outlier,missing_value,normalization,model,outlier_bef_outlier_strat,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
5,2,1,1,0.12051597051597052,75775.02,0.21,821.56,0.13,94527.97,0.28,3301.58,0.13,423000.79,0.28,4916.43,0.13,3108.55,0.13,5652.24,0.13,301.92,0.13,1504.63,0.13,603.18,0.08,1363.65,0.05,337375.65,0.32,272.07,0.13,0.0,0.0,0.0,0.0
