outlier,missing_value,normalization,model,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
6,2,1,1,33144.09,0.24,757.38,0.13,105269.15,0.32,2886.32,0.13,460297.01,0.29,4428.28,0.13,2856.95,0.13,5132.51,0.13,265.75,0.13,2013.88,0.13,692.95,0.08,1518.04,0.05,344193.41,0.33,209.3,0.13,0.0,0.0,0.0,0.0
