missing_value,outlier,normalization,model,outlier_bef_outlier_strat,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
2,6,1,1,0.12542997542997544,62570.03,0.19,793.58,0.13,98938.04,0.3,3309.53,0.13,431405.46,0.29,4887.91,0.13,3076.92,0.13,5628.2,0.13,249.8,0.13,1641.97,0.13,592.73,0.07,1133.95,0.04,324472.74,0.35,215.05,0.13,0.0,0.0,0.0,0.0
