missing_value,normalization,model,outlier_bef_normalization_strat,diff_sensitive_attr,ratio_sensitive_attr,cov,class_imbalance_ratio,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,utility_sp
9,1,1,0.11993243243243243,0.22935,2.02321,0.05077203259733429,2.80284980144826,33049.75,0.25,790.5,0.0,105269.15,0.32,2966.05,0.0,460652.09,0.29,4505.98,0.0,2850.41,0.0,5204.11,0.0,260.89,0.0,1955.05,0.0,692.96,0.08,1518.14,0.05,344244.83,0.33,218.98,0.0,0.07187179215121295
