missing_value,normalization,outlier,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,diff_sensitive_attr,ratio_sensitive_attr,class_imbalance_ratio,utility_sp
2,1,2,1,0.12315724815724816,0.12315724815724816,35473.68,0.25,552.04,0.13,99523.67,0.3,2278.93,0.13,457171.46,0.25,3899.58,0.13,2236.01,0.13,4502.45,0.13,205.32,0.13,1569.65,0.13,1356.62,0.07,541.64,0.02,353098.14,0.3,184.6,0.13,0.0,0.0,0.0,0.0
