,init pf,init block clean threshold,init weighting schema,init matching threshold,f-score goal,param iterations,param f-score,proj iterations,proj f-score,profile iterations,profile f-score,grid search iterations,grid search f-score
752,0,0.275,3,0.6125,0.9,1,0.94367,1,0.94367,2,0.94742,5.0,0.92769
753,0,0.275,3,0.725,0.9,1,0.96385,1,0.96385,1,0.96385,5.0,0.92769
754,0,0.275,3,0.8375,0.9,1,0.92769,1,0.92769,1,0.92769,5.0,0.92769
755,0,0.275,3,0.95,0.9,10,0.92769,16,0.94367,5,0.96247,5.0,0.92769
756,0,0.3875,0,0.05,0.9,23,0.92769,35,0.94367,8,0.96247,5.0,0.92769
757,0,0.3875,0,0.1625,0.9,12,0.92769,20,0.91947,10,0.96247,5.0,0.92769
758,0,0.3875,0,0.275,0.9,20,0.91947,17,0.91119,10,0.96247,5.0,0.92769
759,0,0.3875,0,0.3875,0.9,12,0.92769,20,0.91947,9,0.96247,5.0,0.92769
760,0,0.3875,0,0.5,0.9,1,0.90024,1,0.90024,2,0.90779,5.0,0.92769
761,0,0.3875,0,0.6125,0.9,1,0.94193,1,0.94193,1,0.94193,5.0,0.92769
762,0,0.3875,0,0.725,0.9,1,0.96247,1,0.96247,1,0.96247,5.0,0.92769
763,0,0.3875,0,0.8375,0.9,1,0.92667,1,0.92667,1,0.92667,5.0,0.92769
764,0,0.3875,0,0.95,0.9,11,0.92667,17,0.94367,7,0.96247,5.0,0.92769
765,0,0.3875,1,0.05,0.9,12,0.92769,20,0.91947,9,0.96247,5.0,0.92769
766,0,0.3875,1,0.1625,0.9,14,0.92461,15,0.90093,9,0.96247,5.0,0.92769
767,0,0.3875,1,0.275,0.9,12,0.92769,15,0.90093,9,0.96247,5.0,0.92769
768,0,0.3875,1,0.3875,0.9,14,0.92461,15,0.90093,9,0.96247,5.0,0.92769
769,0,0.3875,1,0.5,0.9,1,0.90834,1,0.90834,2,0.91659,5.0,0.92769
770,0,0.3875,1,0.6125,0.9,1,0.94593,1,0.94593,2,0.94593,5.0,0.92769
771,0,0.3875,1,0.725,0.9,1,0.96303,1,0.96303,2,0.96303,5.0,0.92769
772,0,0.3875,1,0.8375,0.9,1,0.92352,1,0.92352,2,0.92667,5.0,0.92769
773,0,0.3875,1,0.95,0.9,11,0.92769,16,0.90024,8,0.96247,5.0,0.92769
774,0,0.3875,2,0.05,0.9,24,0.92769,35,0.94367,8,0.96247,5.0,0.92769
775,0,0.3875,2,0.1625,0.9,12,0.92769,16,0.90759,8,0.96247,5.0,0.92769
776,0,0.3875,2,0.275,0.9,14,0.90935,16,0.90759,8,0.96247,5.0,0.92769
777,0,0.3875,2,0.3875,0.9,12,0.92769,16,0.90759,9,0.96247,5.0,0.92769
778,0,0.3875,2,0.5,0.9,1,0.90467,1,0.90467,2,0.92117,5.0,0.92769
779,0,0.3875,2,0.6125,0.9,1,0.94549,1,0.94549,2,0.94948,5.0,0.92769
780,0,0.3875,2,0.725,0.9,1,0.96385,1,0.96385,2,0.96385,5.0,0.92769
781,0,0.3875,2,0.8375,0.9,1,0.92769,1,0.92769,2,0.92769,5.0,0.92769
782,0,0.3875,2,0.95,0.9,12,0.92769,15,0.90467,8,0.96247,5.0,0.92769
783,0,0.3875,3,0.05,0.9,11,0.92769,35,0.94367,8,0.96247,5.0,0.92769
784,0,0.3875,3,0.1625,0.9,14,0.91947,15,0.91119,8,0.96247,5.0,0.92769
785,0,0.3875,3,0.275,0.9,11,0.92769,16,0.91119,8,0.96247,5.0,0.92769
786,0,0.3875,3,0.3875,0.9,22,0.91947,15,0.91119,8,0.96247,5.0,0.92769
787,0,0.3875,3,0.5,0.9,3,0.91982,3,0.91982,2,0.91982,5.0,0.92769
788,0,0.3875,3,0.6125,0.9,1,0.94367,1,0.94367,2,0.94824,5.0,0.92769
789,0,0.3875,3,0.725,0.9,1,0.96385,1,0.96385,1,0.96385,5.0,0.92769
790,0,0.3875,3,0.8375,0.9,1,0.92769,1,0.92769,1,0.92769,5.0,0.92769
791,0,0.3875,3,0.95,0.9,11,0.92769,16,0.94367,5,0.96247,5.0,0.92769
792,0,0.5,0,0.05,0.9,11,0.92667,35,0.94367,8,0.96247,5.0,0.92769
793,0,0.5,0,0.1625,0.9,15,0.91947,20,0.91947,10,0.96247,5.0,0.92769
794,0,0.5,0,0.275,0.9,11,0.92667,17,0.91119,10,0.96247,5.0,0.92769
795,0,0.5,0,0.3875,0.9,21,0.91947,20,0.91947,9,0.96247,5.0,0.92769
796,0,0.5,0,0.5,0.9,1,0.90024,1,0.90024,2,0.90495,5.0,0.92769
797,0,0.5,0,0.6125,0.9,1,0.94193,1,0.94193,1,0.94193,5.0,0.92769
798,0,0.5,0,0.725,0.9,1,0.96247,1,0.96247,1,0.96247,5.0,0.92769
799,0,0.5,0,0.8375,0.9,1,0.92667,1,0.92667,1,0.92667,5.0,0.92769
800,0,0.5,0,0.95,0.9,10,0.92667,17,0.94367,7,0.96247,5.0,0.92769
801,0,0.5,1,0.05,0.9,20,0.91947,20,0.91947,8,0.96247,5.0,0.92769
802,0,0.5,1,0.1625,0.9,12,0.92667,14,0.90093,8,0.96247,5.0,0.92769
803,0,0.5,1,0.275,0.9,14,0.92461,14,0.90093,8,0.96247,5.0,0.92769
804,0,0.5,1,0.3875,0.9,13,0.92461,14,0.90093,5,0.96247,5.0,0.92769
805,0,0.5,1,0.5,0.9,1,0.90834,1,0.90834,2,0.90834,5.0,0.92769
806,0,0.5,1,0.6125,0.9,1,0.94593,1,0.94593,2,0.94593,5.0,0.92769
807,0,0.5,1,0.725,0.9,1,0.96303,1,0.96303,2,0.96303,5.0,0.92769
808,0,0.5,1,0.8375,0.9,1,0.92352,1,0.92352,2,0.92667,5.0,0.92769
809,0,0.5,1,0.95,0.9,12,0.92769,16,0.90024,8,0.96247,5.0,0.92769
810,0,0.5,2,0.05,0.9,12,0.92769,35,0.94367,7,0.96247,5.0,0.92769
811,0,0.5,2,0.1625,0.9,14,0.90935,16,0.90759,8,0.96247,5.0,0.92769
812,0,0.5,2,0.275,0.9,12,0.92769,16,0.90759,8,0.96247,5.0,0.92769
813,0,0.5,2,0.3875,0.9,14,0.90935,16,0.90759,8,0.96247,5.0,0.92769
814,0,0.5,2,0.5,0.9,1,0.90467,1,0.90467,2,0.92124,5.0,0.92769
815,0,0.5,2,0.6125,0.9,1,0.94549,1,0.94549,2,0.94563,5.0,0.92769
816,0,0.5,2,0.725,0.9,1,0.96385,1,0.96385,2,0.96385,5.0,0.92769
817,0,0.5,2,0.8375,0.9,1,0.92769,1,0.92769,2,0.92769,5.0,0.92769
818,0,0.5,2,0.95,0.9,11,0.92769,15,0.90467,8,0.96247,5.0,0.92769
819,0,0.5,3,0.05,0.9,23,0.92769,35,0.94367,10,0.96247,5.0,0.92769
820,0,0.5,3,0.1625,0.9,12,0.92769,15,0.91119,8,0.96247,5.0,0.92769
821,0,0.5,3,0.275,0.9,13,0.91947,16,0.91119,8,0.96247,5.0,0.92769
822,0,0.5,3,0.3875,0.9,12,0.92769,15,0.91119,8,0.96247,5.0,0.92769
823,0,0.5,3,0.5,0.9,3,0.92082,3,0.92082,2,0.92082,5.0,0.92769
824,0,0.5,3,0.6125,0.9,1,0.94367,1,0.94367,2,0.94549,5.0,0.92769
825,0,0.5,3,0.725,0.9,1,0.96385,1,0.96385,1,0.96385,5.0,0.92769
826,0,0.5,3,0.8375,0.9,1,0.92769,1,0.92769,1,0.92769,5.0,0.92769
827,0,0.5,3,0.95,0.9,10,0.92769,16,0.94367,5,0.96247,5.0,0.92769
828,0,0.6125,0,0.05,0.9,23,0.92769,33,0.94367,9,0.96247,5.0,0.92769
829,0,0.6125,0,0.1625,0.9,12,0.92769,19,0.91947,7,0.96247,5.0,0.92769
830,0,0.6125,0,0.275,0.9,19,0.91947,17,0.91119,7,0.96247,5.0,0.92769
831,0,0.6125,0,0.3875,0.9,15,0.91947,19,0.91947,4,0.96247,5.0,0.92769
832,0,0.6125,0,0.5,0.9,1,0.90024,1,0.90024,1,0.90024,5.0,0.92769
833,0,0.6125,0,0.6125,0.9,1,0.94193,1,0.94193,1,0.94193,5.0,0.92769
834,0,0.6125,0,0.725,0.9,1,0.96247,1,0.96247,1,0.96247,5.0,0.92769
835,0,0.6125,0,0.8375,0.9,1,0.92667,1,0.92667,1,0.92667,5.0,0.92769
836,0,0.6125,0,0.95,0.9,11,0.92667,17,0.94367,7,0.96247,5.0,0.92769
837,0,0.6125,1,0.05,0.9,20,0.91947,20,0.91947,9,0.96247,5.0,0.92769
838,0,0.6125,1,0.1625,0.9,14,0.92461,15,0.90093,8,0.96247,5.0,0.92769
839,0,0.6125,1,0.275,0.9,15,0.91947,15,0.90093,9,0.96247,5.0,0.92769
840,0,0.6125,1,0.3875,0.9,22,0.91947,17,0.91119,7,0.96247,5.0,0.92769
841,0,0.6125,1,0.5,0.9,1,0.90834,1,0.90834,2,0.90834,5.0,0.92769
842,0,0.6125,1,0.6125,0.9,1,0.94593,1,0.94593,2,0.94593,5.0,0.92769
843,0,0.6125,1,0.725,0.9,1,0.96303,1,0.96303,2,0.96303,5.0,0.92769
844,0,0.6125,1,0.8375,0.9,1,0.92352,1,0.92352,2,0.92667,5.0,0.92769
845,0,0.6125,1,0.95,0.9,11,0.92769,16,0.90024,8,0.96247,5.0,0.92769
846,0,0.6125,2,0.05,0.9,24,0.92769,35,0.94367,7,0.96247,5.0,0.92769
847,0,0.6125,2,0.1625,0.9,13,0.90935,15,0.90759,7,0.96247,5.0,0.92769
848,0,0.6125,2,0.275,0.9,14,0.90935,15,0.90759,7,0.96247,5.0,0.92769
849,0,0.6125,2,0.3875,0.9,13,0.90935,15,0.90759,4,0.96247,5.0,0.92769
850,0,0.6125,2,0.5,0.9,1,0.90467,1,0.90467,2,0.90467,5.0,0.92769
851,0,0.6125,2,0.6125,0.9,1,0.94549,1,0.94549,2,0.94549,5.0,0.92769
852,0,0.6125,2,0.725,0.9,1,0.96385,1,0.96385,2,0.96385,5.0,0.92769
853,0,0.6125,2,0.8375,0.9,1,0.92769,1,0.92769,2,0.92769,5.0,0.92769
854,0,0.6125,2,0.95,0.9,12,0.92769,15,0.90467,8,0.96247,5.0,0.92769
855,0,0.6125,3,0.05,0.9,11,0.92769,32,0.94367,8,0.96247,5.0,0.92769
856,0,0.6125,3,0.1625,0.9,14,0.91947,14,0.91119,8,0.96247,5.0,0.92769
857,0,0.6125,3,0.275,0.9,12,0.91947,15,0.91119,8,0.96247,5.0,0.92769
858,0,0.6125,3,0.3875,0.9,14,0.91947,14,0.91119,4,0.96247,5.0,0.92769
859,0,0.6125,3,0.5,0.9,3,0.90991,3,0.90024,3,0.93304,5.0,0.92769
860,0,0.6125,3,0.6125,0.9,1,0.94367,1,0.94367,1,0.94367,5.0,0.92769
861,0,0.6125,3,0.725,0.9,1,0.96385,1,0.96385,1,0.96385,5.0,0.92769
862,0,0.6125,3,0.8375,0.9,1,0.92769,1,0.92769,1,0.92769,5.0,0.92769
863,0,0.6125,3,0.95,0.9,12,0.92769,15,0.94367,5,0.96247,5.0,0.92769
864,0,0.725,0,0.05,0.9,12,0.92769,34,0.94367,7,0.96247,5.0,0.92769
865,0,0.725,0,0.1625,0.9,20,0.91947,17,0.91119,8,0.96247,5.0,0.92769
866,0,0.725,0,0.275,0.9,15,0.91947,20,0.91947,8,0.96247,5.0,0.92769
867,0,0.725,0,0.3875,0.9,20,0.91947,17,0.91119,8,0.96247,5.0,0.92769
868,0,0.725,0,0.5,0.9,1,0.90024,1,0.90024,1,0.90024,5.0,0.92769
869,0,0.725,0,0.6125,0.9,1,0.94193,1,0.94193,1,0.94193,5.0,0.92769
870,0,0.725,0,0.725,0.9,1,0.96247,1,0.96247,1,0.96247,5.0,0.92769
871,0,0.725,0,0.8375,0.9,1,0.92667,1,0.92667,1,0.92667,5.0,0.92769
872,0,0.725,0,0.95,0.9,11,0.92769,14,0.90024,7,0.96247,5.0,0.92769
873,0,0.725,1,0.05,0.9,25,0.92769,33,0.94367,9,0.96247,5.0,0.92769
874,0,0.725,1,0.1625,0.9,15,0.91947,22,0.91947,8,0.96247,5.0,0.92769
875,0,0.725,1,0.275,0.9,22,0.91947,17,0.91119,8,0.96247,5.0,0.92769
876,0,0.725,1,0.3875,0.9,15,0.91947,22,0.91947,8,0.96247,5.0,0.92769
877,0,0.725,1,0.5,0.9,1,0.90834,1,0.90834,2,0.90834,5.0,0.92769
878,0,0.725,1,0.6125,0.9,1,0.94593,1,0.94593,2,0.94593,5.0,0.92769
879,0,0.725,1,0.725,0.9,1,0.96303,1,0.96303,2,0.96303,5.0,0.92769
880,0,0.725,1,0.8375,0.9,1,0.92352,1,0.92352,2,0.92667,5.0,0.92769
881,0,0.725,1,0.95,0.9,12,0.92667,17,0.94367,8,0.96247,5.0,0.92769
882,0,0.725,2,0.05,0.9,24,0.92769,35,0.94367,9,0.96247,5.0,0.92769
883,0,0.725,2,0.1625,0.9,14,0.90935,16,0.90759,8,0.96247,5.0,0.92769
884,0,0.725,2,0.275,0.9,14,0.90935,16,0.90759,8,0.96247,5.0,0.92769
885,0,0.725,2,0.3875,0.9,14,0.90935,17,0.91119,8,0.96247,5.0,0.92769
886,0,0.725,2,0.5,0.9,1,0.90467,1,0.90467,2,0.90467,5.0,0.92769
887,0,0.725,2,0.6125,0.9,1,0.94549,1,0.94549,2,0.94549,5.0,0.92769
888,0,0.725,2,0.725,0.9,1,0.96385,1,0.96385,2,0.96385,5.0,0.92769
889,0,0.725,2,0.8375,0.9,1,0.92769,1,0.92769,2,0.92769,5.0,0.92769
890,0,0.725,2,0.95,0.9,11,0.92769,15,0.90467,8,0.96247,5.0,0.92769
891,0,0.725,3,0.05,0.9,24,0.92769,31,0.94367,9,0.96247,5.0,0.92769
892,0,0.725,3,0.1625,0.9,13,0.91947,16,0.91119,9,0.96247,5.0,0.92769
893,0,0.725,3,0.275,0.9,14,0.91947,15,0.91119,9,0.96247,5.0,0.92769
894,0,0.725,3,0.3875,0.9,13,0.91947,16,0.91119,8,0.96247,5.0,0.92769
895,0,0.725,3,0.5,0.9,3,0.90024,3,0.90991,3,0.93304,5.0,0.92769
896,0,0.725,3,0.6125,0.9,1,0.94367,1,0.94367,1,0.94367,5.0,0.92769
897,0,0.725,3,0.725,0.9,1,0.96385,1,0.96385,1,0.96385,5.0,0.92769
898,0,0.725,3,0.8375,0.9,1,0.92769,1,0.92769,1,0.92769,5.0,0.92769
899,0,0.725,3,0.95,0.9,10,0.92769,16,0.94367,5,0.96247,5.0,0.92769
900,0,0.8375,0,0.05,0.9,23,0.92769,33,0.94367,7,0.96247,5.0,0.92769
901,0,0.8375,0,0.1625,0.9,15,0.91947,20,0.91947,8,0.96247,5.0,0.92769
902,0,0.8375,0,0.275,0.9,20,0.91947,17,0.91119,8,0.96247,5.0,0.92769
