,pf,block clean threshold,weighting schema,matching threshold,f-score
0,0,0.05,0,0.05,0.04259
1,0,0.05,0,0.17857,0.11561
2,0,0.05,0,0.30714,0.11809
3,0,0.05,0,0.43571,0.78894
4,0,0.05,0,0.56429,0.93035
5,0,0.05,0,0.69286,0.96062
6,0,0.05,0,0.82143,0.94206
7,0,0.05,0,0.95,0.78195
8,0,0.05,1,0.05,0.02595
9,0,0.05,1,0.17857,0.09125
10,0,0.05,1,0.30714,0.0926
11,0,0.05,1,0.43571,0.78962
12,0,0.05,1,0.56429,0.93591
13,0,0.05,1,0.69286,0.9607
14,0,0.05,1,0.82143,0.93874
15,0,0.05,1,0.95,0.77896
16,0,0.05,2,0.05,0.02555
17,0,0.05,2,0.17857,0.08853
18,0,0.05,2,0.30714,0.08984
19,0,0.05,2,0.43571,0.78625
20,0,0.05,2,0.56429,0.93562
21,0,0.05,2,0.69286,0.96071
22,0,0.05,2,0.82143,0.94306
23,0,0.05,2,0.95,0.78294
24,0,0.05,3,0.05,0.02137
25,0,0.05,3,0.17857,0.05842
26,0,0.05,3,0.30714,0.05911
27,0,0.05,3,0.43571,0.76801
28,0,0.05,3,0.56429,0.93207
29,0,0.05,3,0.69286,0.96071
30,0,0.05,3,0.82143,0.94306
31,0,0.05,3,0.95,0.78294
32,0,0.17857,0,0.05,0.07247
33,0,0.17857,0,0.17857,0.19051
34,0,0.17857,0,0.30714,0.19631
35,0,0.17857,0,0.43571,0.81126
36,0,0.17857,0,0.56429,0.93113
37,0,0.17857,0,0.69286,0.96009
38,0,0.17857,0,0.82143,0.94107
39,0,0.17857,0,0.95,0.78095
40,0,0.17857,1,0.05,0.05818
41,0,0.17857,1,0.17857,0.25744
42,0,0.17857,1,0.30714,0.26556
43,0,0.17857,1,0.43571,0.8166
44,0,0.17857,1,0.56429,0.93935
45,0,0.17857,1,0.69286,0.96165
46,0,0.17857,1,0.82143,0.93724
47,0,0.17857,1,0.95,0.77796
48,0,0.17857,2,0.05,0.04956
49,0,0.17857,2,0.17857,0.18942
50,0,0.17857,2,0.30714,0.19454
51,0,0.17857,2,0.43571,0.8064
52,0,0.17857,2,0.56429,0.93838
53,0,0.17857,2,0.69286,0.96303
54,0,0.17857,2,0.82143,0.94281
55,0,0.17857,2,0.95,0.78261
56,0,0.17857,3,0.05,0.03596
57,0,0.17857,3,0.17857,0.11934
58,0,0.17857,3,0.30714,0.12183
59,0,0.17857,3,0.43571,0.79327
60,0,0.17857,3,0.56429,0.93582
61,0,0.17857,3,0.69286,0.96284
62,0,0.17857,3,0.82143,0.94281
63,0,0.17857,3,0.95,0.78261
64,0,0.30714,0,0.05,0.12835
65,0,0.30714,0,0.17857,0.31284
66,0,0.30714,0,0.30714,0.32619
67,0,0.30714,0,0.43571,0.83892
68,0,0.30714,0,0.56429,0.93109
69,0,0.30714,0,0.69286,0.95749
70,0,0.30714,0,0.82143,0.93807
71,0,0.30714,0,0.95,0.77796
72,0,0.30714,1,0.05,0.17663
73,0,0.30714,1,0.17857,0.51948
74,0,0.30714,1,0.30714,0.54313
75,0,0.30714,1,0.43571,0.83933
76,0,0.30714,1,0.56429,0.9359
77,0,0.30714,1,0.69286,0.95564
78,0,0.30714,1,0.82143,0.92941
79,0,0.30714,1,0.95,0.77159
80,0,0.30714,2,0.05,0.12332
81,0,0.30714,2,0.17857,0.36611
82,0,0.30714,2,0.30714,0.38025
83,0,0.30714,2,0.43571,0.83271
84,0,0.30714,2,0.56429,0.94264
85,0,0.30714,2,0.69286,0.96402
86,0,0.30714,2,0.82143,0.94181
87,0,0.30714,2,0.95,0.78195
88,0,0.30714,3,0.05,0.09459
89,0,0.30714,3,0.17857,0.28816
90,0,0.30714,3,0.30714,0.29818
91,0,0.30714,3,0.43571,0.82423
92,0,0.30714,3,0.56429,0.94125
93,0,0.30714,3,0.69286,0.96359
94,0,0.30714,3,0.82143,0.94181
95,0,0.30714,3,0.95,0.78195
96,0,0.43571,0,0.05,0.26358
97,0,0.43571,0,0.17857,0.49079
98,0,0.43571,0,0.30714,0.51436
99,0,0.43571,0,0.43571,0.86359
100,0,0.43571,0,0.56429,0.92318
101,0,0.43571,0,0.69286,0.94451
102,0,0.43571,0,0.82143,0.91843
103,0,0.43571,0,0.95,0.75866
104,0,0.43571,1,0.05,0.44354
105,0,0.43571,1,0.17857,0.72223
106,0,0.43571,1,0.30714,0.7544
107,0,0.43571,1,0.43571,0.8676
108,0,0.43571,1,0.56429,0.9198
109,0,0.43571,1,0.69286,0.93193
110,0,0.43571,1,0.82143,0.90429
111,0,0.43571,1,0.95,0.74873
112,0,0.43571,2,0.05,0.28239
113,0,0.43571,2,0.17857,0.57689
114,0,0.43571,2,0.30714,0.60375
115,0,0.43571,2,0.43571,0.8744
116,0,0.43571,2,0.56429,0.94026
117,0,0.43571,2,0.69286,0.95935
118,0,0.43571,2,0.82143,0.93506
119,0,0.43571,2,0.95,0.77729
120,0,0.43571,3,0.05,0.25434
121,0,0.43571,3,0.17857,0.54602
122,0,0.43571,3,0.30714,0.57127
123,0,0.43571,3,0.43571,0.86995
124,0,0.43571,3,0.56429,0.94092
125,0,0.43571,3,0.69286,0.95959
126,0,0.43571,3,0.82143,0.93532
127,0,0.43571,3,0.95,0.77729
128,0,0.56429,0,0.05,0.43777
129,0,0.56429,0,0.17857,0.64903
130,0,0.56429,0,0.30714,0.67117
131,0,0.56429,0,0.43571,0.86518
132,0,0.56429,0,0.56429,0.89877
133,0,0.56429,0,0.69286,0.90853
134,0,0.56429,0,0.82143,0.88273
135,0,0.56429,0,0.95,0.72618
136,0,0.56429,1,0.05,0.63812
137,0,0.56429,1,0.17857,0.76368
138,0,0.56429,1,0.30714,0.78628
139,0,0.56429,1,0.43571,0.83321
140,0,0.56429,1,0.56429,0.86084
141,0,0.56429,1,0.69286,0.86874
142,0,0.56429,1,0.82143,0.84124
143,0,0.56429,1,0.95,0.69481
144,0,0.56429,2,0.05,0.52512
145,0,0.56429,2,0.17857,0.73596
146,0,0.56429,2,0.30714,0.76671
147,0,0.56429,2,0.43571,0.88413
148,0,0.56429,2,0.56429,0.92536
149,0,0.56429,2,0.69286,0.94011
150,0,0.56429,2,0.82143,0.91242
151,0,0.56429,2,0.95,0.75694
152,0,0.56429,3,0.05,0.38808
