,pf,block clean threshold,weighting schema,matching threshold,f-score
153,0,0.56429,3,0.17857,0.65242
154,0,0.56429,3,0.30714,0.68413
155,0,0.56429,3,0.43571,0.87743
156,0,0.56429,3,0.56429,0.92573
157,0,0.56429,3,0.69286,0.94107
158,0,0.56429,3,0.82143,0.914
159,0,0.56429,3,0.95,0.75763
160,0,0.69286,0,0.05,0.54023
161,0,0.69286,0,0.17857,0.67932
162,0,0.69286,0,0.30714,0.69485
163,0,0.69286,0,0.43571,0.77128
164,0,0.69286,0,0.56429,0.78669
165,0,0.69286,0,0.69286,0.79519
166,0,0.69286,0,0.82143,0.76677
167,0,0.69286,0,0.95,0.62338
168,0,0.69286,1,0.05,0.59778
169,0,0.69286,1,0.17857,0.62517
170,0,0.69286,1,0.30714,0.63423
171,0,0.69286,1,0.43571,0.65909
172,0,0.69286,1,0.56429,0.67014
173,0,0.69286,1,0.69286,0.67647
174,0,0.69286,1,0.82143,0.65071
175,0,0.69286,1,0.95,0.52437
176,0,0.69286,2,0.05,0.69933
177,0,0.69286,2,0.17857,0.74457
178,0,0.69286,2,0.30714,0.75563
179,0,0.69286,2,0.43571,0.78929
180,0,0.69286,2,0.56429,0.80285
181,0,0.69286,2,0.69286,0.81524
182,0,0.69286,2,0.82143,0.78931
183,0,0.69286,2,0.95,0.65182
184,0,0.69286,3,0.05,0.61612
185,0,0.69286,3,0.17857,0.72388
186,0,0.69286,3,0.30714,0.7457
187,0,0.69286,3,0.43571,0.80715
188,0,0.69286,3,0.56429,0.82812
189,0,0.69286,3,0.69286,0.83986
190,0,0.69286,3,0.82143,0.81475
191,0,0.69286,3,0.95,0.67298
192,0,0.82143,0,0.05,0.43092
193,0,0.82143,0,0.17857,0.47341
194,0,0.82143,0,0.30714,0.47952
195,0,0.82143,0,0.43571,0.494
196,0,0.82143,0,0.56429,0.49885
197,0,0.82143,0,0.69286,0.50367
198,0,0.82143,0,0.82143,0.47834
199,0,0.82143,0,0.95,0.37991
200,0,0.82143,1,0.05,0.2498
201,0,0.82143,1,0.17857,0.25086
202,0,0.82143,1,0.30714,0.25164
203,0,0.82143,1,0.43571,0.25193
204,0,0.82143,1,0.56429,0.25252
205,0,0.82143,1,0.69286,0.255
206,0,0.82143,1,0.82143,0.24398
207,0,0.82143,1,0.95,0.18597
208,0,0.82143,2,0.05,0.49808
209,0,0.82143,2,0.17857,0.5394
210,0,0.82143,2,0.30714,0.54699
211,0,0.82143,2,0.43571,0.5772
212,0,0.82143,2,0.56429,0.58784
213,0,0.82143,2,0.69286,0.59864
214,0,0.82143,2,0.82143,0.5718
215,0,0.82143,2,0.95,0.45783
216,0,0.82143,3,0.05,0.49524
217,0,0.82143,3,0.17857,0.53604
218,0,0.82143,3,0.30714,0.5436
219,0,0.82143,3,0.43571,0.57372
220,0,0.82143,3,0.56429,0.58399
221,0,0.82143,3,0.69286,0.59473
222,0,0.82143,3,0.82143,0.56769
223,0,0.82143,3,0.95,0.45464
224,0,0.95,0,0.05,0.17895
225,0,0.95,0,0.17857,0.18671
226,0,0.95,0,0.30714,0.18811
227,0,0.95,0,0.43571,0.19028
228,0,0.95,0,0.56429,0.19112
229,0,0.95,0,0.69286,0.19367
230,0,0.95,0,0.82143,0.18508
231,0,0.95,0,0.95,0.14886
232,0,0.95,1,0.05,0.20737
233,0,0.95,1,0.17857,0.22053
234,0,0.95,1,0.30714,0.22379
235,0,0.95,1,0.43571,0.23582
236,0,0.95,1,0.56429,0.24001
237,0,0.95,1,0.69286,0.24584
238,0,0.95,1,0.82143,0.23246
239,0,0.95,1,0.95,0.19135
240,0,0.95,2,0.05,0.20737
241,0,0.95,2,0.17857,0.22053
242,0,0.95,2,0.30714,0.22379
243,0,0.95,2,0.43571,0.23582
244,0,0.95,2,0.56429,0.24001
245,0,0.95,2,0.69286,0.24584
246,0,0.95,2,0.82143,0.23246
247,0,0.95,2,0.95,0.19135
248,0,0.95,3,0.05,0.20737
249,0,0.95,3,0.17857,0.22053
250,0,0.95,3,0.30714,0.22379
251,0,0.95,3,0.43571,0.23582
252,0,0.95,3,0.56429,0.24001
253,0,0.95,3,0.69286,0.24584
254,0,0.95,3,0.82143,0.23246
255,0,0.95,3,0.95,0.19135
256,1,0.05,0,0.05,0.71798
257,1,0.05,0,0.17857,0.81384
258,1,0.05,0,0.30714,0.8279
259,1,0.05,0,0.43571,0.88976
260,1,0.05,0,0.56429,0.90158
261,1,0.05,0,0.69286,0.90931
262,1,0.05,0,0.82143,0.87801
263,1,0.05,0,0.95,0.71737
264,1,0.05,1,0.05,0.75928
265,1,0.05,1,0.17857,0.8219
266,1,0.05,1,0.30714,0.83189
267,1,0.05,1,0.43571,0.85756
268,1,0.05,1,0.56429,0.86899
269,1,0.05,1,0.69286,0.87475
270,1,0.05,1,0.82143,0.84271
271,1,0.05,1,0.95,0.68284
272,1,0.05,2,0.05,0.76834
273,1,0.05,2,0.17857,0.86237
274,1,0.05,2,0.30714,0.87572
275,1,0.05,2,0.43571,0.92178
276,1,0.05,2,0.56429,0.94183
277,1,0.05,2,0.69286,0.95774
278,1,0.05,2,0.82143,0.92609
279,1,0.05,2,0.95,0.76584
280,1,0.05,3,0.05,0.69432
281,1,0.05,3,0.17857,0.83553
282,1,0.05,3,0.30714,0.85228
283,1,0.05,3,0.43571,0.91816
284,1,0.05,3,0.56429,0.94241
285,1,0.05,3,0.69286,0.95808
286,1,0.05,3,0.82143,0.92615
287,1,0.05,3,0.95,0.76584
288,1,0.17857,0,0.05,0.74925
289,1,0.17857,0,0.17857,0.75069
290,1,0.17857,0,0.30714,0.7513
291,1,0.17857,0,0.43571,0.75378
292,1,0.17857,0,0.56429,0.75567
293,1,0.17857,0,0.69286,0.75308
294,1,0.17857,0,0.82143,0.72138
295,1,0.17857,0,0.95,0.56839
296,1,0.17857,1,0.05,0.60482
297,1,0.17857,1,0.17857,0.60757
298,1,0.17857,1,0.30714,0.60885
299,1,0.17857,1,0.43571,0.61164
300,1,0.17857,1,0.56429,0.61368
301,1,0.17857,1,0.69286,0.61224
302,1,0.17857,1,0.82143,0.58764
303,1,0.17857,1,0.95,0.4518
304,1,0.17857,2,0.05,0.60518
305,1,0.17857,2,0.17857,0.60793
306,1,0.17857,2,0.30714,0.60922
307,1,0.17857,2,0.43571,0.61164
308,1,0.17857,2,0.56429,0.61368
309,1,0.17857,2,0.69286,0.61224
310,1,0.17857,2,0.82143,0.58764
311,1,0.17857,2,0.95,0.4518
312,1,0.17857,3,0.05,0.83362
313,1,0.17857,3,0.17857,0.84451
314,1,0.17857,3,0.30714,0.84557
315,1,0.17857,3,0.43571,0.84814
316,1,0.17857,3,0.56429,0.84968
317,1,0.17857,3,0.69286,0.85281
318,1,0.17857,3,0.82143,0.82303
319,1,0.17857,3,0.95,0.67105
320,1,0.30714,0,0.05,0.43414
321,1,0.30714,0,0.17857,0.4343
322,1,0.30714,0,0.30714,0.4343
323,1,0.30714,0,0.43571,0.4343
324,1,0.30714,0,0.56429,0.43375
325,1,0.30714,0,0.69286,0.42882
326,1,0.30714,0,0.82143,0.40801
327,1,0.30714,0,0.95,0.30359
328,1,0.30714,1,0.05,0.44033
329,1,0.30714,1,0.17857,0.44064
330,1,0.30714,1,0.30714,0.44079
331,1,0.30714,1,0.43571,0.44079
332,1,0.30714,1,0.56429,0.4404
333,1,0.30714,1,0.69286,0.43586
334,1,0.30714,1,0.82143,0.41482
335,1,0.30714,1,0.95,0.31003
336,1,0.30714,2,0.05,0.44033
337,1,0.30714,2,0.17857,0.44064
338,1,0.30714,2,0.30714,0.44079
339,1,0.30714,2,0.43571,0.44079
340,1,0.30714,2,0.56429,0.4404
341,1,0.30714,2,0.69286,0.43586
342,1,0.30714,2,0.82143,0.41482
343,1,0.30714,2,0.95,0.31003
344,1,0.30714,3,0.05,0.74121
345,1,0.30714,3,0.17857,0.74329
346,1,0.30714,3,0.30714,0.74391
347,1,0.30714,3,0.43571,0.74433
348,1,0.30714,3,0.56429,0.7446
349,1,0.30714,3,0.69286,0.74237
350,1,0.30714,3,0.82143,0.71498
351,1,0.30714,3,0.95,0.58208
352,1,0.43571,0,0.05,0.34546
353,1,0.43571,0,0.17857,0.34559
354,1,0.43571,0,0.30714,0.34559
355,1,0.43571,0,0.43571,0.34559
356,1,0.43571,0,0.56429,0.34559
357,1,0.43571,0,0.69286,0.33968
358,1,0.43571,0,0.82143,0.32466
359,1,0.43571,0,0.95,0.23981
360,1,0.43571,1,0.05,0.34546
361,1,0.43571,1,0.17857,0.34559
362,1,0.43571,1,0.30714,0.34559
363,1,0.43571,1,0.43571,0.34559
364,1,0.43571,1,0.56429,0.34559
365,1,0.43571,1,0.69286,0.33968
366,1,0.43571,1,0.82143,0.32466
367,1,0.43571,1,0.95,0.23981
368,1,0.43571,2,0.05,0.34546
369,1,0.43571,2,0.17857,0.34559
370,1,0.43571,2,0.30714,0.34559
371,1,0.43571,2,0.43571,0.34559
372,1,0.43571,2,0.56429,0.34559
373,1,0.43571,2,0.69286,0.33968
374,1,0.43571,2,0.82143,0.32466
375,1,0.43571,2,0.95,0.23981
376,1,0.43571,3,0.05,0.66826
377,1,0.43571,3,0.17857,0.66826
378,1,0.43571,3,0.30714,0.66826
379,1,0.43571,3,0.43571,0.66826
380,1,0.43571,3,0.56429,0.66747
381,1,0.43571,3,0.69286,0.66225
382,1,0.43571,3,0.82143,0.63517
383,1,0.43571,3,0.95,0.50437
384,1,0.56429,0,0.05,0.28363
385,1,0.56429,0,0.17857,0.28373
386,1,0.56429,0,0.30714,0.28373
387,1,0.56429,0,0.43571,0.28373
388,1,0.56429,0,0.56429,0.28373
389,1,0.56429,0,0.69286,0.27797
390,1,0.56429,0,0.82143,0.26386
391,1,0.56429,0,0.95,0.19407
392,1,0.56429,1,0.05,0.28363
393,1,0.56429,1,0.17857,0.28373
394,1,0.56429,1,0.30714,0.28373
395,1,0.56429,1,0.43571,0.28373
396,1,0.56429,1,0.56429,0.28373
397,1,0.56429,1,0.69286,0.27797
398,1,0.56429,1,0.82143,0.26386
399,1,0.56429,1,0.95,0.19407
400,1,0.56429,2,0.05,0.28363
401,1,0.56429,2,0.17857,0.28373
402,1,0.56429,2,0.30714,0.28373
403,1,0.56429,2,0.43571,0.28373
404,1,0.56429,2,0.56429,0.28373
405,1,0.56429,2,0.69286,0.27797
406,1,0.56429,2,0.82143,0.26386
407,1,0.56429,2,0.95,0.19407
408,1,0.56429,3,0.05,0.55501
409,1,0.56429,3,0.17857,0.55501
410,1,0.56429,3,0.30714,0.55501
411,1,0.56429,3,0.43571,0.55501
412,1,0.56429,3,0.56429,0.55454
413,1,0.56429,3,0.69286,0.54925
414,1,0.56429,3,0.82143,0.52471
415,1,0.56429,3,0.95,0.40631
416,1,0.69286,0,0.05,0.20918
417,1,0.69286,0,0.17857,0.20918
418,1,0.69286,0,0.30714,0.20918
419,1,0.69286,0,0.43571,0.20918
420,1,0.69286,0,0.56429,0.20918
421,1,0.69286,0,0.69286,0.20573
422,1,0.69286,0,0.82143,0.1926
423,1,0.69286,0,0.95,0.14202
424,1,0.69286,1,0.05,0.20918
425,1,0.69286,1,0.17857,0.20918
426,1,0.69286,1,0.30714,0.20918
427,1,0.69286,1,0.43571,0.20918
428,1,0.69286,1,0.56429,0.20918
429,1,0.69286,1,0.69286,0.20573
430,1,0.69286,1,0.82143,0.1926
431,1,0.69286,1,0.95,0.14202
432,1,0.69286,2,0.05,0.20918
433,1,0.69286,2,0.17857,0.20918
434,1,0.69286,2,0.30714,0.20918
435,1,0.69286,2,0.43571,0.20918
436,1,0.69286,2,0.56429,0.20918
437,1,0.69286,2,0.69286,0.20573
438,1,0.69286,2,0.82143,0.1926
439,1,0.69286,2,0.95,0.14202
440,1,0.69286,3,0.05,0.43224
441,1,0.69286,3,0.17857,0.43224
442,1,0.69286,3,0.30714,0.43224
443,1,0.69286,3,0.43571,0.43224
444,1,0.69286,3,0.56429,0.43169
445,1,0.69286,3,0.69286,0.42771
446,1,0.69286,3,0.82143,0.40688
447,1,0.69286,3,0.95,0.30874
448,1,0.82143,0,0.05,0.12951
449,1,0.82143,0,0.17857,0.12951
450,1,0.82143,0,0.30714,0.12951
451,1,0.82143,0,0.43571,0.12951
452,1,0.82143,0,0.56429,0.12951
453,1,0.82143,0,0.69286,0.12638
454,1,0.82143,0,0.82143,0.11605
455,1,0.82143,0,0.95,0.08359
456,1,0.82143,1,0.05,0.12951
457,1,0.82143,1,0.17857,0.12951
458,1,0.82143,1,0.30714,0.12951
459,1,0.82143,1,0.43571,0.12951
460,1,0.82143,1,0.56429,0.12951
461,1,0.82143,1,0.69286,0.12638
462,1,0.82143,1,0.82143,0.11605
463,1,0.82143,1,0.95,0.08359
464,1,0.82143,2,0.05,0.12951
465,1,0.82143,2,0.17857,0.12951
466,1,0.82143,2,0.30714,0.12951
467,1,0.82143,2,0.43571,0.12951
468,1,0.82143,2,0.56429,0.12951
469,1,0.82143,2,0.69286,0.12638
470,1,0.82143,2,0.82143,0.11605
471,1,0.82143,2,0.95,0.08359
472,1,0.82143,3,0.05,0.27653
473,1,0.82143,3,0.17857,0.27653
474,1,0.82143,3,0.30714,0.27653
475,1,0.82143,3,0.43571,0.27653
476,1,0.82143,3,0.56429,0.27653
477,1,0.82143,3,0.69286,0.27262
478,1,0.82143,3,0.82143,0.25705
479,1,0.82143,3,0.95,0.18893
480,1,0.95,0,0.05,0.04311
481,1,0.95,0,0.17857,0.04311
482,1,0.95,0,0.30714,0.04311
483,1,0.95,0,0.43571,0.04311
484,1,0.95,0,0.56429,0.04311
485,1,0.95,0,0.69286,0.04139
486,1,0.95,0,0.82143,0.03706
487,1,0.95,0,0.95,0.02487
488,1,0.95,1,0.05,0.04311
489,1,0.95,1,0.17857,0.04311
490,1,0.95,1,0.30714,0.04311
491,1,0.95,1,0.43571,0.04311
492,1,0.95,1,0.56429,0.04311
493,1,0.95,1,0.69286,0.04139
494,1,0.95,1,0.82143,0.03706
495,1,0.95,1,0.95,0.02487
496,1,0.95,2,0.05,0.04311
497,1,0.95,2,0.17857,0.04311
498,1,0.95,2,0.30714,0.04311
499,1,0.95,2,0.43571,0.04311
500,1,0.95,2,0.56429,0.04311
501,1,0.95,2,0.69286,0.04139
502,1,0.95,2,0.82143,0.03706
503,1,0.95,2,0.95,0.02487
504,1,0.95,3,0.05,0.0877
505,1,0.95,3,0.17857,0.0877
506,1,0.95,3,0.30714,0.0877
507,1,0.95,3,0.43571,0.0877
508,1,0.95,3,0.56429,0.0877
509,1,0.95,3,0.69286,0.08605
510,1,0.95,3,0.82143,0.07945
511,1,0.95,3,0.95,0.0568
