,blocking threshold,match threshold,precision,recall,f-score,acc
1461,0.19,0.61,0.96171,0.76799,0.854,0.85415
1462,0.19,0.62,0.96437,0.76664,0.85421,0.85465
1463,0.19,0.63,0.96653,0.76619,0.85478,0.85539
1464,0.19,0.64,0.96816,0.76574,0.85513,0.85589
1465,0.19,0.65,0.9687,0.76529,0.85506,0.85589
1466,0.19,0.66,0.96978,0.76484,0.8552,0.85614
1467,0.19,0.67,0.97805,0.76124,0.85613,0.85789
1468,0.19,0.68,0.97914,0.75989,0.85569,0.85764
1469,0.19,0.69,0.98026,0.75899,0.85555,0.85764
1470,0.19,0.7,0.98079,0.75764,0.85489,0.85714
1471,0.19,0.71,0.98077,0.75674,0.85431,0.85664
1472,0.19,0.72,0.98128,0.75405,0.85279,0.85539
1473,0.19,0.73,0.98356,0.75315,0.85307,0.85589
1474,0.19,0.74,0.98411,0.7518,0.85241,0.85539
1475,0.19,0.75,0.98581,0.74955,0.8516,0.8549
1476,0.19,0.76,0.98687,0.74326,0.84791,0.8519
1477,0.19,0.77,0.98802,0.74146,0.84716,0.8514
1478,0.19,0.78,0.99083,0.72887,0.8399,0.84565
1479,0.19,0.79,0.99076,0.72347,0.83628,0.84266
1480,0.19,0.8,0.99194,0.71897,0.83368,0.84066
1481,0.19,0.81,0.99248,0.71223,0.82932,0.83716
1482,0.19,0.82,0.99242,0.70683,0.82563,0.83417
1483,0.19,0.83,0.99239,0.70324,0.82316,0.83217
1484,0.19,0.84,0.99282,0.68435,0.81022,0.82193
1485,0.19,0.85,0.99277,0.67941,0.80673,0.81918
1486,0.19,0.86,0.99332,0.66906,0.79957,0.81369
1487,0.19,0.87,0.99311,0.64838,0.78455,0.8022
1488,0.19,0.88,0.99508,0.63624,0.77619,0.7962
1489,0.19,0.89,0.99489,0.61241,0.75814,0.78297
1490,0.19,0.9,0.99486,0.60926,0.75571,0.78122
1491,0.19,0.91,0.99462,0.58183,0.73418,0.76598
1492,0.19,0.92,0.99444,0.5634,0.71929,0.75574
1493,0.19,0.93,0.99589,0.54451,0.70407,0.74575
1494,0.19,0.94,0.99738,0.51394,0.67834,0.72927
1495,0.19,0.95,0.99819,0.49685,0.66346,0.72003
1496,0.19,0.96,0.99812,0.47662,0.64516,0.70879
1497,0.19,0.97,0.99804,0.45818,0.62804,0.69855
1498,0.19,0.98,0.998,0.44919,0.61953,0.69356
1499,0.19,0.99,0.998,0.44784,0.61825,0.69281
1500,0.2,0.0,0.5234,0.75944,0.6197,0.44896
1501,0.2,0.01,0.52421,0.75944,0.62027,0.45029
1502,0.2,0.02,0.54945,0.75944,0.6376,0.48963
1503,0.2,0.03,0.60128,0.75944,0.67117,0.56007
1504,0.2,0.04,0.65087,0.75944,0.70098,0.61696
1505,0.2,0.05,0.68854,0.75944,0.72225,0.6547
1506,0.2,0.06,0.72118,0.75944,0.73982,0.68421
1507,0.2,0.07,0.74701,0.75944,0.75317,0.70574
1508,0.2,0.08,0.76013,0.75944,0.75978,0.71611
1509,0.2,0.09,0.77053,0.75944,0.76494,0.72408
1510,0.2,0.1,0.78158,0.75944,0.77035,0.73232
1511,0.2,0.11,0.78376,0.75944,0.77141,0.73392
1512,0.2,0.12,0.78925,0.75944,0.77406,0.73791
1513,0.2,0.13,0.79147,0.75944,0.77512,0.7395
1514,0.2,0.14,0.79333,0.75944,0.77602,0.74083
1515,0.2,0.15,0.79595,0.75944,0.77727,0.74269
1516,0.2,0.16,0.79972,0.75944,0.77906,0.74535
1517,0.2,0.17,0.80238,0.75944,0.78032,0.74721
1518,0.2,0.18,0.80467,0.75944,0.7814,0.7488
1519,0.2,0.19,0.80505,0.75944,0.78158,0.74907
1520,0.2,0.2,0.80852,0.75944,0.78321,0.75146
1521,0.2,0.21,0.81007,0.75944,0.78394,0.75253
1522,0.2,0.22,0.81085,0.75944,0.7843,0.75306
1523,0.2,0.23,0.81124,0.75944,0.78449,0.75332
1524,0.2,0.24,0.81358,0.75944,0.78558,0.75492
1525,0.2,0.25,0.81634,0.75944,0.78686,0.75678
1526,0.2,0.26,0.81951,0.75944,0.78833,0.7589
1527,0.2,0.27,0.8215,0.75944,0.78925,0.76023
1528,0.2,0.28,0.8231,0.75944,0.78999,0.7613
1529,0.2,0.29,0.8243,0.75944,0.79054,0.76209
1530,0.2,0.3,0.82551,0.75944,0.7911,0.76289
1531,0.2,0.31,0.82794,0.75944,0.79221,0.76449
1532,0.2,0.32,0.82916,0.75944,0.79277,0.76528
1533,0.2,0.33,0.8312,0.75944,0.7937,0.76661
1534,0.2,0.34,0.8312,0.75944,0.7937,0.76661
1535,0.2,0.35,0.83407,0.75944,0.79501,0.76847
1536,0.2,0.36,0.85519,0.75944,0.80448,0.78177
1537,0.2,0.37,0.87152,0.75944,0.81163,0.7916
1538,0.2,0.38,0.88522,0.75944,0.81752,0.79957
1539,0.2,0.39,0.89888,0.75944,0.8233,0.80728
1540,0.2,0.4,0.90806,0.75944,0.82713,0.81233
1541,0.2,0.41,0.91495,0.75944,0.82997,0.81606
1542,0.2,0.42,0.91993,0.75944,0.83202,0.81871
1543,0.2,0.43,0.92245,0.75944,0.83305,0.82004
1544,0.2,0.44,0.92649,0.75944,0.83469,0.82217
1545,0.2,0.45,0.93315,0.75944,0.83738,0.82562
1546,0.2,0.46,0.9347,0.75944,0.838,0.82642
1547,0.2,0.47,0.93625,0.75944,0.83863,0.82722
1548,0.2,0.48,0.93677,0.75944,0.83884,0.82749
1549,0.2,0.49,0.9383,0.75899,0.83917,0.82802
1550,0.2,0.5,0.93882,0.75899,0.83938,0.82828
1551,0.2,0.51,0.94566,0.75899,0.8421,0.83174
1552,0.2,0.52,0.94619,0.75899,0.84231,0.832
1553,0.2,0.53,0.94772,0.75809,0.84236,0.83227
1554,0.2,0.54,0.94772,0.75809,0.84236,0.83227
1555,0.2,0.55,0.95037,0.75764,0.84313,0.83333
1556,0.2,0.56,0.95141,0.75719,0.84326,0.8336
1557,0.2,0.57,0.95623,0.75629,0.84459,0.83546
1558,0.2,0.58,0.95623,0.75629,0.84459,0.83546
1559,0.2,0.59,0.95731,0.75629,0.84501,0.83599
1560,0.2,0.6,0.95838,0.75585,0.84515,0.83626
1561,0.2,0.61,0.96222,0.75585,0.84664,0.83812
1562,0.2,0.62,0.96492,0.7545,0.84683,0.83865
1563,0.2,0.63,0.96713,0.75405,0.8474,0.83945
1564,0.2,0.64,0.96879,0.7536,0.84775,0.83998
1565,0.2,0.65,0.96933,0.75315,0.84767,0.83998
1566,0.2,0.66,0.97045,0.75315,0.8481,0.84051
1567,0.2,0.67,0.97886,0.74955,0.84899,0.84237
1568,0.2,0.68,0.97998,0.7482,0.84855,0.84211
1569,0.2,0.69,0.98111,0.7473,0.84839,0.84211
1570,0.2,0.7,0.98166,0.74595,0.84773,0.84157
1571,0.2,0.71,0.98164,0.74505,0.84714,0.84104
1572,0.2,0.72,0.98215,0.74236,0.84558,0.83971
1573,0.2,0.73,0.98448,0.74146,0.84586,0.84024
1574,0.2,0.74,0.98504,0.74011,0.84519,0.83971
1575,0.2,0.75,0.98677,0.73786,0.84435,0.83918
1576,0.2,0.76,0.98786,0.73156,0.84061,0.83599
1577,0.2,0.77,0.98903,0.72977,0.83985,0.83546
1578,0.2,0.78,0.99192,0.71763,0.83277,0.82961
1579,0.2,0.79,0.99186,0.71268,0.82941,0.82669
1580,0.2,0.8,0.99306,0.70818,0.82677,0.82456
1581,0.2,0.81,0.99363,0.70144,0.82235,0.82084
1582,0.2,0.82,0.99358,0.69604,0.81861,0.81765
1583,0.2,0.83,0.99355,0.69245,0.81611,0.81552
1584,0.2,0.84,0.99403,0.67401,0.80332,0.80489
1585,0.2,0.85,0.99399,0.66906,0.79978,0.80197
1586,0.2,0.86,0.99389,0.65872,0.79232,0.79585
1587,0.2,0.87,0.9937,0.63849,0.77744,0.78389
1588,0.2,0.88,0.995,0.62635,0.76876,0.77725
1589,0.2,0.89,0.99481,0.60297,0.75084,0.76342
1590,0.2,0.9,0.99478,0.59982,0.74839,0.76156
1591,0.2,0.91,0.99453,0.57239,0.7266,0.74535
1592,0.2,0.92,0.99436,0.55486,0.71227,0.73498
1593,0.2,0.93,0.99583,0.53642,0.69725,0.72461
1594,0.2,0.94,0.99735,0.50674,0.67203,0.7076
1595,0.2,0.95,0.99817,0.48966,0.65702,0.69777
1596,0.2,0.96,0.99809,0.46942,0.63853,0.68581
1597,0.2,0.97,0.99801,0.45099,0.62125,0.67491
1598,0.2,0.98,0.99797,0.442,0.61266,0.66959
1599,0.2,0.99,0.99797,0.4411,0.61179,0.66906
1600,0.21,0.0,0.56134,0.7509,0.64243,0.47322
1601,0.21,0.01,0.56229,0.7509,0.64305,0.47464
1602,0.21,0.02,0.58699,0.7509,0.6589,0.51006
1603,0.21,0.03,0.63838,0.7509,0.69008,0.57495
1604,0.21,0.04,0.68415,0.7509,0.71597,0.62454
1605,0.21,0.05,0.72045,0.7509,0.73536,0.65939
1606,0.21,0.06,0.74821,0.7509,0.74955,0.68376
1607,0.21,0.07,0.77243,0.7509,0.76151,0.7036
1608,0.21,0.08,0.78257,0.7509,0.76641,0.71153
1609,0.21,0.09,0.79222,0.7509,0.77101,0.7189
1610,0.21,0.1,0.80288,0.7509,0.77602,0.72683
1611,0.21,0.11,0.80521,0.7509,0.77711,0.72853
1612,0.21,0.12,0.81107,0.7509,0.77983,0.73279
1613,0.21,0.13,0.81344,0.7509,0.78092,0.73449
1614,0.21,0.14,0.81543,0.7509,0.78184,0.7359
1615,0.21,0.15,0.81783,0.7509,0.78294,0.7376
1616,0.21,0.16,0.82185,0.7509,0.78477,0.74044
1617,0.21,0.17,0.82347,0.7509,0.78551,0.74157
1618,0.21,0.18,0.8251,0.7509,0.78625,0.7427
1619,0.21,0.19,0.82551,0.7509,0.78644,0.74299
1620,0.21,0.2,0.82878,0.7509,0.78792,0.74525
1621,0.21,0.21,0.82961,0.7509,0.7883,0.74582
1622,0.21,0.22,0.83043,0.7509,0.78867,0.74639
1623,0.21,0.23,0.83085,0.7509,0.78885,0.74667
1624,0.21,0.24,0.8325,0.7509,0.7896,0.7478
1625,0.21,0.25,0.83542,0.7509,0.79091,0.74979
1626,0.21,0.26,0.83877,0.7509,0.79241,0.75205
1627,0.21,0.27,0.83962,0.7509,0.79279,0.75262
1628,0.21,0.28,0.84131,0.7509,0.79354,0.75375
1629,0.21,0.29,0.84258,0.7509,0.7941,0.7546
1630,0.21,0.3,0.84301,0.7509,0.79429,0.75489
1631,0.21,0.31,0.84557,0.7509,0.79543,0.75659
1632,0.21,0.32,0.84686,0.7509,0.796,0.75744
1633,0.21,0.33,0.84901,0.7509,0.79695,0.75886
1634,0.21,0.34,0.84901,0.7509,0.79695,0.75886
1635,0.21,0.35,0.85204,0.7509,0.79828,0.76084
1636,0.21,0.36,0.8707,0.7509,0.80637,0.77274
1637,0.21,0.37,0.88594,0.7509,0.81285,0.78209
1638,0.21,0.38,0.89737,0.7509,0.81763,0.78889
1639,0.21,0.39,0.90761,0.7509,0.82185,0.79484
1640,0.21,0.4,0.91607,0.7509,0.8253,0.79966
1641,0.21,0.41,0.92265,0.7509,0.82796,0.80334
1642,0.21,0.42,0.92675,0.7509,0.82961,0.80561
1643,0.21,0.43,0.92778,0.7509,0.83002,0.80618
1644,0.21,0.44,0.93192,0.7509,0.83167,0.80844
1645,0.21,0.45,0.9382,0.7509,0.83417,0.81184
1646,0.21,0.46,0.93979,0.7509,0.83479,0.81269
1647,0.21,0.47,0.94138,0.7509,0.83542,0.81354
1648,0.21,0.48,0.94191,0.7509,0.83563,0.81383
1649,0.21,0.49,0.94347,0.75045,0.83596,0.8144
1650,0.21,0.5,0.944,0.75045,0.83617,0.81468
1651,0.21,0.51,0.94722,0.75045,0.83743,0.81638
1652,0.21,0.52,0.94776,0.75045,0.83764,0.81666
1653,0.21,0.53,0.94932,0.74955,0.83769,0.81695
1654,0.21,0.54,0.94932,0.74955,0.83769,0.81695
1655,0.21,0.55,0.952,0.7491,0.83845,0.81808
1656,0.21,0.56,0.95306,0.74865,0.83858,0.81836
1657,0.21,0.57,0.95685,0.74775,0.83948,0.81978
1658,0.21,0.58,0.95685,0.74775,0.83948,0.81978
1659,0.21,0.59,0.95795,0.74775,0.8399,0.82035
1660,0.21,0.6,0.95903,0.7473,0.84003,0.82063
1661,0.21,0.61,0.96292,0.7473,0.84152,0.82261
1662,0.21,0.62,0.96566,0.74595,0.8417,0.82318
1663,0.21,0.63,0.96789,0.7455,0.84226,0.82403
1664,0.21,0.64,0.96957,0.74505,0.84261,0.8246
1665,0.21,0.65,0.97012,0.7446,0.84253,0.8246
1666,0.21,0.66,0.97126,0.7446,0.84296,0.82516
1667,0.21,0.67,0.9792,0.74101,0.84361,0.82686
1668,0.21,0.68,0.98033,0.73966,0.84316,0.82658
1669,0.21,0.69,0.98148,0.73876,0.843,0.82658
1670,0.21,0.7,0.98204,0.73741,0.84232,0.82601
1671,0.21,0.71,0.98201,0.73651,0.84172,0.82545
1672,0.21,0.72,0.98254,0.73381,0.84015,0.82403
1673,0.21,0.73,0.98489,0.73291,0.84042,0.8246
1674,0.21,0.74,0.98546,0.73156,0.83974,0.82403
1675,0.21,0.75,0.98722,0.72932,0.8389,0.82346
1676,0.21,0.76,0.98832,0.72302,0.83511,0.82006
1677,0.21,0.77,0.98951,0.72122,0.83433,0.8195
1678,0.21,0.78,0.99245,0.70953,0.82748,0.81354
1679,0.21,0.79,0.99241,0.70504,0.8244,0.81071
1680,0.21,0.8,0.99363,0.70099,0.82204,0.80873
1681,0.21,0.81,0.99421,0.69469,0.81789,0.80504
1682,0.21,0.82,0.99416,0.6893,0.81413,0.80164
1683,0.21,0.83,0.99413,0.6857,0.8116,0.79938
1684,0.21,0.84,0.99398,0.66772,0.79882,0.78804
1685,0.21,0.85,0.99394,0.66322,0.79558,0.78521
1686,0.21,0.86,0.99384,0.65288,0.78806,0.77869
1687,0.21,0.87,0.99364,0.63264,0.77307,0.76594
1688,0.21,0.88,0.99495,0.6205,0.76433,0.75886
1689,0.21,0.89,0.99476,0.59712,0.74628,0.74412
1690,0.21,0.9,0.99473,0.59397,0.7438,0.74214
1691,0.21,0.91,0.99448,0.56655,0.72186,0.72485
1692,0.21,0.92,0.9943,0.54901,0.70742,0.7138
1693,0.21,0.93,0.99578,0.53058,0.69229,0.70275
1694,0.21,0.94,0.99731,0.5009,0.66687,0.68461
1695,0.21,0.95,0.99814,0.48381,0.65172,0.67413
1696,0.21,0.96,0.99806,0.46358,0.6331,0.66138
1697,0.21,0.97,0.99799,0.44559,0.6161,0.65004
1698,0.21,0.98,0.99795,0.43705,0.60788,0.64466
1699,0.21,0.99,0.99794,0.43615,0.60701,0.64409
1700,0.22,0.0,0.58969,0.74056,0.65657,0.48872
1701,0.22,0.01,0.59032,0.74056,0.65696,0.48961
1702,0.22,0.02,0.61387,0.74056,0.67129,0.52136
1703,0.22,0.03,0.66331,0.74056,0.69981,0.58071
1704,0.22,0.04,0.70475,0.74056,0.72221,0.62404
1705,0.22,0.05,0.73724,0.74056,0.7389,0.6546
1706,0.22,0.06,0.76285,0.74056,0.75154,0.67685
1707,0.22,0.07,0.78578,0.74056,0.7625,0.69555
1708,0.22,0.08,0.79565,0.74056,0.76712,0.70326
1709,0.22,0.09,0.8042,0.74056,0.77107,0.70979
1710,0.22,0.1,0.81374,0.74056,0.77543,0.71691
1711,0.22,0.11,0.81575,0.74056,0.77634,0.7184
1712,0.22,0.12,0.82104,0.74056,0.77873,0.72226
1713,0.22,0.13,0.82309,0.74056,0.77965,0.72374
1714,0.22,0.14,0.82515,0.74056,0.78057,0.72522
1715,0.22,0.15,0.82764,0.74056,0.78168,0.727
1716,0.22,0.16,0.83098,0.74056,0.78317,0.72938
1717,0.22,0.17,0.83266,0.74056,0.78391,0.73056
1718,0.22,0.18,0.83392,0.74056,0.78447,0.73145
1719,0.22,0.19,0.83435,0.74056,0.78466,0.73175
1720,0.22,0.2,0.83774,0.74056,0.78616,0.73412
1721,0.22,0.21,0.83859,0.74056,0.78653,0.73472
1722,0.22,0.22,0.83945,0.74056,0.78691,0.73531
1723,0.22,0.23,0.83988,0.74056,0.7871,0.73561
1724,0.22,0.24,0.84159,0.74056,0.78785,0.7368
1725,0.22,0.25,0.84462,0.74056,0.78917,0.73887
1726,0.22,0.26,0.84809,0.74056,0.79069,0.74125
1727,0.22,0.27,0.84897,0.74056,0.79107,0.74184
1728,0.22,0.28,0.85028,0.74056,0.79164,0.74273
1729,0.22,0.29,0.8516,0.74056,0.79221,0.74362
1730,0.22,0.3,0.85204,0.74056,0.7924,0.74392
1731,0.22,0.31,0.8547,0.74056,0.79355,0.7457
1732,0.22,0.32,0.85603,0.74056,0.79412,0.74659
1733,0.22,0.33,0.85826,0.74056,0.79508,0.74807
1734,0.22,0.34,0.85826,0.74056,0.79508,0.74807
1735,0.22,0.35,0.8605,0.74056,0.79604,0.74955
1736,0.22,0.36,0.87606,0.74056,0.80263,0.75964
1737,0.22,0.37,0.89027,0.74056,0.80854,0.76855
1738,0.22,0.38,0.90049,0.74056,0.81273,0.77478
1739,0.22,0.39,0.91095,0.74056,0.81697,0.78101
1740,0.22,0.4,0.9196,0.74056,0.82043,0.78605
1741,0.22,0.41,0.92424,0.74056,0.82227,0.78872
1742,0.22,0.42,0.92736,0.74056,0.8235,0.7905
1743,0.22,0.43,0.92841,0.74056,0.82391,0.7911
1744,0.22,0.44,0.93262,0.74056,0.82557,0.79347
1745,0.22,0.45,0.939,0.74056,0.82806,0.79703
1746,0.22,0.46,0.94061,0.74056,0.82868,0.79792
1747,0.22,0.47,0.94222,0.74056,0.82931,0.79881
1748,0.22,0.48,0.94276,0.74056,0.82952,0.79911
1749,0.22,0.49,0.94435,0.74011,0.82985,0.7997
1750,0.22,0.5,0.94489,0.74011,0.83006,0.8
1751,0.22,0.51,0.94816,0.74011,0.83132,0.80178
1752,0.22,0.52,0.9487,0.74011,0.83152,0.80208
1753,0.22,0.53,0.95029,0.73921,0.83156,0.80237
1754,0.22,0.54,0.95029,0.73921,0.83156,0.80237
1755,0.22,0.55,0.95302,0.73876,0.83232,0.80356
1756,0.22,0.56,0.9541,0.73831,0.83245,0.80386
1757,0.22,0.57,0.95794,0.73741,0.83333,0.80534
1758,0.22,0.58,0.95794,0.73741,0.83333,0.80534
1759,0.22,0.59,0.95906,0.73741,0.83376,0.80593
1760,0.22,0.6,0.96016,0.73696,0.83388,0.80623
1761,0.22,0.61,0.96355,0.73696,0.83516,0.80801
1762,0.22,0.62,0.96633,0.73561,0.83533,0.80861
1763,0.22,0.63,0.9686,0.73516,0.83589,0.8095
1764,0.22,0.64,0.97031,0.73471,0.83623,0.81009
1765,0.22,0.65,0.97087,0.73426,0.83615,0.81009
1766,0.22,0.66,0.97202,0.73426,0.83657,0.81068
1767,0.22,0.67,0.9801,0.73067,0.8372,0.81246
1768,0.22,0.68,0.98125,0.72932,0.83673,0.81217
1769,0.22,0.69,0.98241,0.72842,0.83656,0.81217
1770,0.22,0.7,0.98298,0.72707,0.83588,0.81157
1771,0.22,0.71,0.98296,0.72617,0.83527,0.81098
1772,0.22,0.72,0.9835,0.72347,0.83368,0.8095
1773,0.22,0.73,0.98468,0.72257,0.8335,0.8095
1774,0.22,0.74,0.98526,0.72122,0.83281,0.8089
1775,0.22,0.75,0.98704,0.71897,0.83194,0.80831
1776,0.22,0.76,0.98815,0.71268,0.82811,0.80475
1777,0.22,0.77,0.98936,0.71088,0.82731,0.80415
1778,0.22,0.78,0.99234,0.69919,0.82036,0.79792
1779,0.22,0.79,0.99229,0.69469,0.81724,0.79496
1780,0.22,0.8,0.99353,0.69065,0.81486,0.79288
1781,0.22,0.81,0.99412,0.68435,0.81065,0.78902
1782,0.22,0.82,0.99408,0.67896,0.80684,0.78546
1783,0.22,0.83,0.99404,0.67536,0.80428,0.78309
1784,0.22,0.84,0.99388,0.65737,0.79134,0.77122
1785,0.22,0.85,0.99384,0.65288,0.78806,0.76825
1786,0.22,0.86,0.99375,0.64299,0.78079,0.76172
1787,0.22,0.87,0.99355,0.62365,0.7663,0.74896
1788,0.22,0.88,0.99488,0.61151,0.75745,0.74154
1789,0.22,0.89,0.99468,0.58858,0.73955,0.72641
1790,0.22,0.9,0.99465,0.58543,0.73705,0.72433
1791,0.22,0.91,0.99439,0.558,0.71486,0.70623
1792,0.22,0.92,0.99421,0.54047,0.70026,0.69466
1793,0.22,0.93,0.99571,0.52203,0.68495,0.68309
1794,0.22,0.94,0.99727,0.49281,0.65965,0.66439
1795,0.22,0.95,0.99811,0.47617,0.64475,0.65371
1796,0.22,0.96,0.99803,0.45594,0.62593,0.64036
1797,0.22,0.97,0.99795,0.43795,0.60875,0.62849
1798,0.22,0.98,0.99791,0.42941,0.60044,0.62285
1799,0.22,0.99,0.99791,0.42851,0.59956,0.62226
1800,0.23,0.0,0.62032,0.73022,0.6708,0.50466
1801,0.23,0.01,0.62103,0.73022,0.67121,0.50559
1802,0.23,0.02,0.64342,0.73022,0.68408,0.53387
1803,0.23,0.03,0.68755,0.73022,0.70824,0.58421
1804,0.23,0.04,0.7276,0.73022,0.72891,0.62461
1805,0.23,0.05,0.75888,0.73022,0.74427,0.6532
1806,0.23,0.06,0.78416,0.73022,0.75623,0.67464
1807,0.23,0.07,0.80396,0.73022,0.76532,0.69049
1808,0.23,0.08,0.81404,0.73022,0.76986,0.69826
1809,0.23,0.09,0.82062,0.73022,0.77279,0.70323
1810,0.23,0.1,0.82942,0.73022,0.77667,0.70976
1811,0.23,0.11,0.83154,0.73022,0.77759,0.71131
1812,0.23,0.12,0.83668,0.73022,0.77983,0.71504
1813,0.23,0.13,0.83841,0.73022,0.78058,0.71628
1814,0.23,0.14,0.84014,0.73022,0.78133,0.71753
1815,0.23,0.15,0.84276,0.73022,0.78246,0.71939
1816,0.23,0.16,0.84583,0.73022,0.78378,0.72157
1817,0.23,0.17,0.8476,0.73022,0.78454,0.72281
1818,0.23,0.18,0.84893,0.73022,0.78511,0.72374
1819,0.23,0.19,0.84937,0.73022,0.7853,0.72405
1820,0.23,0.2,0.85205,0.73022,0.78644,0.72592
1821,0.23,0.21,0.85294,0.73022,0.78682,0.72654
1822,0.23,0.22,0.85384,0.73022,0.78721,0.72716
1823,0.23,0.23,0.85429,0.73022,0.7874,0.72747
1824,0.23,0.24,0.85609,0.73022,0.78816,0.72871
1825,0.23,0.25,0.85926,0.73022,0.7895,0.73089
1826,0.23,0.26,0.86245,0.73022,0.79085,0.73306
1827,0.23,0.27,0.86291,0.73022,0.79104,0.73337
1828,0.23,0.28,0.86429,0.73022,0.79162,0.73431
1829,0.23,0.29,0.86567,0.73022,0.7922,0.73524
1830,0.23,0.3,0.86613,0.73022,0.79239,0.73555
1831,0.23,0.31,0.86891,0.73022,0.79355,0.73741
1832,0.23,0.32,0.87031,0.73022,0.79413,0.73835
1833,0.23,0.33,0.87265,0.73022,0.79511,0.7399
1834,0.23,0.34,0.87265,0.73022,0.79511,0.7399
1835,0.23,0.35,0.875,0.73022,0.79608,0.74145
1836,0.23,0.36,0.88938,0.73022,0.80198,0.75078
1837,0.23,0.37,0.90022,0.73022,0.80636,0.75761
1838,0.23,0.38,0.91031,0.73022,0.81038,0.76383
1839,0.23,0.39,0.92063,0.73022,0.81444,0.77004
1840,0.23,0.4,0.92641,0.73022,0.8167,0.77346
1841,0.23,0.41,0.93119,0.73022,0.81855,0.77626
1842,0.23,0.42,0.93387,0.73022,0.81958,0.77781
1843,0.23,0.43,0.93441,0.73022,0.81979,0.77812
1844,0.23,0.44,0.93873,0.73022,0.82145,0.78061
1845,0.23,0.45,0.94419,0.73022,0.82353,0.78372
1846,0.23,0.46,0.94584,0.73022,0.82416,0.78465
1847,0.23,0.47,0.94694,0.73022,0.82458,0.78527
1848,0.23,0.48,0.94749,0.73022,0.82479,0.78558
1849,0.23,0.49,0.94746,0.72977,0.82449,0.78527
1850,0.23,0.5,0.94801,0.72977,0.8247,0.78558
1851,0.23,0.51,0.95135,0.72977,0.82596,0.78745
1852,0.23,0.52,0.95191,0.72977,0.82617,0.78776
1853,0.23,0.53,0.95356,0.72932,0.8265,0.78838
1854,0.23,0.54,0.95356,0.72932,0.8265,0.78838
1855,0.23,0.55,0.95522,0.72887,0.82683,0.789
1856,0.23,0.56,0.95632,0.72842,0.82696,0.78931
1857,0.23,0.57,0.96024,0.72752,0.82784,0.79086
1858,0.23,0.58,0.96024,0.72752,0.82784,0.79086
1859,0.23,0.59,0.96138,0.72752,0.82826,0.79149
1860,0.23,0.6,0.9625,0.72707,0.82838,0.7918
1861,0.23,0.61,0.96595,0.72707,0.82966,0.79366
1862,0.23,0.62,0.96879,0.72572,0.82982,0.79428
1863,0.23,0.63,0.97052,0.72527,0.83016,0.7949
1864,0.23,0.64,0.97167,0.72482,0.83029,0.79521
1865,0.23,0.65,0.97224,0.72437,0.8302,0.79521
1866,0.23,0.66,0.97341,0.72437,0.83062,0.79584
1867,0.23,0.67,0.98163,0.72077,0.83121,0.7977
1868,0.23,0.68,0.9828,0.71942,0.83073,0.79739
1869,0.23,0.69,0.98399,0.71853,0.83056,0.79739
1870,0.23,0.7,0.98457,0.71718,0.82987,0.79677
1871,0.23,0.71,0.98455,0.71628,0.82926,0.79615
1872,0.23,0.72,0.9851,0.71358,0.82764,0.79459
1873,0.23,0.73,0.98631,0.71268,0.82746,0.79459
1874,0.23,0.74,0.9869,0.71133,0.82676,0.79397
1875,0.23,0.75,0.98871,0.70908,0.82587,0.79335
1876,0.23,0.76,0.98924,0.70279,0.82177,0.78931
1877,0.23,0.77,0.99047,0.70099,0.82096,0.78869
1878,0.23,0.78,0.99352,0.68975,0.81423,0.78247
1879,0.23,0.79,0.99348,0.68525,0.81107,0.77937
1880,0.23,0.8,0.99475,0.68121,0.80865,0.77719
1881,0.23,0.81,0.99536,0.67491,0.80439,0.77315
1882,0.23,0.82,0.99532,0.66996,0.80086,0.76973
1883,0.23,0.83,0.9953,0.66637,0.79828,0.76725
1884,0.23,0.84,0.99517,0.64883,0.78552,0.75513
1885,0.23,0.85,0.99514,0.64433,0.7822,0.75202
1886,0.23,0.86,0.99506,0.63444,0.77485,0.74518
1887,0.23,0.87,0.99491,0.61511,0.76021,0.73182
1888,0.23,0.88,0.99629,0.60342,0.75161,0.72436
1889,0.23,0.89,0.99614,0.58094,0.73388,0.70883
1890,0.23,0.9,0.99612,0.57779,0.73136,0.70665
1891,0.23,0.91,0.99593,0.55036,0.70895,0.68769
1892,0.23,0.92,0.9958,0.53327,0.69458,0.67589
1893,0.23,0.93,0.99566,0.51529,0.67911,0.66346
1894,0.23,0.94,0.99723,0.48606,0.65357,0.64388
1895,0.23,0.95,0.99809,0.46987,0.63894,0.633
1896,0.23,0.96,0.998,0.44964,0.61996,0.61902
1897,0.23,0.97,0.99792,0.43165,0.60263,0.60659
1898,0.23,0.98,0.99788,0.42311,0.59425,0.60068
1899,0.23,0.99,0.99787,0.42221,0.59336,0.60006
1900,0.24,0.0,0.63281,0.71987,0.67354,0.50777
1901,0.24,0.01,0.63356,0.71987,0.67396,0.50872
1902,0.24,0.02,0.65669,0.71987,0.68683,0.53695
1903,0.24,0.03,0.70035,0.71987,0.70998,0.58516
1904,0.24,0.04,0.73847,0.71987,0.72905,0.62258
1905,0.24,0.05,0.76934,0.71987,0.74378,0.65017
1906,0.24,0.06,0.79336,0.71987,0.75483,0.67016
1907,0.24,0.07,0.8131,0.71987,0.76365,0.6857
1908,0.24,0.08,0.82271,0.71987,0.76786,0.69299
1909,0.24,0.09,0.82953,0.71987,0.77082,0.69807
1910,0.24,0.1,0.83822,0.71987,0.77455,0.70441
1911,0.24,0.11,0.84042,0.71987,0.77549,0.70599
