,blocking threshold,match threshold,precision,recall,f-score,acc
7311,0.78,0.11,0.99353,0.20728,0.343,0.20736
7312,0.78,0.12,0.99353,0.20728,0.343,0.20736
7313,0.78,0.13,0.99353,0.20728,0.343,0.20736
7314,0.78,0.14,0.99353,0.20728,0.343,0.20736
7315,0.78,0.15,0.99353,0.20728,0.343,0.20736
7316,0.78,0.16,0.99353,0.20728,0.343,0.20736
7317,0.78,0.17,0.99353,0.20728,0.343,0.20736
7318,0.78,0.18,0.99353,0.20728,0.343,0.20736
7319,0.78,0.19,0.99353,0.20728,0.343,0.20736
7320,0.78,0.2,0.99353,0.20728,0.343,0.20736
7321,0.78,0.21,0.99353,0.20728,0.343,0.20736
7322,0.78,0.22,0.99353,0.20728,0.343,0.20736
7323,0.78,0.23,0.99353,0.20728,0.343,0.20736
7324,0.78,0.24,0.99353,0.20728,0.343,0.20736
7325,0.78,0.25,0.99353,0.20728,0.343,0.20736
7326,0.78,0.26,0.99353,0.20728,0.343,0.20736
7327,0.78,0.27,0.99353,0.20728,0.343,0.20736
7328,0.78,0.28,0.99353,0.20728,0.343,0.20736
7329,0.78,0.29,0.99353,0.20728,0.343,0.20736
7330,0.78,0.3,0.99353,0.20728,0.343,0.20736
7331,0.78,0.31,0.99353,0.20728,0.343,0.20736
7332,0.78,0.32,0.99353,0.20728,0.343,0.20736
7333,0.78,0.33,0.99353,0.20728,0.343,0.20736
7334,0.78,0.34,0.99353,0.20728,0.343,0.20736
7335,0.78,0.35,0.99353,0.20728,0.343,0.20736
7336,0.78,0.36,0.99353,0.20728,0.343,0.20736
7337,0.78,0.37,0.99353,0.20728,0.343,0.20736
7338,0.78,0.38,0.99568,0.20728,0.34313,0.20781
7339,0.78,0.39,0.99568,0.20728,0.34313,0.20781
7340,0.78,0.4,0.99568,0.20728,0.34313,0.20781
7341,0.78,0.41,0.99568,0.20728,0.34313,0.20781
7342,0.78,0.42,0.99568,0.20728,0.34313,0.20781
7343,0.78,0.43,0.99568,0.20728,0.34313,0.20781
7344,0.78,0.44,0.99568,0.20728,0.34313,0.20781
7345,0.78,0.45,0.99568,0.20728,0.34313,0.20781
7346,0.78,0.46,0.99568,0.20728,0.34313,0.20781
7347,0.78,0.47,0.99568,0.20728,0.34313,0.20781
7348,0.78,0.48,0.99568,0.20728,0.34313,0.20781
7349,0.78,0.49,0.99567,0.20683,0.34251,0.20736
7350,0.78,0.5,0.99567,0.20683,0.34251,0.20736
7351,0.78,0.51,0.99567,0.20683,0.34251,0.20736
7352,0.78,0.52,0.99567,0.20683,0.34251,0.20736
7353,0.78,0.53,0.99567,0.20683,0.34251,0.20736
7354,0.78,0.54,0.99567,0.20683,0.34251,0.20736
7355,0.78,0.55,0.99567,0.20683,0.34251,0.20736
7356,0.78,0.56,0.99567,0.20683,0.34251,0.20736
7357,0.78,0.57,0.99566,0.20638,0.34189,0.20691
7358,0.78,0.58,0.99566,0.20638,0.34189,0.20691
7359,0.78,0.59,0.99566,0.20638,0.34189,0.20691
7360,0.78,0.6,0.99566,0.20638,0.34189,0.20691
7361,0.78,0.61,0.99566,0.20638,0.34189,0.20691
7362,0.78,0.62,0.99566,0.20638,0.34189,0.20691
7363,0.78,0.63,0.99566,0.20638,0.34189,0.20691
7364,0.78,0.64,0.99566,0.20638,0.34189,0.20691
7365,0.78,0.65,0.99565,0.20594,0.34129,0.20646
7366,0.78,0.66,0.99565,0.20594,0.34129,0.20646
7367,0.78,0.67,0.99562,0.20459,0.33943,0.20512
7368,0.78,0.68,0.99561,0.20414,0.33881,0.20467
7369,0.78,0.69,0.9978,0.20414,0.33894,0.20512
7370,0.78,0.7,1.0,0.20324,0.33782,0.20467
7371,0.78,0.71,1.0,0.20324,0.33782,0.20467
7372,0.78,0.72,1.0,0.20324,0.33782,0.20467
7373,0.78,0.73,1.0,0.20324,0.33782,0.20467
7374,0.78,0.74,1.0,0.20234,0.33658,0.20377
7375,0.78,0.75,1.0,0.20234,0.33658,0.20377
7376,0.78,0.76,1.0,0.20144,0.33533,0.20287
7377,0.78,0.77,1.0,0.20054,0.33408,0.20197
7378,0.78,0.78,1.0,0.19694,0.32907,0.19838
7379,0.78,0.79,1.0,0.19604,0.32782,0.19749
7380,0.78,0.8,1.0,0.19559,0.32719,0.19704
7381,0.78,0.81,1.0,0.19335,0.32405,0.19479
7382,0.78,0.82,1.0,0.19155,0.32151,0.193
7383,0.78,0.83,1.0,0.19155,0.32151,0.193
7384,0.78,0.84,1.0,0.1866,0.31451,0.18806
7385,0.78,0.85,1.0,0.18435,0.31131,0.18582
7386,0.78,0.86,1.0,0.18121,0.30682,0.18268
7387,0.78,0.87,1.0,0.17626,0.2997,0.17774
7388,0.78,0.88,1.0,0.17356,0.29578,0.17504
7389,0.78,0.89,1.0,0.16502,0.28329,0.16652
7390,0.78,0.9,1.0,0.16412,0.28196,0.16562
7391,0.78,0.91,1.0,0.15872,0.27396,0.16023
7392,0.78,0.92,1.0,0.15378,0.26657,0.1553
7393,0.78,0.93,1.0,0.14793,0.25773,0.14946
7394,0.78,0.94,1.0,0.14074,0.24675,0.14228
7395,0.78,0.95,1.0,0.13624,0.23981,0.13779
7396,0.78,0.96,1.0,0.12995,0.23001,0.13151
7397,0.78,0.97,1.0,0.1259,0.22364,0.12747
7398,0.78,0.98,1.0,0.12185,0.21723,0.12343
7399,0.78,0.99,1.0,0.12185,0.21723,0.12343
7400,0.79,0.0,0.99097,0.19739,0.32921,0.19704
7401,0.79,0.01,0.99097,0.19739,0.32921,0.19704
7402,0.79,0.02,0.99097,0.19739,0.32921,0.19704
7403,0.79,0.03,0.99097,0.19739,0.32921,0.19704
7404,0.79,0.04,0.99321,0.19739,0.32933,0.19749
7405,0.79,0.05,0.99321,0.19739,0.32933,0.19749
7406,0.79,0.06,0.99321,0.19739,0.32933,0.19749
7407,0.79,0.07,0.99321,0.19739,0.32933,0.19749
7408,0.79,0.08,0.99321,0.19739,0.32933,0.19749
7409,0.79,0.09,0.99321,0.19739,0.32933,0.19749
7410,0.79,0.1,0.99321,0.19739,0.32933,0.19749
7411,0.79,0.11,0.99321,0.19739,0.32933,0.19749
7412,0.79,0.12,0.99321,0.19739,0.32933,0.19749
7413,0.79,0.13,0.99321,0.19739,0.32933,0.19749
7414,0.79,0.14,0.99321,0.19739,0.32933,0.19749
7415,0.79,0.15,0.99321,0.19739,0.32933,0.19749
7416,0.79,0.16,0.99321,0.19739,0.32933,0.19749
7417,0.79,0.17,0.99321,0.19739,0.32933,0.19749
7418,0.79,0.18,0.99321,0.19739,0.32933,0.19749
7419,0.79,0.19,0.99321,0.19739,0.32933,0.19749
7420,0.79,0.2,0.99321,0.19739,0.32933,0.19749
7421,0.79,0.21,0.99321,0.19739,0.32933,0.19749
7422,0.79,0.22,0.99321,0.19739,0.32933,0.19749
7423,0.79,0.23,0.99321,0.19739,0.32933,0.19749
7424,0.79,0.24,0.99321,0.19739,0.32933,0.19749
7425,0.79,0.25,0.99321,0.19739,0.32933,0.19749
7426,0.79,0.26,0.99321,0.19739,0.32933,0.19749
7427,0.79,0.27,0.99321,0.19739,0.32933,0.19749
7428,0.79,0.28,0.99321,0.19739,0.32933,0.19749
7429,0.79,0.29,0.99321,0.19739,0.32933,0.19749
7430,0.79,0.3,0.99321,0.19739,0.32933,0.19749
7431,0.79,0.31,0.99321,0.19739,0.32933,0.19749
7432,0.79,0.32,0.99321,0.19739,0.32933,0.19749
7433,0.79,0.33,0.99321,0.19739,0.32933,0.19749
7434,0.79,0.34,0.99321,0.19739,0.32933,0.19749
7435,0.79,0.35,0.99321,0.19739,0.32933,0.19749
7436,0.79,0.36,0.99321,0.19739,0.32933,0.19749
7437,0.79,0.37,0.99321,0.19739,0.32933,0.19749
7438,0.79,0.38,0.99546,0.19739,0.32945,0.19794
7439,0.79,0.39,0.99546,0.19739,0.32945,0.19794
7440,0.79,0.4,0.99546,0.19739,0.32945,0.19794
7441,0.79,0.41,0.99546,0.19739,0.32945,0.19794
7442,0.79,0.42,0.99546,0.19739,0.32945,0.19794
7443,0.79,0.43,0.99546,0.19739,0.32945,0.19794
7444,0.79,0.44,0.99546,0.19739,0.32945,0.19794
7445,0.79,0.45,0.99546,0.19739,0.32945,0.19794
7446,0.79,0.46,0.99546,0.19739,0.32945,0.19794
7447,0.79,0.47,0.99546,0.19739,0.32945,0.19794
7448,0.79,0.48,0.99546,0.19739,0.32945,0.19794
7449,0.79,0.49,0.99545,0.19694,0.32883,0.19749
7450,0.79,0.5,0.99545,0.19694,0.32883,0.19749
7451,0.79,0.51,0.99545,0.19694,0.32883,0.19749
7452,0.79,0.52,0.99545,0.19694,0.32883,0.19749
7453,0.79,0.53,0.99545,0.19694,0.32883,0.19749
7454,0.79,0.54,0.99545,0.19694,0.32883,0.19749
7455,0.79,0.55,0.99545,0.19694,0.32883,0.19749
7456,0.79,0.56,0.99545,0.19694,0.32883,0.19749
7457,0.79,0.57,0.99544,0.19649,0.3282,0.19704
7458,0.79,0.58,0.99544,0.19649,0.3282,0.19704
7459,0.79,0.59,0.99544,0.19649,0.3282,0.19704
7460,0.79,0.6,0.99544,0.19649,0.3282,0.19704
7461,0.79,0.61,0.99544,0.19649,0.3282,0.19704
7462,0.79,0.62,0.99544,0.19649,0.3282,0.19704
7463,0.79,0.63,0.99544,0.19649,0.3282,0.19704
7464,0.79,0.64,0.99544,0.19649,0.3282,0.19704
7465,0.79,0.65,0.99543,0.19604,0.32757,0.19659
7466,0.79,0.66,0.99543,0.19604,0.32757,0.19659
7467,0.79,0.67,0.9954,0.19469,0.32568,0.19524
7468,0.79,0.68,0.99539,0.19424,0.32505,0.19479
7469,0.79,0.69,0.99769,0.19424,0.32517,0.19524
7470,0.79,0.7,1.0,0.19335,0.32405,0.19479
7471,0.79,0.71,1.0,0.19335,0.32405,0.19479
7472,0.79,0.72,1.0,0.19335,0.32405,0.19479
7473,0.79,0.73,1.0,0.19335,0.32405,0.19479
7474,0.79,0.74,1.0,0.19245,0.32278,0.1939
7475,0.79,0.75,1.0,0.19245,0.32278,0.1939
7476,0.79,0.76,1.0,0.19155,0.32151,0.193
7477,0.79,0.77,1.0,0.1911,0.32088,0.19255
7478,0.79,0.78,1.0,0.1875,0.31579,0.18896
7479,0.79,0.79,1.0,0.1866,0.31451,0.18806
7480,0.79,0.8,1.0,0.18615,0.31387,0.18761
7481,0.79,0.81,1.0,0.1839,0.31067,0.18537
7482,0.79,0.82,1.0,0.1821,0.3081,0.18357
7483,0.79,0.83,1.0,0.1821,0.3081,0.18357
7484,0.79,0.84,1.0,0.17716,0.301,0.17864
7485,0.79,0.85,1.0,0.17491,0.29774,0.17639
7486,0.79,0.86,1.0,0.17176,0.29317,0.17325
7487,0.79,0.87,1.0,0.16682,0.28594,0.16831
7488,0.79,0.88,1.0,0.16412,0.28196,0.16562
7489,0.79,0.89,1.0,0.15603,0.26994,0.15754
7490,0.79,0.9,1.0,0.15513,0.26859,0.15664
7491,0.79,0.91,1.0,0.15018,0.26114,0.15171
7492,0.79,0.92,1.0,0.14523,0.25363,0.14677
7493,0.79,0.93,1.0,0.13939,0.24467,0.14093
7494,0.79,0.94,1.0,0.13219,0.23351,0.13375
7495,0.79,0.95,1.0,0.1277,0.22648,0.12926
7496,0.79,0.96,1.0,0.1232,0.21937,0.12478
7497,0.79,0.97,1.0,0.11915,0.21293,0.12074
7498,0.79,0.98,1.0,0.11511,0.20645,0.1167
7499,0.79,0.99,1.0,0.11511,0.20645,0.1167
7500,0.8,0.0,0.99054,0.1884,0.31659,0.18806
7501,0.8,0.01,0.99054,0.1884,0.31659,0.18806
7502,0.8,0.02,0.99054,0.1884,0.31659,0.18806
7503,0.8,0.03,0.99054,0.1884,0.31659,0.18806
7504,0.8,0.04,0.99289,0.1884,0.31671,0.18851
7505,0.8,0.05,0.99289,0.1884,0.31671,0.18851
7506,0.8,0.06,0.99289,0.1884,0.31671,0.18851
7507,0.8,0.07,0.99289,0.1884,0.31671,0.18851
7508,0.8,0.08,0.99289,0.1884,0.31671,0.18851
7509,0.8,0.09,0.99289,0.1884,0.31671,0.18851
7510,0.8,0.1,0.99289,0.1884,0.31671,0.18851
7511,0.8,0.11,0.99289,0.1884,0.31671,0.18851
7512,0.8,0.12,0.99289,0.1884,0.31671,0.18851
7513,0.8,0.13,0.99289,0.1884,0.31671,0.18851
7514,0.8,0.14,0.99289,0.1884,0.31671,0.18851
7515,0.8,0.15,0.99289,0.1884,0.31671,0.18851
7516,0.8,0.16,0.99289,0.1884,0.31671,0.18851
7517,0.8,0.17,0.99289,0.1884,0.31671,0.18851
7518,0.8,0.18,0.99289,0.1884,0.31671,0.18851
7519,0.8,0.19,0.99289,0.1884,0.31671,0.18851
7520,0.8,0.2,0.99289,0.1884,0.31671,0.18851
7521,0.8,0.21,0.99289,0.1884,0.31671,0.18851
7522,0.8,0.22,0.99289,0.1884,0.31671,0.18851
7523,0.8,0.23,0.99289,0.1884,0.31671,0.18851
7524,0.8,0.24,0.99289,0.1884,0.31671,0.18851
7525,0.8,0.25,0.99289,0.1884,0.31671,0.18851
7526,0.8,0.26,0.99289,0.1884,0.31671,0.18851
7527,0.8,0.27,0.99289,0.1884,0.31671,0.18851
7528,0.8,0.28,0.99289,0.1884,0.31671,0.18851
7529,0.8,0.29,0.99289,0.1884,0.31671,0.18851
7530,0.8,0.3,0.99289,0.1884,0.31671,0.18851
7531,0.8,0.31,0.99289,0.1884,0.31671,0.18851
7532,0.8,0.32,0.99289,0.1884,0.31671,0.18851
7533,0.8,0.33,0.99289,0.1884,0.31671,0.18851
7534,0.8,0.34,0.99289,0.1884,0.31671,0.18851
7535,0.8,0.35,0.99289,0.1884,0.31671,0.18851
7536,0.8,0.36,0.99289,0.1884,0.31671,0.18851
7537,0.8,0.37,0.99289,0.1884,0.31671,0.18851
7538,0.8,0.38,0.99525,0.1884,0.31683,0.18896
7539,0.8,0.39,0.99525,0.1884,0.31683,0.18896
7540,0.8,0.4,0.99525,0.1884,0.31683,0.18896
7541,0.8,0.41,0.99525,0.1884,0.31683,0.18896
7542,0.8,0.42,0.99525,0.1884,0.31683,0.18896
7543,0.8,0.43,0.99525,0.1884,0.31683,0.18896
7544,0.8,0.44,0.99525,0.1884,0.31683,0.18896
7545,0.8,0.45,0.99525,0.1884,0.31683,0.18896
7546,0.8,0.46,0.99525,0.1884,0.31683,0.18896
7547,0.8,0.47,0.99525,0.1884,0.31683,0.18896
7548,0.8,0.48,0.99525,0.1884,0.31683,0.18896
7549,0.8,0.49,0.99524,0.18795,0.31619,0.18851
7550,0.8,0.5,0.99524,0.18795,0.31619,0.18851
7551,0.8,0.51,0.99524,0.18795,0.31619,0.18851
7552,0.8,0.52,0.99524,0.18795,0.31619,0.18851
7553,0.8,0.53,0.99524,0.18795,0.31619,0.18851
7554,0.8,0.54,0.99524,0.18795,0.31619,0.18851
7555,0.8,0.55,0.99524,0.18795,0.31619,0.18851
7556,0.8,0.56,0.99524,0.18795,0.31619,0.18851
7557,0.8,0.57,0.99523,0.1875,0.31555,0.18806
7558,0.8,0.58,0.99523,0.1875,0.31555,0.18806
7559,0.8,0.59,0.99523,0.1875,0.31555,0.18806
7560,0.8,0.6,0.99523,0.1875,0.31555,0.18806
7561,0.8,0.61,0.99523,0.1875,0.31555,0.18806
7562,0.8,0.62,0.99523,0.1875,0.31555,0.18806
7563,0.8,0.63,0.99523,0.1875,0.31555,0.18806
7564,0.8,0.64,0.99523,0.1875,0.31555,0.18806
7565,0.8,0.65,0.99522,0.18705,0.31491,0.18761
7566,0.8,0.66,0.99522,0.18705,0.31491,0.18761
7567,0.8,0.67,0.99518,0.1857,0.313,0.18627
7568,0.8,0.68,0.99517,0.18525,0.31236,0.18582
7569,0.8,0.69,0.99758,0.18525,0.31247,0.18627
7570,0.8,0.7,1.0,0.18435,0.31131,0.18582
7571,0.8,0.71,1.0,0.18435,0.31131,0.18582
7572,0.8,0.72,1.0,0.18435,0.31131,0.18582
7573,0.8,0.73,1.0,0.18435,0.31131,0.18582
7574,0.8,0.74,1.0,0.18345,0.31003,0.18492
7575,0.8,0.75,1.0,0.18345,0.31003,0.18492
7576,0.8,0.76,1.0,0.18255,0.30874,0.18402
7577,0.8,0.77,1.0,0.1821,0.3081,0.18357
7578,0.8,0.78,1.0,0.17851,0.30294,0.17998
7579,0.8,0.79,1.0,0.17761,0.30164,0.17908
7580,0.8,0.8,1.0,0.17716,0.301,0.17864
7581,0.8,0.81,1.0,0.17491,0.29774,0.17639
7582,0.8,0.82,1.0,0.17311,0.29513,0.1746
7583,0.8,0.83,1.0,0.17311,0.29513,0.1746
7584,0.8,0.84,1.0,0.16817,0.28792,0.16966
7585,0.8,0.85,1.0,0.16637,0.28528,0.16786
7586,0.8,0.86,1.0,0.16367,0.2813,0.16517
7587,0.8,0.87,1.0,0.15872,0.27396,0.16023
7588,0.8,0.88,1.0,0.15603,0.26994,0.15754
7589,0.8,0.89,1.0,0.14793,0.25773,0.14946
7590,0.8,0.9,1.0,0.14703,0.25637,0.14856
7591,0.8,0.91,1.0,0.14209,0.24882,0.14363
7592,0.8,0.92,1.0,0.13759,0.2419,0.13914
7593,0.8,0.93,1.0,0.13174,0.23281,0.1333
7594,0.8,0.94,1.0,0.12545,0.22293,0.12702
7595,0.8,0.95,1.0,0.12095,0.2158,0.12253
7596,0.8,0.96,1.0,0.11646,0.20862,0.11804
7597,0.8,0.97,1.0,0.11241,0.2021,0.114
7598,0.8,0.98,1.0,0.10836,0.19553,0.10996
7599,0.8,0.99,1.0,0.10836,0.19553,0.10996
7600,0.81,0.0,0.9925,0.17851,0.3026,0.17827
7601,0.81,0.01,0.9925,0.17851,0.3026,0.17827
7602,0.81,0.02,0.9925,0.17851,0.3026,0.17827
7603,0.81,0.03,0.9925,0.17851,0.3026,0.17827
7604,0.81,0.04,0.99499,0.17851,0.30271,0.17872
7605,0.81,0.05,0.99499,0.17851,0.30271,0.17872
7606,0.81,0.06,0.99499,0.17851,0.30271,0.17872
7607,0.81,0.07,0.99499,0.17851,0.30271,0.17872
7608,0.81,0.08,0.99499,0.17851,0.30271,0.17872
7609,0.81,0.09,0.99499,0.17851,0.30271,0.17872
7610,0.81,0.1,0.99499,0.17851,0.30271,0.17872
7611,0.81,0.11,0.99499,0.17851,0.30271,0.17872
7612,0.81,0.12,0.99499,0.17851,0.30271,0.17872
7613,0.81,0.13,0.99499,0.17851,0.30271,0.17872
7614,0.81,0.14,0.99499,0.17851,0.30271,0.17872
7615,0.81,0.15,0.99499,0.17851,0.30271,0.17872
7616,0.81,0.16,0.99499,0.17851,0.30271,0.17872
7617,0.81,0.17,0.99499,0.17851,0.30271,0.17872
7618,0.81,0.18,0.99499,0.17851,0.30271,0.17872
7619,0.81,0.19,0.99499,0.17851,0.30271,0.17872
7620,0.81,0.2,0.99499,0.17851,0.30271,0.17872
7621,0.81,0.21,0.99499,0.17851,0.30271,0.17872
7622,0.81,0.22,0.99499,0.17851,0.30271,0.17872
7623,0.81,0.23,0.99499,0.17851,0.30271,0.17872
7624,0.81,0.24,0.99499,0.17851,0.30271,0.17872
7625,0.81,0.25,0.99499,0.17851,0.30271,0.17872
7626,0.81,0.26,0.99499,0.17851,0.30271,0.17872
7627,0.81,0.27,0.99499,0.17851,0.30271,0.17872
7628,0.81,0.28,0.99499,0.17851,0.30271,0.17872
7629,0.81,0.29,0.99499,0.17851,0.30271,0.17872
7630,0.81,0.3,0.99499,0.17851,0.30271,0.17872
7631,0.81,0.31,0.99499,0.17851,0.30271,0.17872
7632,0.81,0.32,0.99499,0.17851,0.30271,0.17872
7633,0.81,0.33,0.99499,0.17851,0.30271,0.17872
7634,0.81,0.34,0.99499,0.17851,0.30271,0.17872
7635,0.81,0.35,0.99499,0.17851,0.30271,0.17872
7636,0.81,0.36,0.99499,0.17851,0.30271,0.17872
7637,0.81,0.37,0.99499,0.17851,0.30271,0.17872
7638,0.81,0.38,0.99749,0.17851,0.30283,0.17916
7639,0.81,0.39,0.99749,0.17851,0.30283,0.17916
7640,0.81,0.4,0.99749,0.17851,0.30283,0.17916
7641,0.81,0.41,0.99749,0.17851,0.30283,0.17916
7642,0.81,0.42,0.99749,0.17851,0.30283,0.17916
7643,0.81,0.43,0.99749,0.17851,0.30283,0.17916
7644,0.81,0.44,0.99749,0.17851,0.30283,0.17916
7645,0.81,0.45,0.99749,0.17851,0.30283,0.17916
7646,0.81,0.46,0.99749,0.17851,0.30283,0.17916
7647,0.81,0.47,0.99749,0.17851,0.30283,0.17916
7648,0.81,0.48,0.99749,0.17851,0.30283,0.17916
7649,0.81,0.49,0.99749,0.17851,0.30283,0.17916
7650,0.81,0.5,0.99749,0.17851,0.30283,0.17916
7651,0.81,0.51,0.99749,0.17851,0.30283,0.17916
7652,0.81,0.52,0.99749,0.17851,0.30283,0.17916
7653,0.81,0.53,0.99749,0.17851,0.30283,0.17916
7654,0.81,0.54,0.99749,0.17851,0.30283,0.17916
7655,0.81,0.55,0.99749,0.17851,0.30283,0.17916
7656,0.81,0.56,0.99749,0.17851,0.30283,0.17916
7657,0.81,0.57,0.99748,0.17806,0.30218,0.17872
7658,0.81,0.58,0.99748,0.17806,0.30218,0.17872
7659,0.81,0.59,0.99748,0.17806,0.30218,0.17872
7660,0.81,0.6,0.99748,0.17806,0.30218,0.17872
7661,0.81,0.61,0.99748,0.17806,0.30218,0.17872
7662,0.81,0.62,0.99748,0.17806,0.30218,0.17872
7663,0.81,0.63,0.99748,0.17806,0.30218,0.17872
7664,0.81,0.64,0.99748,0.17806,0.30218,0.17872
7665,0.81,0.65,0.99747,0.17761,0.30153,0.17827
7666,0.81,0.66,0.99747,0.17761,0.30153,0.17827
7667,0.81,0.67,0.99746,0.17626,0.29958,0.17692
7668,0.81,0.68,0.99745,0.17581,0.29893,0.17647
7669,0.81,0.69,0.99745,0.17581,0.29893,0.17647
7670,0.81,0.7,1.0,0.17491,0.29774,0.17602
7671,0.81,0.71,1.0,0.17491,0.29774,0.17602
7672,0.81,0.72,1.0,0.17491,0.29774,0.17602
7673,0.81,0.73,1.0,0.17491,0.29774,0.17602
7674,0.81,0.74,1.0,0.17401,0.29644,0.17512
7675,0.81,0.75,1.0,0.17401,0.29644,0.17512
7676,0.81,0.76,1.0,0.17311,0.29513,0.17423
7677,0.81,0.77,1.0,0.17266,0.29448,0.17378
7678,0.81,0.78,1.0,0.16951,0.28988,0.17063
7679,0.81,0.79,1.0,0.16862,0.28858,0.16974
7680,0.81,0.8,1.0,0.16817,0.28792,0.16929
7681,0.81,0.81,1.0,0.16592,0.28462,0.16704
7682,0.81,0.82,1.0,0.16412,0.28196,0.16524
7683,0.81,0.83,1.0,0.16412,0.28196,0.16524
7684,0.81,0.84,1.0,0.15917,0.27463,0.16031
7685,0.81,0.85,1.0,0.15737,0.27194,0.15851
7686,0.81,0.86,1.0,0.15468,0.26792,0.15581
7687,0.81,0.87,1.0,0.14973,0.26046,0.15088
7688,0.81,0.88,1.0,0.14703,0.25637,0.14818
7689,0.81,0.89,1.0,0.13939,0.24467,0.14055
7690,0.81,0.9,1.0,0.13849,0.24329,0.13965
7691,0.81,0.91,1.0,0.13354,0.23562,0.13471
7692,0.81,0.92,1.0,0.12905,0.2286,0.13022
7693,0.81,0.93,1.0,0.12365,0.22009,0.12483
7694,0.81,0.94,1.0,0.11781,0.21079,0.11899
7695,0.81,0.95,1.0,0.11376,0.20428,0.11495
7696,0.81,0.96,1.0,0.10926,0.197,0.11046
7697,0.81,0.97,1.0,0.10567,0.19114,0.10687
7698,0.81,0.98,1.0,0.10162,0.18449,0.10283
7699,0.81,0.99,1.0,0.10162,0.18449,0.10283
7700,0.82,0.0,0.99206,0.16862,0.28825,0.16839
7701,0.82,0.01,0.99206,0.16862,0.28825,0.16839
7702,0.82,0.02,0.99206,0.16862,0.28825,0.16839
7703,0.82,0.03,0.99206,0.16862,0.28825,0.16839
7704,0.82,0.04,0.99469,0.16862,0.28836,0.16884
7705,0.82,0.05,0.99469,0.16862,0.28836,0.16884
7706,0.82,0.06,0.99469,0.16862,0.28836,0.16884
7707,0.82,0.07,0.99469,0.16862,0.28836,0.16884
7708,0.82,0.08,0.99469,0.16862,0.28836,0.16884
7709,0.82,0.09,0.99469,0.16862,0.28836,0.16884
7710,0.82,0.1,0.99469,0.16862,0.28836,0.16884
7711,0.82,0.11,0.99469,0.16862,0.28836,0.16884
7712,0.82,0.12,0.99469,0.16862,0.28836,0.16884
7713,0.82,0.13,0.99469,0.16862,0.28836,0.16884
7714,0.82,0.14,0.99469,0.16862,0.28836,0.16884
7715,0.82,0.15,0.99469,0.16862,0.28836,0.16884
7716,0.82,0.16,0.99469,0.16862,0.28836,0.16884
7717,0.82,0.17,0.99469,0.16862,0.28836,0.16884
7718,0.82,0.18,0.99469,0.16862,0.28836,0.16884
7719,0.82,0.19,0.99469,0.16862,0.28836,0.16884
7720,0.82,0.2,0.99469,0.16862,0.28836,0.16884
7721,0.82,0.21,0.99469,0.16862,0.28836,0.16884
7722,0.82,0.22,0.99469,0.16862,0.28836,0.16884
7723,0.82,0.23,0.99469,0.16862,0.28836,0.16884
7724,0.82,0.24,0.99469,0.16862,0.28836,0.16884
7725,0.82,0.25,0.99469,0.16862,0.28836,0.16884
7726,0.82,0.26,0.99469,0.16862,0.28836,0.16884
7727,0.82,0.27,0.99469,0.16862,0.28836,0.16884
7728,0.82,0.28,0.99469,0.16862,0.28836,0.16884
7729,0.82,0.29,0.99469,0.16862,0.28836,0.16884
7730,0.82,0.3,0.99469,0.16862,0.28836,0.16884
7731,0.82,0.31,0.99469,0.16862,0.28836,0.16884
7732,0.82,0.32,0.99469,0.16862,0.28836,0.16884
7733,0.82,0.33,0.99469,0.16862,0.28836,0.16884
7734,0.82,0.34,0.99469,0.16862,0.28836,0.16884
7735,0.82,0.35,0.99469,0.16862,0.28836,0.16884
7736,0.82,0.36,0.99469,0.16862,0.28836,0.16884
7737,0.82,0.37,0.99469,0.16862,0.28836,0.16884
7738,0.82,0.38,0.99734,0.16862,0.28847,0.16929
7739,0.82,0.39,0.99734,0.16862,0.28847,0.16929
7740,0.82,0.4,0.99734,0.16862,0.28847,0.16929
7741,0.82,0.41,0.99734,0.16862,0.28847,0.16929
7742,0.82,0.42,0.99734,0.16862,0.28847,0.16929
7743,0.82,0.43,0.99734,0.16862,0.28847,0.16929
7744,0.82,0.44,0.99734,0.16862,0.28847,0.16929
7745,0.82,0.45,0.99734,0.16862,0.28847,0.16929
7746,0.82,0.46,0.99734,0.16862,0.28847,0.16929
7747,0.82,0.47,0.99734,0.16862,0.28847,0.16929
7748,0.82,0.48,0.99734,0.16862,0.28847,0.16929
7749,0.82,0.49,0.99734,0.16862,0.28847,0.16929
7750,0.82,0.5,0.99734,0.16862,0.28847,0.16929
7751,0.82,0.51,0.99734,0.16862,0.28847,0.16929
7752,0.82,0.52,0.99734,0.16862,0.28847,0.16929
7753,0.82,0.53,0.99734,0.16862,0.28847,0.16929
7754,0.82,0.54,0.99734,0.16862,0.28847,0.16929
7755,0.82,0.55,0.99734,0.16862,0.28847,0.16929
7756,0.82,0.56,0.99734,0.16862,0.28847,0.16929
7757,0.82,0.57,0.99733,0.16817,0.28781,0.16884
7758,0.82,0.58,0.99733,0.16817,0.28781,0.16884
7759,0.82,0.59,0.99733,0.16817,0.28781,0.16884
7760,0.82,0.6,0.99733,0.16817,0.28781,0.16884
7761,0.82,0.61,0.99733,0.16817,0.28781,0.16884
7762,0.82,0.62,0.99733,0.16817,0.28781,0.16884
7763,0.82,0.63,0.99733,0.16817,0.28781,0.16884
7764,0.82,0.64,0.99733,0.16817,0.28781,0.16884
7765,0.82,0.65,0.99733,0.16772,0.28715,0.16839
