,init pf,init block clean threshold,init weighting schema,init matching threshold,f-score goal,rank iterations,rank f-score,grid search iterations,grid search f-score
0,0,0.05,0,0.05,0.8,3,0.98611,3,0.90226
1,0,0.05,0,0.275,0.8,1,0.87934,3,0.90226
2,0,0.05,0,0.5,0.8,1,0.95203,3,0.90226
3,0,0.05,0,0.725,0.8,1,0.98146,3,0.90226
4,0,0.05,0,0.95,0.8,1,0.80223,3,0.90226
5,0,0.05,1,0.05,0.8,5,0.98611,3,0.90226
6,0,0.05,1,0.275,0.8,2,0.88582,3,0.90226
7,0,0.05,1,0.5,0.8,2,0.96368,3,0.90226
8,0,0.05,1,0.725,0.8,2,0.98984,3,0.90226
9,0,0.05,1,0.95,0.8,2,0.81846,3,0.90226
10,0,0.05,2,0.05,0.8,5,0.98611,3,0.90226
11,0,0.05,2,0.275,0.8,3,0.91919,3,0.90226
12,0,0.05,2,0.5,0.8,2,0.97015,3,0.90226
13,0,0.05,2,0.725,0.8,3,0.98611,3,0.90226
14,0,0.05,2,0.95,0.8,2,0.81035,3,0.90226
15,0,0.05,3,0.05,0.8,5,0.98611,3,0.90226
16,0,0.05,3,0.275,0.8,3,0.91919,3,0.90226
17,0,0.05,3,0.5,0.8,3,0.97357,3,0.90226
18,0,0.05,3,0.725,0.8,3,0.98611,3,0.90226
19,0,0.05,3,0.95,0.8,3,0.81846,3,0.90226
20,0,0.275,0,0.05,0.8,5,0.98611,3,0.90226
21,0,0.275,0,0.275,0.8,2,0.87744,3,0.90226
22,0,0.275,0,0.5,0.8,2,0.9569,3,0.90226
23,0,0.275,0,0.725,0.8,2,0.98353,3,0.90226
24,0,0.275,0,0.95,0.8,2,0.80733,3,0.90226
25,0,0.275,1,0.05,0.8,2,0.88883,3,0.90226
26,0,0.275,1,0.275,0.8,2,0.91919,3,0.90226
27,0,0.275,1,0.5,0.8,2,0.97357,3,0.90226
28,0,0.275,1,0.725,0.8,2,0.98611,3,0.90226
29,0,0.275,1,0.95,0.8,2,0.81846,3,0.90226
