,init pf,init block clean threshold,init weighting schema,init matching threshold,historical data size,param iterations,param f-score,proj iterations,proj f-score,profile iterations,profile f-score,grid search iterations,grid search f-score
288,1,0.17857,0,0.05,36,22,0.96071,18,0.96284,215,0.96071,23.0,0.96036
289,1,0.17857,0,0.17857,36,16,0.95774,17,0.96062,213,0.96071,23.0,0.96036
290,1,0.17857,0,0.30714,36,17,0.95774,15,0.95808,210,0.96071,23.0,0.96036
291,1,0.17857,0,0.43571,36,16,0.95774,17,0.96062,265,0.95808,23.0,0.96036
292,1,0.17857,0,0.56429,36,18,0.96402,15,0.95808,263,0.95808,23.0,0.96036
293,1,0.17857,0,0.69286,36,2,0.96062,3,0.96062,8,0.96071,23.0,0.96036
294,1,0.17857,0,0.82143,36,15,0.96071,16,0.96062,216,0.96071,23.0,0.96036
295,1,0.17857,0,0.95,36,15,0.96071,42,0.9607,216,0.96071,23.0,0.96036
296,1,0.17857,1,0.05,36,15,0.95774,17,0.9607,216,0.96071,23.0,0.96036
297,1,0.17857,1,0.17857,36,23,0.96071,19,0.96284,214,0.96071,23.0,0.96036
298,1,0.17857,1,0.30714,36,16,0.95774,17,0.9607,210,0.96071,23.0,0.96036
299,1,0.17857,1,0.43571,36,17,0.95774,16,0.95808,265,0.95808,23.0,0.96036
300,1,0.17857,1,0.56429,36,18,0.96165,18,0.96062,263,0.95808,23.0,0.96036
301,1,0.17857,1,0.69286,36,2,0.9607,3,0.9607,8,0.96071,23.0,0.96036
302,1,0.17857,1,0.82143,36,15,0.96071,16,0.95808,217,0.96071,23.0,0.96036
303,1,0.17857,1,0.95,36,16,0.96071,18,0.9607,217,0.96071,23.0,0.96036
304,1,0.17857,2,0.05,36,15,0.95774,14,0.95774,216,0.96071,23.0,0.96036
305,1,0.17857,2,0.17857,36,16,0.95774,15,0.95774,214,0.96071,23.0,0.96036
306,1,0.17857,2,0.30714,36,15,0.95774,14,0.95774,210,0.96071,23.0,0.96036
307,1,0.17857,2,0.43571,36,16,0.95774,15,0.95774,265,0.95808,23.0,0.96036
308,1,0.17857,2,0.56429,36,16,0.95808,15,0.95808,263,0.95808,23.0,0.96036
309,1,0.17857,2,0.69286,36,1,0.95774,1,0.95774,8,0.96071,23.0,0.96036
310,1,0.17857,2,0.82143,36,15,0.96071,17,0.96071,217,0.96071,23.0,0.96036
311,1,0.17857,2,0.95,36,14,0.96071,15,0.95774,217,0.96071,23.0,0.96036
312,1,0.17857,3,0.05,36,20,0.96071,18,0.96284,215,0.96071,23.0,0.96036
313,1,0.17857,3,0.17857,36,20,0.96071,16,0.96284,212,0.96071,23.0,0.96036
314,1,0.17857,3,0.30714,36,16,0.95774,15,0.95808,208,0.96071,23.0,0.96036
315,1,0.17857,3,0.43571,36,16,0.95774,13,0.95808,265,0.95808,23.0,0.96036
316,1,0.17857,3,0.56429,36,16,0.95808,15,0.95808,263,0.95808,23.0,0.96036
317,1,0.17857,3,0.69286,36,1,0.95808,1,0.95808,7,0.96071,23.0,0.96036
318,1,0.17857,3,0.82143,36,14,0.96071,14,0.95808,216,0.96071,23.0,0.96036
319,1,0.17857,3,0.95,36,15,0.96071,17,0.96071,215,0.96071,23.0,0.96036
320,1,0.30714,0,0.05,36,23,0.96071,40,0.9607,216,0.96071,23.0,0.96036
321,1,0.30714,0,0.17857,36,16,0.95774,17,0.96062,214,0.96071,23.0,0.96036
322,1,0.30714,0,0.30714,36,17,0.95774,15,0.95808,208,0.96071,23.0,0.96036
323,1,0.30714,0,0.43571,36,16,0.95774,17,0.96062,265,0.95808,23.0,0.96036
324,1,0.30714,0,0.56429,36,18,0.96402,15,0.95808,216,0.96071,23.0,0.96036
325,1,0.30714,0,0.69286,36,2,0.96062,3,0.96062,216,0.96071,23.0,0.96036
326,1,0.30714,0,0.82143,36,15,0.96071,16,0.96062,216,0.96071,23.0,0.96036
327,1,0.30714,0,0.95,36,15,0.96071,42,0.9607,217,0.96071,23.0,0.96036
328,1,0.30714,1,0.05,36,15,0.95774,17,0.9607,216,0.96071,23.0,0.96036
329,1,0.30714,1,0.17857,36,23,0.96071,19,0.96284,214,0.96071,23.0,0.96036
330,1,0.30714,1,0.30714,36,16,0.95774,17,0.9607,208,0.96071,23.0,0.96036
331,1,0.30714,1,0.43571,36,17,0.95774,16,0.95808,265,0.95808,23.0,0.96036
332,1,0.30714,1,0.56429,36,18,0.96165,18,0.96062,263,0.95808,23.0,0.96036
333,1,0.30714,1,0.69286,36,2,0.9607,3,0.9607,216,0.96071,23.0,0.96036
334,1,0.30714,1,0.82143,36,15,0.96071,16,0.95808,216,0.96071,23.0,0.96036
335,1,0.30714,1,0.95,36,16,0.96071,18,0.9607,216,0.96071,23.0,0.96036
336,1,0.30714,2,0.05,36,15,0.95774,14,0.95774,216,0.96071,23.0,0.96036
337,1,0.30714,2,0.17857,36,16,0.95774,15,0.95774,214,0.96071,23.0,0.96036
338,1,0.30714,2,0.30714,36,15,0.95774,14,0.95774,208,0.96071,23.0,0.96036
339,1,0.30714,2,0.43571,36,16,0.95774,15,0.95774,265,0.95808,23.0,0.96036
340,1,0.30714,2,0.56429,36,16,0.95808,15,0.95808,263,0.95808,23.0,0.96036
341,1,0.30714,2,0.69286,36,1,0.95774,1,0.95774,216,0.96071,23.0,0.96036
342,1,0.30714,2,0.82143,36,15,0.96071,17,0.96071,216,0.96071,23.0,0.96036
343,1,0.30714,2,0.95,36,14,0.96071,15,0.95774,216,0.96071,23.0,0.96036
344,1,0.30714,3,0.05,36,22,0.96071,18,0.96284,216,0.96071,23.0,0.96036
345,1,0.30714,3,0.17857,36,22,0.96071,17,0.96284,214,0.96071,23.0,0.96036
346,1,0.30714,3,0.30714,36,16,0.95774,15,0.95808,208,0.96071,23.0,0.96036
347,1,0.30714,3,0.43571,36,16,0.95774,13,0.95808,265,0.95808,23.0,0.96036
348,1,0.30714,3,0.56429,36,16,0.95808,15,0.95808,263,0.95808,23.0,0.96036
349,1,0.30714,3,0.69286,36,1,0.95808,1,0.95808,7,0.96071,23.0,0.96036
350,1,0.30714,3,0.82143,36,14,0.96071,14,0.95808,216,0.96071,23.0,0.96036
351,1,0.30714,3,0.95,36,15,0.96071,17,0.96071,216,0.96071,23.0,0.96036
352,1,0.43571,0,0.05,36,23,0.96071,40,0.9607,219,0.96071,23.0,0.96036
353,1,0.43571,0,0.17857,36,16,0.95774,17,0.96062,214,0.96071,23.0,0.96036
354,1,0.43571,0,0.30714,36,17,0.95774,15,0.95808,208,0.96071,23.0,0.96036
355,1,0.43571,0,0.43571,36,16,0.95774,17,0.96062,265,0.95808,23.0,0.96036
356,1,0.43571,0,0.56429,36,18,0.96402,15,0.95808,263,0.95808,23.0,0.96036
357,1,0.43571,0,0.69286,36,2,0.96062,3,0.96062,219,0.96071,23.0,0.96036
358,1,0.43571,0,0.82143,36,15,0.96071,16,0.96062,219,0.96071,23.0,0.96036
359,1,0.43571,0,0.95,36,15,0.96071,42,0.9607,219,0.96071,23.0,0.96036
360,1,0.43571,1,0.05,36,15,0.95774,17,0.9607,219,0.96071,23.0,0.96036
361,1,0.43571,1,0.17857,36,23,0.96071,19,0.96284,214,0.96071,23.0,0.96036
362,1,0.43571,1,0.30714,36,16,0.95774,17,0.9607,208,0.96071,23.0,0.96036
363,1,0.43571,1,0.43571,36,17,0.95774,16,0.95808,265,0.95808,23.0,0.96036
364,1,0.43571,1,0.56429,36,18,0.96165,18,0.96062,263,0.95808,23.0,0.96036
365,1,0.43571,1,0.69286,36,2,0.9607,3,0.9607,219,0.96071,23.0,0.96036
366,1,0.43571,1,0.82143,36,15,0.96071,16,0.95808,219,0.96071,23.0,0.96036
367,1,0.43571,1,0.95,36,16,0.96071,18,0.9607,219,0.96071,23.0,0.96036
368,1,0.43571,2,0.05,36,15,0.95774,14,0.95774,219,0.96071,23.0,0.96036
369,1,0.43571,2,0.17857,36,16,0.95774,15,0.95774,214,0.96071,23.0,0.96036
370,1,0.43571,2,0.30714,36,15,0.95774,14,0.95774,208,0.96071,23.0,0.96036
371,1,0.43571,2,0.43571,36,16,0.95774,15,0.95774,265,0.95808,23.0,0.96036
372,1,0.43571,2,0.56429,36,16,0.95808,15,0.95808,263,0.95808,23.0,0.96036
373,1,0.43571,2,0.69286,36,1,0.95774,1,0.95774,219,0.96071,23.0,0.96036
374,1,0.43571,2,0.82143,36,15,0.96071,17,0.96071,219,0.96071,23.0,0.96036
375,1,0.43571,2,0.95,36,14,0.96071,15,0.95774,219,0.96071,23.0,0.96036
376,1,0.43571,3,0.05,36,22,0.96071,41,0.9607,219,0.96071,23.0,0.96036
377,1,0.43571,3,0.17857,36,22,0.96071,17,0.96284,219,0.96071,23.0,0.96036
378,1,0.43571,3,0.30714,36,16,0.95774,15,0.95808,219,0.96071,23.0,0.96036
379,1,0.43571,3,0.43571,36,16,0.95774,13,0.95808,219,0.96071,23.0,0.96036
380,1,0.43571,3,0.56429,36,16,0.95808,15,0.95808,219,0.96071,23.0,0.96036
381,1,0.43571,3,0.69286,36,1,0.95808,1,0.95808,219,0.96071,23.0,0.96036
382,1,0.43571,3,0.82143,36,14,0.96071,14,0.95808,219,0.96071,23.0,0.96036
383,1,0.43571,3,0.95,36,15,0.96071,17,0.96071,219,0.96071,23.0,0.96036
384,1,0.56429,0,0.05,36,23,0.96071,40,0.9607,219,0.96071,23.0,0.96036
385,1,0.56429,0,0.17857,36,16,0.95774,17,0.96062,214,0.96071,23.0,0.96036
386,1,0.56429,0,0.30714,36,17,0.95774,15,0.95808,208,0.96071,23.0,0.96036
387,1,0.56429,0,0.43571,36,16,0.95774,17,0.96062,265,0.95808,23.0,0.96036
388,1,0.56429,0,0.56429,36,18,0.96402,15,0.95808,263,0.95808,23.0,0.96036
389,1,0.56429,0,0.69286,36,2,0.96062,3,0.96062,219,0.96071,23.0,0.96036
390,1,0.56429,0,0.82143,36,15,0.96071,16,0.96062,219,0.96071,23.0,0.96036
391,1,0.56429,0,0.95,36,15,0.96071,42,0.9607,219,0.96071,23.0,0.96036
392,1,0.56429,1,0.05,36,15,0.95774,17,0.9607,219,0.96071,23.0,0.96036
393,1,0.56429,1,0.17857,36,23,0.96071,19,0.96284,214,0.96071,23.0,0.96036
394,1,0.56429,1,0.30714,36,16,0.95774,17,0.9607,208,0.96071,23.0,0.96036
395,1,0.56429,1,0.43571,36,17,0.95774,16,0.95808,265,0.95808,23.0,0.96036
396,1,0.56429,1,0.56429,36,18,0.96165,18,0.96062,263,0.95808,23.0,0.96036
397,1,0.56429,1,0.69286,36,2,0.9607,3,0.9607,219,0.96071,23.0,0.96036
398,1,0.56429,1,0.82143,36,15,0.96071,16,0.95808,219,0.96071,23.0,0.96036
399,1,0.56429,1,0.95,36,16,0.96071,18,0.9607,219,0.96071,23.0,0.96036
400,1,0.56429,2,0.05,36,15,0.95774,14,0.95774,219,0.96071,23.0,0.96036
401,1,0.56429,2,0.17857,36,16,0.95774,15,0.95774,214,0.96071,23.0,0.96036
402,1,0.56429,2,0.30714,36,15,0.95774,14,0.95774,208,0.96071,23.0,0.96036
403,1,0.56429,2,0.43571,36,16,0.95774,15,0.95774,265,0.95808,23.0,0.96036
404,1,0.56429,2,0.56429,36,16,0.95808,15,0.95808,263,0.95808,23.0,0.96036
405,1,0.56429,2,0.69286,36,1,0.95774,1,0.95774,219,0.96071,23.0,0.96036
406,1,0.56429,2,0.82143,36,15,0.96071,17,0.96071,219,0.96071,23.0,0.96036
407,1,0.56429,2,0.95,36,14,0.96071,15,0.95774,219,0.96071,23.0,0.96036
408,1,0.56429,3,0.05,36,22,0.96071,41,0.9607,219,0.96071,23.0,0.96036
409,1,0.56429,3,0.17857,36,22,0.96071,17,0.96284,219,0.96071,23.0,0.96036
410,1,0.56429,3,0.30714,36,16,0.95774,15,0.95808,219,0.96071,23.0,0.96036
411,1,0.56429,3,0.43571,36,16,0.95774,13,0.95808,219,0.96071,23.0,0.96036
412,1,0.56429,3,0.56429,36,16,0.95808,15,0.95808,219,0.96071,23.0,0.96036
413,1,0.56429,3,0.69286,36,1,0.95808,1,0.95808,219,0.96071,23.0,0.96036
414,1,0.56429,3,0.82143,36,14,0.96071,14,0.95808,219,0.96071,23.0,0.96036
415,1,0.56429,3,0.95,36,15,0.96071,17,0.96071,219,0.96071,23.0,0.96036
416,1,0.69286,0,0.05,36,23,0.96071,40,0.9607,219,0.96071,23.0,0.96036
417,1,0.69286,0,0.17857,36,16,0.95774,17,0.96062,219,0.96071,23.0,0.96036
418,1,0.69286,0,0.30714,36,17,0.95774,15,0.95808,219,0.96071,23.0,0.96036
419,1,0.69286,0,0.43571,36,16,0.95774,17,0.96062,219,0.96071,23.0,0.96036
420,1,0.69286,0,0.56429,36,18,0.96402,15,0.95808,219,0.96071,23.0,0.96036
421,1,0.69286,0,0.69286,36,2,0.96062,3,0.96062,219,0.96071,23.0,0.96036
422,1,0.69286,0,0.82143,36,15,0.96071,16,0.96062,219,0.96071,23.0,0.96036
423,1,0.69286,0,0.95,36,15,0.96071,42,0.9607,219,0.96071,23.0,0.96036
424,1,0.69286,1,0.05,36,15,0.95774,17,0.9607,219,0.96071,23.0,0.96036
425,1,0.69286,1,0.17857,36,23,0.96071,19,0.96284,219,0.96071,23.0,0.96036
426,1,0.69286,1,0.30714,36,16,0.95774,17,0.9607,219,0.96071,23.0,0.96036
427,1,0.69286,1,0.43571,36,17,0.95774,16,0.95808,219,0.96071,23.0,0.96036
428,1,0.69286,1,0.56429,36,18,0.96165,18,0.96062,219,0.96071,23.0,0.96036
429,1,0.69286,1,0.69286,36,2,0.9607,3,0.9607,219,0.96071,23.0,0.96036
430,1,0.69286,1,0.82143,36,15,0.96071,16,0.95808,219,0.96071,23.0,0.96036
431,1,0.69286,1,0.95,36,16,0.96071,18,0.9607,219,0.96071,23.0,0.96036
432,1,0.69286,2,0.05,36,15,0.95774,14,0.95774,219,0.96071,23.0,0.96036
433,1,0.69286,2,0.17857,36,16,0.95774,15,0.95774,219,0.96071,23.0,0.96036
434,1,0.69286,2,0.30714,36,15,0.95774,14,0.95774,219,0.96071,23.0,0.96036
435,1,0.69286,2,0.43571,36,16,0.95774,15,0.95774,219,0.96071,23.0,0.96036
436,1,0.69286,2,0.56429,36,16,0.95808,15,0.95808,219,0.96071,23.0,0.96036
437,1,0.69286,2,0.69286,36,1,0.95774,1,0.95774,219,0.96071,23.0,0.96036
438,1,0.69286,2,0.82143,36,15,0.96071,17,0.96071,219,0.96071,23.0,0.96036
439,1,0.69286,2,0.95,36,14,0.96071,15,0.95774,219,0.96071,23.0,0.96036
440,1,0.69286,3,0.05,36,22,0.96071,41,0.9607,219,0.96071,23.0,0.96036
441,1,0.69286,3,0.17857,36,22,0.96071,17,0.96284,219,0.96071,23.0,0.96036
442,1,0.69286,3,0.30714,36,16,0.95774,15,0.95808,219,0.96071,23.0,0.96036
443,1,0.69286,3,0.43571,36,16,0.95774,13,0.95808,219,0.96071,23.0,0.96036
444,1,0.69286,3,0.56429,36,16,0.95808,15,0.95808,219,0.96071,23.0,0.96036
445,1,0.69286,3,0.69286,36,1,0.95808,1,0.95808,219,0.96071,23.0,0.96036
446,1,0.69286,3,0.82143,36,14,0.96071,14,0.95808,219,0.96071,23.0,0.96036
447,1,0.69286,3,0.95,36,15,0.96071,17,0.96071,219,0.96071,23.0,0.96036
448,1,0.82143,0,0.05,36,23,0.96071,40,0.9607,219,0.96071,23.0,0.96036
449,1,0.82143,0,0.17857,36,16,0.95774,17,0.96062,219,0.96071,23.0,0.96036
450,1,0.82143,0,0.30714,36,17,0.95774,15,0.95808,219,0.96071,23.0,0.96036
451,1,0.82143,0,0.43571,36,16,0.95774,17,0.96062,219,0.96071,23.0,0.96036
452,1,0.82143,0,0.56429,36,18,0.96402,15,0.95808,219,0.96071,23.0,0.96036
453,1,0.82143,0,0.69286,36,2,0.96062,3,0.96062,219,0.96071,23.0,0.96036
454,1,0.82143,0,0.82143,36,15,0.96071,16,0.96062,219,0.96071,23.0,0.96036
455,1,0.82143,0,0.95,36,15,0.96071,42,0.9607,219,0.96071,23.0,0.96036
456,1,0.82143,1,0.05,36,15,0.95774,17,0.9607,219,0.96071,23.0,0.96036
457,1,0.82143,1,0.17857,36,23,0.96071,19,0.96284,219,0.96071,23.0,0.96036
458,1,0.82143,1,0.30714,36,16,0.95774,17,0.9607,219,0.96071,23.0,0.96036
459,1,0.82143,1,0.43571,36,17,0.95774,16,0.95808,219,0.96071,23.0,0.96036
460,1,0.82143,1,0.56429,36,18,0.96165,18,0.96062,219,0.96071,23.0,0.96036
461,1,0.82143,1,0.69286,36,2,0.9607,3,0.9607,219,0.96071,23.0,0.96036
462,1,0.82143,1,0.82143,36,15,0.96071,16,0.95808,219,0.96071,23.0,0.96036
463,1,0.82143,1,0.95,36,16,0.96071,18,0.9607,219,0.96071,23.0,0.96036
464,1,0.82143,2,0.05,36,15,0.95774,14,0.95774,219,0.96071,23.0,0.96036
465,1,0.82143,2,0.17857,36,16,0.95774,15,0.95774,219,0.96071,23.0,0.96036
466,1,0.82143,2,0.30714,36,15,0.95774,14,0.95774,219,0.96071,23.0,0.96036
467,1,0.82143,2,0.43571,36,16,0.95774,15,0.95774,219,0.96071,23.0,0.96036
468,1,0.82143,2,0.56429,36,16,0.95808,15,0.95808,219,0.96071,23.0,0.96036
469,1,0.82143,2,0.69286,36,1,0.95774,1,0.95774,219,0.96071,23.0,0.96036
470,1,0.82143,2,0.82143,36,15,0.96071,17,0.96071,219,0.96071,23.0,0.96036
471,1,0.82143,2,0.95,36,14,0.96071,15,0.95774,219,0.96071,23.0,0.96036
472,1,0.82143,3,0.05,36,22,0.96071,41,0.9607,219,0.96071,23.0,0.96036
473,1,0.82143,3,0.17857,36,22,0.96071,17,0.96284,219,0.96071,23.0,0.96036
474,1,0.82143,3,0.30714,36,16,0.95774,15,0.95808,219,0.96071,23.0,0.96036
475,1,0.82143,3,0.43571,36,16,0.95774,13,0.95808,219,0.96071,23.0,0.96036
476,1,0.82143,3,0.56429,36,16,0.95808,15,0.95808,219,0.96071,23.0,0.96036
477,1,0.82143,3,0.69286,36,1,0.95808,1,0.95808,219,0.96071,23.0,0.96036
478,1,0.82143,3,0.82143,36,14,0.96071,14,0.95808,219,0.96071,23.0,0.96036
479,1,0.82143,3,0.95,36,15,0.96071,17,0.96071,219,0.96071,23.0,0.96036
480,1,0.95,0,0.05,36,23,0.96071,40,0.9607,219,0.96071,23.0,0.96036
481,1,0.95,0,0.17857,36,16,0.95774,17,0.96062,219,0.96071,23.0,0.96036
482,1,0.95,0,0.30714,36,17,0.95774,15,0.95808,219,0.96071,23.0,0.96036
483,1,0.95,0,0.43571,36,16,0.95774,17,0.96062,219,0.96071,23.0,0.96036
484,1,0.95,0,0.56429,36,18,0.96402,15,0.95808,219,0.96071,23.0,0.96036
485,1,0.95,0,0.69286,36,2,0.96062,3,0.96062,219,0.96071,23.0,0.96036
486,1,0.95,0,0.82143,36,15,0.96071,16,0.96062,219,0.96071,23.0,0.96036
487,1,0.95,0,0.95,36,15,0.96071,42,0.9607,219,0.96071,23.0,0.96036
488,1,0.95,1,0.05,36,15,0.95774,17,0.9607,219,0.96071,23.0,0.96036
489,1,0.95,1,0.17857,36,23,0.96071,19,0.96284,219,0.96071,23.0,0.96036
490,1,0.95,1,0.30714,36,16,0.95774,17,0.9607,219,0.96071,23.0,0.96036
491,1,0.95,1,0.43571,36,17,0.95774,16,0.95808,219,0.96071,23.0,0.96036
492,1,0.95,1,0.56429,36,18,0.96165,18,0.96062,219,0.96071,23.0,0.96036
493,1,0.95,1,0.69286,36,2,0.9607,3,0.9607,219,0.96071,23.0,0.96036
494,1,0.95,1,0.82143,36,15,0.96071,16,0.95808,219,0.96071,23.0,0.96036
495,1,0.95,1,0.95,36,16,0.96071,18,0.9607,219,0.96071,23.0,0.96036
496,1,0.95,2,0.05,36,15,0.95774,14,0.95774,219,0.96071,23.0,0.96036
497,1,0.95,2,0.17857,36,16,0.95774,15,0.95774,219,0.96071,23.0,0.96036
498,1,0.95,2,0.30714,36,15,0.95774,14,0.95774,219,0.96071,23.0,0.96036
499,1,0.95,2,0.43571,36,16,0.95774,15,0.95774,219,0.96071,23.0,0.96036
500,1,0.95,2,0.56429,36,16,0.95808,15,0.95808,219,0.96071,23.0,0.96036
501,1,0.95,2,0.69286,36,1,0.95774,1,0.95774,219,0.96071,23.0,0.96036
502,1,0.95,2,0.82143,36,15,0.96071,17,0.96071,219,0.96071,23.0,0.96036
503,1,0.95,2,0.95,36,14,0.96071,15,0.95774,219,0.96071,23.0,0.96036
504,1,0.95,3,0.05,36,22,0.96071,41,0.9607,219,0.96071,23.0,0.96036
505,1,0.95,3,0.17857,36,22,0.96071,17,0.96284,219,0.96071,23.0,0.96036
506,1,0.95,3,0.30714,36,16,0.95774,15,0.95808,219,0.96071,23.0,0.96036
507,1,0.95,3,0.43571,36,16,0.95774,13,0.95808,219,0.96071,23.0,0.96036
508,1,0.95,3,0.56429,36,16,0.95808,15,0.95808,219,0.96071,23.0,0.96036
509,1,0.95,3,0.69286,36,1,0.95808,1,0.95808,219,0.96071,23.0,0.96036
510,1,0.95,3,0.82143,36,14,0.96071,14,0.95808,219,0.96071,23.0,0.96036
511,1,0.95,3,0.95,36,15,0.96071,17,0.96071,219,0.96071,23.0,0.96036
512,0,0.05,0,0.05,54,12,0.96071,27,0.96071,26,0.96062,23.0,0.96036
513,0,0.05,0,0.17857,54,23,0.96071,28,0.96071,27,0.96062,23.0,0.96036
514,0,0.05,0,0.30714,54,12,0.96071,28,0.96071,27,0.96062,23.0,0.96036
515,0,0.05,0,0.43571,54,23,0.96071,28,0.96071,20,0.96062,23.0,0.96036
516,0,0.05,0,0.56429,54,13,0.96359,15,0.96359,14,0.96062,23.0,0.96036
517,0,0.05,0,0.69286,54,1,0.96062,1,0.96062,2,0.96062,23.0,0.96036
518,0,0.05,0,0.82143,54,11,0.96062,14,0.96062,15,0.96062,23.0,0.96036
519,0,0.05,0,0.95,54,11,0.96071,16,0.96071,24,0.96062,23.0,0.96036
520,0,0.05,1,0.05,54,23,0.96071,28,0.96071,27,0.96062,23.0,0.96036
521,0,0.05,1,0.17857,54,12,0.96071,28,0.96071,28,0.96062,23.0,0.96036
522,0,0.05,1,0.30714,54,24,0.96071,29,0.96071,28,0.96062,23.0,0.96036
523,0,0.05,1,0.43571,54,19,0.95959,19,0.95959,22,0.96062,23.0,0.96036
524,0,0.05,1,0.56429,54,13,0.96165,15,0.96165,11,0.96062,23.0,0.96036
525,0,0.05,1,0.69286,54,1,0.9607,1,0.9607,3,0.9607,23.0,0.96036
526,0,0.05,1,0.82143,54,12,0.96071,16,0.96071,16,0.96062,23.0,0.96036
527,0,0.05,1,0.95,54,12,0.96062,16,0.96062,25,0.96062,23.0,0.96036
528,0,0.05,2,0.05,54,12,0.96071,27,0.96071,27,0.96062,23.0,0.96036
529,0,0.05,2,0.17857,54,24,0.96071,29,0.96071,28,0.96062,23.0,0.96036
530,0,0.05,2,0.30714,54,12,0.96071,28,0.96071,28,0.96062,23.0,0.96036
531,0,0.05,2,0.43571,54,24,0.96071,29,0.96071,21,0.96062,23.0,0.96036
532,0,0.05,2,0.56429,54,13,0.96402,15,0.96402,16,0.96062,23.0,0.96036
533,0,0.05,2,0.69286,54,1,0.96071,1,0.96071,3,0.96071,23.0,0.96036
534,0,0.05,2,0.82143,54,12,0.96071,15,0.96071,16,0.96062,23.0,0.96036
535,0,0.05,2,0.95,54,11,0.96071,15,0.96071,26,0.96062,23.0,0.96036
536,0,0.05,3,0.05,54,23,0.96071,27,0.96071,26,0.96062,23.0,0.96036
537,0,0.05,3,0.17857,54,11,0.96071,25,0.96071,27,0.96062,23.0,0.96036
538,0,0.05,3,0.30714,54,24,0.96071,27,0.96071,27,0.96062,23.0,0.96036
539,0,0.05,3,0.43571,54,11,0.96071,26,0.96071,20,0.96062,23.0,0.96036
540,0,0.05,3,0.56429,54,13,0.96359,15,0.96359,13,0.96062,23.0,0.96036
541,0,0.05,3,0.69286,54,1,0.96071,1,0.96071,3,0.96071,23.0,0.96036
542,0,0.05,3,0.82143,54,10,0.96071,14,0.96071,11,0.96062,23.0,0.96036
543,0,0.05,3,0.95,54,12,0.96071,15,0.96071,22,0.96062,23.0,0.96036
544,0,0.17857,0,0.05,54,12,0.96071,27,0.96071,27,0.96062,23.0,0.96036
545,0,0.17857,0,0.17857,54,23,0.96071,28,0.96071,23,0.96062,23.0,0.96036
546,0,0.17857,0,0.30714,54,12,0.96071,29,0.96071,24,0.96062,23.0,0.96036
547,0,0.17857,0,0.43571,54,23,0.96071,28,0.96071,18,0.96062,23.0,0.96036
548,0,0.17857,0,0.56429,54,14,0.96359,16,0.96359,16,0.96062,23.0,0.96036
549,0,0.17857,0,0.69286,54,1,0.96062,1,0.96062,2,0.96062,23.0,0.96036
550,0,0.17857,0,0.82143,54,11,0.96062,14,0.96062,15,0.96062,23.0,0.96036
551,0,0.17857,0,0.95,54,11,0.96071,16,0.96071,24,0.96062,23.0,0.96036
552,0,0.17857,1,0.05,54,24,0.96071,29,0.96071,28,0.96062,23.0,0.96036
553,0,0.17857,1,0.17857,54,12,0.96071,28,0.96071,26,0.96062,23.0,0.96036
554,0,0.17857,1,0.30714,54,24,0.96071,29,0.96071,26,0.96062,23.0,0.96036
555,0,0.17857,1,0.43571,54,19,0.95959,19,0.95959,20,0.96062,23.0,0.96036
556,0,0.17857,1,0.56429,54,13,0.96165,14,0.96165,13,0.96062,23.0,0.96036
557,0,0.17857,1,0.69286,54,1,0.9607,1,0.9607,4,0.96165,23.0,0.96036
558,0,0.17857,1,0.82143,54,12,0.96071,16,0.96071,16,0.96062,23.0,0.96036
559,0,0.17857,1,0.95,54,12,0.96062,16,0.96062,25,0.96062,23.0,0.96036
560,0,0.17857,2,0.05,54,12,0.96071,27,0.96071,28,0.96062,23.0,0.96036
561,0,0.17857,2,0.17857,54,25,0.96071,30,0.96071,25,0.96062,23.0,0.96036
562,0,0.17857,2,0.30714,54,12,0.96071,29,0.96071,26,0.96062,23.0,0.96036
563,0,0.17857,2,0.43571,54,25,0.96071,30,0.96071,20,0.96062,23.0,0.96036
564,0,0.17857,2,0.56429,54,13,0.96402,15,0.96402,13,0.96062,23.0,0.96036
565,0,0.17857,2,0.69286,54,1,0.96071,1,0.96071,4,0.96303,23.0,0.96036
566,0,0.17857,2,0.82143,54,12,0.96071,15,0.96071,16,0.96062,23.0,0.96036
567,0,0.17857,2,0.95,54,11,0.96071,15,0.96071,26,0.96062,23.0,0.96036
568,0,0.17857,3,0.05,54,24,0.96071,27,0.96071,27,0.96062,23.0,0.96036
569,0,0.17857,3,0.17857,54,11,0.96071,25,0.96071,24,0.96062,23.0,0.96036
570,0,0.17857,3,0.30714,54,25,0.96071,28,0.96071,25,0.96062,23.0,0.96036
571,0,0.17857,3,0.43571,54,23,0.96071,26,0.96071,19,0.96062,23.0,0.96036
572,0,0.17857,3,0.56429,54,13,0.96359,15,0.96359,12,0.96062,23.0,0.96036
573,0,0.17857,3,0.69286,54,1,0.96071,1,0.96071,4,0.96284,23.0,0.96036
574,0,0.17857,3,0.82143,54,10,0.96071,14,0.96071,11,0.96062,23.0,0.96036
575,0,0.17857,3,0.95,54,12,0.96071,15,0.96071,22,0.96062,23.0,0.96036
576,0,0.30714,0,0.05,54,12,0.96071,28,0.96071,27,0.96062,23.0,0.96036
577,0,0.30714,0,0.17857,54,23,0.96071,28,0.96071,24,0.96062,23.0,0.96036
578,0,0.30714,0,0.30714,54,12,0.96071,29,0.96071,24,0.96062,23.0,0.96036
579,0,0.30714,0,0.43571,54,23,0.96071,28,0.96071,18,0.96062,23.0,0.96036
